"hlc0080_h","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","3","Ostdeutschland","61","0.0149761458150588","0.00962632914365998","0.0203259624864577"
"Ja","2012","4","Westdeutschland","50","0.00396312292247072","0.00254111212308704","0.00538513372185439"
"Ja","2012","4","Ostdeutschland","22","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2012","2","Westdeutschland","5394","0.925915495613781","0.919495346650745","0.932335644576817"
"Nein","2012","2","Ostdeutschland","1688","0.916929965976913","0.904921228669254","0.928938703284572"
"Nein","2012","3","Westdeutschland","6528","0.988604151845478","0.986061293191183","0.991147010499773"
"Nein","2012","3","Ostdeutschland","1919","0.985023854184941","0.979674037513542","0.99037367085634"
"Nein","2012","4","Westdeutschland","7449","0.996036877077529","0.994614866278146","0.997458887876913"
"Nein","2012","4","Ostdeutschland","1565","0.991714860141809","0.98725518771386","0.996174532569757"
"Nein","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2013","2","Westdeutschland","987","0.0700289682469282","0.0642418632179418","0.0758160732759145"
"Ja","2013","2","Ostdeutschland","295","0.0838605398503732","0.0717551723187296","0.0959659073820167"
"Ja","2013","3","Westdeutschland","179","0.0118628202254599","0.00940000571277823","0.0143256347381416"
"Ja","2013","3","Ostdeutschland","51","0.0105125703788616","0.00571625446467774","0.0153088862930454"
"Ja","2013","4","Westdeutschland","41","0.0015500053654479","0.000714430197105237","0.00238558053379057"
"Ja","2013","4","Ostdeutschland","15","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2013","2","Westdeutschland","6483","0.929971031753072","0.924183926724086","0.935758136782058"
"Nein","2013","2","Ostdeutschland","1719","0.916139460149627","0.904034092617983","0.92824482768127"
"Nein","2013","3","Westdeutschland","7245","0.98813717977454","0.985674365261858","0.990599994287222"
"Nein","2013","3","Ostdeutschland","1686","0.989487429621138","0.984691113706955","0.994283745535322"
"Nein","2013","4","Westdeutschland","8474","0.998449994634552","0.997614419466209","0.999285569802895"
"Nein","2013","4","Ostdeutschland","1770","0.998362889060419","0.99648740986612","1.00023836825472"
"Nein","2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2014","2","Westdeutschland","819","0.0740850545282202","0.0674479946432002","0.0807221144132403"
"Ja","2014","2","Ostdeutschland","282","0.082607354949295","0.0699530546410846","0.0952616552575054"
"Ja","2014","3","Westdeutschland","217","0.0195453651561417","0.0161638740378736","0.0229268562744098"
"Ja","2014","3","Ostdeutschland","72","0.0160354677540028","0.010123200151564","0.0219477353564417"
"Ja","2014","4","Westdeutschland","21","","",""
"Ja","2014","4","Ostdeutschland","8","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2014","2","Westdeutschland","5163","0.92591494547178","0.91927788558676","0.9325520053568"
"Nein","2014","2","Ostdeutschland","1536","0.917392645050705","0.904738344742495","0.930046945358915"
"Nein","2014","3","Westdeutschland","6221","0.980454634843858","0.97707314372559","0.983836125962126"
"Nein","2014","3","Ostdeutschland","1662","0.983964532245997","0.978052264643558","0.989876799848436"
"Nein","2014","4","Westdeutschland","7688","0.99826880305175","0.997340807153378","0.999196798950122"
"Nein","2014","4","Ostdeutschland","1824","0.99932638545127","0.998138307974393","1.00051446292815"
"Nein","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2015","2","Westdeutschland","596","0.0617698794649317","0.0554226278716021","0.0681171310582613"
"Ja","2015","2","Ostdeutschland","188","0.0672793554783828","0.0546022773355936","0.079956433621172"
"Ja","2015","3","Westdeutschland","190","0.0142807961758531","0.0112965473703145","0.0172650449813916"
"Ja","2015","3","Ostdeutschland","59","0.0237786790807337","0.0166178005465588","0.0309395576149085"
"Ja","2015","4","Westdeutschland","27","","",""
"Ja","2015","4","Ostdeutschland","17","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2015","2","Westdeutschland","4930","0.938230120535068","0.931882868941739","0.944577372128398"
"Nein","2015","2","Ostdeutschland","1312","0.932720644521617","0.920043566378828","0.945397722664406"
"Nein","2015","3","Westdeutschland","5882","0.985719203824147","0.982734955018608","0.988703452629686"
"Nein","2015","3","Ostdeutschland","1680","0.976221320919266","0.969060442385092","0.983382199453441"
"Nein","2015","4","Westdeutschland","7496","0.997954178439546","0.996933140837724","0.998975216041369"
"Nein","2015","4","Ostdeutschland","1733","0.996053246697792","0.993115662421713","0.998990830973872"
"Nein","2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2016","2","Westdeutschland","531","0.0720953334699006","0.0647920198581964","0.0793986470816048"
"Ja","2016","2","Ostdeutschland","150","0.0614738587172129","0.0485062824743755","0.0744414349600504"
"Ja","2016","3","Westdeutschland","175","0.0196680367323819","0.0158946614186724","0.0234414120460915"
"Ja","2016","3","Ostdeutschland","71","0.0108313752430218","0.00566838374084791","0.0159943667451956"
"Ja","2016","4","Westdeutschland","18","","",""
"Ja","2016","4","Ostdeutschland","7","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2016","2","Westdeutschland","4287","0.927904666530099","0.920601352918395","0.935207980141804"
"Nein","2016","2","Ostdeutschland","1168","0.938526141282787","0.925558565039949","0.951493717525625"
"Nein","2016","3","Westdeutschland","5027","0.980331963267618","0.976558587953909","0.984105338581328"
"Nein","2016","3","Ostdeutschland","1473","0.989168624756978","0.984005633254805","0.994331616259152"
"Nein","2016","4","Westdeutschland","7306","0.996800913253382","0.995507637471093","0.998094189035671"
"Nein","2016","4","Ostdeutschland","1798","0.996680913701983","0.994027549711271","0.999334277692695"
"Nein","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2017","2","Westdeutschland","516","0.0687827485821552","0.0617775379864875","0.0757879591778228"
"Ja","2017","2","Ostdeutschland","138","0.0765940767819589","0.062678116631946","0.0905100369319717"
"Ja","2017","3","Westdeutschland","240","0.0234216098089597","0.0194895402789622","0.0273536793389571"
"Ja","2017","3","Ostdeutschland","63","0.0202899381246261","0.0134094372747098","0.0271704389745424"
"Ja","2017","4","Westdeutschland","41","0.00548153863739089","0.0038591370285737","0.00710394024620809"
"Ja","2017","4","Ostdeutschland","17","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2017","2","Westdeutschland","4498","0.931217251417845","0.924212040822177","0.938222462013512"
"Nein","2017","2","Ostdeutschland","1265","0.923405923218041","0.909489963068028","0.937321883368054"
"Nein","2017","3","Westdeutschland","5443","0.97657839019104","0.972646320661043","0.980510459721038"
"Nein","2017","3","Ostdeutschland","1550","0.979710061875374","0.972829561025458","0.98659056272529"
"Nein","2017","4","Westdeutschland","7915","0.994518461362609","0.992896059753792","0.996140862971426"
"Nein","2017","4","Ostdeutschland","2080","0.994161299717151","0.990900415389658","0.997422184044644"
"Nein","2017","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2018","2","Westdeutschland","764","0.0795990216670289","0.0720912732897076","0.0871067700443503"
"Ja","2018","2","Ostdeutschland","142","0.0716044790235517","0.0575726360530954","0.0856363219940079"
"Ja","2018","3","Westdeutschland","348","0.0384429636492707","0.0333422930123465","0.0435436342861949"
"Ja","2018","3","Ostdeutschland","95","0.0381536332952","0.0287107861188151","0.0475964804715849"
"Ja","2018","4","Westdeutschland","58","0.00425294612790423","0.00282871536315298","0.00567717689265547"
"Ja","2018","4","Ostdeutschland","24","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2018","2","Westdeutschland","4229","0.920400978332971","0.91289322995565","0.927908726710292"
"Nein","2018","2","Ostdeutschland","1155","0.928395520976448","0.914363678005992","0.942427363946905"
"Nein","2018","3","Westdeutschland","5110","0.961557036350729","0.956456365713805","0.966657706987654"
"Nein","2018","3","Ostdeutschland","1486","0.9618463667048","0.952403519528415","0.971289213881185"
"Nein","2018","4","Westdeutschland","7962","0.995747053872096","0.994322823107344","0.997171284636847"
"Nein","2018","4","Ostdeutschland","2221","0.994005612570758","0.990812555057751","0.997198670083766"
"Nein","2018","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2019","2","Westdeutschland","621","0.0971553674107159","0.0887575790043075","0.105553155817124"
"Ja","2019","2","Ostdeutschland","118","0.0758002894572234","0.0603953530499386","0.0912052258645082"
"Ja","2019","3","Westdeutschland","355","0.0351090559096582","0.0299221456022724","0.040295966217044"
"Ja","2019","3","Ostdeutschland","72","0.0304035950146156","0.0214258369718255","0.0393813530574057"
"Ja","2019","4","Westdeutschland","62","0.00612228032474118","0.00438380276129484","0.00786075788818753"
"Ja","2019","4","Ostdeutschland","10","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2019","2","Westdeutschland","4157","0.902844632589284","0.894446844182876","0.911242420995693"
"Nein","2019","2","Ostdeutschland","1016","0.924199710542777","0.908794774135492","0.939604646950061"
"Nein","2019","3","Westdeutschland","4482","0.964890944090342","0.959704033782956","0.970077854397728"
"Nein","2019","3","Ostdeutschland","1333","0.969596404985384","0.960618646942594","0.978574163028174"
"Nein","2019","4","Westdeutschland","7672","0.993877719675259","0.992139242111812","0.995616197238705"
"Nein","2019","4","Ostdeutschland","2387","0.995219938291398","0.992458786007339","0.997981090575457"
"Nein","2019","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2020","2","Westdeutschland","664","0.0797229668183522","0.072949533630775","0.0864964000059293"
"Ja","2020","2","Ostdeutschland","120","0.0874854537237198","0.0711483186767754","0.103822588770664"
"Ja","2020","3","Westdeutschland","372","0.0380620230506349","0.032821312516595","0.0433027335846748"
"Ja","2020","3","Ostdeutschland","83","0.0406663715836561","0.0298289666615481","0.0515037765057641"
"Ja","2020","4","Westdeutschland","73","0.0057944076888525","0.00415010648701627","0.00743870889068873"
"Ja","2020","4","Ostdeutschland","9","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2020","2","Westdeutschland","5479","0.920277033181648","0.913503599994071","0.927050466369225"
"Nein","2020","2","Ostdeutschland","1029","0.91251454627628","0.896177411229336","0.928851681323225"
"Nein","2020","3","Westdeutschland","4749","0.961937976949365","0.956697266415325","0.967178687483405"
"Nein","2020","3","Ostdeutschland","1193","0.959333628416344","0.948496223494236","0.970171033338452"
"Nein","2020","4","Westdeutschland","8112","0.994205592311147","0.992561291109311","0.995849893512984"
"Nein","2020","4","Ostdeutschland","2207","0.999281867425294","0.998166521641479","1.00039721320911"
"Nein","2020","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2020","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
