year,bula_h,sampreg,pli0097_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,North Rhine-Westphalia,West,At least once per week,0.00766,47,20158,0.00762,0.00771
2005,North Rhine-Westphalia,West,At least once per month,0.00885,51,20158,0.00880,0.00890
2005,North Rhine-Westphalia,West,Seldom,0.05017,234,20158,0.05006,0.05028
2005,North Rhine-Westphalia,West,Never,0.93332,3990,20158,0.93319,0.93345
2005,Hesse,West,Seldom,0.06815,83,20158,0.06793,0.06838
2005,Hesse,West,Never,0.93185,1229,20158,0.93162,0.93207
2005,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02475,36,20158,0.02460,0.02490
2005,"Rhineland-Palatinate, Saarland",West,Seldom,0.07488,94,20158,0.07462,0.07513
2005,"Rhineland-Palatinate, Saarland",West,Never,0.90037,1087,20158,0.90008,0.90066
2005,Baden-Wuerttemberg,West,Seldom,0.07164,169,20158,0.07146,0.07181
2005,Baden-Wuerttemberg,West,Never,0.92836,2279,20158,0.92819,0.92854
2005,Bavaria,West,At least once per week,0.01002,36,20158,0.00995,0.01008
2005,Bavaria,West,At least once per month,0.02191,51,20158,0.02182,0.02200
2005,Bavaria,West,Seldom,0.07523,234,20158,0.07507,0.07540
2005,Bavaria,West,Never,0.89285,2545,20158,0.89265,0.89304
2005,Berlin,West,Never,1.00000,371,20158,1.00000,1.00000
2005,Berlin,East,Never,1.00000,314,20158,1.00000,1.00000
2005,Brandenburg,East,Seldom,0.08045,62,20158,0.08008,0.08081
2005,Brandenburg,East,Never,0.91955,789,20158,0.91919,0.91992
2005,Mecklenburg-Western Pomerania,East,Seldom,0.08136,48,20158,0.08090,0.08182
2005,Mecklenburg-Western Pomerania,East,Never,0.91864,430,20158,0.91818,0.91910
2005,Saxony,East,Seldom,0.06414,121,20158,0.06390,0.06439
2005,Saxony,East,Never,0.93586,1354,20158,0.93561,0.93610
2005,Saxony-Anhalt,East,Seldom,0.06060,68,20158,0.06027,0.06093
2005,Saxony-Anhalt,East,Never,0.93940,798,20158,0.93907,0.93973
2005,Thuringa,East,Seldom,0.04649,53,20158,0.04619,0.04679
2005,Thuringa,East,Never,0.95351,812,20158,0.95321,0.95381
2007,Schleswig-Holstein,West,Seldom,0.06314,32,19936,0.06283,0.06345
2007,Schleswig-Holstein,West,Never,0.93686,563,19936,0.93655,0.93717
2007,Hamburg,West,Never,1.00000,269,19936,1.00000,1.00000
2007,Lower Saxony,West,At least once per month,0.01795,35,19936,0.01784,0.01805
2007,Lower Saxony,West,Seldom,0.05925,120,19936,0.05906,0.05943
2007,Lower Saxony,West,Never,0.92281,1625,19936,0.92260,0.92301
2007,Bremen,West,Never,1.00000,131,19936,1.00000,1.00000
2007,North Rhine-Westphalia,West,At least once per week,0.00836,43,19936,0.00831,0.00841
2007,North Rhine-Westphalia,West,At least once per month,0.00878,42,19936,0.00873,0.00883
2007,North Rhine-Westphalia,West,Seldom,0.04538,219,19936,0.04527,0.04549
2007,North Rhine-Westphalia,West,Never,0.93748,3864,19936,0.93736,0.93761
2007,Hesse,West,Seldom,0.06501,82,19936,0.06480,0.06523
2007,Hesse,West,Never,0.93499,1252,19936,0.93477,0.93520
2007,"Rhineland-Palatinate, Saarland",West,Seldom,0.04907,64,19936,0.04886,0.04929
2007,"Rhineland-Palatinate, Saarland",West,Never,0.95093,1057,19936,0.95071,0.95114
2007,Baden-Wuerttemberg,West,Seldom,0.05108,130,19936,0.05093,0.05123
2007,Baden-Wuerttemberg,West,Never,0.94892,2284,19936,0.94877,0.94907
2007,Bavaria,West,At least once per week,0.01161,34,19936,0.01155,0.01168
2007,Bavaria,West,At least once per month,0.01468,54,19936,0.01460,0.01475
2007,Bavaria,West,Seldom,0.05827,201,19936,0.05813,0.05842
2007,Bavaria,West,Never,0.91543,2624,19936,0.91526,0.91561
2007,Berlin,West,Never,1.00000,373,19936,1.00000,1.00000
2007,Berlin,East,Never,1.00000,317,19936,1.00000,1.00000
2007,Brandenburg,East,Seldom,0.04615,55,19936,0.04586,0.04643
2007,Brandenburg,East,Never,0.95385,777,19936,0.95357,0.95414
2007,Mecklenburg-Western Pomerania,East,Seldom,0.07009,33,19936,0.06966,0.07051
2007,Mecklenburg-Western Pomerania,East,Never,0.92991,440,19936,0.92949,0.93034
2007,Saxony,East,Seldom,0.05704,78,19936,0.05680,0.05727
2007,Saxony,East,Never,0.94296,1396,19936,0.94273,0.94320
2007,Saxony-Anhalt,East,Seldom,0.04092,47,19936,0.04065,0.04119
2007,Saxony-Anhalt,East,Never,0.95908,804,19936,0.95881,0.95935
2007,Thuringa,East,Seldom,0.04575,47,19936,0.04546,0.04605
2007,Thuringa,East,Never,0.95425,844,19936,0.95395,0.95454
2008,Schleswig-Holstein,West,Seldom,0.10276,41,18913,0.10237,0.10316
2008,Schleswig-Holstein,West,Never,0.89724,482,18913,0.89684,0.89763
2008,Hamburg,West,Never,1.00000,255,18913,1.00000,1.00000
2008,Lower Saxony,West,At least once per month,0.01615,37,18913,0.01605,0.01624
2008,Lower Saxony,West,Seldom,0.07509,148,18913,0.07489,0.07530
2008,Lower Saxony,West,Never,0.90876,1523,18913,0.90854,0.90898
2008,Bremen,West,Never,1.00000,118,18913,1.00000,1.00000
2008,North Rhine-Westphalia,West,At least once per week,0.00537,35,18913,0.00533,0.00540
2008,North Rhine-Westphalia,West,At least once per month,0.01343,69,18913,0.01337,0.01349
2008,North Rhine-Westphalia,West,Seldom,0.07287,295,18913,0.07273,0.07300
2008,North Rhine-Westphalia,West,Never,0.90834,3509,18913,0.90820,0.90849
2008,Hesse,West,Seldom,0.07471,95,18913,0.07448,0.07494
2008,Hesse,West,Never,0.92529,1175,18913,0.92506,0.92552
2008,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03301,41,18913,0.03283,0.03319
2008,"Rhineland-Palatinate, Saarland",West,Seldom,0.05331,72,18913,0.05309,0.05353
2008,"Rhineland-Palatinate, Saarland",West,Never,0.91368,974,18913,0.91341,0.91396
2008,Baden-Wuerttemberg,West,At least once per month,0.01095,33,18913,0.01088,0.01102
2008,Baden-Wuerttemberg,West,Seldom,0.06715,172,18913,0.06698,0.06732
2008,Baden-Wuerttemberg,West,Never,0.92190,2121,18913,0.92172,0.92208
2008,Bavaria,West,At least once per week,0.01254,46,18913,0.01248,0.01261
2008,Bavaria,West,At least once per month,0.01964,72,18913,0.01955,0.01972
2008,Bavaria,West,Seldom,0.08276,271,18913,0.08259,0.08292
2008,Bavaria,West,Never,0.88506,2353,18913,0.88487,0.88526
2008,Berlin,West,Seldom,0.10387,40,18913,0.10340,0.10435
2008,Berlin,West,Never,0.89613,337,18913,0.89565,0.89660
2008,Berlin,East,Never,1.00000,305,18913,1.00000,1.00000
2008,Brandenburg,East,Seldom,0.07709,66,18913,0.07673,0.07745
2008,Brandenburg,East,Never,0.92291,728,18913,0.92255,0.92327
2008,Mecklenburg-Western Pomerania,East,Seldom,0.06834,32,18913,0.06793,0.06876
2008,Mecklenburg-Western Pomerania,East,Never,0.93166,428,18913,0.93124,0.93207
2008,Saxony,East,Seldom,0.05247,85,18913,0.05224,0.05269
2008,Saxony,East,Never,0.94753,1309,18913,0.94731,0.94776
2008,Saxony-Anhalt,East,Seldom,0.05855,50,18913,0.05822,0.05887
2008,Saxony-Anhalt,East,Never,0.94145,747,18913,0.94113,0.94178
2008,Thuringa,East,Seldom,0.06299,64,18913,0.06264,0.06333
2008,Thuringa,East,Never,0.93701,785,18913,0.93667,0.93736
2009,Schleswig-Holstein,West,Never,1.00000,474,17503,1.00000,1.00000
2009,Hamburg,West,Never,1.00000,247,17503,1.00000,1.00000
2009,Lower Saxony,West,At least once per month,0.01970,35,17503,0.01959,0.01980
2009,Lower Saxony,West,Seldom,0.06336,99,17503,0.06317,0.06356
2009,Lower Saxony,West,Never,0.91694,1459,17503,0.91672,0.91716
2009,Bremen,West,Never,1.00000,102,17503,1.00000,1.00000
2009,North Rhine-Westphalia,West,At least once per month,0.00869,37,17503,0.00864,0.00874
2009,North Rhine-Westphalia,West,Seldom,0.04425,183,17503,0.04415,0.04436
2009,North Rhine-Westphalia,West,Never,0.94706,3364,17503,0.94694,0.94717
2009,Hesse,West,Seldom,0.07093,79,17503,0.07071,0.07116
2009,Hesse,West,Never,0.92907,1096,17503,0.92884,0.92929
2009,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02471,31,17503,0.02456,0.02486
2009,"Rhineland-Palatinate, Saarland",West,Seldom,0.06380,62,17503,0.06356,0.06405
2009,"Rhineland-Palatinate, Saarland",West,Never,0.91149,915,17503,0.91121,0.91177
2009,Baden-Wuerttemberg,West,Seldom,0.05937,129,17503,0.05921,0.05953
2009,Baden-Wuerttemberg,West,Never,0.94063,1916,17503,0.94047,0.94079
2009,Bavaria,West,At least once per month,0.01892,64,17503,0.01884,0.01900
2009,Bavaria,West,Seldom,0.07372,210,17503,0.07356,0.07388
2009,Bavaria,West,Never,0.90736,2282,17503,0.90718,0.90753
2009,Berlin,West,Never,1.00000,326,17503,1.00000,1.00000
2009,Berlin,East,Never,1.00000,293,17503,1.00000,1.00000
2009,Brandenburg,East,Seldom,0.06329,48,17503,0.06296,0.06362
2009,Brandenburg,East,Never,0.93671,719,17503,0.93638,0.93704
2009,Mecklenburg-Western Pomerania,East,Seldom,0.07016,37,17503,0.06974,0.07058
2009,Mecklenburg-Western Pomerania,East,Never,0.92984,405,17503,0.92942,0.93026
2009,Saxony,East,Seldom,0.05964,70,17503,0.05940,0.05988
2009,Saxony,East,Never,0.94036,1263,17503,0.94012,0.94060
2009,Saxony-Anhalt,East,Seldom,0.05845,44,17503,0.05812,0.05877
2009,Saxony-Anhalt,East,Never,0.94155,702,17503,0.94123,0.94188
2009,Thuringa,East,Seldom,0.06943,51,17503,0.06906,0.06979
2009,Thuringa,East,Never,0.93057,761,17503,0.93021,0.93094
2011,Schleswig-Holstein,West,Seldom,0.05101,45,28016,0.05073,0.05130
2011,Schleswig-Holstein,West,Never,0.94899,907,28016,0.94870,0.94927
2011,Hamburg,West,Never,1.00000,397,28016,1.00000,1.00000
2011,Lower Saxony,West,At least once per week,0.01564,42,28016,0.01554,0.01573
2011,Lower Saxony,West,At least once per month,0.01800,51,28016,0.01790,0.01810
2011,Lower Saxony,West,Seldom,0.05577,139,28016,0.05560,0.05595
2011,Lower Saxony,West,Never,0.91059,2401,28016,0.91037,0.91081
2011,Bremen,West,Never,1.00000,170,28016,1.00000,1.00000
2011,North Rhine-Westphalia,West,At least once per week,0.00930,44,28016,0.00925,0.00935
2011,North Rhine-Westphalia,West,At least once per month,0.01207,63,28016,0.01202,0.01213
2011,North Rhine-Westphalia,West,Seldom,0.04328,267,28016,0.04317,0.04338
2011,North Rhine-Westphalia,West,Never,0.93535,5326,28016,0.93522,0.93547
2011,Hesse,West,At least once per week,0.01705,32,28016,0.01694,0.01717
2011,Hesse,West,Seldom,0.06519,125,28016,0.06497,0.06542
2011,Hesse,West,Never,0.91775,1770,28016,0.91750,0.91800
2011,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02751,41,28016,0.02735,0.02767
2011,"Rhineland-Palatinate, Saarland",West,Seldom,0.08986,116,28016,0.08957,0.09014
2011,"Rhineland-Palatinate, Saarland",West,Never,0.88263,1428,28016,0.88231,0.88295
2011,Baden-Wuerttemberg,West,At least once per week,0.00846,39,28016,0.00839,0.00852
2011,Baden-Wuerttemberg,West,At least once per month,0.01320,59,28016,0.01312,0.01328
2011,Baden-Wuerttemberg,West,Seldom,0.07373,225,28016,0.07356,0.07391
2011,Baden-Wuerttemberg,West,Never,0.90461,3199,28016,0.90441,0.90481
2011,Bavaria,West,At least once per week,0.00849,49,28016,0.00843,0.00855
2011,Bavaria,West,At least once per month,0.01626,96,28016,0.01618,0.01633
2011,Bavaria,West,Seldom,0.07522,321,28016,0.07505,0.07538
2011,Bavaria,West,Never,0.90004,3953,28016,0.89985,0.90022
2011,Berlin,West,Seldom,0.06177,37,28016,0.06138,0.06215
2011,Berlin,West,Never,0.93823,503,28016,0.93785,0.93862
2011,Berlin,East,Seldom,0.06470,35,28016,0.06426,0.06515
2011,Berlin,East,Never,0.93530,416,28016,0.93485,0.93574
2011,Brandenburg,East,Seldom,0.04259,66,28016,0.04231,0.04288
2011,Brandenburg,East,Never,0.95741,1046,28016,0.95712,0.95769
2011,Mecklenburg-Western Pomerania,East,Seldom,0.09095,44,28016,0.09047,0.09144
2011,Mecklenburg-Western Pomerania,East,Never,0.90905,596,28016,0.90856,0.90953
2011,Saxony,East,At least once per month,0.02314,33,28016,0.02299,0.02330
2011,Saxony,East,Seldom,0.06549,98,28016,0.06524,0.06574
2011,Saxony,East,Never,0.91137,1685,28016,0.91108,0.91166
2011,Saxony-Anhalt,East,Seldom,0.05700,66,28016,0.05667,0.05733
2011,Saxony-Anhalt,East,Never,0.94300,1005,28016,0.94267,0.94333
2011,Thuringa,East,Seldom,0.04754,65,28016,0.04723,0.04785
2011,Thuringa,East,Never,0.95246,1016,28016,0.95215,0.95277
2013,Schleswig-Holstein,West,Seldom,0.09405,80,25020,0.09366,0.09445
2013,Schleswig-Holstein,West,Never,0.90595,791,25020,0.90555,0.90634
2013,Hamburg,West,Seldom,0.08141,38,25020,0.08093,0.08190
2013,Hamburg,West,Never,0.91859,346,25020,0.91810,0.91907
2013,Lower Saxony,West,At least once per week,0.01474,42,25020,0.01464,0.01484
2013,Lower Saxony,West,At least once per month,0.02226,66,25020,0.02214,0.02238
2013,Lower Saxony,West,Seldom,0.10014,223,25020,0.09989,0.10038
2013,Lower Saxony,West,Never,0.86286,2106,25020,0.86259,0.86314
2013,Bremen,West,Never,1.00000,153,25020,1.00000,1.00000
2013,North Rhine-Westphalia,West,At least once per week,0.01343,51,25020,0.01337,0.01350
2013,North Rhine-Westphalia,West,At least once per month,0.01150,60,25020,0.01144,0.01156
2013,North Rhine-Westphalia,West,Seldom,0.08364,395,25020,0.08349,0.08380
2013,North Rhine-Westphalia,West,Never,0.89142,4563,25020,0.89125,0.89159
2013,Hesse,West,Seldom,0.08207,144,25020,0.08181,0.08234
2013,Hesse,West,Never,0.91793,1560,25020,0.91766,0.91819
2013,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03110,46,25020,0.03092,0.03128
2013,"Rhineland-Palatinate, Saarland",West,Seldom,0.09802,124,25020,0.09771,0.09833
2013,"Rhineland-Palatinate, Saarland",West,Never,0.87088,1215,25020,0.87053,0.87123
2013,Baden-Wuerttemberg,West,At least once per week,0.01168,32,25020,0.01160,0.01176
2013,Baden-Wuerttemberg,West,At least once per month,0.01519,49,25020,0.01511,0.01528
2013,Baden-Wuerttemberg,West,Seldom,0.08350,228,25020,0.08330,0.08369
2013,Baden-Wuerttemberg,West,Never,0.88963,2684,25020,0.88941,0.88985
2013,Bavaria,West,At least once per week,0.00968,51,25020,0.00961,0.00974
2013,Bavaria,West,At least once per month,0.02085,96,25020,0.02076,0.02095
2013,Bavaria,West,Seldom,0.10341,399,25020,0.10321,0.10361
2013,Bavaria,West,Never,0.86606,3451,25020,0.86584,0.86628
2013,Berlin,West,Seldom,0.12816,47,25020,0.12760,0.12872
2013,Berlin,West,Never,0.87184,466,25020,0.87128,0.87240
2013,Berlin,East,Seldom,0.07960,40,25020,0.07909,0.08011
2013,Berlin,East,Never,0.92040,392,25020,0.91989,0.92091
2013,Brandenburg,East,Seldom,0.09056,82,25020,0.09015,0.09098
2013,Brandenburg,East,Never,0.90944,887,25020,0.90902,0.90985
2013,Mecklenburg-Western Pomerania,East,Seldom,0.12397,51,25020,0.12338,0.12457
2013,Mecklenburg-Western Pomerania,East,Never,0.87603,506,25020,0.87543,0.87662
2013,Saxony,East,Seldom,0.06312,102,25020,0.06286,0.06337
2013,Saxony,East,Never,0.93688,1557,25020,0.93663,0.93714
2013,Saxony-Anhalt,East,Seldom,0.07667,70,25020,0.07628,0.07706
2013,Saxony-Anhalt,East,Never,0.92333,862,25020,0.92294,0.92372
2013,Thuringa,East,Seldom,0.07361,85,25020,0.07323,0.07400
2013,Thuringa,East,Never,0.92639,880,25020,0.92600,0.92677
2015,Schleswig-Holstein,West,Seldom,0.05631,44,26312,0.05601,0.05661
2015,Schleswig-Holstein,West,Never,0.94369,830,26312,0.94339,0.94399
2015,Hamburg,West,Never,1.00000,429,26312,1.00000,1.00000
2015,Lower Saxony,West,At least once per month,0.01401,48,26312,0.01392,0.01410
2015,Lower Saxony,West,Seldom,0.07215,178,26312,0.07195,0.07235
2015,Lower Saxony,West,Never,0.91384,2353,26312,0.91363,0.91406
2015,Bremen,West,Never,1.00000,175,26312,1.00000,1.00000
2015,North Rhine-Westphalia,West,At least once per week,0.01120,50,26312,0.01114,0.01125
2015,North Rhine-Westphalia,West,At least once per month,0.00995,57,26312,0.00990,0.01000
2015,North Rhine-Westphalia,West,Seldom,0.05261,253,26312,0.05249,0.05272
2015,North Rhine-Westphalia,West,Never,0.92625,5201,26312,0.92612,0.92638
2015,Hesse,West,Seldom,0.05489,115,26312,0.05468,0.05509
2015,Hesse,West,Never,0.94511,1714,26312,0.94491,0.94532
2015,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02942,33,26312,0.02925,0.02959
2015,"Rhineland-Palatinate, Saarland",West,Seldom,0.06620,110,26312,0.06596,0.06645
2015,"Rhineland-Palatinate, Saarland",West,Never,0.90438,1438,26312,0.90409,0.90467
2015,Baden-Wuerttemberg,West,At least once per week,0.01008,33,26312,0.01001,0.01014
2015,Baden-Wuerttemberg,West,At least once per month,0.00881,46,26312,0.00875,0.00887
2015,Baden-Wuerttemberg,West,Seldom,0.05830,196,26312,0.05815,0.05845
2015,Baden-Wuerttemberg,West,Never,0.92282,2924,26312,0.92264,0.92299
2015,Bavaria,West,At least once per week,0.01001,40,26312,0.00995,0.01007
2015,Bavaria,West,At least once per month,0.01935,90,26312,0.01926,0.01943
2015,Bavaria,West,Seldom,0.06931,314,26312,0.06915,0.06946
2015,Bavaria,West,Never,0.90134,3912,26312,0.90116,0.90152
2015,Berlin,West,Seldom,0.06546,35,26312,0.06507,0.06585
2015,Berlin,West,Never,0.93454,503,26312,0.93415,0.93493
2015,Berlin,East,Never,1.00000,395,26312,1.00000,1.00000
2015,Brandenburg,East,Seldom,0.07336,62,26312,0.07300,0.07372
2015,Brandenburg,East,Never,0.92664,915,26312,0.92628,0.92700
2015,Mecklenburg-Western Pomerania,East,Never,1.00000,506,26312,1.00000,1.00000
2015,Saxony,East,Seldom,0.05819,95,26312,0.05795,0.05843
2015,Saxony,East,Never,0.94181,1397,26312,0.94157,0.94205
2015,Saxony-Anhalt,East,Seldom,0.04805,47,26312,0.04774,0.04836
2015,Saxony-Anhalt,East,Never,0.95195,824,26312,0.95164,0.95226
2015,Thuringa,East,Seldom,0.05894,63,26312,0.05859,0.05929
2015,Thuringa,East,Never,0.94106,887,26312,0.94071,0.94141
2017,Schleswig-Holstein,West,Seldom,0.06500,54,26087,0.06469,0.06530
2017,Schleswig-Holstein,West,Never,0.93500,874,26087,0.93470,0.93531
2017,Hamburg,West,Never,1.00000,432,26087,1.00000,1.00000
2017,Lower Saxony,West,At least once per week,0.01350,37,26087,0.01342,0.01359
2017,Lower Saxony,West,At least once per month,0.01910,51,26087,0.01899,0.01920
2017,Lower Saxony,West,Seldom,0.06827,180,26087,0.06808,0.06847
2017,Lower Saxony,West,Never,0.89912,2409,26087,0.89889,0.89936
2017,Bremen,West,Never,1.00000,206,26087,1.00000,1.00000
2017,North Rhine-Westphalia,West,At least once per week,0.01316,57,26087,0.01310,0.01322
2017,North Rhine-Westphalia,West,At least once per month,0.01442,55,26087,0.01436,0.01448
2017,North Rhine-Westphalia,West,Seldom,0.05507,279,26087,0.05495,0.05518
2017,North Rhine-Westphalia,West,Never,0.91735,5110,26087,0.91721,0.91749
2017,Hesse,West,Seldom,0.05479,106,26087,0.05459,0.05499
2017,Hesse,West,Never,0.94521,1627,26087,0.94501,0.94541
2017,"Rhineland-Palatinate, Saarland",West,At least once per week,0.02917,33,26087,0.02901,0.02934
2017,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02304,34,26087,0.02289,0.02319
2017,"Rhineland-Palatinate, Saarland",West,Seldom,0.06780,94,26087,0.06755,0.06805
2017,"Rhineland-Palatinate, Saarland",West,Never,0.87999,1358,26087,0.87967,0.88031
2017,Baden-Wuerttemberg,West,At least once per month,0.01566,50,26087,0.01558,0.01574
2017,Baden-Wuerttemberg,West,Seldom,0.06512,191,26087,0.06496,0.06528
2017,Baden-Wuerttemberg,West,Never,0.91922,2731,26087,0.91904,0.91940
2017,Bavaria,West,At least once per week,0.01116,47,26087,0.01110,0.01122
2017,Bavaria,West,At least once per month,0.01873,91,26087,0.01865,0.01881
2017,Bavaria,West,Seldom,0.06316,269,26087,0.06301,0.06331
2017,Bavaria,West,Never,0.90695,3793,26087,0.90678,0.90713
2017,Berlin,West,Never,1.00000,518,26087,1.00000,1.00000
2017,Berlin,East,Never,1.00000,394,26087,1.00000,1.00000
2017,Brandenburg,East,Seldom,0.05366,56,26087,0.05334,0.05397
2017,Brandenburg,East,Never,0.94634,940,26087,0.94603,0.94666
2017,Mecklenburg-Western Pomerania,East,Seldom,0.08675,35,26087,0.08625,0.08725
2017,Mecklenburg-Western Pomerania,East,Never,0.91325,520,26087,0.91275,0.91375
2017,Saxony,East,Seldom,0.04259,79,26087,0.04238,0.04280
2017,Saxony,East,Never,0.95741,1524,26087,0.95720,0.95762
2017,Saxony-Anhalt,East,Seldom,0.06774,56,26087,0.06738,0.06810
2017,Saxony-Anhalt,East,Never,0.93226,848,26087,0.93190,0.93262
2017,Thuringa,East,Seldom,0.05508,61,26087,0.05474,0.05542
2017,Thuringa,East,Never,0.94492,888,26087,0.94458,0.94526
2019,Schleswig-Holstein,West,Seldom,0.10988,112,25173,0.10948,0.11028
2019,Schleswig-Holstein,West,Never,0.89012,784,25173,0.88972,0.89052
2019,Hamburg,West,Seldom,0.07881,60,25173,0.07839,0.07924
2019,Hamburg,West,Never,0.92119,457,25173,0.92076,0.92161
2019,Lower Saxony,West,At least once per week,0.01594,51,25173,0.01585,0.01604
2019,Lower Saxony,West,At least once per month,0.01898,54,25173,0.01887,0.01908
2019,Lower Saxony,West,Seldom,0.08959,276,25173,0.08937,0.08980
2019,Lower Saxony,West,Never,0.87549,2085,25173,0.87524,0.87575
2019,Bremen,West,Never,1.00000,191,25173,1.00000,1.00000
2019,North Rhine-Westphalia,West,At least once per week,0.01510,82,25173,0.01504,0.01516
2019,North Rhine-Westphalia,West,At least once per month,0.01441,86,25173,0.01435,0.01447
2019,North Rhine-Westphalia,West,Seldom,0.08961,484,25173,0.08946,0.08975
2019,North Rhine-Westphalia,West,Never,0.88088,4731,25173,0.88071,0.88104
2019,Hesse,West,At least once per month,0.01646,42,25173,0.01635,0.01657
2019,Hesse,West,Seldom,0.10737,175,25173,0.10710,0.10764
2019,Hesse,West,Never,0.87617,1457,25173,0.87589,0.87645
2019,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03456,52,25173,0.03438,0.03475
2019,"Rhineland-Palatinate, Saarland",West,Seldom,0.08851,116,25173,0.08822,0.08879
2019,"Rhineland-Palatinate, Saarland",West,Never,0.87693,1263,25173,0.87660,0.87726
2019,Baden-Wuerttemberg,West,At least once per week,0.01206,45,25173,0.01199,0.01213
2019,Baden-Wuerttemberg,West,At least once per month,0.02252,67,25173,0.02243,0.02262
2019,Baden-Wuerttemberg,West,Seldom,0.10875,313,25173,0.10855,0.10895
2019,Baden-Wuerttemberg,West,Never,0.85667,2359,25173,0.85644,0.85690
2019,Bavaria,West,At least once per week,0.01409,82,25173,0.01402,0.01417
2019,Bavaria,West,At least once per month,0.01960,103,25173,0.01952,0.01969
2019,Bavaria,West,Seldom,0.10185,440,25173,0.10166,0.10203
2019,Bavaria,West,Never,0.86446,3290,25173,0.86425,0.86467
2019,Berlin,West,Seldom,0.11013,82,25173,0.10966,0.11060
2019,Berlin,West,Never,0.88987,462,25173,0.88940,0.89034
2019,Berlin,East,Seldom,0.13089,42,25173,0.13023,0.13154
2019,Berlin,East,Never,0.86911,313,25173,0.86846,0.86977
2019,Brandenburg,East,At least once per month,0.02723,41,25173,0.02701,0.02746
2019,Brandenburg,East,Seldom,0.08568,96,25173,0.08530,0.08606
2019,Brandenburg,East,Never,0.88709,948,25173,0.88666,0.88752
2019,Mecklenburg-Western Pomerania,East,Seldom,0.11450,58,25173,0.11395,0.11506
2019,Mecklenburg-Western Pomerania,East,Never,0.88550,515,25173,0.88494,0.88605
2019,Saxony,East,At least once per month,0.01894,46,25173,0.01879,0.01908
2019,Saxony,East,Seldom,0.07981,120,25173,0.07953,0.08009
2019,Saxony,East,Never,0.90126,1439,25173,0.90094,0.90157
2019,Saxony-Anhalt,East,Seldom,0.07426,76,25173,0.07388,0.07464
2019,Saxony-Anhalt,East,Never,0.92574,777,25173,0.92536,0.92612
2019,Thuringa,East,At least once per month,0.01384,31,25173,0.01366,0.01401
2019,Thuringa,East,Seldom,0.08423,89,25173,0.08382,0.08464
2019,Thuringa,East,Never,0.90193,781,25173,0.90149,0.90238
