"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2007","Paar mit Kind(ern)","Ostdeutschland","4.4","3.5","2783","3","3","5","6","10","4.34","4.46","2","12","4","4"
"2007","Paar mit Kind(ern)","Westdeutschland","4.92","4.5","10538","3","4","6","7","10","4.89","4.95","1","16","5","5"
"2007","Sonstige","Ostdeutschland","4","3.5","140","2","3","5","6","7","3.73","4.27","2","8","4","5"
"2007","Sonstige","Westdeutschland","5.15","4.5","484","3","3","6","8","14","4.91","5.39","2","15","4","5"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.38","2.5","1952","2","3","4","5","7","3.33","3.43","1","9","3","3"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.03","3.5","5508","2","3","5","6","9","3.99","4.07","1","24","4","4"
"2008","1-Pers.- Haushalt","Ostdeutschland","2.56","1.5","746","2","2","3","4","6","2.48","2.64","1","8","2","3"
"2008","1-Pers.- Haushalt","Westdeutschland","2.92","2.5","2244","2","2","3","5","7","2.86","2.98","1","12","3","3"
"2008","Alleinerziehende","Ostdeutschland","3.42","2.5","426","3","3","4","5","6","3.32","3.52","2","8","3","3"
"2008","Alleinerziehende","Westdeutschland","3.96","3.5","1285","2","3","5","6","8","3.87","4.05","1","15","4","4"
"2008","Paar mit Kind(ern)","Ostdeutschland","4.44","3.5","2545","3","3","5","6","9","4.38","4.5","2","14","4","4"
"2008","Paar mit Kind(ern)","Westdeutschland","4.99","4.5","9567","3","4","6","7","10","4.95","5.03","2","16","5","5"
"2008","Sonstige","Ostdeutschland","5.08","4.5","131","3","4","6","8","8","4.74","5.42","2","9","4","6"
"2008","Sonstige","Westdeutschland","5.02","4.5","406","3","3","6","8","13","4.8","5.24","1","15","4","5"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.48","2.5","1902","2","3","4","5","8","3.42","3.54","1","10","3","3"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.09","3.5","5190","2","3","5","6","9","4.04","4.14","1","13","4","4"
"2009","1-Pers.- Haushalt","Ostdeutschland","2.58","1.5","726","2","2","3","4","6","2.5","2.66","1","8","2","3"
"2009","1-Pers.- Haushalt","Westdeutschland","2.98","2.5","2130","2","2","4","5","7","2.92","3.04","1","12","3","3"
"2009","Alleinerziehende","Ostdeutschland","3.34","2.5","421","2","3","4","5","6","3.25","3.43","2","7","3","3"
"2009","Alleinerziehende","Westdeutschland","4.01","3.5","1156","3","3","5","6","8","3.92","4.1","2","11","4","4"
"2009","Paar mit Kind(ern)","Ostdeutschland","4.54","3.5","2420","3","3","5","7","10","4.48","4.6","2","15","4","4"
"2009","Paar mit Kind(ern)","Westdeutschland","4.97","4.5","8780","3","4","6","7","10","4.93","5.01","2","17","5","5"
"2009","Sonstige","Ostdeutschland","4.39","3.5","102","3","3","5","6","8","4.09","4.69","2","8","4","5"
"2009","Sonstige","Westdeutschland","5.08","4.5","339","3","4","6","8","13","4.85","5.31","1","14","4","5"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.54","2.5","1790","2","3","4","5","8","3.48","3.6","1","10","3","3"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.05","3.5","4938","2","3","5","6","9","4","4.1","1","12","4","4"
"2010","1-Pers.- Haushalt","Ostdeutschland","2.62","1.5","683","2","2","3","4","6","2.53","2.71","1","9","2","3"
"2010","1-Pers.- Haushalt","Westdeutschland","3.05","2.5","2022","2","2","4","5","8","2.98","3.12","1","12","3","3"
"2010","Alleinerziehende","Ostdeutschland","3.47","2.5","1020","3","3","4","5","7","3.41","3.53","1","9","3","3"
"2010","Alleinerziehende","Westdeutschland","3.82","2.5","3723","3","3","4","6","8","3.77","3.87","1","12","3","4"
"2010","Paar mit Kind(ern)","Ostdeutschland","4.43","3.5","4291","3","3","5","6","9","4.38","4.48","1","16","4","4"
"2010","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","18345","3","4","6","7","10","4.93","4.99","1","18","5","5"
"2010","Sonstige","Ostdeutschland","4.27","4.5","123","2","3","5","6","9","3.95","4.59","2","9","4","5"
"2010","Sonstige","Westdeutschland","5.84","5.5","476","3","4","8","9","13","5.66","6.02","2","13","5","5"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.57","2.5","2178","2","3","4","5","8","3.52","3.62","1","10","3","3"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.07","3.5","6564","2","3","5","6","9","4.03","4.11","1","16","4","4"
"2011","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","894","1","2","3","4","6","2.47","2.63","1","11","2","2"
"2011","1-Pers.- Haushalt","Westdeutschland","2.97","2.5","2656","2","2","4","5","7","2.91","3.03","1","12","3","3"
"2011","Alleinerziehende","Ostdeutschland","3.5","2.5","1302","3","3","4","5","9","3.45","3.55","2","10","3","3"
"2011","Alleinerziehende","Westdeutschland","3.84","2.5","4561","2","3","4","6","9","3.8","3.88","1","13","3","4"
"2011","Paar mit Kind(ern)","Ostdeutschland","4.41","3.5","4599","3","3","5","6","9","4.37","4.45","2","15","4","4"
"2011","Paar mit Kind(ern)","Westdeutschland","5.02","4.5","20441","3","4","6","7","10","5","5.04","2","24","5","5"
"2011","Sonstige","Ostdeutschland","3.8","3.5","168","2","2","5","6","8","3.53","4.07","2","9","4","5"
"2011","Sonstige","Westdeutschland","5.18","4.5","614","3","4","6","8","9","5.02","5.34","2","13","5","5"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.59","2.5","2236","2","3","4","5","7","3.54","3.64","1","10","3","3"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.11","3.5","6656","2","3","5","6","9","4.07","4.15","1","15","4","4"
"2012","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","936","1","2","3","4","6","2.47","2.63","1","9","2","2"
"2012","1-Pers.- Haushalt","Westdeutschland","2.96","2.5","2745","2","2","3","5","7","2.91","3.01","1","14","3","3"
"2012","Alleinerziehende","Ostdeutschland","3.57","2.5","1266","3","3","4","5","8","3.52","3.62","2","9","3","3"
"2012","Alleinerziehende","Westdeutschland","3.86","2.5","4327","3","3","4","6","9","3.82","3.9","1","13","3","4"
"2012","Paar mit Kind(ern)","Ostdeutschland","4.4","3.5","4254","3","3","5","6","9","4.36","4.44","2","13","4","4"
"2012","Paar mit Kind(ern)","Westdeutschland","5.02","4.5","19197","3","4","6","7","10","4.99","5.05","1","24","5","5"
"2012","Sonstige","Ostdeutschland","4.18","3.5","171","2","3","5","6","8","3.91","4.45","2","9","4","5"
"2012","Sonstige","Westdeutschland","5.55","4.5","595","3","4","7","8","13","5.36","5.74","2","22","5","5"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.61","2.5","2222","2","3","4","5","8","3.56","3.66","1","9","3","3"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.12","3.5","7056","2","3","5","6","9","4.08","4.16","1","15","4","4"
"2013","1-Pers.- Haushalt","Ostdeutschland","2.56","1.5","902","1","2","3","4","6","2.48","2.64","1","9","2","2"
"2013","1-Pers.- Haushalt","Westdeutschland","2.98","2.5","2937","2","2","4","5","7","2.93","3.03","1","13","3","3"
"2013","Alleinerziehende","Ostdeutschland","3.55","2.5","1200","2","3","4","5","7","3.49","3.61","1","9","3","3"
"2013","Alleinerziehende","Westdeutschland","3.84","2.5","4602","2","3","4","6","8","3.8","3.88","1","11","3","4"
"2013","Paar mit Kind(ern)","Ostdeutschland","4.34","3.5","4275","3","3","5","6","9","4.29","4.39","1","14","4","4"
"2013","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","22639","3","4","6","7","10","4.93","4.97","1","20","5","5"
"2013","Sonstige","Ostdeutschland","4.13","2.5","236","3","3","5","6","11","3.89","4.37","2","11","4","4"
"2013","Sonstige","Westdeutschland","4.51","3.5","1581","3","3","5","7","9","4.42","4.6","1","13","4","4"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.56","2.5","2154","2","3","4","5","8","3.51","3.61","1","10","3","3"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.14","3.5","6548","2","3","5","6","9","4.1","4.18","1","15","4","4"
"2014","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","879","1","2","3","4","6","2.47","2.63","1","9","2","3"
"2014","1-Pers.- Haushalt","Westdeutschland","3.01","2.5","2680","2","2","4","5","8","2.95","3.07","1","11","3","3"
"2014","Alleinerziehende","Ostdeutschland","3.4","2.5","991","2","3","4","4","6","3.34","3.46","2","7","3","3"
"2014","Alleinerziehende","Westdeutschland","3.84","2.5","3695","3","3","5","6","9","3.79","3.89","2","12","3","4"
"2014","Paar mit Kind(ern)","Ostdeutschland","4.42","3.5","3795","3","3","5","6","9","4.37","4.47","1","13","4","4"
"2014","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","19285","3","4","6","7","10","4.94","4.98","1","16","5","5"
"2014","Sonstige","Ostdeutschland","4.28","3.5","183","3","3","5","6","9","4.04","4.52","2","9","4","4"
"2014","Sonstige","Westdeutschland","4.64","3.5","1238","3","3","6","7","10","4.54","4.74","2","13","4","4"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.6","2.5","2132","2","3","4","5","8","3.55","3.65","1","9","3","3"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.13","3.5","6616","2","3","5","6","9","4.09","4.17","1","16","4","4"
"2015","1-Pers.- Haushalt","Ostdeutschland","2.53","1.5","871","1","2","3","4","6","2.45","2.61","1","9","2","3"
"2015","1-Pers.- Haushalt","Westdeutschland","3.03","2.5","2751","2","2","4","5","8","2.97","3.09","1","14","3","3"
"2015","Alleinerziehende","Ostdeutschland","3.51","2.5","929","3","3","4","5","6","3.45","3.57","1","8","3","4"
"2015","Alleinerziehende","Westdeutschland","3.9","3.5","3493","2","3","5","6","9","3.85","3.95","1","15","4","4"
"2015","Paar mit Kind(ern)","Ostdeutschland","4.33","3.5","3585","3","3","5","6","8","4.28","4.38","1","12","4","4"
"2015","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","19170","3","4","6","7","10","4.92","4.98","1","15","5","5"
"2015","Sonstige","Ostdeutschland","3.83","3.5","202","2","3","4","6","7","3.65","4.01","1","7","4","4"
"2015","Sonstige","Westdeutschland","4.56","3.5","1260","3","3","6","7","10","4.46","4.66","1","13","4","4"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.7","2.5","2046","2","3","4","6","8","3.64","3.76","1","12","3","3"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.18","3.5","6270","2","3","5","6","9","4.14","4.22","1","16","4","4"
"2016","1-Pers.- Haushalt","Ostdeutschland","2.58","1.5","937","1","2","3","4","6","2.5","2.66","1","11","2","3"
"2016","1-Pers.- Haushalt","Westdeutschland","3.03","2.5","2859","2","2","4","5","8","2.97","3.09","1","13","3","3"
"2016","Alleinerziehende","Ostdeutschland","3.66","2.5","1032","3","3","4","5","8","3.6","3.72","1","8","3","3"
"2016","Alleinerziehende","Westdeutschland","3.91","3.5","3546","2","3","5","6","9","3.86","3.96","1","15","3","4"
"2016","Paar mit Kind(ern)","Ostdeutschland","4.33","3.5","4322","3","3","5","6","8","4.29","4.37","1","11","4","4"
"2016","Paar mit Kind(ern)","Westdeutschland","4.94","4.5","21940","3","4","6","7","10","4.92","4.96","1","15","4","4"
"2016","Sonstige","Ostdeutschland","3.85","3.5","306","2","3","5","6","7","3.69","4.01","1","8","3","4"
"2016","Sonstige","Westdeutschland","4.5","3.5","1782","3","3","5","7","10","4.42","4.58","1","13","4","4"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.71","2.5","2284","2","3","4","5","8","3.66","3.76","1","9","3","3"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.17","3.5","7138","2","3","5","6","9","4.13","4.21","1","16","4","4"
"2017","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","1050","1","2","3","4","6","2.48","2.62","1","9","2","2"
"2017","1-Pers.- Haushalt","Westdeutschland","3.05","2.5","3232","2","2","4","5","8","3","3.1","1","15","2","3"
"2017","Alleinerziehende","Ostdeutschland","3.74","2.5","1004","3","3","4","5","8","3.67","3.81","1","8","3","4"
"2017","Alleinerziehende","Westdeutschland","4","3.5","3736","2","3","5","6","9","3.95","4.05","1","15","3","4"
"2017","Paar mit Kind(ern)","Ostdeutschland","4.34","3.5","4722","3","3","5","6","8","4.3","4.38","1","13","4","4"
"2017","Paar mit Kind(ern)","Westdeutschland","4.9","4.5","24207","3","4","6","7","10","4.88","4.92","1","14","4","4"
"2017","Sonstige","Ostdeutschland","4.69","3.5","303","3","4","6","6","10","4.53","4.85","1","10","4","4"
"2017","Sonstige","Westdeutschland","4.73","3.5","2414","3","3","6","7","10","4.66","4.8","1","13","4","4"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.7","2.5","2279","2","3","4","5","8","3.65","3.75","1","10","3","3"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.19","3.5","6970","2","3","5","6","9","4.15","4.23","1","16","4","4"
"2018","1-Pers.- Haushalt","Ostdeutschland","2.61","1.5","1050","2","2","3","4","6","2.54","2.68","1","9","2","2"
"2018","1-Pers.- Haushalt","Westdeutschland","3.14","2.5","3231","2","2","4","5","8","3.09","3.19","1","15","2","3"
"2018","Alleinerziehende","Ostdeutschland","3.76","2.5","1003","3","3","4","5","8","3.69","3.83","1","9","3","4"
"2018","Alleinerziehende","Westdeutschland","3.87","2.5","3665","2","3","5","6","9","3.82","3.92","1","15","3","3"
"2018","Paar mit Kind(ern)","Ostdeutschland","4.46","3.5","4543","3","3","5","6","9","4.42","4.5","1","12","4","4"
"2018","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","22841","3","4","6","7","10","4.94","4.98","1","18","4","4"
"2018","Sonstige","Ostdeutschland","4.23","3.5","239","3","3","5","6","7","4.06","4.4","1","7","3","4"
"2018","Sonstige","Westdeutschland","4.75","3.5","1999","3","3","6","7","10","4.67","4.83","1","13","4","4"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.78","2.5","2537","2","3","4","6","8","3.72","3.84","1","16","3","4"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.22","3.5","7756","2","3","5","6","9","4.18","4.26","1","16","4","4"
"2019","1-Pers.- Haushalt","Ostdeutschland","2.65","1.5","1037","2","2","3","4","6","2.58","2.72","1","10","2","3"
"2019","1-Pers.- Haushalt","Westdeutschland","3.11","2.5","3420","2","2","4","5","8","3.06","3.16","1","14","3","3"
"2019","Alleinerziehende","Ostdeutschland","3.74","2.5","966","3","3","4","6","7","3.66","3.82","2","9","3","4"
"2019","Alleinerziehende","Westdeutschland","3.96","3.5","3343","2","3","5","6","9","3.9","4.02","1","15","3","4"
"2019","Paar mit Kind(ern)","Ostdeutschland","4.5","3.5","4627","3","4","5","6","9","4.45","4.55","1","25","4","4"
"2019","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","22754","3","4","6","7","10","4.93","4.97","1","16","4","5"
"2019","Sonstige","Ostdeutschland","4.73","4.5","241","3","4","6","7","7","4.54","4.92","1","8","4","4"
"2019","Sonstige","Westdeutschland","4.71","3.5","1639","3","3","6","7","10","4.62","4.8","1","13","4","4"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.77","2.5","2393","2","3","4","6","8","3.71","3.83","1","16","3","4"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.24","3.5","7962","2","3","5","6","9","4.2","4.28","1","15","4","4"
"2020","1-Pers.- Haushalt","Ostdeutschland","2.68","1.5","1116","2","2","3","4","7","2.61","2.75","1","9","2","3"
"2020","1-Pers.- Haushalt","Westdeutschland","3.11","2.5","4143","2","2","4","5","8","3.06","3.16","1","13","2","2"
"2020","Alleinerziehende","Ostdeutschland","3.79","2.5","939","3","3","4","6","8","3.71","3.87","2","9","3","4"
"2020","Alleinerziehende","Westdeutschland","4.05","3.5","3340","3","3","5","6","10","4","4.1","1","11","3","3"
"2020","Paar mit Kind(ern)","Ostdeutschland","4.62","3.5","4379","3","4","6","6","9","4.57","4.67","1","25","4","4"
"2020","Paar mit Kind(ern)","Westdeutschland","5.04","4.5","23052","3","4","6","7","10","5.02","5.06","1","17","4","4"
"2020","Sonstige","Ostdeutschland","4.64","3.5","261","3","4","6","7","7","4.46","4.82","1","8","4","4"
"2020","Sonstige","Westdeutschland","4.94","4.5","2053","3","3","6","8","11","4.85","5.03","1","17","4","4"
