"party","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"AfD","1991","(Fach-)Abitur","weiblich","","","",""
"AfD","1991","AkademikerIn","maennlich","","","",""
"AfD","1991","AkademikerIn","weiblich","","","",""
"Andere","1991","(noch) kein Abschluss","maennlich","","","",""
"Andere","1991","(noch) kein Abschluss","weiblich","","","",""
"Andere","1991","Hauptschule","maennlich","","","",""
"Andere","1991","Hauptschule","weiblich","","","",""
"Andere","1991","Realschule","maennlich","","","",""
"Andere","1991","Realschule","weiblich","","","",""
"Andere","1991","(Fach-)Abitur","maennlich","","","",""
"Andere","1991","(Fach-)Abitur","weiblich","","","",""
"Andere","1991","AkademikerIn","maennlich","","","",""
"Andere","1991","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1992","(noch) kein Abschluss","maennlich","272","0.700204750838063","0.653708431558689","0.746701070117436"
"keine Parteineigung","1992","(noch) kein Abschluss","weiblich","422","0.794496734811034","0.758900758159243","0.830092711462826"
"keine Parteineigung","1992","Hauptschule","maennlich","1696","0.47672892163135","0.459298160062833","0.494159683199867"
"keine Parteineigung","1992","Hauptschule","weiblich","2062","0.560302965577153","0.54351758015376","0.577088351000546"
"keine Parteineigung","1992","Realschule","maennlich","806","0.535537171286031","0.509309045384504","0.561765297187558"
"keine Parteineigung","1992","Realschule","weiblich","1044","0.555123714337212","0.531458747170733","0.578788681503691"
"keine Parteineigung","1992","(Fach-)Abitur","maennlich","218","0.380621694354122","0.338105538340739","0.423137850367506"
"keine Parteineigung","1992","(Fach-)Abitur","weiblich","225","0.520752209468215","0.471107964420666","0.570396454515764"
"keine Parteineigung","1992","AkademikerIn","maennlich","397","0.393018307682002","0.361161782491489","0.424874832872515"
"keine Parteineigung","1992","AkademikerIn","weiblich","412","0.486170906181632","0.450159833375246","0.522181978988018"
"SPD","1992","(noch) kein Abschluss","maennlich","71","0.180976404455704","0.141905554436191","0.220047254475217"
"SPD","1992","(noch) kein Abschluss","weiblich","48","0.119465134334147","0.0908932187763029","0.148037049891991"
"SPD","1992","Hauptschule","maennlich","763","0.266998889551953","0.251559707424199","0.282438071679707"
"SPD","1992","Hauptschule","weiblich","629","0.21273933750306","0.198899650572378","0.226579024433742"
"SPD","1992","Realschule","maennlich","229","0.179292451798919","0.159119372992499","0.199465530605339"
"SPD","1992","Realschule","weiblich","281","0.189523899319493","0.170860382346996","0.20818741629199"
"SPD","1992","(Fach-)Abitur","maennlich","126","0.229304975325377","0.192494006758778","0.266115943891976"
"SPD","1992","(Fach-)Abitur","weiblich","74","0.194537801303551","0.155201105842564","0.233874496764537"
"SPD","1992","AkademikerIn","maennlich","170","0.189902484750714","0.164320267100972","0.215484702400456"
"SPD","1992","AkademikerIn","weiblich","114","0.168643224976513","0.14166518457869","0.195621265374337"
"CDU/CSU","1992","(noch) kein Abschluss","maennlich","","","",""
"CDU/CSU","1992","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1992","Hauptschule","maennlich","563","0.214985006668912","0.200647939870639","0.229322073467185"
"CDU/CSU","1992","Hauptschule","weiblich","560","0.19641945503631","0.182984072173852","0.209854837898768"
"CDU/CSU","1992","Realschule","maennlich","254","0.213720413464011","0.192162413279263","0.235278413648758"
"CDU/CSU","1992","Realschule","weiblich","271","0.202292782459343","0.183163294615189","0.221422270303497"
"CDU/CSU","1992","(Fach-)Abitur","maennlich","86","0.221523545131611","0.185160360129522","0.257886730133699"
"CDU/CSU","1992","(Fach-)Abitur","weiblich","39","0.137335452130342","0.103130767034189","0.171540137226494"
"CDU/CSU","1992","AkademikerIn","maennlich","173","0.222725510444842","0.195587600032282","0.249863420857401"
"CDU/CSU","1992","AkademikerIn","weiblich","84","0.152193617261004","0.126312752004138","0.17807448251787"
"FDP","1992","(noch) kein Abschluss","maennlich","","","",""
"FDP","1992","(noch) kein Abschluss","weiblich","","","",""
"FDP","1992","Hauptschule","maennlich","38","0.0119793775350102","0.00818258053849886","0.0157761745315216"
"FDP","1992","Hauptschule","weiblich","34","0.0109607713293383","0.0074397358069357","0.014481806851741"
"FDP","1992","Realschule","maennlich","","","",""
"FDP","1992","Realschule","weiblich","","","",""
"FDP","1992","(Fach-)Abitur","maennlich","","","",""
"FDP","1992","(Fach-)Abitur","weiblich","","","",""
"FDP","1992","AkademikerIn","maennlich","55","0.080162925732778","0.0624517884027702","0.0978740630627858"
"FDP","1992","AkademikerIn","weiblich","","","",""
"Grüne","1992","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1992","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1992","Hauptschule","maennlich","38","0.0106910761505479","0.00710190704122722","0.0142802452598687"
"Grüne","1992","Hauptschule","weiblich","37","0.00923777038732171","0.00600249397321577","0.0124730468014277"
"Grüne","1992","Realschule","maennlich","43","0.0300432129019872","0.0210659002823929","0.0390205255215815"
"Grüne","1992","Realschule","weiblich","53","0.0269004649591938","0.0191958681970441","0.0346050617213435"
"Grüne","1992","(Fach-)Abitur","maennlich","37","0.0704504996500919","0.048042270977301","0.0928587283228828"
"Grüne","1992","(Fach-)Abitur","weiblich","32","0.0818215630833239","0.0545838449751443","0.109059281191504"
"Grüne","1992","AkademikerIn","maennlich","65","0.0741408493460054","0.057052289804901","0.0912294088871098"
"Grüne","1992","AkademikerIn","weiblich","74","0.115667259747534","0.0926239261781937","0.138710593316874"
"Linke","1992","(noch) kein Abschluss","maennlich","","","",""
"Linke","1992","(noch) kein Abschluss","weiblich","","","",""
"Linke","1992","Hauptschule","maennlich","","","",""
"Linke","1992","Hauptschule","weiblich","","","",""
"Linke","1992","Realschule","maennlich","","","",""
"Linke","1992","Realschule","weiblich","","","",""
"Linke","1992","(Fach-)Abitur","maennlich","","","",""
"Linke","1992","(Fach-)Abitur","weiblich","","","",""
"Linke","1992","AkademikerIn","maennlich","36","0.0307387214347134","0.0194805580495229","0.0419968848199039"
"Linke","1992","AkademikerIn","weiblich","","","",""
"Rechte","1992","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1992","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1992","Hauptschule","maennlich","","","",""
"Rechte","1992","Hauptschule","weiblich","","","",""
"Rechte","1992","Realschule","maennlich","","","",""
"Rechte","1992","Realschule","weiblich","","","",""
"Rechte","1992","(Fach-)Abitur","maennlich","","","",""
"Rechte","1992","(Fach-)Abitur","weiblich","","","",""
"Rechte","1992","AkademikerIn","maennlich","","","",""
"Rechte","1992","AkademikerIn","weiblich","","","",""
"AfD","1992","(noch) kein Abschluss","maennlich","","","",""
"AfD","1992","(noch) kein Abschluss","weiblich","","","",""
"AfD","1992","Hauptschule","maennlich","","","",""
"AfD","1992","Hauptschule","weiblich","","","",""
"AfD","1992","Realschule","maennlich","","","",""
"AfD","1992","Realschule","weiblich","","","",""
"AfD","1992","(Fach-)Abitur","maennlich","","","",""
"AfD","1992","(Fach-)Abitur","weiblich","","","",""
"AfD","1992","AkademikerIn","maennlich","","","",""
"AfD","1992","AkademikerIn","weiblich","","","",""
"Andere","1992","(noch) kein Abschluss","maennlich","","","",""
"Andere","1992","(noch) kein Abschluss","weiblich","","","",""
"Andere","1992","Hauptschule","maennlich","38","0.0136692980317256","0.00961699766671157","0.0177215983967396"
"Andere","1992","Hauptschule","weiblich","","","",""
"Andere","1992","Realschule","maennlich","","","",""
"Andere","1992","Realschule","weiblich","","","",""
"Andere","1992","(Fach-)Abitur","maennlich","","","",""
"Andere","1992","(Fach-)Abitur","weiblich","","","",""
"Andere","1992","AkademikerIn","maennlich","","","",""
"Andere","1992","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1993","(noch) kein Abschluss","maennlich","276","0.738169700189333","0.69300642197458","0.783332978404086"
"keine Parteineigung","1993","(noch) kein Abschluss","weiblich","418","0.842002894734386","0.80933947199769","0.874666317471082"
"keine Parteineigung","1993","Hauptschule","maennlich","1763","0.525837478355155","0.508162805014766","0.543512151695544"
"keine Parteineigung","1993","Hauptschule","weiblich","2154","0.611626823854374","0.594901521098695","0.628352126610053"
"keine Parteineigung","1993","Realschule","maennlich","893","0.597192685629617","0.571408904562732","0.622976466696503"
"keine Parteineigung","1993","Realschule","weiblich","1139","0.597559110245514","0.57419283985918","0.620925380631849"
"keine Parteineigung","1993","(Fach-)Abitur","maennlich","222","0.410824622060896","0.367396089179629","0.454253154942163"
"keine Parteineigung","1993","(Fach-)Abitur","weiblich","263","0.568301405496303","0.520415592796557","0.616187218196049"
"keine Parteineigung","1993","AkademikerIn","maennlich","418","0.429784517420072","0.397531623573486","0.462037411266658"
"keine Parteineigung","1993","AkademikerIn","weiblich","425","0.510824448104513","0.474336565014631","0.547312331194396"
"SPD","1993","(noch) kein Abschluss","maennlich","70","0.190405060869189","0.15007113132768","0.230738990410698"
"SPD","1993","(noch) kein Abschluss","weiblich","41","0.0788040149790509","0.0546755038073976","0.102932526150704"
"SPD","1993","Hauptschule","maennlich","683","0.238031241982082","0.222956580112213","0.25310590385195"
"SPD","1993","Hauptschule","weiblich","527","0.182666518841062","0.169406771963771","0.195926265718352"
"SPD","1993","Realschule","maennlich","189","0.147902706043244","0.129240054643987","0.166565357442502"
"SPD","1993","Realschule","weiblich","225","0.155573914100547","0.138303723870144","0.172844104330951"
"SPD","1993","(Fach-)Abitur","maennlich","110","0.202731644474778","0.167243142589793","0.238220146359762"
"SPD","1993","(Fach-)Abitur","weiblich","61","0.170662698976208","0.134291125931127","0.207034272021288"
"SPD","1993","AkademikerIn","maennlich","174","0.182801348827252","0.157620096785614","0.207982600868891"
"SPD","1993","AkademikerIn","weiblich","96","0.144350407158798","0.118697449798846","0.170003364518749"
"CDU/CSU","1993","(noch) kein Abschluss","maennlich","","","",""
"CDU/CSU","1993","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1993","Hauptschule","maennlich","466","0.180036188500028","0.166436177377708","0.193636199622349"
"CDU/CSU","1993","Hauptschule","weiblich","477","0.173253254283528","0.160265530007592","0.186240978559464"
"CDU/CSU","1993","Realschule","maennlich","187","0.166240972450089","0.14666920707267","0.185812737827509"
"CDU/CSU","1993","Realschule","weiblich","216","0.168717229755578","0.150872826905988","0.186561632605169"
"CDU/CSU","1993","(Fach-)Abitur","maennlich","78","0.19487336810078","0.15990841312975","0.229838323071811"
"CDU/CSU","1993","(Fach-)Abitur","weiblich","33","0.109753336158057","0.0795335614247651","0.139973110891349"
"CDU/CSU","1993","AkademikerIn","maennlich","148","0.195805936027002","0.169952566135173","0.22165930591883"
"CDU/CSU","1993","AkademikerIn","weiblich","64","0.125539548348817","0.101354841583644","0.14972425511399"
"FDP","1993","(noch) kein Abschluss","maennlich","","","",""
"FDP","1993","(noch) kein Abschluss","weiblich","","","",""
"FDP","1993","Hauptschule","maennlich","","","",""
"FDP","1993","Hauptschule","weiblich","","","",""
"FDP","1993","Realschule","maennlich","","","",""
"FDP","1993","Realschule","weiblich","","","",""
"FDP","1993","(Fach-)Abitur","maennlich","","","",""
"FDP","1993","(Fach-)Abitur","weiblich","","","",""
"FDP","1993","AkademikerIn","maennlich","45","0.0632345149477933","0.0473776861359684","0.0790913437596181"
"FDP","1993","AkademikerIn","weiblich","","","",""
"Grüne","1993","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1993","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1993","Hauptschule","maennlich","44","0.0144092821367631","0.0101910401455503","0.018627524127976"
"Grüne","1993","Hauptschule","weiblich","30","0.00681896419055469","0.00399486772846671","0.00964306065264268"
"Grüne","1993","Realschule","maennlich","47","0.0322042659094673","0.0229233840453112","0.0414851477736233"
"Grüne","1993","Realschule","weiblich","60","0.036767714637738","0.0278007234034293","0.0457347058720468"
"Grüne","1993","(Fach-)Abitur","maennlich","50","0.106309149722211","0.0791007117691036","0.133517587675319"
"Grüne","1993","(Fach-)Abitur","weiblich","39","0.10550469088774","0.0758049884257081","0.135204393349773"
"Grüne","1993","AkademikerIn","maennlich","67","0.0794201440480505","0.0618036342232494","0.0970366538728516"
"Grüne","1993","AkademikerIn","weiblich","78","0.13387205819578","0.109016904466894","0.158727211924667"
"Linke","1993","(noch) kein Abschluss","maennlich","","","",""
"Linke","1993","(noch) kein Abschluss","weiblich","","","",""
"Linke","1993","Hauptschule","maennlich","","","",""
"Linke","1993","Hauptschule","weiblich","","","",""
"Linke","1993","Realschule","maennlich","","","",""
"Linke","1993","Realschule","weiblich","","","",""
"Linke","1993","(Fach-)Abitur","maennlich","","","",""
"Linke","1993","(Fach-)Abitur","weiblich","","","",""
"Linke","1993","AkademikerIn","maennlich","39","0.0317045733908531","0.0202892374025676","0.0431199093791386"
"Linke","1993","AkademikerIn","weiblich","36","0.0435516605571569","0.0286541542926325","0.0584491668216813"
"Rechte","1993","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1993","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1993","Hauptschule","maennlich","56","0.0228098396470865","0.0175252329050498","0.0280944463891232"
"Rechte","1993","Hauptschule","weiblich","","","",""
"Rechte","1993","Realschule","maennlich","","","",""
"Rechte","1993","Realschule","weiblich","","","",""
"Rechte","1993","(Fach-)Abitur","maennlich","","","",""
"Rechte","1993","(Fach-)Abitur","weiblich","","","",""
"Rechte","1993","AkademikerIn","maennlich","","","",""
"Rechte","1993","AkademikerIn","weiblich","","","",""
"AfD","1993","(noch) kein Abschluss","maennlich","","","",""
"AfD","1993","(noch) kein Abschluss","weiblich","","","",""
"AfD","1993","Hauptschule","maennlich","","","",""
"AfD","1993","Hauptschule","weiblich","","","",""
"AfD","1993","Realschule","maennlich","","","",""
"AfD","1993","Realschule","weiblich","","","",""
"AfD","1993","(Fach-)Abitur","maennlich","","","",""
"AfD","1993","(Fach-)Abitur","weiblich","","","",""
"AfD","1993","AkademikerIn","maennlich","","","",""
"AfD","1993","AkademikerIn","weiblich","","","",""
"Andere","1993","(noch) kein Abschluss","maennlich","","","",""
"Andere","1993","(noch) kein Abschluss","weiblich","","","",""
"Andere","1993","Hauptschule","maennlich","","","",""
"Andere","1993","Hauptschule","weiblich","","","",""
"Andere","1993","Realschule","maennlich","","","",""
"Andere","1993","Realschule","weiblich","","","",""
"Andere","1993","(Fach-)Abitur","maennlich","","","",""
"Andere","1993","(Fach-)Abitur","weiblich","","","",""
"Andere","1993","AkademikerIn","maennlich","","","",""
"Andere","1993","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1994","(noch) kein Abschluss","maennlich","254","0.696459692796871","0.648831647736717","0.744087737857026"
"keine Parteineigung","1994","(noch) kein Abschluss","weiblich","419","0.842280109730028","0.809809016108669","0.874751203351387"
"keine Parteineigung","1994","Hauptschule","maennlich","1617","0.495006728249835","0.476927889040455","0.513085567459216"
"keine Parteineigung","1994","Hauptschule","weiblich","1967","0.566186070701163","0.548870729404108","0.583501411998218"
"keine Parteineigung","1994","Realschule","maennlich","848","0.571832216765339","0.545505332137369","0.598159101393309"
"keine Parteineigung","1994","Realschule","weiblich","1100","0.585044636229656","0.561434672880249","0.608654599579062"
"keine Parteineigung","1994","(Fach-)Abitur","maennlich","226","0.434169801970887","0.390417843412311","0.477921760529464"
"keine Parteineigung","1994","(Fach-)Abitur","weiblich","259","0.56567283613652","0.518212343957371","0.613133328315669"
"keine Parteineigung","1994","AkademikerIn","maennlich","404","0.391772254427114","0.360021421818305","0.423523087035923"
"keine Parteineigung","1994","AkademikerIn","weiblich","408","0.483301051286897","0.447100081135588","0.519502021438206"
"SPD","1994","(noch) kein Abschluss","maennlich","71","0.196200679112365","0.155063865561353","0.237337492663377"
"SPD","1994","(noch) kein Abschluss","weiblich","42","0.0828391928599102","0.0582827145776216","0.107395671142199"
"SPD","1994","Hauptschule","maennlich","734","0.275848163238745","0.259687020657389","0.2920093058201"
"SPD","1994","Hauptschule","weiblich","590","0.214718654609062","0.200372112129777","0.229065197088346"
"SPD","1994","Realschule","maennlich","203","0.164959514926447","0.145212538008723","0.184706491844172"
"SPD","1994","Realschule","weiblich","248","0.171451789221664","0.153391278667261","0.189512299776068"
"SPD","1994","(Fach-)Abitur","maennlich","117","0.212673646972754","0.176552721860446","0.248794572085063"
"SPD","1994","(Fach-)Abitur","weiblich","74","0.201042346749528","0.162667493057175","0.239417200441882"
"SPD","1994","AkademikerIn","maennlich","178","0.20368359757947","0.177488137771281","0.229879057387658"
"SPD","1994","AkademikerIn","weiblich","110","0.169055184990652","0.141903743644372","0.196206626336932"
"CDU/CSU","1994","(noch) kein Abschluss","maennlich","","","",""
"CDU/CSU","1994","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1994","Hauptschule","maennlich","452","0.181691771936959","0.167749026940484","0.195634516933434"
"CDU/CSU","1994","Hauptschule","weiblich","471","0.180463441650112","0.167027178431041","0.193899704869182"
"CDU/CSU","1994","Realschule","maennlich","204","0.188904677272546","0.168078216566305","0.209731137978787"
"CDU/CSU","1994","Realschule","weiblich","224","0.185955206558479","0.167311663790333","0.204598749326626"
"CDU/CSU","1994","(Fach-)Abitur","maennlich","82","0.199016968957094","0.16377328135879","0.234260656555398"
"CDU/CSU","1994","(Fach-)Abitur","weiblich","","","",""
"CDU/CSU","1994","AkademikerIn","maennlich","166","0.218456737902621","0.191580752252747","0.245332723552496"
"CDU/CSU","1994","AkademikerIn","weiblich","73","0.136051284053643","0.111214929287528","0.160887638819757"
"FDP","1994","(noch) kein Abschluss","maennlich","","","",""
"FDP","1994","(noch) kein Abschluss","weiblich","","","",""
"FDP","1994","Hauptschule","maennlich","","","",""
"FDP","1994","Hauptschule","weiblich","","","",""
"FDP","1994","Realschule","maennlich","","","",""
"FDP","1994","Realschule","weiblich","","","",""
"FDP","1994","(Fach-)Abitur","maennlich","","","",""
"FDP","1994","(Fach-)Abitur","weiblich","","","",""
"FDP","1994","AkademikerIn","maennlich","35","0.0524998132730463","0.0379929439741424","0.0670066825719502"
"FDP","1994","AkademikerIn","weiblich","","","",""
"Grüne","1994","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1994","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1994","Hauptschule","maennlich","35","0.01157321340745","0.00770579260233452","0.0154406342125655"
"Grüne","1994","Hauptschule","weiblich","40","0.0123069043130439","0.00845491440624301","0.0161588942198447"
"Grüne","1994","Realschule","maennlich","47","0.0327671243467325","0.0232950988903731","0.042239149803092"
"Grüne","1994","Realschule","weiblich","57","0.0336406066832643","0.0250008528922216","0.042280360474307"
"Grüne","1994","(Fach-)Abitur","maennlich","40","0.0891739853649624","0.0640168357394975","0.114331134990427"
"Grüne","1994","(Fach-)Abitur","weiblich","44","0.115000842471469","0.0844542325427551","0.145547452400182"
"Grüne","1994","AkademikerIn","maennlich","62","0.0824181633934405","0.0645311003740892","0.100305226412792"
"Grüne","1994","AkademikerIn","weiblich","66","0.119515038233955","0.0960152039738816","0.143014872494028"
"Linke","1994","(noch) kein Abschluss","maennlich","","","",""
"Linke","1994","(noch) kein Abschluss","weiblich","","","",""
"Linke","1994","Hauptschule","maennlich","","","",""
"Linke","1994","Hauptschule","weiblich","34","0.00912593014552208","0.0058035637806321","0.0124482965104121"
"Linke","1994","Realschule","maennlich","","","",""
"Linke","1994","Realschule","weiblich","","","",""
"Linke","1994","(Fach-)Abitur","maennlich","","","",""
"Linke","1994","(Fach-)Abitur","weiblich","","","",""
"Linke","1994","AkademikerIn","maennlich","49","0.036404520994053","0.0242221953571265","0.0485868466309794"
"Linke","1994","AkademikerIn","weiblich","54","0.0560358874298649","0.039374797082493","0.0726969777772368"
"Rechte","1994","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1994","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1994","Hauptschule","maennlich","42","0.01470719032738","0.0103543803499298","0.0190600003048302"
"Rechte","1994","Hauptschule","weiblich","","","",""
"Rechte","1994","Realschule","maennlich","","","",""
"Rechte","1994","Realschule","weiblich","","","",""
"Rechte","1994","(Fach-)Abitur","maennlich","","","",""
"Rechte","1994","(Fach-)Abitur","weiblich","","","",""
"Rechte","1994","AkademikerIn","maennlich","","","",""
"Rechte","1994","AkademikerIn","weiblich","","","",""
"AfD","1994","(noch) kein Abschluss","maennlich","","","",""
"AfD","1994","(noch) kein Abschluss","weiblich","","","",""
"AfD","1994","Hauptschule","maennlich","","","",""
"AfD","1994","Hauptschule","weiblich","","","",""
"AfD","1994","Realschule","maennlich","","","",""
"AfD","1994","Realschule","weiblich","","","",""
"AfD","1994","(Fach-)Abitur","maennlich","","","",""
"AfD","1994","(Fach-)Abitur","weiblich","","","",""
"AfD","1994","AkademikerIn","maennlich","","","",""
"AfD","1994","AkademikerIn","weiblich","","","",""
"Andere","1994","(noch) kein Abschluss","maennlich","","","",""
"Andere","1994","(noch) kein Abschluss","weiblich","","","",""
"Andere","1994","Hauptschule","maennlich","","","",""
"Andere","1994","Hauptschule","weiblich","","","",""
"Andere","1994","Realschule","maennlich","","","",""
"Andere","1994","Realschule","weiblich","","","",""
"Andere","1994","(Fach-)Abitur","maennlich","","","",""
"Andere","1994","(Fach-)Abitur","weiblich","","","",""
"Andere","1994","AkademikerIn","maennlich","","","",""
"Andere","1994","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1995","(noch) kein Abschluss","maennlich","268","0.622964922106368","0.574865654599862","0.671064189612874"
"keine Parteineigung","1995","(noch) kein Abschluss","weiblich","398","0.78268013053449","0.746088644081674","0.819271616987305"
"keine Parteineigung","1995","Hauptschule","maennlich","1561","0.467749282316221","0.449819736069886","0.485678828562556"
"keine Parteineigung","1995","Hauptschule","weiblich","1842","0.531430981653876","0.513940797988087","0.548921165319665"
"keine Parteineigung","1995","Realschule","maennlich","765","0.487638986745984","0.461180401919309","0.51409757157266"
"keine Parteineigung","1995","Realschule","weiblich","1057","0.534361736139642","0.510924010095548","0.557799462183736"
"keine Parteineigung","1995","(Fach-)Abitur","maennlich","235","0.396366910224976","0.355672307371284","0.437061513078668"
"keine Parteineigung","1995","(Fach-)Abitur","weiblich","269","0.443488738193414","0.400116573376272","0.486860903010556"
"keine Parteineigung","1995","AkademikerIn","maennlich","363","0.364808759424639","0.33424642527377","0.395371093575509"
"keine Parteineigung","1995","AkademikerIn","weiblich","409","0.452125886201205","0.417507412450876","0.486744359951533"
"SPD","1995","(noch) kein Abschluss","maennlich","65","0.161379277588779","0.124868383697631","0.197890171479926"
"SPD","1995","(noch) kein Abschluss","weiblich","48","0.0925209568725596","0.0668124685785477","0.118229445166571"
"SPD","1995","Hauptschule","maennlich","735","0.280385598210934","0.264244525997152","0.296526670424715"
"SPD","1995","Hauptschule","weiblich","601","0.21886147108434","0.204369320529203","0.233353621639478"
"SPD","1995","Realschule","maennlich","219","0.186394119102878","0.165780582627035","0.207007655578721"
"SPD","1995","Realschule","weiblich","277","0.184905064459878","0.166663924841596","0.20314620407816"
"SPD","1995","(Fach-)Abitur","maennlich","125","0.217294844205604","0.182984473715092","0.251605214696116"
"SPD","1995","(Fach-)Abitur","weiblich","74","0.180703163024813","0.147111126089165","0.214295199960461"
"SPD","1995","AkademikerIn","maennlich","191","0.199583965928878","0.17420801330794","0.224959918549816"
"SPD","1995","AkademikerIn","weiblich","118","0.162238014246314","0.136594681026592","0.187881347466036"
"CDU/CSU","1995","(noch) kein Abschluss","maennlich","","","",""
"CDU/CSU","1995","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1995","Hauptschule","maennlich","546","0.207069637453416","0.192509001573392","0.22163027333344"
"CDU/CSU","1995","Hauptschule","weiblich","566","0.209825121937575","0.195553461583925","0.224096782291226"
"CDU/CSU","1995","Realschule","maennlich","272","0.238560830295907","0.216000443599994","0.261121216991821"
"CDU/CSU","1995","Realschule","weiblich","280","0.210788407183508","0.191624080917809","0.229952733449208"
"CDU/CSU","1995","(Fach-)Abitur","maennlich","111","0.221284357324093","0.186748804991121","0.255819909657065"
"CDU/CSU","1995","(Fach-)Abitur","weiblich","72","0.169256292018256","0.136519300620364","0.201993283416149"
"CDU/CSU","1995","AkademikerIn","maennlich","212","0.246747180855056","0.219375710776903","0.274118650933209"
"CDU/CSU","1995","AkademikerIn","weiblich","109","0.155695606633417","0.130476741253771","0.180914472013063"
"FDP","1995","(noch) kein Abschluss","maennlich","","","",""
"FDP","1995","(noch) kein Abschluss","weiblich","","","",""
"FDP","1995","Hauptschule","maennlich","","","",""
"FDP","1995","Hauptschule","weiblich","","","",""
"FDP","1995","Realschule","maennlich","","","",""
"FDP","1995","Realschule","weiblich","","","",""
"FDP","1995","(Fach-)Abitur","maennlich","","","",""
"FDP","1995","(Fach-)Abitur","weiblich","","","",""
"FDP","1995","AkademikerIn","maennlich","33","0.0387667943291598","0.0265108728941493","0.0510227157641702"
"FDP","1995","AkademikerIn","weiblich","","","",""
"Grüne","1995","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1995","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1995","Hauptschule","maennlich","44","0.0143156280277859","0.0100470940372611","0.0185841620183108"
"Grüne","1995","Hauptschule","weiblich","42","0.0143796840833788","0.0102070178616379","0.0185523503051197"
"Grüne","1995","Realschule","maennlich","50","0.0424773966601233","0.0318020293460343","0.0531527639742122"
"Grüne","1995","Realschule","weiblich","78","0.0436307018940956","0.0340326657836118","0.0532287380045794"
"Grüne","1995","(Fach-)Abitur","maennlich","56","0.107663704308317","0.0818767210874219","0.133450687529213"
"Grüne","1995","(Fach-)Abitur","weiblich","69","0.173707942475914","0.140632211566237","0.20678367338559"
"Grüne","1995","AkademikerIn","maennlich","86","0.0956985997558697","0.0770214313792804","0.114375768132459"
"Grüne","1995","AkademikerIn","weiblich","90","0.146562333362306","0.121962343483443","0.171162323241169"
"Linke","1995","(noch) kein Abschluss","maennlich","","","",""
"Linke","1995","(noch) kein Abschluss","weiblich","","","",""
"Linke","1995","Hauptschule","maennlich","","","",""
"Linke","1995","Hauptschule","weiblich","33","0.00892508077157688","0.00562865370939846","0.0122215078337553"
"Linke","1995","Realschule","maennlich","33","0.0199589424236718","0.0125557291395761","0.0273621557077675"
"Linke","1995","Realschule","weiblich","","","",""
"Linke","1995","(Fach-)Abitur","maennlich","","","",""
"Linke","1995","(Fach-)Abitur","weiblich","","","",""
"Linke","1995","AkademikerIn","maennlich","63","0.050382779278694","0.0364955056733268","0.0642700528840611"
"Linke","1995","AkademikerIn","weiblich","55","0.0570518155009992","0.0409187651703242","0.0731848658316743"
"Rechte","1995","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1995","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1995","Hauptschule","maennlich","","","",""
"Rechte","1995","Hauptschule","weiblich","","","",""
"Rechte","1995","Realschule","maennlich","","","",""
"Rechte","1995","Realschule","weiblich","","","",""
"Rechte","1995","(Fach-)Abitur","maennlich","","","",""
"Rechte","1995","(Fach-)Abitur","weiblich","","","",""
"Rechte","1995","AkademikerIn","maennlich","","","",""
"Rechte","1995","AkademikerIn","weiblich","","","",""
"AfD","1995","(noch) kein Abschluss","maennlich","","","",""
"AfD","1995","(noch) kein Abschluss","weiblich","","","",""
"AfD","1995","Hauptschule","maennlich","","","",""
"AfD","1995","Hauptschule","weiblich","","","",""
"AfD","1995","Realschule","maennlich","","","",""
"AfD","1995","Realschule","weiblich","","","",""
"AfD","1995","(Fach-)Abitur","maennlich","","","",""
"AfD","1995","(Fach-)Abitur","weiblich","","","",""
"AfD","1995","AkademikerIn","maennlich","","","",""
"AfD","1995","AkademikerIn","weiblich","","","",""
"Andere","1995","(noch) kein Abschluss","maennlich","","","",""
"Andere","1995","(noch) kein Abschluss","weiblich","","","",""
"Andere","1995","Hauptschule","maennlich","","","",""
"Andere","1995","Hauptschule","weiblich","","","",""
"Andere","1995","Realschule","maennlich","","","",""
"Andere","1995","Realschule","weiblich","","","",""
