year,bula_h,sampreg,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Thuringa,East,No,0.94281,490,490,0.92223,0.96339
2007,Schleswig-Holstein,West,No,0.93786,338,338,0.91208,0.96363
2007,Hamburg,West,No,0.97325,185,185,0.94994,0.99656
2007,Lower Saxony,West,Yes,0.04141,40,1006,0.02909,0.05373
2007,Lower Saxony,West,No,0.95859,966,1006,0.94627,0.97091
2007,Bremen,West,No,0.96549,87,87,0.92691,1.00407
2007,North Rhine-Westphalia,West,Yes,0.04279,88,2341,0.03459,0.05099
2007,North Rhine-Westphalia,West,No,0.95721,2253,2341,0.94901,0.96541
2007,Hesse,West,No,0.96317,757,757,0.94974,0.97659
2007,"Rhineland-Palatinate, Saarland",West,No,0.95386,632,632,0.93749,0.97023
2007,Baden-Wuerttemberg,West,Yes,0.03300,42,1353,0.02348,0.04252
2007,Baden-Wuerttemberg,West,No,0.96700,1311,1353,0.95748,0.97652
2007,Bavaria,West,Yes,0.04656,64,1641,0.03636,0.05675
2007,Bavaria,West,No,0.95220,1577,1641,0.94188,0.96253
2007,Berlin,West,No,0.98100,257,257,0.96427,0.99772
2007,Berlin,East,No,0.94625,190,190,0.91410,0.97840
2007,Brandenburg,East,No,0.94951,461,461,0.92950,0.96952
2007,Mecklenburg-Western Pomerania,East,No,0.96540,273,273,0.94368,0.98712
2007,Saxony,East,Yes,0.05669,36,834,0.04099,0.07240
2007,Saxony,East,No,0.94331,798,834,0.92760,0.95901
2007,Saxony-Anhalt,East,No,0.94981,442,442,0.92943,0.97018
2007,Thuringa,East,No,0.95063,468,468,0.93098,0.97028
2008,Schleswig-Holstein,West,No,0.95216,312,312,0.92844,0.97588
2008,Hamburg,West,No,0.95735,178,178,0.92758,0.98712
2008,Lower Saxony,West,Yes,0.03534,35,965,0.02369,0.04700
2008,Lower Saxony,West,No,0.96466,930,965,0.95300,0.97631
2008,Bremen,West,No,0.95191,80,80,0.90473,0.99909
2008,North Rhine-Westphalia,West,Yes,0.04938,84,2178,0.04028,0.05848
2008,North Rhine-Westphalia,West,No,0.95062,2094,2178,0.94152,0.95972
2008,Hesse,West,No,0.96119,706,706,0.94694,0.97545
2008,"Rhineland-Palatinate, Saarland",West,No,0.95648,597,597,0.94010,0.97286
2008,Baden-Wuerttemberg,West,Yes,0.03934,44,1285,0.02870,0.04997
2008,Baden-Wuerttemberg,West,No,0.96066,1241,1285,0.95003,0.97130
2008,Bavaria,West,Yes,0.03792,53,1536,0.02836,0.04747
2008,Bavaria,West,No,0.96208,1483,1536,0.95253,0.97164
2008,Berlin,West,No,0.98854,250,250,0.97532,1.00176
2008,Berlin,East,No,0.93525,185,185,0.89969,0.97081
2008,Brandenburg,East,No,0.94998,446,446,0.92973,0.97024
2008,Mecklenburg-Western Pomerania,East,No,0.98060,269,269,0.96408,0.99711
2008,Saxony,East,No,0.96282,772,772,0.94947,0.97618
2008,Saxony-Anhalt,East,No,0.92962,416,416,0.90500,0.95423
2008,Thuringa,East,No,0.94952,452,452,0.92931,0.96973
2009,Schleswig-Holstein,West,No,0.95136,286,286,0.92639,0.97634
2009,Hamburg,West,No,0.95408,170,170,0.92252,0.98563
2009,Lower Saxony,West,Yes,0.03897,36,915,0.02642,0.05151
2009,Lower Saxony,West,No,0.96103,879,915,0.94849,0.97358
2009,Bremen,West,No,0.94805,70,70,0.89568,1.00041
2009,North Rhine-Westphalia,West,Yes,0.04055,79,2029,0.03197,0.04914
2009,North Rhine-Westphalia,West,No,0.95945,1950,2029,0.95086,0.96803
2009,Hesse,West,Yes,0.04002,31,698,0.02547,0.05457
2009,Hesse,West,No,0.95998,667,698,0.94543,0.97453
2009,"Rhineland-Palatinate, Saarland",West,No,0.94922,558,558,0.93098,0.96745
2009,Baden-Wuerttemberg,West,Yes,0.03934,35,1153,0.02812,0.05057
2009,Baden-Wuerttemberg,West,No,0.96066,1118,1153,0.94943,0.97188
2009,Bavaria,West,Yes,0.04205,56,1453,0.03172,0.05237
2009,Bavaria,West,No,0.95795,1397,1453,0.94763,0.96828
2009,Berlin,West,No,0.95247,229,229,0.92485,0.98009
2009,Berlin,East,No,0.94287,192,192,0.90995,0.97578
2009,Brandenburg,East,No,0.94830,426,426,0.92725,0.96936
2009,Mecklenburg-Western Pomerania,East,No,0.97836,264,264,0.96078,0.99595
2009,Saxony,East,Yes,0.04589,31,757,0.03098,0.06081
2009,Saxony,East,No,0.95411,726,757,0.93919,0.96902
2009,Saxony-Anhalt,East,No,0.94339,408,408,0.92094,0.96584
2009,Thuringa,East,No,0.93784,426,426,0.91488,0.96079
2010,Schleswig-Holstein,West,No,0.93975,425,425,0.91710,0.96240
2010,Hamburg,West,No,0.96137,238,238,0.93684,0.98591
2010,Lower Saxony,West,Yes,0.03530,42,1260,0.02511,0.04550
2010,Lower Saxony,West,No,0.96470,1218,1260,0.95450,0.97489
2010,Bremen,West,No,0.92820,100,100,0.87735,0.97905
2010,North Rhine-Westphalia,West,Yes,0.05063,100,2815,0.04253,0.05873
2010,North Rhine-Westphalia,West,No,0.94937,2715,2815,0.94127,0.95747
2010,Hesse,West,Yes,0.03217,31,966,0.02104,0.04330
2010,Hesse,West,No,0.96783,935,966,0.95670,0.97896
2010,"Rhineland-Palatinate, Saarland",West,No,0.96806,755,755,0.95551,0.98061
2010,Baden-Wuerttemberg,West,Yes,0.03095,35,1625,0.02253,0.03937
2010,Baden-Wuerttemberg,West,No,0.96905,1590,1625,0.96063,0.97747
2010,Bavaria,West,Yes,0.04248,73,2037,0.03372,0.05124
2010,Bavaria,West,No,0.95752,1964,2037,0.94876,0.96628
2010,Berlin,West,No,0.94379,346,346,0.91948,0.96809
2010,Berlin,East,No,0.96700,229,229,0.94382,0.99019
2010,Brandenburg,East,No,0.95896,536,536,0.94215,0.97577
2010,Mecklenburg-Western Pomerania,East,No,0.98072,345,345,0.96619,0.99525
2010,Saxony,East,No,0.96479,907,907,0.95279,0.97679
2010,Saxony-Anhalt,East,No,0.96274,516,516,0.94638,0.97909
2010,Thuringa,East,No,0.93317,513,513,0.91154,0.95481
2011,Schleswig-Holstein,West,No,0.95772,577,577,0.94129,0.97415
2011,Hamburg,West,No,0.96510,260,260,0.94275,0.98745
2011,Lower Saxony,West,Yes,0.03046,49,1515,0.02180,0.03912
2011,Lower Saxony,West,No,0.96954,1466,1515,0.96088,0.97820
2011,Bremen,West,No,0.93686,116,116,0.89241,0.98132
2011,North Rhine-Westphalia,West,Yes,0.03935,108,3295,0.03271,0.04599
2011,North Rhine-Westphalia,West,No,0.96065,3187,3295,0.95401,0.96729
2011,Hesse,West,No,0.97373,1128,1128,0.96439,0.98307
2011,"Rhineland-Palatinate, Saarland",West,No,0.97107,917,917,0.96021,0.98192
2011,Baden-Wuerttemberg,West,Yes,0.04050,59,2000,0.03186,0.04914
2011,Baden-Wuerttemberg,West,No,0.95931,1941,2000,0.95065,0.96797
2011,Bavaria,West,Yes,0.03456,83,2575,0.02751,0.04162
2011,Bavaria,West,No,0.96544,2492,2575,0.95838,0.97249
2011,Berlin,West,No,0.95006,364,364,0.92765,0.97247
2011,Berlin,East,No,0.95714,284,284,0.93354,0.98074
2011,Brandenburg,East,Yes,0.04916,34,680,0.03289,0.06542
2011,Brandenburg,East,No,0.95084,646,680,0.93458,0.96711
2011,Mecklenburg-Western Pomerania,East,No,0.96892,394,394,0.95177,0.98608
2011,Saxony,East,No,0.96845,1026,1026,0.95775,0.97915
2011,Saxony-Anhalt,East,No,0.95899,629,629,0.94348,0.97450
2011,Thuringa,East,Yes,0.06220,31,649,0.04360,0.08080
2011,Thuringa,East,No,0.93780,618,649,0.91920,0.95640
2012,Schleswig-Holstein,West,No,0.95535,575,575,0.93845,0.97224
2012,Hamburg,West,No,0.96631,261,261,0.94437,0.98824
2012,Lower Saxony,West,Yes,0.03406,52,1480,0.02482,0.04331
2012,Lower Saxony,West,No,0.96594,1428,1480,0.95669,0.97518
2012,Bremen,West,No,0.95512,119,119,0.91776,0.99248
2012,North Rhine-Westphalia,West,Yes,0.03473,90,3206,0.02839,0.04107
2012,North Rhine-Westphalia,West,No,0.96527,3116,3206,0.95893,0.97161
2012,Hesse,West,Yes,0.04515,37,1138,0.03308,0.05722
2012,Hesse,West,No,0.95485,1101,1138,0.94278,0.96692
2012,"Rhineland-Palatinate, Saarland",West,No,0.96435,904,904,0.95226,0.97644
2012,Baden-Wuerttemberg,West,Yes,0.03583,54,1907,0.02749,0.04418
2012,Baden-Wuerttemberg,West,No,0.96417,1853,1907,0.95582,0.97251
2012,Bavaria,West,Yes,0.04180,83,2532,0.03400,0.04960
2012,Bavaria,West,No,0.95820,2449,2532,0.95040,0.96600
2012,Berlin,West,No,0.95573,380,380,0.93503,0.97644
2012,Berlin,East,No,0.94294,291,291,0.91624,0.96964
2012,Brandenburg,East,Yes,0.04470,32,668,0.02902,0.06039
2012,Brandenburg,East,No,0.95530,636,668,0.93961,0.97098
2012,Mecklenburg-Western Pomerania,East,No,0.96658,388,388,0.94868,0.98449
2012,Saxony,East,Yes,0.04021,40,1075,0.02846,0.05196
2012,Saxony,East,No,0.95979,1035,1075,0.94804,0.97154
2012,Saxony-Anhalt,East,No,0.93078,595,595,0.91037,0.95119
2012,Thuringa,East,Yes,0.06799,33,639,0.04845,0.08752
2012,Thuringa,East,No,0.93201,606,639,0.91248,0.95155
2013,Schleswig-Holstein,West,Yes,0.04382,36,652,0.02810,0.05954
2013,Schleswig-Holstein,West,No,0.95618,616,652,0.94046,0.97190
2013,Hamburg,West,No,0.97081,324,324,0.95246,0.98917
2013,Lower Saxony,West,Yes,0.04677,72,1629,0.03651,0.05702
2013,Lower Saxony,West,No,0.95323,1557,1629,0.94298,0.96349
2013,Bremen,West,No,0.97913,140,140,0.95537,1.00290
2013,North Rhine-Westphalia,West,Yes,0.03636,118,3664,0.03029,0.04242
2013,North Rhine-Westphalia,West,No,0.96364,3546,3664,0.95758,0.96971
2013,Hesse,West,Yes,0.03582,45,1308,0.02575,0.04590
2013,Hesse,West,No,0.96418,1263,1308,0.95410,0.97425
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.03578,36,1035,0.02446,0.04710
2013,"Rhineland-Palatinate, Saarland",West,No,0.96422,999,1035,0.95290,0.97554
2013,Baden-Wuerttemberg,West,Yes,0.04063,65,2134,0.03225,0.04901
2013,Baden-Wuerttemberg,West,No,0.95937,2069,2134,0.95099,0.96775
2013,Bavaria,West,Yes,0.04580,96,2847,0.03812,0.05348
2013,Bavaria,West,No,0.95420,2751,2847,0.94652,0.96188
2013,Berlin,West,No,0.98333,453,453,0.97152,0.99513
2013,Berlin,East,No,0.95897,294,294,0.93626,0.98168
2013,Brandenburg,East,Yes,0.04131,34,673,0.02626,0.05636
2013,Brandenburg,East,No,0.95869,639,673,0.94364,0.97374
2013,Mecklenburg-Western Pomerania,East,No,0.98030,375,375,0.96622,0.99439
2013,Saxony,East,Yes,0.04777,40,1049,0.03486,0.06068
2013,Saxony,East,No,0.95223,1009,1049,0.93932,0.96514
2013,Saxony-Anhalt,East,No,0.93942,607,607,0.92042,0.95841
2013,Thuringa,East,No,0.94666,579,579,0.92834,0.96498
2014,Schleswig-Holstein,West,Yes,0.05435,33,567,0.03567,0.07303
2014,Schleswig-Holstein,West,No,0.94565,534,567,0.92697,0.96433
2014,Hamburg,West,No,0.96171,259,259,0.93830,0.98513
2014,Lower Saxony,West,Yes,0.04538,61,1466,0.03472,0.05603
2014,Lower Saxony,West,No,0.95462,1405,1466,0.94397,0.96528
2014,Bremen,West,No,0.95747,119,119,0.92107,0.99388
2014,North Rhine-Westphalia,West,Yes,0.03730,107,3229,0.03076,0.04383
2014,North Rhine-Westphalia,West,No,0.96270,3122,3229,0.95617,0.96924
2014,Hesse,West,Yes,0.04568,46,1114,0.03342,0.05795
2014,Hesse,West,No,0.95432,1068,1114,0.94205,0.96658
2014,"Rhineland-Palatinate, Saarland",West,Yes,0.03525,32,921,0.02333,0.04716
2014,"Rhineland-Palatinate, Saarland",West,No,0.96475,889,921,0.95284,0.97667
2014,Baden-Wuerttemberg,West,Yes,0.04035,56,1825,0.03131,0.04938
2014,Baden-Wuerttemberg,West,No,0.95932,1769,1825,0.95026,0.96839
2014,Bavaria,West,Yes,0.04174,94,2551,0.03398,0.04950
2014,Bavaria,West,No,0.95826,2457,2551,0.95050,0.96602
2014,Berlin,West,No,0.97704,367,367,0.96170,0.99239
2014,Berlin,East,No,0.95567,264,264,0.93080,0.98055
2014,Brandenburg,East,Yes,0.04230,36,621,0.02646,0.05814
2014,Brandenburg,East,No,0.95770,585,621,0.94186,0.97354
2014,Mecklenburg-Western Pomerania,East,No,0.96226,339,339,0.94194,0.98257
2014,Saxony,East,Yes,0.04686,43,951,0.03342,0.06030
2014,Saxony,East,No,0.94935,908,951,0.93541,0.96330
2014,Saxony-Anhalt,East,Yes,0.05961,32,584,0.04039,0.07883
2014,Saxony-Anhalt,East,No,0.94039,552,584,0.92117,0.95961
2014,Thuringa,East,Yes,0.06404,36,593,0.04432,0.08377
2014,Thuringa,East,No,0.93596,557,593,0.91623,0.95568
2015,Schleswig-Holstein,West,Yes,0.04848,35,549,0.03049,0.06646
2015,Schleswig-Holstein,West,No,0.95152,514,549,0.93354,0.96951
2015,Hamburg,West,No,0.92550,270,270,0.89412,0.95688
2015,Lower Saxony,West,Yes,0.04781,64,1494,0.03699,0.05864
2015,Lower Saxony,West,No,0.95219,1430,1494,0.94136,0.96301
2015,Bremen,West,No,0.97807,113,113,0.95094,1.00519
2015,North Rhine-Westphalia,West,Yes,0.03170,101,3208,0.02563,0.03776
2015,North Rhine-Westphalia,West,No,0.96830,3107,3208,0.96224,0.97437
2015,Hesse,West,Yes,0.04283,37,1128,0.03101,0.05465
2015,Hesse,West,No,0.95717,1091,1128,0.94535,0.96899
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.04822,40,922,0.03438,0.06205
2015,"Rhineland-Palatinate, Saarland",West,No,0.95178,882,922,0.93795,0.96562
2015,Baden-Wuerttemberg,West,Yes,0.03508,46,1826,0.02663,0.04352
2015,Baden-Wuerttemberg,West,No,0.96492,1780,1826,0.95648,0.97337
2015,Bavaria,West,Yes,0.03824,73,2586,0.03085,0.04563
2015,Bavaria,West,No,0.96176,2513,2586,0.95437,0.96915
2015,Berlin,West,No,0.95705,357,357,0.93599,0.97811
2015,Berlin,East,No,0.94850,270,270,0.92208,0.97491
2015,Brandenburg,East,Yes,0.05259,42,607,0.03482,0.07036
2015,Brandenburg,East,No,0.94741,565,607,0.92964,0.96518
2015,Mecklenburg-Western Pomerania,East,No,0.96688,338,338,0.94778,0.98599
2015,Saxony,East,Yes,0.04112,40,917,0.02826,0.05398
2015,Saxony,East,No,0.95888,877,917,0.94602,0.97174
2015,Saxony-Anhalt,East,No,0.94530,519,519,0.92572,0.96488
2015,Thuringa,East,No,0.96974,559,559,0.95553,0.98395
2016,Schleswig-Holstein,West,Yes,0.05959,47,629,0.04107,0.07810
2016,Schleswig-Holstein,West,No,0.94030,582,629,0.92177,0.95883
2016,Hamburg,West,No,0.94138,274,274,0.91351,0.96924
2016,Lower Saxony,West,Yes,0.05642,77,1572,0.04501,0.06783
2016,Lower Saxony,West,No,0.94355,1495,1572,0.93214,0.95497
2016,Bremen,West,No,0.93773,121,121,0.89450,0.98097
2016,North Rhine-Westphalia,West,Yes,0.03556,148,3375,0.02931,0.04181
2016,North Rhine-Westphalia,West,No,0.96435,3227,3375,0.95809,0.97060
2016,Hesse,West,Yes,0.04823,48,1126,0.03571,0.06075
2016,Hesse,West,No,0.95151,1078,1126,0.93896,0.96406
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.04522,51,1037,0.03257,0.05788
2016,"Rhineland-Palatinate, Saarland",West,No,0.95466,986,1037,0.94199,0.96733
2016,Baden-Wuerttemberg,West,Yes,0.05091,60,1866,0.04094,0.06089
2016,Baden-Wuerttemberg,West,No,0.94909,1806,1866,0.93911,0.95906
2016,Bavaria,West,Yes,0.04522,100,2529,0.03712,0.05332
2016,Bavaria,West,No,0.95477,2429,2529,0.94667,0.96287
2016,Berlin,West,No,0.97124,368,368,0.95414,0.98834
2016,Berlin,East,No,0.95883,274,274,0.93526,0.98240
2016,Brandenburg,East,Yes,0.03750,35,650,0.02288,0.05212
2016,Brandenburg,East,No,0.96250,615,650,0.94788,0.97712
2016,Mecklenburg-Western Pomerania,East,No,0.96170,355,355,0.94171,0.98169
2016,Saxony,East,Yes,0.04825,55,970,0.03476,0.06174
2016,Saxony,East,No,0.95172,915,970,0.93823,0.96522
2016,Saxony-Anhalt,East,No,0.96364,545,545,0.94790,0.97937
2016,Thuringa,East,Yes,0.04572,33,608,0.02910,0.06234
2016,Thuringa,East,No,0.95411,575,608,0.93746,0.97076
2017,Schleswig-Holstein,West,Yes,0.05288,35,721,0.03653,0.06923
2017,Schleswig-Holstein,West,No,0.94712,686,721,0.93077,0.96347
2017,Hamburg,West,No,0.94398,321,321,0.91878,0.96918
2017,Lower Saxony,West,Yes,0.05434,88,1901,0.04415,0.06454
2017,Lower Saxony,West,No,0.94565,1813,1901,0.93546,0.95584
2017,Bremen,West,No,0.94215,169,169,0.90684,0.97745
2017,North Rhine-Westphalia,West,Yes,0.04447,162,3826,0.03794,0.05100
2017,North Rhine-Westphalia,West,No,0.95552,3664,3826,0.94899,0.96205
2017,Hesse,West,Yes,0.04779,53,1275,0.03608,0.05951
2017,Hesse,West,No,0.95221,1222,1275,0.94049,0.96392
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.03820,52,1069,0.02670,0.04970
2017,"Rhineland-Palatinate, Saarland",West,No,0.96180,1017,1069,0.95030,0.97330
2017,Baden-Wuerttemberg,West,Yes,0.04036,63,2006,0.03175,0.04898
2017,Baden-Wuerttemberg,West,No,0.95964,1943,2006,0.95102,0.96825
2017,Bavaria,West,Yes,0.04010,99,2754,0.03277,0.04743
2017,Bavaria,West,No,0.95914,2655,2754,0.95175,0.96654
2017,Berlin,West,No,0.94841,385,385,0.92629,0.97054
2017,Berlin,East,No,0.93532,305,305,0.90767,0.96297
2017,Brandenburg,East,Yes,0.05967,39,706,0.04218,0.07715
2017,Brandenburg,East,No,0.94033,667,706,0.92285,0.95782
2017,Mecklenburg-Western Pomerania,East,No,0.96441,385,385,0.94589,0.98294
2017,Saxony,East,Yes,0.03799,48,1086,0.02661,0.04937
2017,Saxony,East,No,0.96201,1038,1086,0.95063,0.97339
2017,Saxony-Anhalt,East,Yes,0.05885,33,630,0.04046,0.07724
2017,Saxony-Anhalt,East,No,0.94115,597,630,0.92276,0.95954
2017,Thuringa,East,Yes,0.04384,33,655,0.02815,0.05953
2017,Thuringa,East,No,0.95616,622,655,0.94047,0.97185
2018,Schleswig-Holstein,West,Yes,0.05361,42,678,0.03664,0.07057
2018,Schleswig-Holstein,West,No,0.94639,636,678,0.92943,0.96336
2018,Hamburg,West,No,0.92258,340,340,0.89413,0.95103
2018,Lower Saxony,West,Yes,0.05610,79,1800,0.04547,0.06673
2018,Lower Saxony,West,No,0.94390,1721,1800,0.93327,0.95453
2018,Bremen,West,No,0.97952,168,168,0.95804,1.00100
2018,North Rhine-Westphalia,West,Yes,0.04964,181,3765,0.04270,0.05658
2018,North Rhine-Westphalia,West,No,0.95015,3584,3765,0.94320,0.95710
2018,Hesse,West,Yes,0.06334,68,1232,0.04973,0.07694
2018,Hesse,West,No,0.93666,1164,1232,0.92306,0.95027
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.04447,56,1065,0.03208,0.05685
2018,"Rhineland-Palatinate, Saarland",West,No,0.95553,1009,1065,0.94315,0.96792
2018,Baden-Wuerttemberg,West,Yes,0.04045,79,1885,0.03155,0.04934
2018,Baden-Wuerttemberg,West,No,0.95955,1806,1885,0.95066,0.96845
2018,Bavaria,West,Yes,0.03924,100,2646,0.03184,0.04663
2018,Bavaria,West,No,0.96076,2546,2646,0.95337,0.96816
2018,Berlin,West,No,0.95874,455,455,0.94044,0.97703
2018,Berlin,East,No,0.95653,291,291,0.93306,0.98000
2018,Brandenburg,East,Yes,0.04855,42,724,0.03289,0.06422
2018,Brandenburg,East,No,0.95094,682,724,0.93520,0.96669
2018,Mecklenburg-Western Pomerania,East,No,0.95561,393,393,0.93522,0.97600
2018,Saxony,East,Yes,0.04195,54,1060,0.02987,0.05402
2018,Saxony,East,No,0.95805,1006,1060,0.94598,0.97013
2018,Saxony-Anhalt,East,No,0.96019,599,599,0.94452,0.97586
2018,Thuringa,East,Yes,0.04466,35,647,0.02873,0.06059
2018,Thuringa,East,No,0.95534,612,647,0.93941,0.97127
2019,Schleswig-Holstein,West,Yes,0.05808,39,717,0.04095,0.07522
2019,Schleswig-Holstein,West,No,0.94192,678,717,0.92478,0.95905
2019,Hamburg,West,No,0.91385,378,378,0.88553,0.94217
2019,Lower Saxony,West,Yes,0.04300,75,1771,0.03355,0.05245
2019,Lower Saxony,West,No,0.95700,1696,1771,0.94755,0.96645
2019,Bremen,West,No,0.97743,163,163,0.95455,1.00030
2019,North Rhine-Westphalia,West,Yes,0.04919,191,3873,0.04238,0.05601
2019,North Rhine-Westphalia,West,No,0.95074,3682,3873,0.94392,0.95755
2019,Hesse,West,Yes,0.04889,53,1293,0.03713,0.06065
2019,Hesse,West,No,0.95111,1240,1293,0.93935,0.96287
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.03176,38,1052,0.02115,0.04236
2019,"Rhineland-Palatinate, Saarland",West,No,0.96824,1014,1052,0.95764,0.97885
2019,Baden-Wuerttemberg,West,Yes,0.03967,82,1948,0.03100,0.04834
2019,Baden-Wuerttemberg,West,No,0.96033,1866,1948,0.95166,0.96900
2019,Bavaria,West,Yes,0.05378,117,2785,0.04540,0.06216
2019,Bavaria,West,No,0.94622,2668,2785,0.93784,0.95460
2019,Berlin,West,No,0.94002,432,432,0.91761,0.96244
2019,Berlin,East,No,0.96306,288,288,0.94124,0.98488
2019,Brandenburg,East,Yes,0.04785,43,795,0.03300,0.06269
2019,Brandenburg,East,No,0.95215,752,795,0.93731,0.96700
2019,Mecklenburg-Western Pomerania,East,No,0.96635,416,416,0.94900,0.98370
2019,Saxony,East,Yes,0.04515,55,1106,0.03291,0.05740
2019,Saxony,East,No,0.95485,1051,1106,0.94260,0.96709
2019,Saxony-Anhalt,East,Yes,0.06414,31,622,0.04487,0.08341
2019,Saxony-Anhalt,East,No,0.93586,591,622,0.91659,0.95513
2019,Thuringa,East,No,0.94076,618,618,0.92213,0.95938
2020,Schleswig-Holstein,West,Yes,0.07001,41,691,0.05097,0.08905
2020,Schleswig-Holstein,West,No,0.92999,650,691,0.91095,0.94903
2020,Hamburg,West,No,0.93648,418,418,0.91307,0.95989
2020,Lower Saxony,West,Yes,0.05162,79,1809,0.04142,0.06181
2020,Lower Saxony,West,No,0.94547,1730,1809,0.93501,0.95594
2020,Bremen,West,No,0.97963,208,208,0.96039,0.99888
2020,North Rhine-Westphalia,West,Yes,0.05531,197,4359,0.04852,0.06210
2020,North Rhine-Westphalia,West,No,0.94214,4162,4359,0.93521,0.94907
2020,Hesse,West,Yes,0.04172,49,1350,0.03105,0.05238
2020,Hesse,West,No,0.95817,1301,1350,0.94748,0.96885
2020,"Rhineland-Palatinate, Saarland",West,Yes,0.03226,37,1047,0.02155,0.04297
2020,"Rhineland-Palatinate, Saarland",West,No,0.96157,1010,1047,0.94992,0.97322
2020,Baden-Wuerttemberg,West,Yes,0.05089,83,1994,0.04125,0.06054
2020,Baden-Wuerttemberg,West,No,0.94910,1911,1994,0.93945,0.95875
2020,Bavaria,West,Yes,0.03958,93,2897,0.03248,0.04668
2020,Bavaria,West,No,0.95572,2804,2897,0.94823,0.96321
2020,Berlin,West,No,0.95075,639,639,0.93396,0.96754
2020,Berlin,East,No,0.92029,355,355,0.89208,0.94851
2020,Brandenburg,East,Yes,0.07409,44,753,0.05537,0.09281
2020,Brandenburg,East,No,0.92335,709,753,0.90434,0.94237
2020,Mecklenburg-Western Pomerania,East,No,0.97705,357,357,0.96149,0.99260
2020,Saxony,East,Yes,0.05964,63,1083,0.04553,0.07375
2020,Saxony,East,No,0.94020,1020,1083,0.92607,0.95433
2020,Saxony-Anhalt,East,Yes,0.04768,31,620,0.03089,0.06447
2020,Saxony-Anhalt,East,No,0.95148,589,620,0.93456,0.96841
2020,Thuringa,East,No,0.93976,599,599,0.92069,0.95883
2021,Schleswig-Holstein,West,Yes,0.05739,35,515,0.03728,0.07750
2021,Schleswig-Holstein,West,No,0.94261,480,515,0.92250,0.96272
2021,Hamburg,West,No,0.87874,287,287,0.84091,0.91658
2021,Lower Saxony,West,Yes,0.05071,66,1212,0.03836,0.06307
2021,Lower Saxony,West,No,0.94929,1146,1212,0.93693,0.96164
2021,Bremen,West,No,0.99933,104,104,0.99433,1.00433
2021,North Rhine-Westphalia,West,Yes,0.05977,166,2685,0.05080,0.06874
2021,North Rhine-Westphalia,West,No,0.93905,2519,2685,0.92999,0.94810
2021,Hesse,West,Yes,0.07835,51,859,0.06037,0.09633
2021,Hesse,West,No,0.91941,808,859,0.90120,0.93763
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.04359,36,641,0.02777,0.05940
2021,"Rhineland-Palatinate, Saarland",West,No,0.95641,605,641,0.94060,0.97223
2021,Baden-Wuerttemberg,West,Yes,0.04631,55,1349,0.03509,0.05753
2021,Baden-Wuerttemberg,West,No,0.95306,1294,1349,0.94177,0.96435
2021,Bavaria,West,Yes,0.04913,74,1877,0.03935,0.05891
2021,Bavaria,West,No,0.94673,1803,1877,0.93657,0.95689
2021,Berlin,West,No,0.95467,395,395,0.93413,0.97521
2021,Berlin,East,No,0.90551,230,230,0.86762,0.94339
2021,Brandenburg,East,Yes,0.05966,31,482,0.03849,0.08083
2021,Brandenburg,East,No,0.94034,451,482,0.91917,0.96151
2021,Mecklenburg-Western Pomerania,East,No,0.94963,260,260,0.92300,0.97627
2021,Saxony,East,Yes,0.05368,52,772,0.03777,0.06959
2021,Saxony,East,No,0.94632,720,772,0.93041,0.96223
2021,Saxony-Anhalt,East,No,0.92573,375,375,0.89916,0.95231
2021,Thuringa,East,No,0.91433,390,390,0.88651,0.94214
2022,Schleswig-Holstein,West,Yes,0.06306,40,705,0.04511,0.08102
2022,Schleswig-Holstein,West,No,0.93424,665,705,0.91593,0.95255
2022,Hamburg,West,No,0.91680,450,450,0.89125,0.94234
2022,Lower Saxony,West,Yes,0.04729,76,1771,0.03740,0.05717
2022,Lower Saxony,West,No,0.94982,1695,1771,0.93965,0.95999
2022,Bremen,West,No,0.98137,153,153,0.95987,1.00287
2022,North Rhine-Westphalia,West,Yes,0.06365,238,4317,0.05636,0.07093
2022,North Rhine-Westphalia,West,No,0.93240,4079,4317,0.92491,0.93989
2022,Hesse,West,Yes,0.06721,59,1347,0.05384,0.08059
2022,Hesse,West,No,0.93279,1288,1347,0.91941,0.94616
2022,"Rhineland-Palatinate, Saarland",West,Yes,0.04279,35,966,0.03002,0.05556
2022,"Rhineland-Palatinate, Saarland",West,No,0.94955,931,966,0.93575,0.96336
2022,Baden-Wuerttemberg,West,Yes,0.04221,80,2381,0.03414,0.05029
2022,Baden-Wuerttemberg,West,No,0.95374,2301,2381,0.94531,0.96218
2022,Bavaria,West,Yes,0.04442,106,3212,0.03729,0.05154
2022,Bavaria,West,No,0.95284,3106,3212,0.94550,0.96017
2022,Berlin,West,Yes,0.06787,35,693,0.04913,0.08661
2022,Berlin,West,No,0.92928,658,693,0.91018,0.94838
2022,Berlin,East,No,0.95599,508,508,0.93813,0.97384
2022,Brandenburg,East,Yes,0.05622,41,770,0.03994,0.07250
2022,Brandenburg,East,No,0.93657,729,770,0.91935,0.95380
