"pli0081","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1998","kein Migrationshintergrund","Westdeutschland","2987","0.386847541824735","0.375796487122569","0.397898596526901"
"Min 1x pro Woche","1998","kein Migrationshintergrund","Ostdeutschland","1442","0.398933439549439","0.383182838882877","0.414684040216001"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","Westdeutschland","1120","0.457715712858288","0.437202694938643","0.478228730777933"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","Ostdeutschland","42","0.325004808636598","0.240495933665708","0.409513683607487"
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","Westdeutschland","228","0.357731102072309","0.318380855388529","0.397081348756088"
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"Min 1x pro Woche","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1998","kein Migrationshintergrund","Westdeutschland","2248","0.301791546094732","0.291375673537143","0.31220741865232"
"Min 1x pro Monat","1998","kein Migrationshintergrund","Ostdeutschland","1353","0.353703365958298","0.338324611609832","0.369082120306764"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","Westdeutschland","411","0.201851322730502","0.185325014928325","0.218377630532679"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","Ostdeutschland","34","0.315362117371402","0.231523846655244","0.39920038808756"
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","Westdeutschland","109","0.205045902677132","0.171901725875939","0.238190079478326"
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Min 1x pro Monat","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1998","kein Migrationshintergrund","Westdeutschland","1540","0.215771343958586","0.206437343709891","0.22510534420728"
"Seltener","1998","kein Migrationshintergrund","Ostdeutschland","610","0.160264032358566","0.148464222017643","0.17206384269949"
"Seltener","1998","direkter Migrationshintergrund","Westdeutschland","348","0.193719419020561","0.177447161178689","0.209991676862433"
"Seltener","1998","direkter Migrationshintergrund","Ostdeutschland","29","","",""
"Seltener","1998","indirekter Migrationshintergrund","Westdeutschland","107","0.247204809558084","0.211790601121731","0.282619017994436"
"Seltener","1998","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Seltener","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1998","kein Migrationshintergrund","Westdeutschland","115","0.0191738423659456","0.0160621248317407","0.0222855599001506"
"Nie","1998","kein Migrationshintergrund","Ostdeutschland","38","0.0142424265299925","0.0104312183536687","0.0180536347063163"
"Nie","1998","direkter Migrationshintergrund","Westdeutschland","77","0.0376595093851912","0.029821246107863","0.0454977726625193"
"Nie","1998","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Nie","1998","indirekter Migrationshintergrund","Westdeutschland","14","","",""
"Nie","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2003","kein Migrationshintergrund","Westdeutschland","907","0.0712847289158138","0.0669403945005913","0.0756290633310364"
"Täglich","2003","kein Migrationshintergrund","Ostdeutschland","372","0.0745534038688277","0.0674030915110362","0.0817037162266192"
"Täglich","2003","direkter Migrationshintergrund","Westdeutschland","232","0.0714933203675603","0.0613876746255013","0.0815989661096193"
"Täglich","2003","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Täglich","2003","indirekter Migrationshintergrund","Westdeutschland","76","0.0902421404735514","0.0696948106535111","0.110789470293592"
"Täglich","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","Westdeutschland","5111","0.381624633158365","0.373422477734996","0.389826788581734"
"Min 1x pro Woche","2003","kein Migrationshintergrund","Ostdeutschland","2018","0.390509486628828","0.377228973238876","0.40379000001878"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Westdeutschland","1170","0.441335587887837","0.421859631301281","0.460811544474394"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Ostdeutschland","32","0.279730603480635","0.193462769528394","0.365998437432876"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Westdeutschland","373","0.467927177414757","0.432145354396782","0.503709000432732"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","Westdeutschland","4286","0.306933679381765","0.29914626339594","0.314721095367591"
"Min 1x pro Monat","2003","kein Migrationshintergrund","Ostdeutschland","1791","0.328556642640382","0.315770916103491","0.341342369177273"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Westdeutschland","541","0.221124965504041","0.204847319455372","0.23740261155271"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Ostdeutschland","32","0.376650636879405","0.283525583546771","0.46977569021204"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Westdeutschland","147","0.20145138623122","0.172689086994666","0.230213685467773"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2003","kein Migrationshintergrund","Westdeutschland","2865","0.211241215720803","0.204349217801115","0.218133213640492"
"Seltener","2003","kein Migrationshintergrund","Ostdeutschland","922","0.184162084219656","0.17361050053123","0.194713667908083"
"Seltener","2003","direkter Migrationshintergrund","Westdeutschland","434","0.203581214171367","0.187787712971977","0.219374715370756"
"Seltener","2003","direkter Migrationshintergrund","Ostdeutschland","30","0.266970509290159","0.181949982808652","0.351991035771666"
"Seltener","2003","indirekter Migrationshintergrund","Westdeutschland","130","0.188837930761857","0.160771562213651","0.216904299310064"
"Seltener","2003","indirekter Migrationshintergrund","Ostdeutschland","9","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2003","kein Migrationshintergrund","Westdeutschland","306","0.028915742823252","0.0260864406210085","0.0317450450254955"
"Nie","2003","kein Migrationshintergrund","Ostdeutschland","81","0.0222183826423061","0.0182060886309719","0.0262306766536403"
"Nie","2003","direkter Migrationshintergrund","Westdeutschland","120","0.0624649120691949","0.0529730667651187","0.0719567573732711"
"Nie","2003","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Nie","2003","indirekter Migrationshintergrund","Westdeutschland","21","","",""
"Nie","2003","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
