"pli0089","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1996","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1996","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","1996","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1996","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","1996","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","1996","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1996","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1996","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1996","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1996","Realschule","Hamburg","","","",""
"Min 1x pro Monat","1996","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","1996","Realschule","Bremen","","","",""
"Min 1x pro Monat","1996","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1996","Realschule","Hessen","","","",""
"Min 1x pro Monat","1996","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1996","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1996","Realschule","Bayern","","","",""
"Min 1x pro Monat","1996","Realschule","Saarland","","","",""
"Min 1x pro Monat","1996","Realschule","Berlin","","","",""
"Min 1x pro Monat","1996","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","1996","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","Realschule","Sachsen","","","",""
"Min 1x pro Monat","1996","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","Realschule","Thueringen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Bayern","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Berlin","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Thueringen","","","",""
"Seltener","1996","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","1996","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","1996","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","1996","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1996","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Seltener","1996","(noch) kein Abschluss","Hessen","","","",""
"Seltener","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Seltener","1996","(noch) kein Abschluss","Bayern","","","",""
"Seltener","1996","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1996","(noch) kein Abschluss","Berlin","","","",""
"Seltener","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1996","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","1996","Hauptschule","Schleswig-Holstein","","","",""
"Seltener","1996","Hauptschule","Hamburg","","","",""
"Seltener","1996","Hauptschule","Niedersachsen","","","",""
"Seltener","1996","Hauptschule","Bremen","","","",""
"Seltener","1996","Hauptschule","Nordrhein-Westfalen","","","",""
"Seltener","1996","Hauptschule","Hessen","","","",""
"Seltener","1996","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","Hauptschule","Baden-Wuerttemberg","","","",""
"Seltener","1996","Hauptschule","Bayern","","","",""
"Seltener","1996","Hauptschule","Saarland","","","",""
"Seltener","1996","Hauptschule","Berlin","","","",""
"Seltener","1996","Hauptschule","Brandenburg","","","",""
"Seltener","1996","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","Hauptschule","Sachsen","","","",""
"Seltener","1996","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","1996","Hauptschule","Thueringen","","","",""
"Seltener","1996","Realschule","Schleswig-Holstein","","","",""
"Seltener","1996","Realschule","Hamburg","","","",""
"Seltener","1996","Realschule","Niedersachsen","","","",""
"Seltener","1996","Realschule","Bremen","","","",""
"Seltener","1996","Realschule","Nordrhein-Westfalen","","","",""
"Seltener","1996","Realschule","Hessen","","","",""
"Seltener","1996","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","Realschule","Baden-Wuerttemberg","","","",""
"Seltener","1996","Realschule","Bayern","","","",""
"Seltener","1996","Realschule","Saarland","","","",""
"Seltener","1996","Realschule","Berlin","","","",""
"Seltener","1996","Realschule","Brandenburg","","","",""
"Seltener","1996","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","Realschule","Sachsen","","","",""
"Seltener","1996","Realschule","Sachsen-Anhalt","","","",""
"Seltener","1996","Realschule","Thueringen","","","",""
"Seltener","1996","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","1996","(Fach-)Abitur","Hamburg","","","",""
"Seltener","1996","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","1996","(Fach-)Abitur","Bremen","","","",""
"Seltener","1996","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Seltener","1996","(Fach-)Abitur","Hessen","","","",""
"Seltener","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Seltener","1996","(Fach-)Abitur","Bayern","","","",""
"Seltener","1996","(Fach-)Abitur","Saarland","","","",""
"Seltener","1996","(Fach-)Abitur","Berlin","","","",""
"Seltener","1996","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1996","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1996","(Fach-)Abitur","Thueringen","","","",""
"Seltener","1996","AkademikerIn","Schleswig-Holstein","","","",""
"Seltener","1996","AkademikerIn","Hamburg","","","",""
"Seltener","1996","AkademikerIn","Niedersachsen","","","",""
"Seltener","1996","AkademikerIn","Bremen","","","",""
"Seltener","1996","AkademikerIn","Nordrhein-Westfalen","","","",""
"Seltener","1996","AkademikerIn","Hessen","","","",""
"Seltener","1996","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","AkademikerIn","Baden-Wuerttemberg","","","",""
"Seltener","1996","AkademikerIn","Bayern","","","",""
"Seltener","1996","AkademikerIn","Saarland","","","",""
"Seltener","1996","AkademikerIn","Berlin","","","",""
"Seltener","1996","AkademikerIn","Brandenburg","","","",""
"Seltener","1996","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","AkademikerIn","Sachsen","","","",""
"Seltener","1996","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","1996","AkademikerIn","Thueringen","","","",""
"Nie","1996","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","1996","(noch) kein Abschluss","Hamburg","","","",""
"Nie","1996","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","1996","(noch) kein Abschluss","Bremen","","","",""
"Nie","1996","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","1996","(noch) kein Abschluss","Hessen","","","",""
"Nie","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nie","1996","(noch) kein Abschluss","Bayern","","","",""
"Nie","1996","(noch) kein Abschluss","Saarland","","","",""
"Nie","1996","(noch) kein Abschluss","Berlin","","","",""
"Nie","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1996","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1996","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1996","Hauptschule","Schleswig-Holstein","","","",""
"Nie","1996","Hauptschule","Hamburg","","","",""
"Nie","1996","Hauptschule","Niedersachsen","","","",""
"Nie","1996","Hauptschule","Bremen","","","",""
"Nie","1996","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","1996","Hauptschule","Hessen","","","",""
"Nie","1996","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","Hauptschule","Baden-Wuerttemberg","","","",""
"Nie","1996","Hauptschule","Bayern","","","",""
"Nie","1996","Hauptschule","Saarland","","","",""
"Nie","1996","Hauptschule","Berlin","","","",""
"Nie","1996","Hauptschule","Brandenburg","","","",""
"Nie","1996","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1996","Hauptschule","Sachsen","","","",""
"Nie","1996","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1996","Hauptschule","Thueringen","","","",""
"Nie","1996","Realschule","Schleswig-Holstein","","","",""
"Nie","1996","Realschule","Hamburg","","","",""
"Nie","1996","Realschule","Niedersachsen","","","",""
"Nie","1996","Realschule","Bremen","","","",""
"Nie","1996","Realschule","Nordrhein-Westfalen","","","",""
"Nie","1996","Realschule","Hessen","","","",""
"Nie","1996","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","Realschule","Baden-Wuerttemberg","","","",""
"Nie","1996","Realschule","Bayern","","","",""
"Nie","1996","Realschule","Saarland","","","",""
"Nie","1996","Realschule","Berlin","","","",""
"Nie","1996","Realschule","Brandenburg","","","",""
"Nie","1996","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","1996","Realschule","Sachsen","","","",""
"Nie","1996","Realschule","Sachsen-Anhalt","","","",""
"Nie","1996","Realschule","Thueringen","","","",""
"Nie","1996","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","1996","(Fach-)Abitur","Hamburg","","","",""
"Nie","1996","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","1996","(Fach-)Abitur","Bremen","","","",""
"Nie","1996","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","1996","(Fach-)Abitur","Hessen","","","",""
"Nie","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","1996","(Fach-)Abitur","Bayern","","","",""
"Nie","1996","(Fach-)Abitur","Saarland","","","",""
"Nie","1996","(Fach-)Abitur","Berlin","","","",""
"Nie","1996","(Fach-)Abitur","Brandenburg","","","",""
"Nie","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1996","(Fach-)Abitur","Sachsen","","","",""
"Nie","1996","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","1996","(Fach-)Abitur","Thueringen","","","",""
"Nie","1996","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","1996","AkademikerIn","Hamburg","","","",""
"Nie","1996","AkademikerIn","Niedersachsen","","","",""
"Nie","1996","AkademikerIn","Bremen","","","",""
"Nie","1996","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","1996","AkademikerIn","Hessen","","","",""
"Nie","1996","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","1996","AkademikerIn","Bayern","","","",""
"Nie","1996","AkademikerIn","Saarland","","","",""
"Nie","1996","AkademikerIn","Berlin","","","",""
"Nie","1996","AkademikerIn","Brandenburg","","","",""
"Nie","1996","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","1996","AkademikerIn","Sachsen","","","",""
"Nie","1996","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","1996","AkademikerIn","Thueringen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","1997","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","1997","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","1997","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","1997","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","1997","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","1997","Hauptschule","Hamburg","","","",""
"Taeglich","1997","Hauptschule","Niedersachsen","","","",""
"Taeglich","1997","Hauptschule","Bremen","","","",""
"Taeglich","1997","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","1997","Hauptschule","Hessen","","","",""
"Taeglich","1997","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","1997","Hauptschule","Bayern","","","",""
"Taeglich","1997","Hauptschule","Saarland","","","",""
"Taeglich","1997","Hauptschule","Berlin","","","",""
"Taeglich","1997","Hauptschule","Brandenburg","","","",""
"Taeglich","1997","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","Hauptschule","Sachsen","","","",""
"Taeglich","1997","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","1997","Hauptschule","Thueringen","","","",""
"Taeglich","1997","Realschule","Schleswig-Holstein","","","",""
"Taeglich","1997","Realschule","Hamburg","","","",""
"Taeglich","1997","Realschule","Niedersachsen","","","",""
"Taeglich","1997","Realschule","Bremen","","","",""
"Taeglich","1997","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","1997","Realschule","Hessen","","","",""
"Taeglich","1997","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","1997","Realschule","Bayern","","","",""
"Taeglich","1997","Realschule","Saarland","","","",""
"Taeglich","1997","Realschule","Berlin","","","",""
"Taeglich","1997","Realschule","Brandenburg","","","",""
"Taeglich","1997","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","Realschule","Sachsen","","","",""
"Taeglich","1997","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","1997","Realschule","Thueringen","","","",""
"Taeglich","1997","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","1997","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","1997","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","1997","(Fach-)Abitur","Bremen","","","",""
"Taeglich","1997","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","1997","(Fach-)Abitur","Hessen","","","",""
"Taeglich","1997","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","1997","(Fach-)Abitur","Bayern","","","",""
"Taeglich","1997","(Fach-)Abitur","Saarland","","","",""
"Taeglich","1997","(Fach-)Abitur","Berlin","","","",""
"Taeglich","1997","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1997","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1997","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1997","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1997","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1997","AkademikerIn","Hamburg","","","",""
"Taeglich","1997","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1997","AkademikerIn","Bremen","","","",""
"Taeglich","1997","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1997","AkademikerIn","Hessen","","","",""
"Taeglich","1997","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1997","AkademikerIn","Bayern","","","",""
"Taeglich","1997","AkademikerIn","Saarland","","","",""
"Taeglich","1997","AkademikerIn","Berlin","","","",""
"Taeglich","1997","AkademikerIn","Brandenburg","","","",""
"Taeglich","1997","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","AkademikerIn","Sachsen","","","",""
"Taeglich","1997","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1997","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1997","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1997","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1997","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1997","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1997","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1997","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","Realschule","Hamburg","","","",""
"Min 1x pro Woche","1997","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","1997","Realschule","Bremen","","","",""
"Min 1x pro Woche","1997","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","Realschule","Hessen","","","",""
"Min 1x pro Woche","1997","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","Realschule","Bayern","","","",""
"Min 1x pro Woche","1997","Realschule","Saarland","","","",""
"Min 1x pro Woche","1997","Realschule","Berlin","","","",""
"Min 1x pro Woche","1997","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1997","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1997","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1997","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1997","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","1997","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","1997","Hauptschule","Bremen","","","",""
