"pld0044","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2005","Brandenburg","weiblich","","","",""
"Selten","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2005","Sachsen","maennlich","","","",""
"Selten","2005","Sachsen","weiblich","","","",""
"Selten","2005","Sachsen-Anhalt","maennlich","","","",""
"Selten","2005","Sachsen-Anhalt","weiblich","","","",""
"Selten","2005","Thueringen","maennlich","","","",""
"Selten","2005","Thueringen","weiblich","","","",""
"Nie","2005","Schleswig-Holstein","maennlich","","","",""
"Nie","2005","Schleswig-Holstein","weiblich","","","",""
"Nie","2005","Hamburg","maennlich","","","",""
"Nie","2005","Hamburg","weiblich","","","",""
"Nie","2005","Niedersachsen","maennlich","","","",""
"Nie","2005","Niedersachsen","weiblich","","","",""
"Nie","2005","Bremen","maennlich","","","",""
"Nie","2005","Bremen","weiblich","","","",""
"Nie","2005","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2005","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2005","Hessen","maennlich","","","",""
"Nie","2005","Hessen","weiblich","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2005","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2005","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2005","Bayern","maennlich","","","",""
"Nie","2005","Bayern","weiblich","","","",""
"Nie","2005","Saarland","maennlich","","","",""
"Nie","2005","Saarland","weiblich","","","",""
"Nie","2005","Berlin","maennlich","","","",""
"Nie","2005","Berlin","weiblich","","","",""
"Nie","2005","Brandenburg","maennlich","","","",""
"Nie","2005","Brandenburg","weiblich","","","",""
"Nie","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2005","Sachsen","maennlich","","","",""
"Nie","2005","Sachsen","weiblich","","","",""
"Nie","2005","Sachsen-Anhalt","maennlich","","","",""
"Nie","2005","Sachsen-Anhalt","weiblich","","","",""
"Nie","2005","Thueringen","maennlich","","","",""
"Nie","2005","Thueringen","weiblich","","","",""
"Sehr oft","2006","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2006","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2006","Hamburg","maennlich","","","",""
"Sehr oft","2006","Hamburg","weiblich","","","",""
"Sehr oft","2006","Niedersachsen","maennlich","","","",""
"Sehr oft","2006","Niedersachsen","weiblich","","","",""
"Sehr oft","2006","Bremen","maennlich","","","",""
"Sehr oft","2006","Bremen","weiblich","","","",""
"Sehr oft","2006","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2006","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2006","Hessen","maennlich","","","",""
"Sehr oft","2006","Hessen","weiblich","","","",""
"Sehr oft","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2006","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2006","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2006","Bayern","maennlich","","","",""
"Sehr oft","2006","Bayern","weiblich","","","",""
"Sehr oft","2006","Saarland","maennlich","","","",""
"Sehr oft","2006","Saarland","weiblich","","","",""
"Sehr oft","2006","Berlin","maennlich","","","",""
"Sehr oft","2006","Berlin","weiblich","","","",""
"Sehr oft","2006","Brandenburg","maennlich","","","",""
"Sehr oft","2006","Brandenburg","weiblich","","","",""
"Sehr oft","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2006","Sachsen","maennlich","","","",""
"Sehr oft","2006","Sachsen","weiblich","","","",""
"Sehr oft","2006","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2006","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2006","Thueringen","maennlich","","","",""
"Sehr oft","2006","Thueringen","weiblich","","","",""
"Oft","2006","Schleswig-Holstein","maennlich","","","",""
"Oft","2006","Schleswig-Holstein","weiblich","","","",""
"Oft","2006","Hamburg","maennlich","","","",""
"Oft","2006","Hamburg","weiblich","","","",""
"Oft","2006","Niedersachsen","maennlich","","","",""
"Oft","2006","Niedersachsen","weiblich","","","",""
"Oft","2006","Bremen","maennlich","","","",""
"Oft","2006","Bremen","weiblich","","","",""
"Oft","2006","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2006","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2006","Hessen","maennlich","","","",""
"Oft","2006","Hessen","weiblich","","","",""
"Oft","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2006","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2006","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2006","Bayern","maennlich","","","",""
"Oft","2006","Bayern","weiblich","","","",""
"Oft","2006","Saarland","maennlich","","","",""
"Oft","2006","Saarland","weiblich","","","",""
"Oft","2006","Berlin","maennlich","","","",""
"Oft","2006","Berlin","weiblich","","","",""
"Oft","2006","Brandenburg","maennlich","","","",""
"Oft","2006","Brandenburg","weiblich","","","",""
"Oft","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2006","Sachsen","maennlich","","","",""
"Oft","2006","Sachsen","weiblich","","","",""
"Oft","2006","Sachsen-Anhalt","maennlich","","","",""
"Oft","2006","Sachsen-Anhalt","weiblich","","","",""
"Oft","2006","Thueringen","maennlich","","","",""
"Oft","2006","Thueringen","weiblich","","","",""
"Manchmal","2006","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2006","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2006","Hamburg","maennlich","","","",""
"Manchmal","2006","Hamburg","weiblich","","","",""
"Manchmal","2006","Niedersachsen","maennlich","","","",""
"Manchmal","2006","Niedersachsen","weiblich","","","",""
"Manchmal","2006","Bremen","maennlich","","","",""
"Manchmal","2006","Bremen","weiblich","","","",""
"Manchmal","2006","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2006","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2006","Hessen","maennlich","","","",""
"Manchmal","2006","Hessen","weiblich","","","",""
"Manchmal","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2006","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2006","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2006","Bayern","maennlich","","","",""
"Manchmal","2006","Bayern","weiblich","","","",""
"Manchmal","2006","Saarland","maennlich","","","",""
"Manchmal","2006","Saarland","weiblich","","","",""
"Manchmal","2006","Berlin","maennlich","","","",""
"Manchmal","2006","Berlin","weiblich","","","",""
"Manchmal","2006","Brandenburg","maennlich","","","",""
"Manchmal","2006","Brandenburg","weiblich","","","",""
"Manchmal","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2006","Sachsen","maennlich","","","",""
"Manchmal","2006","Sachsen","weiblich","","","",""
"Manchmal","2006","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2006","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2006","Thueringen","maennlich","","","",""
"Manchmal","2006","Thueringen","weiblich","","","",""
"Selten","2006","Schleswig-Holstein","maennlich","","","",""
"Selten","2006","Schleswig-Holstein","weiblich","","","",""
"Selten","2006","Hamburg","maennlich","","","",""
"Selten","2006","Hamburg","weiblich","","","",""
"Selten","2006","Niedersachsen","maennlich","","","",""
"Selten","2006","Niedersachsen","weiblich","","","",""
"Selten","2006","Bremen","maennlich","","","",""
"Selten","2006","Bremen","weiblich","","","",""
"Selten","2006","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2006","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2006","Hessen","maennlich","","","",""
"Selten","2006","Hessen","weiblich","","","",""
"Selten","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2006","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2006","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2006","Bayern","maennlich","","","",""
"Selten","2006","Bayern","weiblich","","","",""
"Selten","2006","Saarland","maennlich","","","",""
"Selten","2006","Saarland","weiblich","","","",""
"Selten","2006","Berlin","maennlich","","","",""
"Selten","2006","Berlin","weiblich","","","",""
"Selten","2006","Brandenburg","maennlich","","","",""
"Selten","2006","Brandenburg","weiblich","","","",""
"Selten","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2006","Sachsen","maennlich","","","",""
"Selten","2006","Sachsen","weiblich","","","",""
"Selten","2006","Sachsen-Anhalt","maennlich","","","",""
"Selten","2006","Sachsen-Anhalt","weiblich","","","",""
"Selten","2006","Thueringen","maennlich","","","",""
"Selten","2006","Thueringen","weiblich","","","",""
"Nie","2006","Schleswig-Holstein","maennlich","","","",""
"Nie","2006","Schleswig-Holstein","weiblich","","","",""
"Nie","2006","Hamburg","maennlich","","","",""
"Nie","2006","Hamburg","weiblich","","","",""
"Nie","2006","Niedersachsen","maennlich","","","",""
"Nie","2006","Niedersachsen","weiblich","","","",""
"Nie","2006","Bremen","maennlich","","","",""
"Nie","2006","Bremen","weiblich","","","",""
"Nie","2006","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2006","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2006","Hessen","maennlich","","","",""
"Nie","2006","Hessen","weiblich","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2006","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2006","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2006","Bayern","maennlich","","","",""
"Nie","2006","Bayern","weiblich","","","",""
"Nie","2006","Saarland","maennlich","","","",""
"Nie","2006","Saarland","weiblich","","","",""
"Nie","2006","Berlin","maennlich","","","",""
"Nie","2006","Berlin","weiblich","","","",""
"Nie","2006","Brandenburg","maennlich","","","",""
"Nie","2006","Brandenburg","weiblich","","","",""
"Nie","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2006","Sachsen","maennlich","","","",""
"Nie","2006","Sachsen","weiblich","","","",""
"Nie","2006","Sachsen-Anhalt","maennlich","","","",""
"Nie","2006","Sachsen-Anhalt","weiblich","","","",""
"Nie","2006","Thueringen","maennlich","","","",""
"Nie","2006","Thueringen","weiblich","","","",""
"Sehr oft","2007","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2007","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2007","Hamburg","maennlich","","","",""
"Sehr oft","2007","Hamburg","weiblich","","","",""
"Sehr oft","2007","Niedersachsen","maennlich","","","",""
"Sehr oft","2007","Niedersachsen","weiblich","","","",""
"Sehr oft","2007","Bremen","maennlich","","","",""
"Sehr oft","2007","Bremen","weiblich","","","",""
"Sehr oft","2007","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2007","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2007","Hessen","maennlich","","","",""
"Sehr oft","2007","Hessen","weiblich","","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2007","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2007","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2007","Bayern","maennlich","","","",""
"Sehr oft","2007","Bayern","weiblich","","","",""
"Sehr oft","2007","Saarland","maennlich","","","",""
"Sehr oft","2007","Saarland","weiblich","","","",""
"Sehr oft","2007","Berlin","maennlich","","","",""
"Sehr oft","2007","Berlin","weiblich","","","",""
"Sehr oft","2007","Brandenburg","maennlich","","","",""
"Sehr oft","2007","Brandenburg","weiblich","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2007","Sachsen","maennlich","","","",""
"Sehr oft","2007","Sachsen","weiblich","","","",""
"Sehr oft","2007","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2007","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2007","Thueringen","maennlich","","","",""
"Sehr oft","2007","Thueringen","weiblich","","","",""
"Oft","2007","Schleswig-Holstein","maennlich","","","",""
"Oft","2007","Schleswig-Holstein","weiblich","","","",""
"Oft","2007","Hamburg","maennlich","","","",""
"Oft","2007","Hamburg","weiblich","","","",""
"Oft","2007","Niedersachsen","maennlich","","","",""
"Oft","2007","Niedersachsen","weiblich","","","",""
"Oft","2007","Bremen","maennlich","","","",""
"Oft","2007","Bremen","weiblich","","","",""
"Oft","2007","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2007","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2007","Hessen","maennlich","","","",""
"Oft","2007","Hessen","weiblich","","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2007","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2007","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2007","Bayern","maennlich","","","",""
"Oft","2007","Bayern","weiblich","","","",""
"Oft","2007","Saarland","maennlich","","","",""
"Oft","2007","Saarland","weiblich","","","",""
"Oft","2007","Berlin","maennlich","","","",""
"Oft","2007","Berlin","weiblich","","","",""
"Oft","2007","Brandenburg","maennlich","","","",""
"Oft","2007","Brandenburg","weiblich","","","",""
"Oft","2007","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2007","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2007","Sachsen","maennlich","","","",""
"Oft","2007","Sachsen","weiblich","","","",""
"Oft","2007","Sachsen-Anhalt","maennlich","","","",""
"Oft","2007","Sachsen-Anhalt","weiblich","","","",""
"Oft","2007","Thueringen","maennlich","","","",""
"Oft","2007","Thueringen","weiblich","","","",""
"Manchmal","2007","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2007","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2007","Hamburg","maennlich","","","",""
"Manchmal","2007","Hamburg","weiblich","","","",""
"Manchmal","2007","Niedersachsen","maennlich","","","",""
"Manchmal","2007","Niedersachsen","weiblich","","","",""
"Manchmal","2007","Bremen","maennlich","","","",""
"Manchmal","2007","Bremen","weiblich","","","",""
"Manchmal","2007","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2007","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2007","Hessen","maennlich","","","",""
"Manchmal","2007","Hessen","weiblich","","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2007","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2007","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2007","Bayern","maennlich","","","",""
"Manchmal","2007","Bayern","weiblich","","","",""
"Manchmal","2007","Saarland","maennlich","","","",""
"Manchmal","2007","Saarland","weiblich","","","",""
"Manchmal","2007","Berlin","maennlich","","","",""
"Manchmal","2007","Berlin","weiblich","","","",""
"Manchmal","2007","Brandenburg","maennlich","","","",""
"Manchmal","2007","Brandenburg","weiblich","","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2007","Sachsen","maennlich","","","",""
"Manchmal","2007","Sachsen","weiblich","","","",""
"Manchmal","2007","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2007","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2007","Thueringen","maennlich","","","",""
"Manchmal","2007","Thueringen","weiblich","","","",""
"Selten","2007","Schleswig-Holstein","maennlich","","","",""
"Selten","2007","Schleswig-Holstein","weiblich","","","",""
"Selten","2007","Hamburg","maennlich","","","",""
"Selten","2007","Hamburg","weiblich","","","",""
"Selten","2007","Niedersachsen","maennlich","","","",""
"Selten","2007","Niedersachsen","weiblich","","","",""
"Selten","2007","Bremen","maennlich","","","",""
"Selten","2007","Bremen","weiblich","","","",""
"Selten","2007","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2007","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2007","Hessen","maennlich","","","",""
"Selten","2007","Hessen","weiblich","","","",""
"Selten","2007","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2007","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2007","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2007","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2007","Bayern","maennlich","","","",""
"Selten","2007","Bayern","weiblich","","","",""
"Selten","2007","Saarland","maennlich","","","",""
"Selten","2007","Saarland","weiblich","","","",""
"Selten","2007","Berlin","maennlich","","","",""
"Selten","2007","Berlin","weiblich","","","",""
"Selten","2007","Brandenburg","maennlich","","","",""
"Selten","2007","Brandenburg","weiblich","","","",""
"Selten","2007","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2007","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2007","Sachsen","maennlich","","","",""
"Selten","2007","Sachsen","weiblich","","","",""
"Selten","2007","Sachsen-Anhalt","maennlich","","","",""
"Selten","2007","Sachsen-Anhalt","weiblich","","","",""
"Selten","2007","Thueringen","maennlich","","","",""
"Selten","2007","Thueringen","weiblich","","","",""
"Nie","2007","Schleswig-Holstein","maennlich","","","",""
"Nie","2007","Schleswig-Holstein","weiblich","","","",""
"Nie","2007","Hamburg","maennlich","","","",""
"Nie","2007","Hamburg","weiblich","","","",""
"Nie","2007","Niedersachsen","maennlich","","","",""
"Nie","2007","Niedersachsen","weiblich","","","",""
"Nie","2007","Bremen","maennlich","","","",""
"Nie","2007","Bremen","weiblich","","","",""
"Nie","2007","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2007","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2007","Hessen","maennlich","","","",""
"Nie","2007","Hessen","weiblich","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2007","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2007","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2007","Bayern","maennlich","","","",""
"Nie","2007","Bayern","weiblich","","","",""
"Nie","2007","Saarland","maennlich","","","",""
"Nie","2007","Saarland","weiblich","","","",""
"Nie","2007","Berlin","maennlich","","","",""
"Nie","2007","Berlin","weiblich","","","",""
"Nie","2007","Brandenburg","maennlich","","","",""
"Nie","2007","Brandenburg","weiblich","","","",""
"Nie","2007","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2007","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2007","Sachsen","maennlich","","","",""
"Nie","2007","Sachsen","weiblich","","","",""
"Nie","2007","Sachsen-Anhalt","maennlich","","","",""
"Nie","2007","Sachsen-Anhalt","weiblich","","","",""
"Nie","2007","Thueringen","maennlich","","","",""
"Nie","2007","Thueringen","weiblich","","","",""
"Sehr oft","2008","Schleswig-Holstein","maennlich","1","","",""
"Sehr oft","2008","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2008","Hamburg","maennlich","1","","",""
"Sehr oft","2008","Hamburg","weiblich","1","","",""
"Sehr oft","2008","Niedersachsen","maennlich","5","0.00990739848562878","0.00316946424693666","0.0166453327243209"
"Sehr oft","2008","Niedersachsen","weiblich","3","","",""
"Sehr oft","2008","Bremen","maennlich","1","","",""
"Sehr oft","2008","Bremen","weiblich","","","",""
"Sehr oft","2008","Nordrhein-Westfalen","maennlich","12","","",""
"Sehr oft","2008","Nordrhein-Westfalen","weiblich","10","","",""
"Sehr oft","2008","Hessen","maennlich","2","","",""
"Sehr oft","2008","Hessen","weiblich","3","","",""
"Sehr oft","2008","Rheinland-Pfalz,Saarland","maennlich","4","0.00920477848256966","0.000696846042080415","0.0177127109230589"
"Sehr oft","2008","Rheinland-Pfalz,Saarland","weiblich","5","0.00928452433329346","0.00152592466901159","0.0170431239975753"
"Sehr oft","2008","Baden-Wuerttemberg","maennlich","11","","",""
"Sehr oft","2008","Baden-Wuerttemberg","weiblich","3","","",""
"Sehr oft","2008","Bayern","maennlich","4","0.00226927491113948","-0.000314330064397075","0.00485287988667603"
"Sehr oft","2008","Bayern","weiblich","9","0.00918140558123431","0.0042292723630623","0.0141335387994063"
"Sehr oft","2008","Saarland","maennlich","","","",""
"Sehr oft","2008","Saarland","weiblich","","","",""
"Sehr oft","2008","Berlin","maennlich","","","",""
"Sehr oft","2008","Berlin","weiblich","6","0.0102964290274815","0.000251933910069509","0.0203409241448934"
"Sehr oft","2008","Brandenburg","maennlich","1","","",""
"Sehr oft","2008","Brandenburg","weiblich","1","","",""
"Sehr oft","2008","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2008","Mecklenburg-Vorpommern","weiblich","1","","",""
"Sehr oft","2008","Sachsen","maennlich","4","0.00682730380282683","0.000722854331556796","0.0129317532740969"
"Sehr oft","2008","Sachsen","weiblich","1","","",""
"Sehr oft","2008","Sachsen-Anhalt","maennlich","2","","",""
"Sehr oft","2008","Sachsen-Anhalt","weiblich","1","","",""
"Sehr oft","2008","Thueringen","maennlich","1","","",""
"Sehr oft","2008","Thueringen","weiblich","","","",""
"Oft","2008","Schleswig-Holstein","maennlich","8","0.0241019156240205","0.00542409403888241","0.0427797372091586"
"Oft","2008","Schleswig-Holstein","weiblich","8","0.0369536725286368","0.0152789279067481","0.0586284171505256"
"Oft","2008","Hamburg","maennlich","10","","",""
"Oft","2008","Hamburg","weiblich","2","","",""
"Oft","2008","Niedersachsen","maennlich","31","0.0362815884430486","0.0235604122085424","0.0490027646775547"
"Oft","2008","Niedersachsen","weiblich","14","","",""
"Oft","2008","Bremen","maennlich","1","","",""
"Oft","2008","Bremen","weiblich","1","","",""
"Oft","2008","Nordrhein-Westfalen","maennlich","57","0.0391081396865967","0.0303007798464019","0.0479154995267915"
"Oft","2008","Nordrhein-Westfalen","weiblich","44","0.0217730707243018","0.0154677808896669","0.0280783605589367"
"Oft","2008","Hessen","maennlich","24","","",""
"Oft","2008","Hessen","weiblich","13","","",""
"Oft","2008","Rheinland-Pfalz,Saarland","maennlich","15","","",""
"Oft","2008","Rheinland-Pfalz,Saarland","weiblich","17","","",""
"Oft","2008","Baden-Wuerttemberg","maennlich","32","0.0376515833134802","0.0265530226749326","0.0487501439520278"
"Oft","2008","Baden-Wuerttemberg","weiblich","22","","",""
"Oft","2008","Bayern","maennlich","35","0.0304718165152369","0.0211391601616086","0.0398044728688652"
"Oft","2008","Bayern","weiblich","37","0.0283227198895427","0.019709428068167","0.0369360117109185"
"Oft","2008","Saarland","maennlich","","","",""
"Oft","2008","Saarland","weiblich","","","",""
"Oft","2008","Berlin","maennlich","11","","",""
"Oft","2008","Berlin","weiblich","13","","",""
"Oft","2008","Brandenburg","maennlich","7","0.0205276215839936","0.00643672253502662","0.0346185206329607"
"Oft","2008","Brandenburg","weiblich","7","0.0100121329609307","0.000558003790792768","0.0194662621310686"
"Oft","2008","Mecklenburg-Vorpommern","maennlich","2","","",""
"Oft","2008","Mecklenburg-Vorpommern","weiblich","1","","",""
"Oft","2008","Sachsen","maennlich","10","","",""
"Oft","2008","Sachsen","weiblich","11","","",""
"Oft","2008","Sachsen-Anhalt","maennlich","4","0.0206691311619597","0.00660290330050701","0.0347353590234123"
"Oft","2008","Sachsen-Anhalt","weiblich","4","0.020339679932627","0.00679122160951399","0.0338881382557401"
"Oft","2008","Thueringen","maennlich","7","0.0213867072733794","0.00760016282963686","0.035173251717122"
"Oft","2008","Thueringen","weiblich","4","0.0109581248259603","0.00132869922712872","0.0205875504247919"
"Manchmal","2008","Schleswig-Holstein","maennlich","25","","",""
"Manchmal","2008","Schleswig-Holstein","weiblich","39","0.12495714406406","0.0869647375396473","0.162949550588473"
"Manchmal","2008","Hamburg","maennlich","22","","",""
"Manchmal","2008","Hamburg","weiblich","23","","",""
"Manchmal","2008","Niedersachsen","maennlich","107","","",""
"Manchmal","2008","Niedersachsen","weiblich","101","","",""
"Manchmal","2008","Bremen","maennlich","8","0.0784416676262557","0.011516869422571","0.14536646582994"
"Manchmal","2008","Bremen","weiblich","7","0.092917869481639","0.027214084785506","0.158621654177772"
"Manchmal","2008","Nordrhein-Westfalen","maennlich","239","","",""
"Manchmal","2008","Nordrhein-Westfalen","weiblich","253","","",""
"Manchmal","2008","Hessen","maennlich","89","0.174456718900072","0.144656610671205","0.204256827128938"
"Manchmal","2008","Hessen","weiblich","94","0.129217351478045","0.103912050594404","0.154522652361686"
"Manchmal","2008","Rheinland-Pfalz,Saarland","maennlich","55","0.103653418617875","0.0764980808834586","0.130808756352292"
"Manchmal","2008","Rheinland-Pfalz,Saarland","weiblich","65","0.112614112776611","0.0870411109906037","0.138187114562618"
"Manchmal","2008","Baden-Wuerttemberg","maennlich","165","","",""
"Manchmal","2008","Baden-Wuerttemberg","weiblich","148","","",""
"Manchmal","2008","Bayern","maennlich","176","","",""
"Manchmal","2008","Bayern","weiblich","157","","",""
"Manchmal","2008","Saarland","maennlich","","","",""
"Manchmal","2008","Saarland","weiblich","","","",""
"Manchmal","2008","Berlin","maennlich","55","0.164450876587664","0.124396107500988","0.20450564567434"
"Manchmal","2008","Berlin","weiblich","61","0.152448506219167","0.116681971780921","0.188215040657412"
"Manchmal","2008","Brandenburg","maennlich","40","0.0915924568195981","0.062928013595939","0.120256900043257"
"Manchmal","2008","Brandenburg","weiblich","36","0.0821402820599284","0.0560661691646833","0.108214394955174"
"Manchmal","2008","Mecklenburg-Vorpommern","maennlich","18","","",""
"Manchmal","2008","Mecklenburg-Vorpommern","weiblich","25","","",""
"Manchmal","2008","Sachsen","maennlich","80","0.120746567255331","0.096591740004598","0.144901394506065"
"Manchmal","2008","Sachsen","weiblich","53","0.0745263368010547","0.0554095011155035","0.093643172486606"
"Manchmal","2008","Sachsen-Anhalt","maennlich","42","0.123439212328359","0.0909177993659943","0.155960625290724"
"Manchmal","2008","Sachsen-Anhalt","weiblich","40","0.116387043728715","0.0856074119711069","0.147166675486323"
"Manchmal","2008","Thueringen","maennlich","34","0.0575564168407357","0.0353615541374845","0.079751279543987"
"Manchmal","2008","Thueringen","weiblich","29","","",""
"Selten","2008","Schleswig-Holstein","maennlich","94","0.373914885185072","0.314989656669213","0.432840113700931"
"Selten","2008","Schleswig-Holstein","weiblich","97","0.377025039160389","0.32134212074815","0.432707957572627"
"Selten","2008","Hamburg","maennlich","42","0.315755938558766","0.236159483681988","0.395352393435544"
"Selten","2008","Hamburg","weiblich","53","0.346347340246743","0.269430954571268","0.423263725922218"
"Selten","2008","Niedersachsen","maennlich","259","","",""
"Selten","2008","Niedersachsen","weiblich","255","","",""
"Selten","2008","Bremen","maennlich","28","","",""
"Selten","2008","Bremen","weiblich","27","","",""
