"pld0045","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2012","AkademikerIn","maennlich","","","",""
"Oft","2012","AkademikerIn","weiblich","","","",""
"Manchmal","2012","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2012","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2012","Hauptschule","maennlich","","","",""
"Manchmal","2012","Hauptschule","weiblich","","","",""
"Manchmal","2012","Realschule","maennlich","","","",""
"Manchmal","2012","Realschule","weiblich","","","",""
"Manchmal","2012","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2012","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2012","AkademikerIn","maennlich","","","",""
"Manchmal","2012","AkademikerIn","weiblich","","","",""
"Selten","2012","(noch) kein Abschluss","maennlich","","","",""
"Selten","2012","(noch) kein Abschluss","weiblich","","","",""
"Selten","2012","Hauptschule","maennlich","","","",""
"Selten","2012","Hauptschule","weiblich","","","",""
"Selten","2012","Realschule","maennlich","","","",""
"Selten","2012","Realschule","weiblich","","","",""
"Selten","2012","(Fach-)Abitur","maennlich","","","",""
"Selten","2012","(Fach-)Abitur","weiblich","","","",""
"Selten","2012","AkademikerIn","maennlich","","","",""
"Selten","2012","AkademikerIn","weiblich","","","",""
"Nie","2012","(noch) kein Abschluss","maennlich","","","",""
"Nie","2012","(noch) kein Abschluss","weiblich","","","",""
"Nie","2012","Hauptschule","maennlich","","","",""
"Nie","2012","Hauptschule","weiblich","","","",""
"Nie","2012","Realschule","maennlich","","","",""
"Nie","2012","Realschule","weiblich","","","",""
"Nie","2012","(Fach-)Abitur","maennlich","","","",""
"Nie","2012","(Fach-)Abitur","weiblich","","","",""
"Nie","2012","AkademikerIn","maennlich","","","",""
"Nie","2012","AkademikerIn","weiblich","","","",""
"Sehr oft","2013","(noch) kein Abschluss","maennlich","28","","",""
"Sehr oft","2013","(noch) kein Abschluss","weiblich","43","0.110140907887974","0.0803068138402212","0.139975001935726"
"Sehr oft","2013","Hauptschule","maennlich","187","","",""
"Sehr oft","2013","Hauptschule","weiblich","250","","",""
"Sehr oft","2013","Realschule","maennlich","142","","",""
"Sehr oft","2013","Realschule","weiblich","338","0.0595777014577043","0.0525677603911869","0.0665876425242217"
"Sehr oft","2013","(Fach-)Abitur","maennlich","84","0.0517940398313861","0.0398025703321308","0.0637855093306415"
"Sehr oft","2013","(Fach-)Abitur","weiblich","168","","",""
"Sehr oft","2013","AkademikerIn","maennlich","187","","",""
"Sehr oft","2013","AkademikerIn","weiblich","217","","",""
"Oft","2013","(noch) kein Abschluss","maennlich","35","0.0578370675287486","0.0341473536954205","0.0815267813620768"
"Oft","2013","(noch) kein Abschluss","weiblich","41","0.0837860405472344","0.0573824983939625","0.110189582700506"
"Oft","2013","Hauptschule","maennlich","341","0.0808658210339336","0.0720765254921755","0.0896551165756917"
"Oft","2013","Hauptschule","weiblich","349","0.0766950935284739","0.0684319596624724","0.0849582273944754"
"Oft","2013","Realschule","maennlich","335","0.110141384396748","0.0985205456036942","0.121762223189802"
"Oft","2013","Realschule","weiblich","526","0.0980032527369767","0.0891981634025697","0.106808342071384"
"Oft","2013","(Fach-)Abitur","maennlich","151","","",""
"Oft","2013","(Fach-)Abitur","weiblich","260","","",""
"Oft","2013","AkademikerIn","maennlich","341","0.0961894680163636","0.0855764670813725","0.106802468951355"
"Oft","2013","AkademikerIn","weiblich","395","0.131175052796585","0.118763451406336","0.143586654186834"
"Manchmal","2013","(noch) kein Abschluss","maennlich","28","","",""
"Manchmal","2013","(noch) kein Abschluss","weiblich","44","0.112307646352298","0.0822182268163997","0.142397065888196"
"Manchmal","2013","Hauptschule","maennlich","371","0.0998931692460206","0.0902260509189443","0.109560287573097"
"Manchmal","2013","Hauptschule","weiblich","382","0.0891923997065087","0.0803419431737","0.0980428562393174"
"Manchmal","2013","Realschule","maennlich","331","0.117456349203658","0.105505244460487","0.12940745394683"
"Manchmal","2013","Realschule","weiblich","496","0.105161570737825","0.0960768437333283","0.114246297742321"
"Manchmal","2013","(Fach-)Abitur","maennlich","146","","",""
"Manchmal","2013","(Fach-)Abitur","weiblich","208","","",""
"Manchmal","2013","AkademikerIn","maennlich","392","0.112270063623382","0.100906667158106","0.123633460088659"
"Manchmal","2013","AkademikerIn","weiblich","380","0.124876150962757","0.11272239348406","0.137029908441454"
"Selten","2013","(noch) kein Abschluss","maennlich","66","0.205362929203834","0.164367153246255","0.246358705161412"
"Selten","2013","(noch) kein Abschluss","weiblich","61","0.123922611897676","0.0925229897379483","0.155322234057404"
"Selten","2013","Hauptschule","maennlich","710","0.188009110456784","0.175412690383915","0.200605530529653"
"Selten","2013","Hauptschule","weiblich","576","0.148490347652995","0.137448739625185","0.159531955680805"
"Selten","2013","Realschule","maennlich","539","0.177062980990806","0.162893664803498","0.191232297178115"
"Selten","2013","Realschule","weiblich","754","0.183313010433133","0.171854306481771","0.194771714384494"
"Selten","2013","(Fach-)Abitur","maennlich","267","","",""
"Selten","2013","(Fach-)Abitur","weiblich","330","0.190137388284027","0.172666674793486","0.207608101774567"
"Selten","2013","AkademikerIn","maennlich","604","0.205923072555949","0.191367827031363","0.220478318080535"
"Selten","2013","AkademikerIn","weiblich","534","0.182162174216342","0.167971639796186","0.196352708636498"
"Nie","2013","(noch) kein Abschluss","maennlich","216","","",""
"Nie","2013","(noch) kein Abschluss","weiblich","234","","",""
"Nie","2013","Hauptschule","maennlich","2087","","",""
"Nie","2013","Hauptschule","weiblich","2427","","",""
"Nie","2013","Realschule","maennlich","1441","","",""
"Nie","2013","Realschule","weiblich","2266","","",""
"Nie","2013","(Fach-)Abitur","maennlich","664","0.518596603319466","0.491560096278441","0.545633110360491"
"Nie","2013","(Fach-)Abitur","weiblich","972","0.541689058361572","0.519505748317752","0.563872368405392"
"Nie","2013","AkademikerIn","maennlich","1441","","",""
"Nie","2013","AkademikerIn","weiblich","1316","","",""
"Sehr oft","2014","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2014","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2014","Hauptschule","maennlich","","","",""
"Sehr oft","2014","Hauptschule","weiblich","","","",""
"Sehr oft","2014","Realschule","maennlich","","","",""
"Sehr oft","2014","Realschule","weiblich","","","",""
"Sehr oft","2014","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2014","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2014","AkademikerIn","maennlich","","","",""
"Sehr oft","2014","AkademikerIn","weiblich","","","",""
"Oft","2014","(noch) kein Abschluss","maennlich","","","",""
"Oft","2014","(noch) kein Abschluss","weiblich","","","",""
"Oft","2014","Hauptschule","maennlich","","","",""
"Oft","2014","Hauptschule","weiblich","","","",""
"Oft","2014","Realschule","maennlich","","","",""
"Oft","2014","Realschule","weiblich","","","",""
"Oft","2014","(Fach-)Abitur","maennlich","","","",""
"Oft","2014","(Fach-)Abitur","weiblich","","","",""
"Oft","2014","AkademikerIn","maennlich","","","",""
"Oft","2014","AkademikerIn","weiblich","","","",""
"Manchmal","2014","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2014","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2014","Hauptschule","maennlich","","","",""
"Manchmal","2014","Hauptschule","weiblich","","","",""
"Manchmal","2014","Realschule","maennlich","","","",""
"Manchmal","2014","Realschule","weiblich","","","",""
"Manchmal","2014","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2014","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2014","AkademikerIn","maennlich","","","",""
"Manchmal","2014","AkademikerIn","weiblich","","","",""
"Selten","2014","(noch) kein Abschluss","maennlich","","","",""
"Selten","2014","(noch) kein Abschluss","weiblich","","","",""
"Selten","2014","Hauptschule","maennlich","","","",""
"Selten","2014","Hauptschule","weiblich","","","",""
"Selten","2014","Realschule","maennlich","","","",""
"Selten","2014","Realschule","weiblich","","","",""
"Selten","2014","(Fach-)Abitur","maennlich","","","",""
"Selten","2014","(Fach-)Abitur","weiblich","","","",""
"Selten","2014","AkademikerIn","maennlich","","","",""
"Selten","2014","AkademikerIn","weiblich","","","",""
"Nie","2014","(noch) kein Abschluss","maennlich","","","",""
"Nie","2014","(noch) kein Abschluss","weiblich","","","",""
"Nie","2014","Hauptschule","maennlich","","","",""
"Nie","2014","Hauptschule","weiblich","","","",""
"Nie","2014","Realschule","maennlich","","","",""
"Nie","2014","Realschule","weiblich","","","",""
"Nie","2014","(Fach-)Abitur","maennlich","","","",""
"Nie","2014","(Fach-)Abitur","weiblich","","","",""
"Nie","2014","AkademikerIn","maennlich","","","",""
"Nie","2014","AkademikerIn","weiblich","","","",""
"Sehr oft","2015","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2015","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2015","Hauptschule","maennlich","","","",""
"Sehr oft","2015","Hauptschule","weiblich","","","",""
"Sehr oft","2015","Realschule","maennlich","","","",""
"Sehr oft","2015","Realschule","weiblich","","","",""
"Sehr oft","2015","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2015","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2015","AkademikerIn","maennlich","","","",""
"Sehr oft","2015","AkademikerIn","weiblich","","","",""
"Oft","2015","(noch) kein Abschluss","maennlich","","","",""
"Oft","2015","(noch) kein Abschluss","weiblich","","","",""
"Oft","2015","Hauptschule","maennlich","","","",""
"Oft","2015","Hauptschule","weiblich","","","",""
"Oft","2015","Realschule","maennlich","","","",""
"Oft","2015","Realschule","weiblich","","","",""
"Oft","2015","(Fach-)Abitur","maennlich","","","",""
"Oft","2015","(Fach-)Abitur","weiblich","","","",""
"Oft","2015","AkademikerIn","maennlich","","","",""
"Oft","2015","AkademikerIn","weiblich","","","",""
"Manchmal","2015","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2015","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2015","Hauptschule","maennlich","","","",""
"Manchmal","2015","Hauptschule","weiblich","","","",""
"Manchmal","2015","Realschule","maennlich","","","",""
"Manchmal","2015","Realschule","weiblich","","","",""
"Manchmal","2015","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2015","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2015","AkademikerIn","maennlich","","","",""
"Manchmal","2015","AkademikerIn","weiblich","","","",""
"Selten","2015","(noch) kein Abschluss","maennlich","","","",""
"Selten","2015","(noch) kein Abschluss","weiblich","","","",""
"Selten","2015","Hauptschule","maennlich","","","",""
"Selten","2015","Hauptschule","weiblich","","","",""
"Selten","2015","Realschule","maennlich","","","",""
"Selten","2015","Realschule","weiblich","","","",""
"Selten","2015","(Fach-)Abitur","maennlich","","","",""
"Selten","2015","(Fach-)Abitur","weiblich","","","",""
"Selten","2015","AkademikerIn","maennlich","","","",""
"Selten","2015","AkademikerIn","weiblich","","","",""
"Nie","2015","(noch) kein Abschluss","maennlich","","","",""
"Nie","2015","(noch) kein Abschluss","weiblich","","","",""
"Nie","2015","Hauptschule","maennlich","","","",""
"Nie","2015","Hauptschule","weiblich","","","",""
"Nie","2015","Realschule","maennlich","","","",""
"Nie","2015","Realschule","weiblich","","","",""
"Nie","2015","(Fach-)Abitur","maennlich","","","",""
"Nie","2015","(Fach-)Abitur","weiblich","","","",""
"Nie","2015","AkademikerIn","maennlich","","","",""
"Nie","2015","AkademikerIn","weiblich","","","",""
"Sehr oft","2016","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2016","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2016","Hauptschule","maennlich","","","",""
"Sehr oft","2016","Hauptschule","weiblich","","","",""
"Sehr oft","2016","Realschule","maennlich","","","",""
"Sehr oft","2016","Realschule","weiblich","","","",""
"Sehr oft","2016","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2016","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2016","AkademikerIn","maennlich","","","",""
"Sehr oft","2016","AkademikerIn","weiblich","","","",""
"Oft","2016","(noch) kein Abschluss","maennlich","","","",""
"Oft","2016","(noch) kein Abschluss","weiblich","","","",""
"Oft","2016","Hauptschule","maennlich","","","",""
"Oft","2016","Hauptschule","weiblich","","","",""
"Oft","2016","Realschule","maennlich","","","",""
"Oft","2016","Realschule","weiblich","","","",""
"Oft","2016","(Fach-)Abitur","maennlich","","","",""
"Oft","2016","(Fach-)Abitur","weiblich","","","",""
"Oft","2016","AkademikerIn","maennlich","","","",""
"Oft","2016","AkademikerIn","weiblich","","","",""
"Manchmal","2016","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2016","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2016","Hauptschule","maennlich","","","",""
"Manchmal","2016","Hauptschule","weiblich","","","",""
"Manchmal","2016","Realschule","maennlich","","","",""
"Manchmal","2016","Realschule","weiblich","","","",""
"Manchmal","2016","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2016","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2016","AkademikerIn","maennlich","","","",""
"Manchmal","2016","AkademikerIn","weiblich","","","",""
"Selten","2016","(noch) kein Abschluss","maennlich","","","",""
"Selten","2016","(noch) kein Abschluss","weiblich","","","",""
"Selten","2016","Hauptschule","maennlich","","","",""
"Selten","2016","Hauptschule","weiblich","","","",""
"Selten","2016","Realschule","maennlich","","","",""
"Selten","2016","Realschule","weiblich","","","",""
"Selten","2016","(Fach-)Abitur","maennlich","","","",""
"Selten","2016","(Fach-)Abitur","weiblich","","","",""
"Selten","2016","AkademikerIn","maennlich","","","",""
"Selten","2016","AkademikerIn","weiblich","","","",""
"Nie","2016","(noch) kein Abschluss","maennlich","","","",""
"Nie","2016","(noch) kein Abschluss","weiblich","","","",""
"Nie","2016","Hauptschule","maennlich","","","",""
"Nie","2016","Hauptschule","weiblich","","","",""
"Nie","2016","Realschule","maennlich","","","",""
"Nie","2016","Realschule","weiblich","","","",""
"Nie","2016","(Fach-)Abitur","maennlich","","","",""
"Nie","2016","(Fach-)Abitur","weiblich","","","",""
"Nie","2016","AkademikerIn","maennlich","","","",""
"Nie","2016","AkademikerIn","weiblich","","","",""
"Sehr oft","2017","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2017","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2017","Hauptschule","maennlich","","","",""
"Sehr oft","2017","Hauptschule","weiblich","","","",""
"Sehr oft","2017","Realschule","maennlich","","","",""
"Sehr oft","2017","Realschule","weiblich","","","",""
"Sehr oft","2017","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2017","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2017","AkademikerIn","maennlich","","","",""
"Sehr oft","2017","AkademikerIn","weiblich","","","",""
"Oft","2017","(noch) kein Abschluss","maennlich","","","",""
"Oft","2017","(noch) kein Abschluss","weiblich","","","",""
"Oft","2017","Hauptschule","maennlich","","","",""
"Oft","2017","Hauptschule","weiblich","","","",""
"Oft","2017","Realschule","maennlich","","","",""
"Oft","2017","Realschule","weiblich","","","",""
"Oft","2017","(Fach-)Abitur","maennlich","","","",""
"Oft","2017","(Fach-)Abitur","weiblich","","","",""
"Oft","2017","AkademikerIn","maennlich","","","",""
"Oft","2017","AkademikerIn","weiblich","","","",""
"Manchmal","2017","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2017","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2017","Hauptschule","maennlich","","","",""
"Manchmal","2017","Hauptschule","weiblich","","","",""
"Manchmal","2017","Realschule","maennlich","","","",""
"Manchmal","2017","Realschule","weiblich","","","",""
"Manchmal","2017","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2017","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2017","AkademikerIn","maennlich","","","",""
"Manchmal","2017","AkademikerIn","weiblich","","","",""
"Selten","2017","(noch) kein Abschluss","maennlich","","","",""
"Selten","2017","(noch) kein Abschluss","weiblich","","","",""
"Selten","2017","Hauptschule","maennlich","","","",""
"Selten","2017","Hauptschule","weiblich","","","",""
"Selten","2017","Realschule","maennlich","","","",""
"Selten","2017","Realschule","weiblich","","","",""
"Selten","2017","(Fach-)Abitur","maennlich","","","",""
"Selten","2017","(Fach-)Abitur","weiblich","","","",""
"Selten","2017","AkademikerIn","maennlich","","","",""
"Selten","2017","AkademikerIn","weiblich","","","",""
"Nie","2017","(noch) kein Abschluss","maennlich","","","",""
"Nie","2017","(noch) kein Abschluss","weiblich","","","",""
"Nie","2017","Hauptschule","maennlich","","","",""
"Nie","2017","Hauptschule","weiblich","","","",""
"Nie","2017","Realschule","maennlich","","","",""
"Nie","2017","Realschule","weiblich","","","",""
"Nie","2017","(Fach-)Abitur","maennlich","","","",""
"Nie","2017","(Fach-)Abitur","weiblich","","","",""
"Nie","2017","AkademikerIn","maennlich","","","",""
"Nie","2017","AkademikerIn","weiblich","","","",""
"Sehr oft","2018","(noch) kein Abschluss","maennlich","18","","",""
"Sehr oft","2018","(noch) kein Abschluss","weiblich","32","0.0440462780671296","0.025802994920172","0.0622895612140872"
"Sehr oft","2018","Hauptschule","maennlich","197","","",""
"Sehr oft","2018","Hauptschule","weiblich","227","","",""
"Sehr oft","2018","Realschule","maennlich","167","","",""
"Sehr oft","2018","Realschule","weiblich","307","0.0702494497219348","0.0622916035322175","0.078207295911652"
"Sehr oft","2018","(Fach-)Abitur","maennlich","120","","",""
"Sehr oft","2018","(Fach-)Abitur","weiblich","199","","",""
"Sehr oft","2018","AkademikerIn","maennlich","182","","",""
"Sehr oft","2018","AkademikerIn","weiblich","277","","",""
"Oft","2018","(noch) kein Abschluss","maennlich","40","0.107905623530826","0.0774242877483287","0.138386959313323"
"Oft","2018","(noch) kein Abschluss","weiblich","50","0.0932217070324442","0.0673729871857811","0.119070426879107"
"Oft","2018","Hauptschule","maennlich","280","","",""
"Oft","2018","Hauptschule","weiblich","300","0.0813948471240722","0.0721996040941158","0.0905900901540286"
"Oft","2018","Realschule","maennlich","277","","",""
"Oft","2018","Realschule","weiblich","445","0.107639072625095","0.0979886551287966","0.117289490121393"
"Oft","2018","(Fach-)Abitur","maennlich","170","","",""
"Oft","2018","(Fach-)Abitur","weiblich","265","","",""
"Oft","2018","AkademikerIn","maennlich","348","0.098395670731493","0.0879992919280901","0.108792049534896"
"Oft","2018","AkademikerIn","weiblich","357","0.108583074625565","0.0977867917553931","0.119379357495736"
"Manchmal","2018","(noch) kein Abschluss","maennlich","28","","",""
"Manchmal","2018","(noch) kein Abschluss","weiblich","56","0.128662647645408","0.0988946677078094","0.158430627583006"
"Manchmal","2018","Hauptschule","maennlich","340","0.104442811213121","0.0941048434132723","0.114780779012969"
"Manchmal","2018","Hauptschule","weiblich","278","","",""
"Manchmal","2018","Realschule","maennlich","296","","",""
"Manchmal","2018","Realschule","weiblich","445","0.11587866675328","0.105912032177176","0.125845301329385"
"Manchmal","2018","(Fach-)Abitur","maennlich","201","","",""
"Manchmal","2018","(Fach-)Abitur","weiblich","258","","",""
"Manchmal","2018","AkademikerIn","maennlich","377","0.111385932771745","0.100404528735768","0.122367336807722"
"Manchmal","2018","AkademikerIn","weiblich","410","0.124149557758289","0.112706546776748","0.135592568739829"
"Selten","2018","(noch) kein Abschluss","maennlich","51","0.0977000446616594","0.0685305165071502","0.126869572816169"
"Selten","2018","(noch) kein Abschluss","weiblich","63","0.143522605486297","0.112351797220774","0.174693413751821"
"Selten","2018","Hauptschule","maennlich","554","0.179647047685169","0.166670485526808","0.19262360984353"
"Selten","2018","Hauptschule","weiblich","424","0.130139069357088","0.118824733181125","0.141453405533051"
"Selten","2018","Realschule","maennlich","466","0.187336826434048","0.172559030197357","0.202114622670738"
"Selten","2018","Realschule","weiblich","625","0.167456214138842","0.155829820272778","0.179082608004906"
"Selten","2018","(Fach-)Abitur","maennlich","299","","",""
"Selten","2018","(Fach-)Abitur","weiblich","408","0.182128240744629","0.166399587894453","0.197856893594806"
"Selten","2018","AkademikerIn","maennlich","674","0.220631900772791","0.206157800678299","0.235106000867284"
"Selten","2018","AkademikerIn","weiblich","578","0.176498602657464","0.163268733306494","0.189728472008435"
"Nie","2018","(noch) kein Abschluss","maennlich","261","","",""
"Nie","2018","(noch) kein Abschluss","weiblich","285","","",""
"Nie","2018","Hauptschule","maennlich","1991","","",""
"Nie","2018","Hauptschule","weiblich","2168","","",""
"Nie","2018","Realschule","maennlich","1472","","",""
"Nie","2018","Realschule","weiblich","2140","","",""
"Nie","2018","(Fach-)Abitur","maennlich","907","0.501704454145226","0.477915538255387","0.525493370035066"
"Nie","2018","(Fach-)Abitur","weiblich","1183","","",""
"Nie","2018","AkademikerIn","maennlich","1572","","",""
"Nie","2018","AkademikerIn","weiblich","1568","","",""
