"plj0588","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Oft","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Oft","2015","Bayern","Städtischer Raum","","","",""
"Oft","2015","Bayern","Ländlicher Raum","","","",""
"Oft","2015","Saarland","Städtischer Raum","","","",""
"Oft","2015","Saarland","Ländlicher Raum","","","",""
"Oft","2015","Berlin","Städtischer Raum","","","",""
"Oft","2015","Berlin","Ländlicher Raum","","","",""
"Oft","2015","Brandenburg","Städtischer Raum","","","",""
"Oft","2015","Brandenburg","Ländlicher Raum","","","",""
"Oft","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Oft","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Oft","2015","Sachsen","Städtischer Raum","","","",""
"Oft","2015","Sachsen","Ländlicher Raum","","","",""
"Oft","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Oft","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Oft","2015","Thüringen","Städtischer Raum","","","",""
"Oft","2015","Thüringen","Ländlicher Raum","","","",""
"Manchmal","2015","Schleswig-Holstein","Städtischer Raum","","","",""
"Manchmal","2015","Schleswig-Holstein","Ländlicher Raum","","","",""
"Manchmal","2015","Hamburg","Städtischer Raum","","","",""
"Manchmal","2015","Hamburg","Ländlicher Raum","","","",""
"Manchmal","2015","Niedersachsen","Städtischer Raum","","","",""
"Manchmal","2015","Niedersachsen","Ländlicher Raum","","","",""
"Manchmal","2015","Bremen","Städtischer Raum","","","",""
"Manchmal","2015","Bremen","Ländlicher Raum","","","",""
"Manchmal","2015","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Manchmal","2015","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Manchmal","2015","Hessen","Städtischer Raum","","","",""
"Manchmal","2015","Hessen","Ländlicher Raum","","","",""
"Manchmal","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Manchmal","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Manchmal","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Manchmal","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Manchmal","2015","Bayern","Städtischer Raum","","","",""
"Manchmal","2015","Bayern","Ländlicher Raum","","","",""
"Manchmal","2015","Saarland","Städtischer Raum","","","",""
"Manchmal","2015","Saarland","Ländlicher Raum","","","",""
"Manchmal","2015","Berlin","Städtischer Raum","","","",""
"Manchmal","2015","Berlin","Ländlicher Raum","","","",""
"Manchmal","2015","Brandenburg","Städtischer Raum","","","",""
"Manchmal","2015","Brandenburg","Ländlicher Raum","","","",""
"Manchmal","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Manchmal","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Manchmal","2015","Sachsen","Städtischer Raum","","","",""
"Manchmal","2015","Sachsen","Ländlicher Raum","","","",""
"Manchmal","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Manchmal","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Manchmal","2015","Thüringen","Städtischer Raum","","","",""
"Manchmal","2015","Thüringen","Ländlicher Raum","","","",""
"Selten","2015","Schleswig-Holstein","Städtischer Raum","","","",""
"Selten","2015","Schleswig-Holstein","Ländlicher Raum","","","",""
"Selten","2015","Hamburg","Städtischer Raum","","","",""
"Selten","2015","Hamburg","Ländlicher Raum","","","",""
"Selten","2015","Niedersachsen","Städtischer Raum","","","",""
"Selten","2015","Niedersachsen","Ländlicher Raum","","","",""
"Selten","2015","Bremen","Städtischer Raum","","","",""
"Selten","2015","Bremen","Ländlicher Raum","","","",""
"Selten","2015","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Selten","2015","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Selten","2015","Hessen","Städtischer Raum","","","",""
"Selten","2015","Hessen","Ländlicher Raum","","","",""
"Selten","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Selten","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Selten","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Selten","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Selten","2015","Bayern","Städtischer Raum","","","",""
"Selten","2015","Bayern","Ländlicher Raum","","","",""
"Selten","2015","Saarland","Städtischer Raum","","","",""
"Selten","2015","Saarland","Ländlicher Raum","","","",""
"Selten","2015","Berlin","Städtischer Raum","","","",""
"Selten","2015","Berlin","Ländlicher Raum","","","",""
"Selten","2015","Brandenburg","Städtischer Raum","","","",""
"Selten","2015","Brandenburg","Ländlicher Raum","","","",""
"Selten","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Selten","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Selten","2015","Sachsen","Städtischer Raum","","","",""
"Selten","2015","Sachsen","Ländlicher Raum","","","",""
"Selten","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Selten","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Selten","2015","Thüringen","Städtischer Raum","","","",""
"Selten","2015","Thüringen","Ländlicher Raum","","","",""
"Nie","2015","Schleswig-Holstein","Städtischer Raum","","","",""
"Nie","2015","Schleswig-Holstein","Ländlicher Raum","","","",""
"Nie","2015","Hamburg","Städtischer Raum","","","",""
"Nie","2015","Hamburg","Ländlicher Raum","","","",""
"Nie","2015","Niedersachsen","Städtischer Raum","","","",""
"Nie","2015","Niedersachsen","Ländlicher Raum","","","",""
"Nie","2015","Bremen","Städtischer Raum","","","",""
"Nie","2015","Bremen","Ländlicher Raum","","","",""
"Nie","2015","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Nie","2015","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Nie","2015","Hessen","Städtischer Raum","","","",""
"Nie","2015","Hessen","Ländlicher Raum","","","",""
"Nie","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Nie","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Nie","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Nie","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Nie","2015","Bayern","Städtischer Raum","","","",""
"Nie","2015","Bayern","Ländlicher Raum","","","",""
"Nie","2015","Saarland","Städtischer Raum","","","",""
"Nie","2015","Saarland","Ländlicher Raum","","","",""
"Nie","2015","Berlin","Städtischer Raum","","","",""
"Nie","2015","Berlin","Ländlicher Raum","","","",""
"Nie","2015","Brandenburg","Städtischer Raum","","","",""
"Nie","2015","Brandenburg","Ländlicher Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Nie","2015","Sachsen","Städtischer Raum","","","",""
"Nie","2015","Sachsen","Ländlicher Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Nie","2015","Thüringen","Städtischer Raum","","","",""
"Nie","2015","Thüringen","Ländlicher Raum","","","",""
"Sehr oft","2016","Schleswig-Holstein","Städtischer Raum","14","","",""
"Sehr oft","2016","Schleswig-Holstein","Ländlicher Raum","1","","",""
"Sehr oft","2016","Hamburg","Städtischer Raum","1","","",""
"Sehr oft","2016","Hamburg","Ländlicher Raum","","","",""
"Sehr oft","2016","Niedersachsen","Städtischer Raum","8","","",""
"Sehr oft","2016","Niedersachsen","Ländlicher Raum","9","","",""
"Sehr oft","2016","Bremen","Städtischer Raum","","","",""
"Sehr oft","2016","Bremen","Ländlicher Raum","","","",""
"Sehr oft","2016","Nordrhein-Westfalen","Städtischer Raum","37","0.0683153046990451","0.0479409468738494","0.0886896625242408"
"Sehr oft","2016","Nordrhein-Westfalen","Ländlicher Raum","1","","",""
"Sehr oft","2016","Hessen","Städtischer Raum","8","","",""
"Sehr oft","2016","Hessen","Ländlicher Raum","1","","",""
"Sehr oft","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","13","","",""
"Sehr oft","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","1","","",""
"Sehr oft","2016","Baden-Württemberg","Städtischer Raum","19","","",""
"Sehr oft","2016","Baden-Württemberg","Ländlicher Raum","3","","",""
"Sehr oft","2016","Bayern","Städtischer Raum","4","","",""
"Sehr oft","2016","Bayern","Ländlicher Raum","11","","",""
"Sehr oft","2016","Saarland","Städtischer Raum","","","",""
"Sehr oft","2016","Saarland","Ländlicher Raum","","","",""
"Sehr oft","2016","Berlin","Städtischer Raum","9","","",""
"Sehr oft","2016","Berlin","Ländlicher Raum","","","",""
"Sehr oft","2016","Brandenburg","Städtischer Raum","","","",""
"Sehr oft","2016","Brandenburg","Ländlicher Raum","7","","",""
"Sehr oft","2016","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Sehr oft","2016","Mecklenburg-Vorpommern","Ländlicher Raum","4","","",""
"Sehr oft","2016","Sachsen","Städtischer Raum","8","","",""
"Sehr oft","2016","Sachsen","Ländlicher Raum","","","",""
"Sehr oft","2016","Sachsen-Anhalt","Städtischer Raum","1","","",""
"Sehr oft","2016","Sachsen-Anhalt","Ländlicher Raum","1","","",""
"Sehr oft","2016","Thüringen","Städtischer Raum","1","","",""
"Sehr oft","2016","Thüringen","Ländlicher Raum","3","","",""
"Oft","2016","Schleswig-Holstein","Städtischer Raum","11","","",""
"Oft","2016","Schleswig-Holstein","Ländlicher Raum","4","","",""
"Oft","2016","Hamburg","Städtischer Raum","5","","",""
"Oft","2016","Hamburg","Ländlicher Raum","","","",""
"Oft","2016","Niedersachsen","Städtischer Raum","20","","",""
"Oft","2016","Niedersachsen","Ländlicher Raum","12","","",""
"Oft","2016","Bremen","Städtischer Raum","4","","",""
"Oft","2016","Bremen","Ländlicher Raum","","","",""
"Oft","2016","Nordrhein-Westfalen","Städtischer Raum","61","0.13690745628439","0.109146611576656","0.164668300992124"
"Oft","2016","Nordrhein-Westfalen","Ländlicher Raum","5","","",""
"Oft","2016","Hessen","Städtischer Raum","22","","",""
"Oft","2016","Hessen","Ländlicher Raum","3","","",""
"Oft","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","33","0.152925345177794","0.105473562509524","0.200377127846064"
"Oft","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","4","","",""
"Oft","2016","Baden-Württemberg","Städtischer Raum","25","","",""
"Oft","2016","Baden-Württemberg","Ländlicher Raum","9","","",""
"Oft","2016","Bayern","Städtischer Raum","7","","",""
"Oft","2016","Bayern","Ländlicher Raum","34","0.113695052619613","0.0727591405261119","0.154630964713114"
"Oft","2016","Saarland","Städtischer Raum","","","",""
"Oft","2016","Saarland","Ländlicher Raum","","","",""
"Oft","2016","Berlin","Städtischer Raum","22","","",""
"Oft","2016","Berlin","Ländlicher Raum","","","",""
"Oft","2016","Brandenburg","Städtischer Raum","","","",""
"Oft","2016","Brandenburg","Ländlicher Raum","15","","",""
"Oft","2016","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Oft","2016","Mecklenburg-Vorpommern","Ländlicher Raum","8","","",""
"Oft","2016","Sachsen","Städtischer Raum","10","","",""
"Oft","2016","Sachsen","Ländlicher Raum","4","","",""
"Oft","2016","Sachsen-Anhalt","Städtischer Raum","6","","",""
"Oft","2016","Sachsen-Anhalt","Ländlicher Raum","10","","",""
"Oft","2016","Thüringen","Städtischer Raum","","","",""
"Oft","2016","Thüringen","Ländlicher Raum","7","","",""
"Manchmal","2016","Schleswig-Holstein","Städtischer Raum","30","0.209213687334544","0.142076498353312","0.276350876315776"
"Manchmal","2016","Schleswig-Holstein","Ländlicher Raum","10","","",""
"Manchmal","2016","Hamburg","Städtischer Raum","9","","",""
"Manchmal","2016","Hamburg","Ländlicher Raum","","","",""
"Manchmal","2016","Niedersachsen","Städtischer Raum","42","0.248147656331059","0.189447698216487","0.306847614445632"
"Manchmal","2016","Niedersachsen","Ländlicher Raum","27","","",""
"Manchmal","2016","Bremen","Städtischer Raum","31","0.582306506435855","0.446953570807125","0.717659442064586"
"Manchmal","2016","Bremen","Ländlicher Raum","","","",""
"Manchmal","2016","Nordrhein-Westfalen","Städtischer Raum","157","0.263524046834377","0.227946184133308","0.299101909535445"
"Manchmal","2016","Nordrhein-Westfalen","Ländlicher Raum","14","","",""
"Manchmal","2016","Hessen","Städtischer Raum","20","","",""
"Manchmal","2016","Hessen","Ländlicher Raum","9","","",""
"Manchmal","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","51","0.229586310020725","0.174138174934262","0.285034445107187"
"Manchmal","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","11","","",""
"Manchmal","2016","Baden-Württemberg","Städtischer Raum","58","0.243902209173469","0.192198463623417","0.295605954723521"
"Manchmal","2016","Baden-Württemberg","Ländlicher Raum","13","","",""
"Manchmal","2016","Bayern","Städtischer Raum","13","","",""
"Manchmal","2016","Bayern","Ländlicher Raum","68","0.262925846619353","0.206156442885911","0.319695250352794"
"Manchmal","2016","Saarland","Städtischer Raum","","","",""
"Manchmal","2016","Saarland","Ländlicher Raum","","","",""
"Manchmal","2016","Berlin","Städtischer Raum","21","","",""
"Manchmal","2016","Berlin","Ländlicher Raum","","","",""
"Manchmal","2016","Brandenburg","Städtischer Raum","","","",""
"Manchmal","2016","Brandenburg","Ländlicher Raum","26","","",""
"Manchmal","2016","Mecklenburg-Vorpommern","Städtischer Raum","5","","",""
"Manchmal","2016","Mecklenburg-Vorpommern","Ländlicher Raum","11","","",""
"Manchmal","2016","Sachsen","Städtischer Raum","32","0.420984437184954","0.322732671697031","0.519236202672877"
"Manchmal","2016","Sachsen","Ländlicher Raum","17","","",""
"Manchmal","2016","Sachsen-Anhalt","Städtischer Raum","14","","",""
"Manchmal","2016","Sachsen-Anhalt","Ländlicher Raum","19","","",""
"Manchmal","2016","Thüringen","Städtischer Raum","4","","",""
"Manchmal","2016","Thüringen","Ländlicher Raum","19","","",""
"Selten","2016","Schleswig-Holstein","Städtischer Raum","27","","",""
"Selten","2016","Schleswig-Holstein","Ländlicher Raum","8","","",""
"Selten","2016","Hamburg","Städtischer Raum","10","","",""
"Selten","2016","Hamburg","Ländlicher Raum","","","",""
"Selten","2016","Niedersachsen","Städtischer Raum","48","0.148474423716489","0.100152847065743","0.196796000367235"
"Selten","2016","Niedersachsen","Ländlicher Raum","32","0.284169557926993","0.199108638847346","0.369230477006641"
"Selten","2016","Bremen","Städtischer Raum","8","","",""
"Selten","2016","Bremen","Ländlicher Raum","","","",""
"Selten","2016","Nordrhein-Westfalen","Städtischer Raum","128","0.233497278019733","0.199331744618174","0.267662811421292"
"Selten","2016","Nordrhein-Westfalen","Ländlicher Raum","5","","",""
"Selten","2016","Hessen","Städtischer Raum","33","0.210194056999224","0.147257125063705","0.273130988934744"
"Selten","2016","Hessen","Ländlicher Raum","16","","",""
"Selten","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","63","0.263425362316437","0.205350374466986","0.321500350165888"
"Selten","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","3","","",""
"Selten","2016","Baden-Württemberg","Städtischer Raum","60","0.201693472629817","0.153381372586494","0.250005572673141"
"Selten","2016","Baden-Württemberg","Ländlicher Raum","16","","",""
"Selten","2016","Bayern","Städtischer Raum","22","","",""
"Selten","2016","Bayern","Ländlicher Raum","44","0.207734163499147","0.155418525217748","0.260049801780546"
"Selten","2016","Saarland","Städtischer Raum","","","",""
"Selten","2016","Saarland","Ländlicher Raum","","","",""
"Selten","2016","Berlin","Städtischer Raum","11","","",""
"Selten","2016","Berlin","Ländlicher Raum","","","",""
"Selten","2016","Brandenburg","Städtischer Raum","","","",""
"Selten","2016","Brandenburg","Ländlicher Raum","15","","",""
"Selten","2016","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Selten","2016","Mecklenburg-Vorpommern","Ländlicher Raum","9","","",""
"Selten","2016","Sachsen","Städtischer Raum","21","","",""
"Selten","2016","Sachsen","Ländlicher Raum","7","","",""
"Selten","2016","Sachsen-Anhalt","Städtischer Raum","5","","",""
"Selten","2016","Sachsen-Anhalt","Ländlicher Raum","7","","",""
"Selten","2016","Thüringen","Städtischer Raum","","","",""
"Selten","2016","Thüringen","Ländlicher Raum","8","","",""
"Nie","2016","Schleswig-Holstein","Städtischer Raum","59","0.319437913971114","0.242477810887804","0.396398017054425"
"Nie","2016","Schleswig-Holstein","Ländlicher Raum","11","","",""
"Nie","2016","Hamburg","Städtischer Raum","8","","",""
"Nie","2016","Hamburg","Ländlicher Raum","","","",""
"Nie","2016","Niedersachsen","Städtischer Raum","90","0.374909747215347","0.309121070223858","0.440698424206835"
"Nie","2016","Niedersachsen","Ländlicher Raum","28","","",""
"Nie","2016","Bremen","Städtischer Raum","8","","",""
"Nie","2016","Bremen","Ländlicher Raum","","","",""
"Nie","2016","Nordrhein-Westfalen","Städtischer Raum","206","0.297755914162455","0.260827157401114","0.334684670923797"
"Nie","2016","Nordrhein-Westfalen","Ländlicher Raum","12","","",""
"Nie","2016","Hessen","Städtischer Raum","78","0.431247987110886","0.354748210521209","0.507747763700564"
"Nie","2016","Hessen","Ländlicher Raum","17","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","61","0.293804251636556","0.233750030124204","0.353858473148908"
"Nie","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","5","","",""
"Nie","2016","Baden-Württemberg","Städtischer Raum","103","0.360281225944991","0.302479538384497","0.418082913505485"
"Nie","2016","Baden-Württemberg","Ländlicher Raum","21","","",""
"Nie","2016","Bayern","Städtischer Raum","44","0.451648150584675","0.348833119612554","0.554463181556797"
"Nie","2016","Bayern","Ländlicher Raum","74","0.344714937861972","0.283425267328277","0.406004608395667"
"Nie","2016","Saarland","Städtischer Raum","","","",""
"Nie","2016","Saarland","Ländlicher Raum","","","",""
"Nie","2016","Berlin","Städtischer Raum","26","","",""
"Nie","2016","Berlin","Ländlicher Raum","","","",""
"Nie","2016","Brandenburg","Städtischer Raum","","","",""
"Nie","2016","Brandenburg","Ländlicher Raum","34","0.310923074767795","0.218809729586048","0.403036419949543"
"Nie","2016","Mecklenburg-Vorpommern","Städtischer Raum","8","","",""
"Nie","2016","Mecklenburg-Vorpommern","Ländlicher Raum","18","","",""
"Nie","2016","Sachsen","Städtischer Raum","26","","",""
"Nie","2016","Sachsen","Ländlicher Raum","11","","",""
"Nie","2016","Sachsen-Anhalt","Städtischer Raum","13","","",""
"Nie","2016","Sachsen-Anhalt","Ländlicher Raum","7","","",""
"Nie","2016","Thüringen","Städtischer Raum","5","","",""
"Nie","2016","Thüringen","Ländlicher Raum","15","","",""
"Sehr oft","2017","Schleswig-Holstein","Städtischer Raum","4","","",""
"Sehr oft","2017","Schleswig-Holstein","Ländlicher Raum","13","","",""
"Sehr oft","2017","Hamburg","Städtischer Raum","8","","",""
"Sehr oft","2017","Hamburg","Ländlicher Raum","","","",""
"Sehr oft","2017","Niedersachsen","Städtischer Raum","18","","",""
"Sehr oft","2017","Niedersachsen","Ländlicher Raum","37","0.0112147160663684","0.00636078039528064","0.0160686517374561"
"Sehr oft","2017","Bremen","Städtischer Raum","8","","",""
"Sehr oft","2017","Bremen","Ländlicher Raum","","","",""
"Sehr oft","2017","Nordrhein-Westfalen","Städtischer Raum","110","0.0117497879659934","0.00900134573594147","0.0144982301960454"
"Sehr oft","2017","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Sehr oft","2017","Hessen","Städtischer Raum","18","","",""
"Sehr oft","2017","Hessen","Ländlicher Raum","7","","",""
"Sehr oft","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","15","","",""
"Sehr oft","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","10","","",""
"Sehr oft","2017","Baden-Württemberg","Städtischer Raum","29","","",""
"Sehr oft","2017","Baden-Württemberg","Ländlicher Raum","5","","",""
"Sehr oft","2017","Bayern","Städtischer Raum","21","","",""
"Sehr oft","2017","Bayern","Ländlicher Raum","28","","",""
"Sehr oft","2017","Saarland","Städtischer Raum","","","",""
"Sehr oft","2017","Saarland","Ländlicher Raum","","","",""
"Sehr oft","2017","Berlin","Städtischer Raum","16","","",""
"Sehr oft","2017","Berlin","Ländlicher Raum","","","",""
"Sehr oft","2017","Brandenburg","Städtischer Raum","","","",""
"Sehr oft","2017","Brandenburg","Ländlicher Raum","12","","",""
"Sehr oft","2017","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Sehr oft","2017","Mecklenburg-Vorpommern","Ländlicher Raum","9","","",""
"Sehr oft","2017","Sachsen","Städtischer Raum","10","","",""
"Sehr oft","2017","Sachsen","Ländlicher Raum","4","","",""
"Sehr oft","2017","Sachsen-Anhalt","Städtischer Raum","4","","",""
"Sehr oft","2017","Sachsen-Anhalt","Ländlicher Raum","9","","",""
"Sehr oft","2017","Thüringen","Städtischer Raum","6","","",""
"Sehr oft","2017","Thüringen","Ländlicher Raum","17","","",""
"Oft","2017","Schleswig-Holstein","Städtischer Raum","21","","",""
"Oft","2017","Schleswig-Holstein","Ländlicher Raum","41","0.0638202206154433","0.045789855581208","0.0818505856496786"
"Oft","2017","Hamburg","Städtischer Raum","17","","",""
"Oft","2017","Hamburg","Ländlicher Raum","","","",""
"Oft","2017","Niedersachsen","Städtischer Raum","74","0.0612748774434435","0.0475907366657349","0.0749590182211521"
"Oft","2017","Niedersachsen","Ländlicher Raum","131","0.0581099347747888","0.0473260762911504","0.0688937932584273"
"Oft","2017","Bremen","Städtischer Raum","26","","",""
"Oft","2017","Bremen","Ländlicher Raum","","","",""
"Oft","2017","Nordrhein-Westfalen","Städtischer Raum","327","0.0544703850795462","0.0486820197872659","0.0602587503718266"
"Oft","2017","Nordrhein-Westfalen","Ländlicher Raum","6","","",""
"Oft","2017","Hessen","Städtischer Raum","94","0.0470688988909394","0.0365118844339561","0.0576259133479228"
"Oft","2017","Hessen","Ländlicher Raum","32","0.0859058146603339","0.0578047248412023","0.114006904479465"
"Oft","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","75","0.0522059974872328","0.0395729133826157","0.0648390815918498"
"Oft","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","21","","",""
"Oft","2017","Baden-Württemberg","Städtischer Raum","144","0.0516671589928811","0.0434667723805589","0.0598675456052033"
"Oft","2017","Baden-Württemberg","Ländlicher Raum","17","","",""
"Oft","2017","Bayern","Städtischer Raum","94","0.04112290602342","0.0322360701327608","0.0500097419140792"
"Oft","2017","Bayern","Ländlicher Raum","111","0.0428542965645066","0.0348232421223099","0.0508853510067034"
"Oft","2017","Saarland","Städtischer Raum","","","",""
"Oft","2017","Saarland","Ländlicher Raum","","","",""
"Oft","2017","Berlin","Städtischer Raum","65","0.0650754273053498","0.0498635012503879","0.0802873533603117"
"Oft","2017","Berlin","Ländlicher Raum","","","",""
"Oft","2017","Brandenburg","Städtischer Raum","6","","",""
"Oft","2017","Brandenburg","Ländlicher Raum","78","0.0756812035387274","0.0590710548590459","0.0922913522184089"
"Oft","2017","Mecklenburg-Vorpommern","Städtischer Raum","2","","",""
"Oft","2017","Mecklenburg-Vorpommern","Ländlicher Raum","35","0.0714298031836314","0.0490561811624431","0.0938034252048197"
"Oft","2017","Sachsen","Städtischer Raum","43","0.0467294363666809","0.0331720300166734","0.0602868427166884"
"Oft","2017","Sachsen","Ländlicher Raum","26","","",""
"Oft","2017","Sachsen-Anhalt","Städtischer Raum","17","","",""
"Oft","2017","Sachsen-Anhalt","Ländlicher Raum","42","0.0809711631081838","0.0615386079325388","0.100403718283829"
"Oft","2017","Thüringen","Städtischer Raum","17","","",""
"Oft","2017","Thüringen","Ländlicher Raum","54","0.079022578766516","0.0591510375088291","0.0988941200242029"
"Manchmal","2017","Schleswig-Holstein","Städtischer Raum","77","0.272200503392026","0.22417836903067","0.320222637753381"
"Manchmal","2017","Schleswig-Holstein","Ländlicher Raum","139","0.185963117066576","0.157263163746117","0.214663070387034"
"Manchmal","2017","Hamburg","Städtischer Raum","94","0.172908126454508","0.139793961527967","0.206022291381049"
"Manchmal","2017","Hamburg","Ländlicher Raum","","","",""
"Manchmal","2017","Niedersachsen","Städtischer Raum","253","0.223574103977006","0.199801987869086","0.247346220084926"
"Manchmal","2017","Niedersachsen","Ländlicher Raum","384","0.202690382583613","0.184160231917172","0.221220533250054"
"Manchmal","2017","Bremen","Städtischer Raum","57","0.201123891750036","0.152494438596192","0.24975334490388"
"Manchmal","2017","Bremen","Ländlicher Raum","","","",""
"Manchmal","2017","Nordrhein-Westfalen","Städtischer Raum","1239","0.208626760712837","0.19826308470101","0.218990436724663"
"Manchmal","2017","Nordrhein-Westfalen","Ländlicher Raum","21","","",""
"Manchmal","2017","Hessen","Städtischer Raum","313","0.209123920530998","0.188851788669306","0.22939605239269"
"Manchmal","2017","Hessen","Ländlicher Raum","91","0.247311891935713","0.204045922739397","0.290577861132029"
"Manchmal","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","206","0.159232382417985","0.138452365587657","0.180012399248313"
"Manchmal","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","102","0.189791593184661","0.153357753431869","0.226225432937452"
"Manchmal","2017","Baden-Württemberg","Städtischer Raum","566","0.198688464432738","0.183906448506157","0.213470480359319"
"Manchmal","2017","Baden-Württemberg","Ländlicher Raum","82","0.171685066238835","0.132456907831519","0.210913224646151"
"Manchmal","2017","Bayern","Städtischer Raum","399","0.202949392787007","0.184949885533021","0.220948900040993"
"Manchmal","2017","Bayern","Ländlicher Raum","470","0.193379968944158","0.177718712461996","0.20904122542632"
"Manchmal","2017","Saarland","Städtischer Raum","","","",""
"Manchmal","2017","Saarland","Ländlicher Raum","","","",""
"Manchmal","2017","Berlin","Städtischer Raum","221","0.224217716375128","0.198496453061223","0.249938979689033"
"Manchmal","2017","Berlin","Ländlicher Raum","","","",""
"Manchmal","2017","Brandenburg","Städtischer Raum","13","","",""
"Manchmal","2017","Brandenburg","Ländlicher Raum","168","0.187108675305769","0.162616248493764","0.211601102117774"
"Manchmal","2017","Mecklenburg-Vorpommern","Städtischer Raum","13","","",""
"Manchmal","2017","Mecklenburg-Vorpommern","Ländlicher Raum","102","0.214273446732552","0.178627587087837","0.249919306377268"
"Manchmal","2017","Sachsen","Städtischer Raum","195","0.230277518805508","0.203233818980638","0.257321218630379"
"Manchmal","2017","Sachsen","Ländlicher Raum","126","0.183254140056622","0.156104057280616","0.210404222832628"
"Manchmal","2017","Sachsen-Anhalt","Städtischer Raum","35","0.226717206374052","0.168395944772991","0.285038467975112"
"Manchmal","2017","Sachsen-Anhalt","Ländlicher Raum","140","0.176324313093143","0.149176529725961","0.203472096460325"
"Manchmal","2017","Thüringen","Städtischer Raum","79","0.24474015870149","0.197262026075114","0.292218291327866"
"Manchmal","2017","Thüringen","Ländlicher Raum","145","0.183656128318992","0.155134734659048","0.212177521978937"
"Selten","2017","Schleswig-Holstein","Städtischer Raum","130","0.436233059485752","0.382727339652575","0.489738779318929"
"Selten","2017","Schleswig-Holstein","Ländlicher Raum","306","0.477468197565965","0.440623556556426","0.514312838575504"
"Selten","2017","Hamburg","Städtischer Raum","205","0.352127574000311","0.310303725417616","0.393951422583006"
"Selten","2017","Hamburg","Ländlicher Raum","","","",""
"Selten","2017","Niedersachsen","Städtischer Raum","445","0.380946111146787","0.353238244570497","0.408653977723076"
"Selten","2017","Niedersachsen","Ländlicher Raum","798","0.46343913983536","0.440453598970651","0.486424680700068"
"Selten","2017","Bremen","Städtischer Raum","105","0.430040469120563","0.369977816164062","0.490103122077065"
"Selten","2017","Bremen","Ländlicher Raum","","","",""
