year,bula_h,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Baden-Wuerttemberg,Earn money,0.5301141113142006,98,1873,0.529060004980744,0.5311682176476572
2009,Baden-Wuerttemberg,Both equally,0.4698858886857994,114,1873,0.46883178235234274,0.47093999501925604
2009,Bavaria,Earn money,0.46854292380481605,111,1873,0.46746824349928223,0.46961760411034986
2009,Bavaria,Both equally,0.531457076195184,128,1873,0.5303823958896502,0.5325317565007178
2009,Berlin,Earn money,0.505625314730229,45,1873,0.5040178816832871,0.5072327477771709
2009,Berlin,Both equally,0.49437468526977096,46,1873,0.4927672522228291,0.49598211831671285
2009,Brandenburg,Earn money,0.6418387792807763,58,1873,0.6400782310162642,0.6435993275452884
2009,Brandenburg,Both equally,0.3581612207192237,46,1873,0.3564006724547116,0.3599217689837358
2009,Mecklenburg-Western Pomerania,Both equally,1.0,31,1873,1.0,1.0
2009,Saxony,Earn money,0.4167079663907837,61,1873,0.41534971300060447,0.418066219780963
2009,Saxony,Both equally,0.5832920336092163,104,1873,0.5819337802190371,0.5846502869993956
2009,Saxony-Anhalt,Earn money,0.5612960981016792,53,1873,0.5594671124449544,0.5631250837584041
2009,Saxony-Anhalt,Both equally,0.43870390189832065,48,1873,0.4368749162415958,0.4405328875550455
2009,Thuringa,Earn money,0.4593581214994386,55,1873,0.45749281786006174,0.4612234251388155
2009,Thuringa,Both equally,0.5406418785005614,62,1873,0.5387765748611846,0.5425071821399383
2011,Lower Saxony,Earn money,0.38294213701965024,38,1301,0.38136088503891336,0.38452338900038713
2011,Lower Saxony,Both equally,0.6170578629803497,100,1301,0.6154766109996128,0.6186391149610866
2011,North Rhine-Westphalia,Earn money,0.4100094152228895,133,1301,0.409000803689601,0.41101802675617793
2011,North Rhine-Westphalia,Both equally,0.5899905847771105,184,1301,0.5889819732438221,0.590999196310399
2011,Hesse,Earn money,0.48402400606353096,42,1301,0.48227991715438656,0.48576809497267537
2011,Hesse,Both equally,0.515975993936469,55,1301,0.5142319050273245,0.5177200828456134
2011,"Rhineland-Palatinate, Saarland",Both equally,1.0,54,1301,1.0,1.0
2011,Baden-Wuerttemberg,Earn money,0.4959990221743742,72,1301,0.494486222106582,0.4975118222421664
2011,Baden-Wuerttemberg,Both equally,0.5040009778256258,110,1301,0.5024881777578336,0.505513777893418
2011,Bavaria,Earn money,0.3520080012086714,68,1301,0.3504456939435834,0.35357030847375936
2011,Bavaria,Both equally,0.6479919987913285,116,1301,0.6464296915262405,0.6495543060564165
2011,Berlin,Earn money,1.0,38,1301,1.0,1.0
2011,Brandenburg,Earn money,0.6137574859561996,37,1301,0.611322046836694,0.6161929250757052
2011,Brandenburg,Both equally,0.3862425140438004,34,1301,0.38380707492429483,0.38867795316330594
2011,Saxony,Earn money,0.46155963196167854,44,1301,0.45966502254108793,0.46345424138226915
2011,Saxony,Both equally,0.5384403680383214,80,1301,0.5365457586177308,0.540334977458912
2011,Saxony-Anhalt,Earn money,1.0,50,1301,1.0,1.0
2011,Thuringa,Both equally,1.0,46,1301,1.0,1.0
2013,Schleswig-Holstein,Both equally,1.0,47,1796,1.0,1.0
2013,Lower Saxony,Earn money,0.46182404621231515,65,1796,0.4603903065212355,0.4632577859033948
2013,Lower Saxony,Both equally,0.5381759537876849,109,1796,0.5367422140966053,0.5396096934787645
2013,North Rhine-Westphalia,Earn money,0.4016076192349313,162,1796,0.40070094837803066,0.402514290091832
2013,North Rhine-Westphalia,Other reasons,0.0763449331830729,39,1796,0.07585379841980242,0.07683606794634337
2013,North Rhine-Westphalia,Both equally,0.5220474475819957,211,1796,0.5211235942317259,0.5229713009322655
2013,Hesse,Earn money,0.44574626805190376,54,1796,0.4439956950552765,0.44749684104853105
2013,Hesse,Both equally,0.5542537319480964,71,1796,0.5525031589514691,0.5560043049447236
2013,"Rhineland-Palatinate, Saarland",Earn money,0.46817481534255906,49,1796,0.4663032870991301,0.470046343585988
2013,"Rhineland-Palatinate, Saarland",Both equally,0.531825184657441,55,1796,0.529953656414012,0.53369671290087
2013,Baden-Wuerttemberg,Earn money,0.37878055776606895,78,1796,0.3775129597343275,0.38004815579781037
2013,Baden-Wuerttemberg,Both equally,0.6212194422339312,120,1796,0.6199518442021897,0.6224870402656727
2013,Bavaria,Earn money,0.35802238086564125,95,1796,0.35687650051177566,0.35916826121950685
2013,Bavaria,Both equally,0.6419776191343587,159,1796,0.6408317387804932,0.6431234994882242
2013,Berlin,Earn money,0.5480175828279668,44,1796,0.5461705284631984,0.5498646371927352
2013,Berlin,Both equally,0.45198241717203325,51,1796,0.4501353628072648,0.4538294715368017
2013,Brandenburg,Earn money,0.412139354306688,40,1796,0.4098509218316161,0.41442778678175995
2013,Brandenburg,Both equally,0.587860645693312,40,1796,0.58557221321824,0.5901490781683839
2013,Mecklenburg-Western Pomerania,Earn money,1.0,36,1796,1.0,1.0
2013,Saxony,Earn money,0.49120665705740363,44,1796,0.4893593087429165,0.49305400537189076
2013,Saxony,Both equally,0.5087933429425963,71,1796,0.5069459946281091,0.5106406912570834
2013,Saxony-Anhalt,Earn money,0.7277997088508188,44,1796,0.7257470701925534,0.7298523475090842
2013,Saxony-Anhalt,Both equally,0.27220029114918115,38,1796,0.27014765249091566,0.27425292980744664
2013,Thuringa,Earn money,0.46217111051492804,36,1796,0.45951123481020373,0.46483098621965235
2013,Thuringa,Both equally,0.5378288894850719,38,1796,0.5351690137803476,0.5404887651897962
2017,Schleswig-Holstein,Earn money,0.4105548537326128,49,3219,0.4085052584410728,0.4126044490241528
2017,Schleswig-Holstein,Both equally,0.5894451462673872,65,3219,0.5873955509758472,0.5914947415589272
2017,Hamburg,Both equally,1.0,42,3219,1.0,1.0
2017,Lower Saxony,Earn money,0.39973775531762995,141,3219,0.3985884954539548,0.4008870151813051
2017,Lower Saxony,Other reasons,0.08157509010810107,37,3219,0.08093290423241897,0.08221727598378317
2017,Lower Saxony,Both equally,0.5186871545742691,188,3219,0.5175148873739819,0.5198594217745562
2017,North Rhine-Westphalia,Earn money,0.40562976955008573,327,3219,0.4048987914014799,0.40636074769869157
2017,North Rhine-Westphalia,Other reasons,0.07895595955568063,76,3219,0.07855449832095796,0.07935742079040331
2017,North Rhine-Westphalia,Both equally,0.5154142708942336,433,3219,0.5146702682324775,0.5161582735559898
2017,Hesse,Earn money,0.39436673431048136,88,3219,0.39319000581798874,0.395543462802974
2017,Hesse,Both equally,0.6056332656895187,148,3219,0.6044565371970261,0.6068099941820113
2017,"Rhineland-Palatinate, Saarland",Earn money,0.36331325823291793,60,3219,0.3616234220795053,0.36500309438633055
2017,"Rhineland-Palatinate, Saarland",Both equally,0.6366867417670821,100,3219,0.6349969056136695,0.6383765779204946
2017,Baden-Wuerttemberg,Earn money,0.345876580816019,126,3219,0.34489334594697607,0.34685981568506197
2017,Baden-Wuerttemberg,Other reasons,0.08814579134311928,31,3219,0.08755974718898653,0.08873183549725204
2017,Baden-Wuerttemberg,Both equally,0.5659776278408617,178,3219,0.5649531029015769,0.5670021527801465
2017,Bavaria,Earn money,0.36145674402866823,183,3219,0.36045005379711703,0.36246343426021943
2017,Bavaria,Other reasons,0.09880575364439803,42,3219,0.09818047607449197,0.09943103121430409
2017,Bavaria,Both equally,0.5397375023269338,218,3219,0.5386931029126764,0.5407819017411913
2017,Berlin,Earn money,0.2899304527912965,33,3219,0.2885447538959588,0.29131615168663416
2017,Berlin,Both equally,0.7100695472087035,88,3219,0.7086838483133658,0.7114552461040412
2017,Brandenburg,Earn money,0.4481550678329385,59,3219,0.44594991083278185,0.4503602248330952
2017,Brandenburg,Both equally,0.5518449321670615,52,3219,0.5496397751669049,0.5540500891672182
2017,Mecklenburg-Western Pomerania,Both equally,1.0,39,3219,1.0,1.0
2017,Saxony,Earn money,0.4344863821590377,76,3219,0.43294076316157376,0.4360320011565016
2017,Saxony,Both equally,0.5655136178409623,116,3219,0.5639679988434985,0.5670592368384262
2017,Saxony-Anhalt,Earn money,0.35539421028031926,43,3219,0.35339794741945124,0.35739047314118727
2017,Saxony-Anhalt,Both equally,0.6446057897196809,83,3219,0.6426095268588128,0.6466020525805489
2017,Thuringa,Earn money,0.4938490388862208,44,3219,0.4916831621967429,0.49601491557569866
2017,Thuringa,Both equally,0.5061509611137792,54,3219,0.5039850844243013,0.5083168378032571
