"pli0092_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1992","Hauptschule","Ostdeutschland","30","0.0212778998113151","0.0137024088996676","0.0288533907229627"
"Min 1x pro Monat","1992","Realschule","Westdeutschland","134","","",""
"Min 1x pro Monat","1992","Realschule","Ostdeutschland","70","0.0478306427896636","0.0367191252792741","0.0589421603000531"
"Min 1x pro Monat","1992","(Fach-)Abitur","Westdeutschland","79","0.118314684721032","0.0955018708237571","0.141127498618307"
"Min 1x pro Monat","1992","(Fach-)Abitur","Ostdeutschland","8","0.0570591390584221","0.0148483052080208","0.0992699729088235"
"Min 1x pro Monat","1992","AkademikerIn","Westdeutschland","72","0.100445527138816","0.0786549648335073","0.122236089444124"
"Min 1x pro Monat","1992","AkademikerIn","Ostdeutschland","32","0.0417885839315956","0.0287657966957828","0.0548113711674084"
"Seltener","1992","(noch) kein Abschluss","Westdeutschland","62","0.0699724928443443","0.0521385082121275","0.0878064774765612"
"Seltener","1992","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Seltener","1992","Hauptschule","Westdeutschland","710","0.135429493803269","0.125936326348292","0.144922661258246"
"Seltener","1992","Hauptschule","Ostdeutschland","112","","",""
"Seltener","1992","Realschule","Westdeutschland","368","0.208227988741958","0.188600406337443","0.227855571146473"
"Seltener","1992","Realschule","Ostdeutschland","320","0.211117680147267","0.189869018559966","0.232366341734569"
"Seltener","1992","(Fach-)Abitur","Westdeutschland","149","","",""
"Seltener","1992","(Fach-)Abitur","Ostdeutschland","36","0.259148868464554","0.179411990146365","0.338885746782743"
"Seltener","1992","AkademikerIn","Westdeutschland","139","","",""
"Seltener","1992","AkademikerIn","Ostdeutschland","223","","",""
"Nie","1992","(noch) kein Abschluss","Westdeutschland","544","0.582168216015197","0.547688649263138","0.616647782767256"
"Nie","1992","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Nie","1992","Hauptschule","Westdeutschland","3076","0.63555961760252","0.622207636762904","0.648911598442135"
"Nie","1992","Hauptschule","Ostdeutschland","1170","","",""
"Nie","1992","Realschule","Westdeutschland","565","0.378487457646324","0.355042584930822","0.401932330361826"
"Nie","1992","Realschule","Ostdeutschland","835","0.598466768734943","0.572943051017026","0.62399048645286"
"Nie","1992","(Fach-)Abitur","Westdeutschland","235","","",""
"Nie","1992","(Fach-)Abitur","Ostdeutschland","43","0.430421024830562","0.340317286487937","0.520524763173187"
"Nie","1992","AkademikerIn","Westdeutschland","242","","",""
"Nie","1992","AkademikerIn","Ostdeutschland","486","0.547266277908353","0.51487223047995","0.579660325336757"
"Taeglich","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1993","Hauptschule","Westdeutschland","","","",""
"Taeglich","1993","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1993","Realschule","Westdeutschland","","","",""
"Taeglich","1993","Realschule","Ostdeutschland","","","",""
"Taeglich","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1993","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1993","Hauptschule","Westdeutschland","","","",""
"Seltener","1993","Hauptschule","Ostdeutschland","","","",""
"Seltener","1993","Realschule","Westdeutschland","","","",""
"Seltener","1993","Realschule","Ostdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1993","AkademikerIn","Westdeutschland","","","",""
"Seltener","1993","AkademikerIn","Ostdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1993","Hauptschule","Westdeutschland","","","",""
"Nie","1993","Hauptschule","Ostdeutschland","","","",""
"Nie","1993","Realschule","Westdeutschland","","","",""
"Nie","1993","Realschule","Ostdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1993","AkademikerIn","Westdeutschland","","","",""
"Nie","1993","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1994","Hauptschule","Westdeutschland","","","",""
"Taeglich","1994","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1994","Realschule","Westdeutschland","","","",""
"Taeglich","1994","Realschule","Ostdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Westdeutschland","147","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ostdeutschland","31","0.304098637815497","0.213481242575935","0.394716033055058"
"Min 1x pro Woche","1994","Hauptschule","Westdeutschland","774","0.160305901271001","0.149843570359762","0.170768232182241"
"Min 1x pro Woche","1994","Hauptschule","Ostdeutschland","54","0.0473239403166431","0.0355625408299186","0.0590853398033675"
"Min 1x pro Woche","1994","Realschule","Westdeutschland","581","0.337672308756874","0.314874356267134","0.360470261246614"
"Min 1x pro Woche","1994","Realschule","Ostdeutschland","195","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Westdeutschland","308","0.410600848536479","0.376010713614242","0.445190983458717"
"Min 1x pro Woche","1994","(Fach-)Abitur","Ostdeutschland","43","0.275593921217047","0.201046193917415","0.350141648516678"
"Min 1x pro Woche","1994","AkademikerIn","Westdeutschland","312","0.421451095522827","0.386908346753653","0.455993844292001"
"Min 1x pro Woche","1994","AkademikerIn","Ostdeutschland","134","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Westdeutschland","26","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Ostdeutschland","7","0.0750717850951332","0.0231651496564284","0.126978420533838"
"Min 1x pro Monat","1994","Hauptschule","Westdeutschland","281","","",""
"Min 1x pro Monat","1994","Hauptschule","Ostdeutschland","17","","",""
"Min 1x pro Monat","1994","Realschule","Westdeutschland","133","","",""
"Min 1x pro Monat","1994","Realschule","Ostdeutschland","67","0.0486703036567946","0.037213169507261","0.0601274378063281"
"Min 1x pro Monat","1994","(Fach-)Abitur","Westdeutschland","75","0.0924245465008302","0.07206009972603","0.11278899327563"
"Min 1x pro Monat","1994","(Fach-)Abitur","Ostdeutschland","13","","",""
"Min 1x pro Monat","1994","AkademikerIn","Westdeutschland","86","0.103256187883237","0.0819696270342308","0.124542748732242"
"Min 1x pro Monat","1994","AkademikerIn","Ostdeutschland","43","0.0558618445411747","0.0403590598932045","0.0713646291891448"
"Seltener","1994","(noch) kein Abschluss","Westdeutschland","83","0.101099790828549","0.0794089190229323","0.122790662634166"
"Seltener","1994","(noch) kein Abschluss","Ostdeutschland","27","","",""
"Seltener","1994","Hauptschule","Westdeutschland","799","0.161390511498053","0.150899628788875","0.171881394207231"
"Seltener","1994","Hauptschule","Ostdeutschland","110","","",""
"Seltener","1994","Realschule","Westdeutschland","358","0.208762518455887","0.189169950854094","0.228355086057681"
"Seltener","1994","Realschule","Ostdeutschland","297","","",""
"Seltener","1994","(Fach-)Abitur","Westdeutschland","160","","",""
"Seltener","1994","(Fach-)Abitur","Ostdeutschland","30","0.20636101234041","0.138840789038922","0.273881235641898"
"Seltener","1994","AkademikerIn","Westdeutschland","162","","",""
"Seltener","1994","AkademikerIn","Ostdeutschland","179","","",""
"Nie","1994","(noch) kein Abschluss","Westdeutschland","486","0.545271160369295","0.509442658261089","0.5810996624775"
"Nie","1994","(noch) kein Abschluss","Ostdeutschland","34","0.370275969206263","0.275156725018464","0.465395213394062"
"Nie","1994","Hauptschule","Westdeutschland","2870","","",""
"Nie","1994","Hauptschule","Ostdeutschland","1071","","",""
"Nie","1994","Realschule","Westdeutschland","581","0.380290925020622","0.356888353931871","0.403693496109373"
"Nie","1994","Realschule","Ostdeutschland","796","0.599423598703639","0.573332759872943","0.625514437534335"
"Nie","1994","(Fach-)Abitur","Westdeutschland","234","","",""
"Nie","1994","(Fach-)Abitur","Ostdeutschland","52","0.419614367346","0.337277934202995","0.501950800489005"
"Nie","1994","AkademikerIn","Westdeutschland","225","","",""
"Nie","1994","AkademikerIn","Ostdeutschland","487","0.591185457145739","0.557999118308216","0.624371795983262"
"Taeglich","1995","(noch) kein Abschluss","Westdeutschland","50","0.1092566733119","0.0870776932770285","0.131435653346772"
"Taeglich","1995","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Taeglich","1995","Hauptschule","Westdeutschland","160","","",""
"Taeglich","1995","Hauptschule","Ostdeutschland","32","0.0316121232405848","0.0217332804850985","0.0414909659960712"
"Taeglich","1995","Realschule","Westdeutschland","107","","",""
"Taeglich","1995","Realschule","Ostdeutschland","53","0.04063283336926","0.0300258950733817","0.0512397716651383"
"Taeglich","1995","(Fach-)Abitur","Westdeutschland","68","0.0820065262049262","0.0641108455804722","0.0999022068293802"
"Taeglich","1995","(Fach-)Abitur","Ostdeutschland","10","","",""
"Taeglich","1995","AkademikerIn","Westdeutschland","70","0.0950163640804599","0.0759954112233203","0.1140373169376"
"Taeglich","1995","AkademikerIn","Ostdeutschland","32","0.0407006750359158","0.0272660529383708","0.0541352971334609"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Westdeutschland","129","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","Ostdeutschland","45","0.353384434334584","0.265247963843708","0.44152090482546"
"Min 1x pro Woche","1995","Hauptschule","Westdeutschland","858","0.178094555125866","0.167348119202429","0.188840991049302"
"Min 1x pro Woche","1995","Hauptschule","Ostdeutschland","62","0.0480369077559532","0.0359628807015755","0.0601109348103309"
"Min 1x pro Woche","1995","Realschule","Westdeutschland","589","0.321026607623836","0.299221144978034","0.342832070269638"
"Min 1x pro Woche","1995","Realschule","Ostdeutschland","236","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","Westdeutschland","293","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","Ostdeutschland","53","0.322730906072217","0.248407226116592","0.397054586027841"
"Min 1x pro Woche","1995","AkademikerIn","Westdeutschland","337","0.36730231621594","0.336032692293096","0.398571940138784"
"Min 1x pro Woche","1995","AkademikerIn","Ostdeutschland","170","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Westdeutschland","26","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Ostdeutschland","9","0.0717406429006292","0.0241604531943095","0.119320832606949"
"Min 1x pro Monat","1995","Hauptschule","Westdeutschland","332","0.0648788858306639","0.0579603558565407","0.071797415804787"
"Min 1x pro Monat","1995","Hauptschule","Ostdeutschland","26","","",""
"Min 1x pro Monat","1995","Realschule","Westdeutschland","156","","",""
"Min 1x pro Monat","1995","Realschule","Ostdeutschland","109","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Westdeutschland","90","0.102180551444895","0.0824252872813178","0.121935815608472"
"Min 1x pro Monat","1995","(Fach-)Abitur","Ostdeutschland","13","","",""
"Min 1x pro Monat","1995","AkademikerIn","Westdeutschland","92","0.093834058475529","0.0749194733387576","0.1127486436123"
"Min 1x pro Monat","1995","AkademikerIn","Ostdeutschland","70","0.0815510063307864","0.0629434319912234","0.100158580670349"
"Seltener","1995","(noch) kein Abschluss","Westdeutschland","80","0.0980853169083781","0.0769394242491594","0.119231209567597"
"Seltener","1995","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Seltener","1995","Hauptschule","Westdeutschland","895","0.184685937484402","0.17378641216874","0.195585462800063"
"Seltener","1995","Hauptschule","Ostdeutschland","210","","",""
"Seltener","1995","Realschule","Westdeutschland","467","0.255350713462626","0.234984380495728","0.275717046429525"
"Seltener","1995","Realschule","Ostdeutschland","447","0.319893566997908","0.294835344682138","0.344951789313679"
"Seltener","1995","(Fach-)Abitur","Westdeutschland","202","","",""
"Seltener","1995","(Fach-)Abitur","Ostdeutschland","46","0.270584870423166","0.199958736194032","0.341211004652301"
"Seltener","1995","AkademikerIn","Westdeutschland","204","","",""
"Seltener","1995","AkademikerIn","Ostdeutschland","280","","",""
"Nie","1995","(noch) kein Abschluss","Westdeutschland","475","0.472535827572976","0.437041810903975","0.508029844241977"
"Nie","1995","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Nie","1995","Hauptschule","Westdeutschland","2624","","",""
"Nie","1995","Hauptschule","Ostdeutschland","875","0.751891309480857","0.727504606518772","0.776278012442942"
"Nie","1995","Realschule","Westdeutschland","442","0.280817114342417","0.259827721733457","0.301806506951377"
"Nie","1995","Realschule","Ostdeutschland","486","0.375805994899076","0.349786389151249","0.401825600646902"
"Nie","1995","(Fach-)Abitur","Westdeutschland","250","","",""
"Nie","1995","(Fach-)Abitur","Ostdeutschland","30","0.232499815703676","0.165345048527942","0.299654582879409"
"Nie","1995","AkademikerIn","Westdeutschland","210","","",""
"Nie","1995","AkademikerIn","Ostdeutschland","279","","",""
"Taeglich","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1996","Hauptschule","Westdeutschland","","","",""
"Taeglich","1996","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1996","Realschule","Westdeutschland","","","",""
"Taeglich","1996","Realschule","Ostdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Westdeutschland","142","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Ostdeutschland","53","0.398159823505076","0.308691669521426","0.487627977488726"
"Min 1x pro Woche","1996","Hauptschule","Westdeutschland","828","0.184029795599385","0.172965426062204","0.195094165136566"
"Min 1x pro Woche","1996","Hauptschule","Ostdeutschland","77","0.0642114203063639","0.0501834740453933","0.0782393665673345"
"Min 1x pro Woche","1996","Realschule","Westdeutschland","597","0.337003616028031","0.314995184515714","0.359012047540348"
"Min 1x pro Woche","1996","Realschule","Ostdeutschland","218","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Westdeutschland","297","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Ostdeutschland","52","0.335718992949815","0.263222305615652","0.408215680283979"
"Min 1x pro Woche","1996","AkademikerIn","Westdeutschland","355","0.400488474107248","0.368739381077711","0.432237567136786"
"Min 1x pro Woche","1996","AkademikerIn","Ostdeutschland","178","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Westdeutschland","40","0.0737246990036176","0.0546235192403394","0.0928258787668959"
"Min 1x pro Monat","1996","(noch) kein Abschluss","Ostdeutschland","6","0.0589006084064139","0.0158700672775533","0.101931149535275"
"Min 1x pro Monat","1996","Hauptschule","Westdeutschland","297","","",""
"Min 1x pro Monat","1996","Hauptschule","Ostdeutschland","36","0.0241505084288584","0.0153652681486019","0.0329357487091148"
"Min 1x pro Monat","1996","Realschule","Westdeutschland","165","","",""
"Min 1x pro Monat","1996","Realschule","Ostdeutschland","95","0.0622163244913625","0.049234797511362","0.075197851471363"
"Min 1x pro Monat","1996","(Fach-)Abitur","Westdeutschland","84","0.0891107518426091","0.0700805078230841","0.108140995862134"
"Min 1x pro Monat","1996","(Fach-)Abitur","Ostdeutschland","17","","",""
"Min 1x pro Monat","1996","AkademikerIn","Westdeutschland","97","0.101777522064913","0.0821865745987194","0.121368469531106"
"Min 1x pro Monat","1996","AkademikerIn","Ostdeutschland","47","0.0517172426915186","0.0366784768104502","0.0667560085725871"
"Seltener","1996","(noch) kein Abschluss","Westdeutschland","85","0.106944679182902","0.0843553976561594","0.129533960709644"
"Seltener","1996","(noch) kein Abschluss","Ostdeutschland","31","0.299612447657489","0.21588876814254","0.383336127172438"
"Seltener","1996","Hauptschule","Westdeutschland","869","0.171672318925401","0.160905270300987","0.182439367549815"
"Seltener","1996","Hauptschule","Ostdeutschland","142","","",""
"Seltener","1996","Realschule","Westdeutschland","445","0.236133096283984","0.216358687401703","0.255907505166265"
"Seltener","1996","Realschule","Ostdeutschland","365","0.277594058867498","0.253527277729165","0.301660840005831"
"Seltener","1996","(Fach-)Abitur","Westdeutschland","195","","",""
"Seltener","1996","(Fach-)Abitur","Ostdeutschland","49","0.249005069363952","0.182619010617197","0.315391128110707"
"Seltener","1996","AkademikerIn","Westdeutschland","218","","",""
"Seltener","1996","AkademikerIn","Ostdeutschland","205","","",""
"Nie","1996","(noch) kein Abschluss","Westdeutschland","452","0.48202232662426","0.445498796795361","0.518545856453159"
"Nie","1996","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Nie","1996","Hauptschule","Westdeutschland","2718","","",""
"Nie","1996","Hauptschule","Ostdeutschland","918","0.806229955132814","0.78361103485171","0.828848875413917"
"Nie","1996","Realschule","Westdeutschland","565","0.335046519967118","0.313069721805669","0.357023318128568"
"Nie","1996","Realschule","Ostdeutschland","652","0.498851575146001","0.471980123448062","0.52572302684394"
"Nie","1996","(Fach-)Abitur","Westdeutschland","285","","",""
"Nie","1996","(Fach-)Abitur","Ostdeutschland","45","0.311297490144407","0.240215769628723","0.382379210660092"
"Nie","1996","AkademikerIn","Westdeutschland","245","","",""
"Nie","1996","AkademikerIn","Ostdeutschland","403","0.514274157818536","0.480333633575223","0.54821468206185"
"Taeglich","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1997","Hauptschule","Westdeutschland","","","",""
"Taeglich","1997","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1997","Realschule","Westdeutschland","","","",""
"Taeglich","1997","Realschule","Ostdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Westdeutschland","145","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Ostdeutschland","53","0.417007531977975","0.332249700565457","0.501765363390492"
"Min 1x pro Woche","1997","Hauptschule","Westdeutschland","820","0.185334404356983","0.174060078889676","0.19660872982429"
"Min 1x pro Woche","1997","Hauptschule","Ostdeutschland","74","0.0649534665099255","0.0505653511167685","0.0793415819030825"
"Min 1x pro Woche","1997","Realschule","Westdeutschland","615","0.346622462129397","0.324433332481888","0.368811591776905"
"Min 1x pro Woche","1997","Realschule","Ostdeutschland","213","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Westdeutschland","317","0.399903222848955","0.366814489344679","0.43299195635323"
"Min 1x pro Woche","1997","(Fach-)Abitur","Ostdeutschland","52","0.312814256860389","0.242912984939457","0.382715528781321"
"Min 1x pro Woche","1997","AkademikerIn","Westdeutschland","397","0.443929331925917","0.411962763542035","0.4758959003098"
"Min 1x pro Woche","1997","AkademikerIn","Ostdeutschland","185","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Westdeutschland","31","0.0585904082410113","0.0411172694219471","0.0760635470600754"
"Min 1x pro Monat","1997","(noch) kein Abschluss","Ostdeutschland","7","0.0433549947463959","0.00834666524056795","0.0783633242522238"
"Min 1x pro Monat","1997","Hauptschule","Westdeutschland","258","","",""
"Min 1x pro Monat","1997","Hauptschule","Ostdeutschland","22","","",""
"Min 1x pro Monat","1997","Realschule","Westdeutschland","138","","",""
"Min 1x pro Monat","1997","Realschule","Ostdeutschland","72","0.0542577672186649","0.0418674356109064","0.0666480988264233"
"Min 1x pro Monat","1997","(Fach-)Abitur","Westdeutschland","82","0.0965033554392626","0.0765587006238447","0.116448010254681"
"Min 1x pro Monat","1997","(Fach-)Abitur","Ostdeutschland","13","","",""
"Min 1x pro Monat","1997","AkademikerIn","Westdeutschland","69","0.068648595298382","0.052380125050888","0.084917065545876"
"Min 1x pro Monat","1997","AkademikerIn","Ostdeutschland","44","0.0474065273669291","0.0329754597130135","0.0618375950208448"
"Seltener","1997","(noch) kein Abschluss","Westdeutschland","90","0.129390296090781","0.10441958206892","0.154361010112642"
"Seltener","1997","(noch) kein Abschluss","Ostdeutschland","39","0.294755202418546","0.216380284320125","0.373130120516967"
"Seltener","1997","Hauptschule","Westdeutschland","757","0.158929954329156","0.148321751400086","0.169538157258226"
"Seltener","1997","Hauptschule","Ostdeutschland","112","","",""
"Seltener","1997","Realschule","Westdeutschland","420","0.224101241698759","0.204658635665244","0.243543847732273"
"Seltener","1997","Realschule","Ostdeutschland","335","0.266951992910618","0.242755725724033","0.291148260097204"
"Seltener","1997","(Fach-)Abitur","Westdeutschland","179","","",""
"Seltener","1997","(Fach-)Abitur","Ostdeutschland","53","0.292067905761703","0.223512381267712","0.360623430255695"
"Seltener","1997","AkademikerIn","Westdeutschland","195","","",""
"Seltener","1997","AkademikerIn","Ostdeutschland","213","","",""
"Nie","1997","(noch) kein Abschluss","Westdeutschland","428","0.50575206988369","0.468554923842521","0.54294921592486"
"Nie","1997","(noch) kein Abschluss","Ostdeutschland","31","0.244882270857083","0.170962192197717","0.318802349516449"
"Nie","1997","Hauptschule","Westdeutschland","2728","","",""
"Nie","1997","Hauptschule","Ostdeutschland","919","0.830606960970032","0.808707587199592","0.852506334740472"
"Nie","1997","Realschule","Westdeutschland","594","0.358531070992304","0.336170595831893","0.380891546152714"
"Nie","1997","Realschule","Ostdeutschland","664","0.518456366646086","0.491126374443359","0.545786358848813"
"Nie","1997","(Fach-)Abitur","Westdeutschland","264","","",""
"Nie","1997","(Fach-)Abitur","Ostdeutschland","51","0.305542985851365","0.236094371947612","0.374991599755118"
"Nie","1997","AkademikerIn","Westdeutschland","267","","",""
"Nie","1997","AkademikerIn","Ostdeutschland","391","0.500951903407767","0.466997601367062","0.534906205448472"
"Taeglich","1998","(noch) kein Abschluss","Westdeutschland","37","0.0813678944048623","0.0609387009703174","0.101797087839407"
"Taeglich","1998","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Taeglich","1998","Hauptschule","Westdeutschland","166","","",""
"Taeglich","1998","Hauptschule","Ostdeutschland","33","0.030722352520516","0.020834397253716","0.040610307787316"
"Taeglich","1998","Realschule","Westdeutschland","127","","",""
"Taeglich","1998","Realschule","Ostdeutschland","49","0.0392339641935545","0.0290273756492841","0.049440552737825"
"Taeglich","1998","(Fach-)Abitur","Westdeutschland","75","0.0838671291943326","0.0664324645713829","0.101301793817282"
"Taeglich","1998","(Fach-)Abitur","Ostdeutschland","13","","",""
"Taeglich","1998","AkademikerIn","Westdeutschland","94","0.0939967602566315","0.0766962334400201","0.111297287073243"
"Taeglich","1998","AkademikerIn","Ostdeutschland","36","0.0418989567822882","0.028515947575191","0.0552819659893853"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Westdeutschland","139","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","Ostdeutschland","60","0.465452916895194","0.380036115697467","0.550869718092921"
"Min 1x pro Woche","1998","Hauptschule","Westdeutschland","892","0.191751327433104","0.180804229911207","0.202698424955002"
"Min 1x pro Woche","1998","Hauptschule","Ostdeutschland","88","0.0686788771084249","0.0541872723835432","0.0831704818333067"
"Min 1x pro Woche","1998","Realschule","Westdeutschland","653","0.339642937236321","0.31874057627375","0.360545298198892"
"Min 1x pro Woche","1998","Realschule","Ostdeutschland","293","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","Westdeutschland","307","0.331076419949374","0.301476478366091","0.360676361532657"
"Min 1x pro Woche","1998","(Fach-)Abitur","Ostdeutschland","52","0.369407086246981","0.296424272277156","0.442389900216806"
"Min 1x pro Woche","1998","AkademikerIn","Westdeutschland","409","0.382876648207751","0.354059338110566","0.411693958304936"
"Min 1x pro Woche","1998","AkademikerIn","Ostdeutschland","194","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Westdeutschland","30","0.0490125375470314","0.0328802905938321","0.0651447845002307"
"Min 1x pro Monat","1998","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Min 1x pro Monat","1998","Hauptschule","Westdeutschland","327","0.0615098437880633","0.0548287976592889","0.0681908899168378"
"Min 1x pro Monat","1998","Hauptschule","Ostdeutschland","40","0.0333097789063338","0.0230276108507857","0.043591946961882"
"Min 1x pro Monat","1998","Realschule","Westdeutschland","204","","",""
"Min 1x pro Monat","1998","Realschule","Ostdeutschland","109","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Westdeutschland","117","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Ostdeutschland","14","","",""
"Min 1x pro Monat","1998","AkademikerIn","Westdeutschland","129","","",""
"Min 1x pro Monat","1998","AkademikerIn","Ostdeutschland","66","0.0738531236047547","0.0563840094550844","0.0913222377544249"
"Seltener","1998","(noch) kein Abschluss","Westdeutschland","86","0.131469023245797","0.106219205581655","0.156718840909938"
"Seltener","1998","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Seltener","1998","Hauptschule","Westdeutschland","971","0.184931291915688","0.174135373118133","0.195727210713244"
"Seltener","1998","Hauptschule","Ostdeutschland","211","","",""
"Seltener","1998","Realschule","Westdeutschland","515","0.246490475244434","0.227469224089502","0.265511726399366"
"Seltener","1998","Realschule","Ostdeutschland","436","0.317775758660426","0.293298394643924","0.342253122676927"
"Seltener","1998","(Fach-)Abitur","Westdeutschland","232","","",""
"Seltener","1998","(Fach-)Abitur","Ostdeutschland","55","0.278084833286677","0.210332355150791","0.345837311422564"
"Seltener","1998","AkademikerIn","Westdeutschland","236","","",""
"Seltener","1998","AkademikerIn","Ostdeutschland","275","","",""
"Nie","1998","(noch) kein Abschluss","Westdeutschland","396","0.476157206872815","0.438838246253495","0.513476167492134"
