"plh0108","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"2 Wichtig","1999","Realschule","maennlich","","","",""
"2 Wichtig","1999","Realschule","weiblich","","","",""
"2 Wichtig","1999","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1999","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1999","AkademikerIn","maennlich","","","",""
"2 Wichtig","1999","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1999","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1999","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1999","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1999","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1999","Realschule","maennlich","","","",""
"3 Weniger wichtig","1999","Realschule","weiblich","","","",""
"3 Weniger wichtig","1999","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1999","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1999","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1999","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1999","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1999","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1999","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","1999","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","1999","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1999","Realschule","weiblich","","","",""
"4 Ganz unwichtig","1999","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1999","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1999","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1999","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2000","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2000","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2000","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2000","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2000","Realschule","maennlich","","","",""
"1 Sehr wichtig","2000","Realschule","weiblich","","","",""
"1 Sehr wichtig","2000","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2000","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2000","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2000","AkademikerIn","weiblich","","","",""
"2 Wichtig","2000","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2000","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2000","Hauptschule","maennlich","","","",""
"2 Wichtig","2000","Hauptschule","weiblich","","","",""
"2 Wichtig","2000","Realschule","maennlich","","","",""
"2 Wichtig","2000","Realschule","weiblich","","","",""
"2 Wichtig","2000","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2000","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2000","AkademikerIn","maennlich","","","",""
"2 Wichtig","2000","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2000","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2000","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2000","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2000","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2000","Realschule","maennlich","","","",""
"3 Weniger wichtig","2000","Realschule","weiblich","","","",""
"3 Weniger wichtig","2000","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2000","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2000","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2000","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2000","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2000","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2000","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2000","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2000","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2000","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2000","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2000","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2000","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2000","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2001","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2001","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2001","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2001","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2001","Realschule","maennlich","","","",""
"1 Sehr wichtig","2001","Realschule","weiblich","","","",""
"1 Sehr wichtig","2001","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2001","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2001","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2001","AkademikerIn","weiblich","","","",""
"2 Wichtig","2001","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2001","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2001","Hauptschule","maennlich","","","",""
"2 Wichtig","2001","Hauptschule","weiblich","","","",""
"2 Wichtig","2001","Realschule","maennlich","","","",""
"2 Wichtig","2001","Realschule","weiblich","","","",""
"2 Wichtig","2001","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2001","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2001","AkademikerIn","maennlich","","","",""
"2 Wichtig","2001","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2001","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2001","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2001","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2001","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2001","Realschule","maennlich","","","",""
"3 Weniger wichtig","2001","Realschule","weiblich","","","",""
"3 Weniger wichtig","2001","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2001","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2001","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2001","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2001","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2001","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2001","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2001","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2001","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2001","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2001","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2001","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2001","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2001","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2002","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2002","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2002","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2002","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2002","Realschule","maennlich","","","",""
"1 Sehr wichtig","2002","Realschule","weiblich","","","",""
"1 Sehr wichtig","2002","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2002","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2002","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2002","AkademikerIn","weiblich","","","",""
"2 Wichtig","2002","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2002","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2002","Hauptschule","maennlich","","","",""
"2 Wichtig","2002","Hauptschule","weiblich","","","",""
"2 Wichtig","2002","Realschule","maennlich","","","",""
"2 Wichtig","2002","Realschule","weiblich","","","",""
"2 Wichtig","2002","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2002","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2002","AkademikerIn","maennlich","","","",""
"2 Wichtig","2002","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2002","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2002","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2002","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2002","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2002","Realschule","maennlich","","","",""
"3 Weniger wichtig","2002","Realschule","weiblich","","","",""
"3 Weniger wichtig","2002","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2002","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2002","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2002","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2002","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2002","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2002","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2002","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2002","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2002","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2002","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2002","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2002","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2002","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2003","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2003","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2003","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2003","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2003","Realschule","maennlich","","","",""
"1 Sehr wichtig","2003","Realschule","weiblich","","","",""
"1 Sehr wichtig","2003","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2003","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2003","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2003","AkademikerIn","weiblich","","","",""
"2 Wichtig","2003","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2003","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2003","Hauptschule","maennlich","","","",""
"2 Wichtig","2003","Hauptschule","weiblich","","","",""
"2 Wichtig","2003","Realschule","maennlich","","","",""
"2 Wichtig","2003","Realschule","weiblich","","","",""
"2 Wichtig","2003","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2003","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2003","AkademikerIn","maennlich","","","",""
"2 Wichtig","2003","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2003","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2003","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2003","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2003","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2003","Realschule","maennlich","","","",""
"3 Weniger wichtig","2003","Realschule","weiblich","","","",""
"3 Weniger wichtig","2003","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2003","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2003","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2003","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2003","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2003","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2003","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2003","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2003","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2003","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2003","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2003","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2003","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2003","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2004","(noch) kein Abschluss","maennlich","76","0.214442547980969","0.174858744575837","0.2540263513861"
"1 Sehr wichtig","2004","(noch) kein Abschluss","weiblich","81","0.181131423756141","0.146497213477292","0.21576563403499"
"1 Sehr wichtig","2004","Hauptschule","maennlich","1138","","",""
"1 Sehr wichtig","2004","Hauptschule","weiblich","995","0.22677501226189","0.213971457594774","0.239578566929007"
"1 Sehr wichtig","2004","Realschule","maennlich","611","0.23473183259796","0.21770784821266","0.25175581698326"
"1 Sehr wichtig","2004","Realschule","weiblich","706","0.205742276578931","0.191753703852872","0.21973084930499"
"1 Sehr wichtig","2004","(Fach-)Abitur","maennlich","230","","",""
"1 Sehr wichtig","2004","(Fach-)Abitur","weiblich","267","","",""
"1 Sehr wichtig","2004","AkademikerIn","maennlich","623","0.229982990282586","0.213160941927818","0.246805038637355"
"1 Sehr wichtig","2004","AkademikerIn","weiblich","379","0.179824607322138","0.162413701424564","0.197235513219713"
"2 Wichtig","2004","(noch) kein Abschluss","maennlich","145","","",""
"2 Wichtig","2004","(noch) kein Abschluss","weiblich","155","","",""
"2 Wichtig","2004","Hauptschule","maennlich","1210","","",""
"2 Wichtig","2004","Hauptschule","weiblich","1314","","",""
"2 Wichtig","2004","Realschule","maennlich","788","0.321838229060283","0.303073000418789","0.340603457701777"
"2 Wichtig","2004","Realschule","weiblich","1129","","",""
"2 Wichtig","2004","(Fach-)Abitur","maennlich","352","0.299599209267108","0.272279261886975","0.32691915664724"
"2 Wichtig","2004","(Fach-)Abitur","weiblich","461","0.343928102959026","0.318096398389076","0.369759807528977"
"2 Wichtig","2004","AkademikerIn","maennlich","925","0.353952442303145","0.334836946779943","0.373067937826346"
"2 Wichtig","2004","AkademikerIn","weiblich","660","0.312562839939969","0.291547877663004","0.333577802216935"
"3 Weniger wichtig","2004","(noch) kein Abschluss","maennlich","145","","",""
"3 Weniger wichtig","2004","(noch) kein Abschluss","weiblich","182","","",""
"3 Weniger wichtig","2004","Hauptschule","maennlich","994","0.270469039625353","0.256464978905893","0.284473100344814"
"3 Weniger wichtig","2004","Hauptschule","weiblich","1051","","",""
"3 Weniger wichtig","2004","Realschule","maennlich","718","0.314916319127426","0.296259491981493","0.333573146273359"
"3 Weniger wichtig","2004","Realschule","weiblich","969","0.317672307459769","0.301561508108938","0.3337831068106"
"3 Weniger wichtig","2004","(Fach-)Abitur","maennlich","380","0.356407972911664","0.32784422139931","0.384971724424019"
"3 Weniger wichtig","2004","(Fach-)Abitur","weiblich","432","0.338951102469795","0.313209899825848","0.364692305113742"
"3 Weniger wichtig","2004","AkademikerIn","maennlich","598","0.277755673680879","0.259851495210766","0.295659852150993"
"3 Weniger wichtig","2004","AkademikerIn","weiblich","573","0.321736526775204","0.300558141744962","0.342914911805446"
"4 Ganz unwichtig","2004","(noch) kein Abschluss","maennlich","47","0.127692640537211","0.0955048795820608","0.15988040149236"
"4 Ganz unwichtig","2004","(noch) kein Abschluss","weiblich","57","0.155896038076354","0.123273571513039","0.188518504639669"
"4 Ganz unwichtig","2004","Hauptschule","maennlich","523","0.157906682507369","0.146410498483203","0.169402866531535"
"4 Ganz unwichtig","2004","Hauptschule","weiblich","749","0.217682626263987","0.205064833443095","0.230300419084878"
"4 Ganz unwichtig","2004","Realschule","maennlich","264","","",""
"4 Ganz unwichtig","2004","Realschule","weiblich","404","0.152825588342903","0.140374269214425","0.165276907471382"
"4 Ganz unwichtig","2004","(Fach-)Abitur","maennlich","118","","",""
"4 Ganz unwichtig","2004","(Fach-)Abitur","weiblich","139","","",""
"4 Ganz unwichtig","2004","AkademikerIn","maennlich","258","","",""
"4 Ganz unwichtig","2004","AkademikerIn","weiblich","257","","",""
"1 Sehr wichtig","2005","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2005","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2005","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2005","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2005","Realschule","maennlich","","","",""
"1 Sehr wichtig","2005","Realschule","weiblich","","","",""
"1 Sehr wichtig","2005","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2005","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2005","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2005","AkademikerIn","weiblich","","","",""
"2 Wichtig","2005","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2005","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2005","Hauptschule","maennlich","","","",""
"2 Wichtig","2005","Hauptschule","weiblich","","","",""
"2 Wichtig","2005","Realschule","maennlich","","","",""
"2 Wichtig","2005","Realschule","weiblich","","","",""
"2 Wichtig","2005","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2005","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2005","AkademikerIn","maennlich","","","",""
"2 Wichtig","2005","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2005","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2005","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2005","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2005","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2005","Realschule","maennlich","","","",""
"3 Weniger wichtig","2005","Realschule","weiblich","","","",""
"3 Weniger wichtig","2005","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2005","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2005","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2005","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2005","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2005","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2005","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2005","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2005","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2005","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2005","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2005","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2005","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2005","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2006","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2006","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2006","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2006","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2006","Realschule","maennlich","","","",""
"1 Sehr wichtig","2006","Realschule","weiblich","","","",""
"1 Sehr wichtig","2006","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2006","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2006","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2006","AkademikerIn","weiblich","","","",""
"2 Wichtig","2006","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2006","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2006","Hauptschule","maennlich","","","",""
"2 Wichtig","2006","Hauptschule","weiblich","","","",""
"2 Wichtig","2006","Realschule","maennlich","","","",""
"2 Wichtig","2006","Realschule","weiblich","","","",""
"2 Wichtig","2006","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2006","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2006","AkademikerIn","maennlich","","","",""
"2 Wichtig","2006","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2006","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2006","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2006","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2006","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2006","Realschule","maennlich","","","",""
"3 Weniger wichtig","2006","Realschule","weiblich","","","",""
"3 Weniger wichtig","2006","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2006","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2006","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2006","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2006","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2006","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2006","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2006","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2006","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2006","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2006","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2006","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2006","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2006","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2007","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","2007","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","2007","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","2007","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","2007","Realschule","maennlich","","","",""
"1 Sehr wichtig","2007","Realschule","weiblich","","","",""
"1 Sehr wichtig","2007","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","2007","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","2007","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","2007","AkademikerIn","weiblich","","","",""
"2 Wichtig","2007","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","2007","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","2007","Hauptschule","maennlich","","","",""
"2 Wichtig","2007","Hauptschule","weiblich","","","",""
"2 Wichtig","2007","Realschule","maennlich","","","",""
"2 Wichtig","2007","Realschule","weiblich","","","",""
"2 Wichtig","2007","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","2007","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","2007","AkademikerIn","maennlich","","","",""
"2 Wichtig","2007","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","2007","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","2007","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","2007","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","2007","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","2007","Realschule","maennlich","","","",""
"3 Weniger wichtig","2007","Realschule","weiblich","","","",""
"3 Weniger wichtig","2007","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","2007","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","2007","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","2007","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","2007","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","2007","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","2007","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","2007","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","2007","Realschule","maennlich","","","",""
"4 Ganz unwichtig","2007","Realschule","weiblich","","","",""
"4 Ganz unwichtig","2007","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","2007","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","2007","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","2007","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","2008","(noch) kein Abschluss","maennlich","38","0.175988643392937","0.128689057571167","0.223288229214707"
"1 Sehr wichtig","2008","(noch) kein Abschluss","weiblich","34","0.112189582214076","0.0759287322116311","0.148450432216521"
"1 Sehr wichtig","2008","Hauptschule","maennlich","808","0.233560022828702","0.219038538156644","0.248081507500759"
"1 Sehr wichtig","2008","Hauptschule","weiblich","678","0.179669553802403","0.166886690890106","0.1924524167147"
"1 Sehr wichtig","2008","Realschule","maennlich","491","0.204429983932129","0.187422787958892","0.221437179905365"
"1 Sehr wichtig","2008","Realschule","weiblich","538","0.15796092544704","0.144768913900268","0.171152936993813"
"1 Sehr wichtig","2008","(Fach-)Abitur","maennlich","178","","",""
"1 Sehr wichtig","2008","(Fach-)Abitur","weiblich","215","","",""
"1 Sehr wichtig","2008","AkademikerIn","maennlich","536","0.199776831478772","0.183368532176102","0.216185130781442"
"1 Sehr wichtig","2008","AkademikerIn","weiblich","322","0.138173832453821","0.122616328181973","0.153731336725669"
"2 Wichtig","2008","(noch) kein Abschluss","maennlich","81","0.332168961076189","0.273668236990792","0.390669685161587"
"2 Wichtig","2008","(noch) kein Abschluss","weiblich","96","0.286099883915356","0.234174566070963","0.338025201759748"
"2 Wichtig","2008","Hauptschule","maennlich","1090","","",""
"2 Wichtig","2008","Hauptschule","weiblich","1117","","",""
"2 Wichtig","2008","Realschule","maennlich","751","0.328990886544976","0.309176649304708","0.348805123785245"
"2 Wichtig","2008","Realschule","weiblich","1019","","",""
"2 Wichtig","2008","(Fach-)Abitur","maennlich","322","0.297346631092355","0.268522142852896","0.326171119331813"
"2 Wichtig","2008","(Fach-)Abitur","weiblich","407","0.32894105403492","0.302369560722428","0.355512547347412"
"2 Wichtig","2008","AkademikerIn","maennlich","875","0.359311388293782","0.339621446071956","0.379001330515607"
"2 Wichtig","2008","AkademikerIn","weiblich","679","0.306534304200491","0.285748385619449","0.327320222781532"
"3 Weniger wichtig","2008","(noch) kein Abschluss","maennlich","94","0.361236301092731","0.301572045792452","0.420900556393009"
"3 Weniger wichtig","2008","(noch) kein Abschluss","weiblich","110","","",""
"3 Weniger wichtig","2008","Hauptschule","maennlich","833","0.268079230827617","0.252875985222735","0.283282476432499"
"3 Weniger wichtig","2008","Hauptschule","weiblich","901","0.266583757563154","0.251861019821891","0.281306495304418"
"3 Weniger wichtig","2008","Realschule","maennlich","652","0.313643588011192","0.294077037436363","0.333210138586021"
"3 Weniger wichtig","2008","Realschule","weiblich","966","0.343333813678311","0.326158658047047","0.360508969309576"
"3 Weniger wichtig","2008","(Fach-)Abitur","maennlich","351","0.384210238232572","0.353536957703984","0.414883518761161"
"3 Weniger wichtig","2008","(Fach-)Abitur","weiblich","424","0.363229332058962","0.336029979379254","0.390428684738671"
"3 Weniger wichtig","2008","AkademikerIn","maennlich","613","0.310552190580413","0.291563131534437","0.329541249626389"
"3 Weniger wichtig","2008","AkademikerIn","weiblich","615","0.363148412405865","0.341467458717342","0.384829366094388"
"4 Ganz unwichtig","2008","(noch) kein Abschluss","maennlich","36","0.130606094438143","0.0887519532886173","0.172460235587668"
"4 Ganz unwichtig","2008","(noch) kein Abschluss","weiblich","51","0.233149169103224","0.184567326928408","0.281731011278039"
"4 Ganz unwichtig","2008","Hauptschule","maennlich","530","0.180549873958718","0.167348092183966","0.19375165573347"
"4 Ganz unwichtig","2008","Hauptschule","weiblich","769","0.25439662588899","0.239895354601672","0.268897897176308"
"4 Ganz unwichtig","2008","Realschule","maennlich","266","","",""
"4 Ganz unwichtig","2008","Realschule","weiblich","413","0.161072953197099","0.147776265326391","0.174369641067808"
"4 Ganz unwichtig","2008","(Fach-)Abitur","maennlich","115","","",""
"4 Ganz unwichtig","2008","(Fach-)Abitur","weiblich","155","","",""
"4 Ganz unwichtig","2008","AkademikerIn","maennlich","257","","",""
