year,bula_h,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1996,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
1996,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
1996,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
1996,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1996,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1996,Hesse,Single-person household,,,,,,,,,,,,
1996,Hesse,Couple without children,,,,,,,,,,,,
1996,Hesse,Single parent,,,,,,,,,,,,
1996,Hesse,Couple with children,,,,,,,,,,,,
1996,Hesse,Multi-generational household,,,,,,,,,,,,
1996,Hesse,Other Combinations,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1996,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1996,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1996,Bavaria,Single-person household,,,,,,,,,,,,
1996,Bavaria,Couple without children,,,,,,,,,,,,
1996,Bavaria,Single parent,,,,,,,,,,,,
1996,Bavaria,Couple with children,,,,,,,,,,,,
1996,Bavaria,Multi-generational household,,,,,,,,,,,,
1996,Bavaria,Other Combinations,,,,,,,,,,,,
1996,Berlin,Single-person household,,,,,,,,,,,,
1996,Berlin,Couple without children,,,,,,,,,,,,
1996,Berlin,Single parent,,,,,,,,,,,,
1996,Berlin,Couple with children,,,,,,,,,,,,
1996,Berlin,Multi-generational household,,,,,,,,,,,,
1996,Berlin,Other Combinations,,,,,,,,,,,,
1996,Brandenburg,Single-person household,,,,,,,,,,,,
1996,Brandenburg,Couple without children,,,,,,,,,,,,
1996,Brandenburg,Single parent,,,,,,,,,,,,
1996,Brandenburg,Couple with children,,,,,,,,,,,,
1996,Brandenburg,Multi-generational household,,,,,,,,,,,,
1996,Brandenburg,Other Combinations,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1996,Saxony,Single-person household,,,,,,,,,,,,
1996,Saxony,Couple without children,,,,,,,,,,,,
1996,Saxony,Single parent,,,,,,,,,,,,
1996,Saxony,Couple with children,,,,,,,,,,,,
1996,Saxony,Multi-generational household,,,,,,,,,,,,
1996,Saxony,Other Combinations,,,,,,,,,,,,
1996,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
1996,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
1996,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1996,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
1996,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1996,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1996,Thuringa,Single-person household,,,,,,,,,,,,
1996,Thuringa,Couple without children,,,,,,,,,,,,
1996,Thuringa,Single parent,,,,,,,,,,,,
1996,Thuringa,Couple with children,,,,,,,,,,,,
1996,Thuringa,Multi-generational household,,,,,,,,,,,,
1996,Thuringa,Other Combinations,,,,,,,,,,,,
1997,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1997,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1997,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1997,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1997,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1997,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1997,Hamburg,Single-person household,,,,,,,,,,,,
1997,Hamburg,Couple without children,,,,,,,,,,,,
1997,Hamburg,Single parent,,,,,,,,,,,,
1997,Hamburg,Couple with children,,,,,,,,,,,,
1997,Hamburg,Multi-generational household,,,,,,,,,,,,
1997,Hamburg,Other Combinations,,,,,,,,,,,,
1997,Lower Saxony,Single-person household,,,,,,,,,,,,
1997,Lower Saxony,Couple without children,,,,,,,,,,,,
1997,Lower Saxony,Single parent,,,,,,,,,,,,
1997,Lower Saxony,Couple with children,,,,,,,,,,,,
1997,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1997,Lower Saxony,Other Combinations,,,,,,,,,,,,
1997,Bremen,Single-person household,,,,,,,,,,,,
1997,Bremen,Couple without children,,,,,,,,,,,,
1997,Bremen,Single parent,,,,,,,,,,,,
1997,Bremen,Couple with children,,,,,,,,,,,,
1997,Bremen,Other Combinations,,,,,,,,,,,,
1997,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
1997,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
1997,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
1997,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
1997,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1997,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1997,Hesse,Single-person household,,,,,,,,,,,,
1997,Hesse,Couple without children,,,,,,,,,,,,
1997,Hesse,Single parent,,,,,,,,,,,,
1997,Hesse,Couple with children,,,,,,,,,,,,
1997,Hesse,Multi-generational household,,,,,,,,,,,,
1997,Hesse,Other Combinations,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1997,Bavaria,Single-person household,,,,,,,,,,,,
1997,Bavaria,Couple without children,,,,,,,,,,,,
1997,Bavaria,Single parent,,,,,,,,,,,,
1997,Bavaria,Couple with children,,,,,,,,,,,,
1997,Bavaria,Multi-generational household,,,,,,,,,,,,
1997,Bavaria,Other Combinations,,,,,,,,,,,,
1997,Berlin,Single-person household,,,,,,,,,,,,
1997,Berlin,Couple without children,,,,,,,,,,,,
1997,Berlin,Single parent,,,,,,,,,,,,
1997,Berlin,Couple with children,,,,,,,,,,,,
1997,Berlin,Multi-generational household,,,,,,,,,,,,
1997,Berlin,Other Combinations,,,,,,,,,,,,
1997,Brandenburg,Single-person household,,,,,,,,,,,,
1997,Brandenburg,Couple without children,,,,,,,,,,,,
1997,Brandenburg,Single parent,,,,,,,,,,,,
1997,Brandenburg,Couple with children,,,,,,,,,,,,
1997,Brandenburg,Multi-generational household,,,,,,,,,,,,
1997,Brandenburg,Other Combinations,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1997,Saxony,Single-person household,,,,,,,,,,,,
1997,Saxony,Couple without children,,,,,,,,,,,,
1997,Saxony,Single parent,,,,,,,,,,,,
1997,Saxony,Couple with children,,,,,,,,,,,,
1997,Saxony,Multi-generational household,,,,,,,,,,,,
1997,Saxony,Other Combinations,,,,,,,,,,,,
1997,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
1997,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
1997,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1997,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
1997,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1997,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1997,Thuringa,Single-person household,,,,,,,,,,,,
1997,Thuringa,Couple without children,,,,,,,,,,,,
1997,Thuringa,Single parent,,,,,,,,,,,,
1997,Thuringa,Couple with children,,,,,,,,,,,,
1997,Thuringa,Multi-generational household,,,,,,,,,,,,
1997,Thuringa,Other Combinations,,,,,,,,,,,,
1998,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1998,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1998,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1998,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1998,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1998,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1998,Hamburg,Single-person household,,,,,,,,,,,,
1998,Hamburg,Couple without children,,,,,,,,,,,,
1998,Hamburg,Single parent,,,,,,,,,,,,
1998,Hamburg,Couple with children,,,,,,,,,,,,
1998,Hamburg,Multi-generational household,,,,,,,,,,,,
1998,Hamburg,Other Combinations,,,,,,,,,,,,
1998,Lower Saxony,Single-person household,,,,,,,,,,,,
1998,Lower Saxony,Couple without children,,,,,,,,,,,,
1998,Lower Saxony,Single parent,,,,,,,,,,,,
1998,Lower Saxony,Couple with children,,,,,,,,,,,,
1998,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1998,Lower Saxony,Other Combinations,,,,,,,,,,,,
1998,Bremen,Single-person household,,,,,,,,,,,,
1998,Bremen,Couple without children,,,,,,,,,,,,
1998,Bremen,Single parent,,,,,,,,,,,,
1998,Bremen,Couple with children,,,,,,,,,,,,
1998,Bremen,Other Combinations,,,,,,,,,,,,
1998,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
1998,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
1998,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
1998,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
1998,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1998,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1998,Hesse,Single-person household,,,,,,,,,,,,
1998,Hesse,Couple without children,,,,,,,,,,,,
1998,Hesse,Single parent,,,,,,,,,,,,
1998,Hesse,Couple with children,,,,,,,,,,,,
1998,Hesse,Multi-generational household,,,,,,,,,,,,
1998,Hesse,Other Combinations,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1998,Bavaria,Single-person household,,,,,,,,,,,,
1998,Bavaria,Couple without children,,,,,,,,,,,,
1998,Bavaria,Single parent,,,,,,,,,,,,
1998,Bavaria,Couple with children,,,,,,,,,,,,
1998,Bavaria,Multi-generational household,,,,,,,,,,,,
1998,Bavaria,Other Combinations,,,,,,,,,,,,
1998,Berlin,Single-person household,,,,,,,,,,,,
1998,Berlin,Couple without children,,,,,,,,,,,,
1998,Berlin,Single parent,,,,,,,,,,,,
1998,Berlin,Couple with children,,,,,,,,,,,,
1998,Berlin,Multi-generational household,,,,,,,,,,,,
1998,Berlin,Other Combinations,,,,,,,,,,,,
1998,Brandenburg,Single-person household,,,,,,,,,,,,
1998,Brandenburg,Couple without children,,,,,,,,,,,,
1998,Brandenburg,Single parent,,,,,,,,,,,,
1998,Brandenburg,Couple with children,,,,,,,,,,,,
1998,Brandenburg,Multi-generational household,,,,,,,,,,,,
1998,Brandenburg,Other Combinations,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1998,Saxony,Single-person household,,,,,,,,,,,,
1998,Saxony,Couple without children,,,,,,,,,,,,
1998,Saxony,Single parent,,,,,,,,,,,,
1998,Saxony,Couple with children,,,,,,,,,,,,
1998,Saxony,Multi-generational household,,,,,,,,,,,,
1998,Saxony,Other Combinations,,,,,,,,,,,,
1998,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
1998,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
1998,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1998,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
1998,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1998,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1998,Thuringa,Single-person household,,,,,,,,,,,,
1998,Thuringa,Couple without children,,,,,,,,,,,,
1998,Thuringa,Single parent,,,,,,,,,,,,
1998,Thuringa,Couple with children,,,,,,,,,,,,
1998,Thuringa,Multi-generational household,,,,,,,,,,,,
1998,Thuringa,Other Combinations,,,,,,,,,,,,
1999,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1999,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1999,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1999,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1999,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1999,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1999,Hamburg,Single-person household,,,,,,,,,,,,
1999,Hamburg,Couple without children,,,,,,,,,,,,
1999,Hamburg,Single parent,,,,,,,,,,,,
1999,Hamburg,Couple with children,,,,,,,,,,,,
1999,Hamburg,Multi-generational household,,,,,,,,,,,,
1999,Lower Saxony,Single-person household,,,,,,,,,,,,
1999,Lower Saxony,Couple without children,,,,,,,,,,,,
1999,Lower Saxony,Single parent,,,,,,,,,,,,
1999,Lower Saxony,Couple with children,,,,,,,,,,,,
1999,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1999,Lower Saxony,Other Combinations,,,,,,,,,,,,
1999,Bremen,Single-person household,,,,,,,,,,,,
1999,Bremen,Couple without children,,,,,,,,,,,,
1999,Bremen,Single parent,,,,,,,,,,,,
1999,Bremen,Couple with children,,,,,,,,,,,,
1999,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
1999,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
1999,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
1999,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
1999,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1999,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1999,Hesse,Single-person household,,,,,,,,,,,,
1999,Hesse,Couple without children,,,,,,,,,,,,
1999,Hesse,Single parent,,,,,,,,,,,,
1999,Hesse,Couple with children,,,,,,,,,,,,
1999,Hesse,Multi-generational household,,,,,,,,,,,,
1999,Hesse,Other Combinations,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1999,Bavaria,Single-person household,,,,,,,,,,,,
1999,Bavaria,Couple without children,,,,,,,,,,,,
1999,Bavaria,Single parent,,,,,,,,,,,,
1999,Bavaria,Couple with children,,,,,,,,,,,,
1999,Bavaria,Multi-generational household,,,,,,,,,,,,
1999,Bavaria,Other Combinations,,,,,,,,,,,,
1999,Berlin,Single-person household,,,,,,,,,,,,
1999,Berlin,Couple without children,,,,,,,,,,,,
1999,Berlin,Single parent,,,,,,,,,,,,
1999,Berlin,Couple with children,,,,,,,,,,,,
1999,Berlin,Multi-generational household,,,,,,,,,,,,
1999,Berlin,Other Combinations,,,,,,,,,,,,
1999,Brandenburg,Single-person household,,,,,,,,,,,,
1999,Brandenburg,Couple without children,,,,,,,,,,,,
1999,Brandenburg,Single parent,,,,,,,,,,,,
1999,Brandenburg,Couple with children,,,,,,,,,,,,
1999,Brandenburg,Multi-generational household,,,,,,,,,,,,
1999,Brandenburg,Other Combinations,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1999,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1999,Saxony,Single-person household,,,,,,,,,,,,
1999,Saxony,Couple without children,,,,,,,,,,,,
1999,Saxony,Single parent,,,,,,,,,,,,
1999,Saxony,Couple with children,,,,,,,,,,,,
1999,Saxony,Multi-generational household,,,,,,,,,,,,
1999,Saxony,Other Combinations,,,,,,,,,,,,
1999,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
1999,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
1999,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1999,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
1999,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1999,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1999,Thuringa,Single-person household,,,,,,,,,,,,
1999,Thuringa,Couple without children,,,,,,,,,,,,
1999,Thuringa,Single parent,,,,,,,,,,,,
1999,Thuringa,Couple with children,,,,,,,,,,,,
1999,Thuringa,Multi-generational household,,,,,,,,,,,,
1999,Thuringa,Other Combinations,,,,,,,,,,,,
2000,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2000,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2000,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2000,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2000,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2000,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
2000,Hamburg,Single-person household,,,,,,,,,,,,
2000,Hamburg,Couple without children,,,,,,,,,,,,
2000,Hamburg,Single parent,,,,,,,,,,,,
2000,Hamburg,Couple with children,,,,,,,,,,,,
2000,Hamburg,Other Combinations,,,,,,,,,,,,
2000,Lower Saxony,Single-person household,,,,,,,,,,,,
2000,Lower Saxony,Couple without children,,,,,,,,,,,,
2000,Lower Saxony,Single parent,,,,,,,,,,,,
2000,Lower Saxony,Couple with children,,,,,,,,,,,,
2000,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2000,Lower Saxony,Other Combinations,,,,,,,,,,,,
2000,Bremen,Single-person household,,,,,,,,,,,,
2000,Bremen,Couple without children,,,,,,,,,,,,
2000,Bremen,Single parent,,,,,,,,,,,,
2000,Bremen,Couple with children,,,,,,,,,,,,
2000,Bremen,Other Combinations,,,,,,,,,,,,
2000,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2000,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2000,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2000,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2000,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2000,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2000,Hesse,Single-person household,,,,,,,,,,,,
2000,Hesse,Couple without children,,,,,,,,,,,,
2000,Hesse,Single parent,,,,,,,,,,,,
2000,Hesse,Couple with children,,,,,,,,,,,,
2000,Hesse,Multi-generational household,,,,,,,,,,,,
2000,Hesse,Other Combinations,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2000,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2000,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2000,Bavaria,Single-person household,,,,,,,,,,,,
2000,Bavaria,Couple without children,,,,,,,,,,,,
2000,Bavaria,Single parent,,,,,,,,,,,,
2000,Bavaria,Couple with children,,,,,,,,,,,,
2000,Bavaria,Multi-generational household,,,,,,,,,,,,
2000,Bavaria,Other Combinations,,,,,,,,,,,,
2000,Berlin,Single-person household,,,,,,,,,,,,
2000,Berlin,Couple without children,,,,,,,,,,,,
2000,Berlin,Single parent,,,,,,,,,,,,
2000,Berlin,Couple with children,,,,,,,,,,,,
2000,Berlin,Multi-generational household,,,,,,,,,,,,
2000,Berlin,Other Combinations,,,,,,,,,,,,
2000,Brandenburg,Single-person household,,,,,,,,,,,,
2000,Brandenburg,Couple without children,,,,,,,,,,,,
2000,Brandenburg,Single parent,,,,,,,,,,,,
2000,Brandenburg,Couple with children,,,,,,,,,,,,
2000,Brandenburg,Multi-generational household,,,,,,,,,,,,
2000,Brandenburg,Other Combinations,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2000,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2000,Saxony,Single-person household,,,,,,,,,,,,
2000,Saxony,Couple without children,,,,,,,,,,,,
2000,Saxony,Single parent,,,,,,,,,,,,
2000,Saxony,Couple with children,,,,,,,,,,,,
2000,Saxony,Multi-generational household,,,,,,,,,,,,
2000,Saxony,Other Combinations,,,,,,,,,,,,
2000,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2000,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2000,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2000,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2000,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2000,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2000,Thuringa,Single-person household,,,,,,,,,,,,
2000,Thuringa,Couple without children,,,,,,,,,,,,
2000,Thuringa,Single parent,,,,,,,,,,,,
2000,Thuringa,Couple with children,,,,,,,,,,,,
2000,Thuringa,Multi-generational household,,,,,,,,,,,,
2000,Thuringa,Other Combinations,,,,,,,,,,,,
2001,Schleswig-Holstein,Single-person household,94,2.8951079434776172,2.5460136967039784,3.167296893692008,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2001,Schleswig-Holstein,Couple without children,128,3.486649915888547,3.2222349135069597,3.774428155371808,2.0,4.0,4.0,1.0,7.0,4.0,4.0,5.0
2001,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2001,Schleswig-Holstein,Couple with children,113,3.513504975244828,3.2624221515348215,3.8189517892107134,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2001,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2001,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
2001,Hamburg,Single-person household,88,3.7048415759740676,3.4180186956217646,4.0166954224070155,3.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2001,Hamburg,Couple without children,42,4.311222025641392,3.8869185457594604,4.721902819591234,3.3867028183622296,4.0,5.0,2.0,7.0,4.0,3.0,4.0
2001,Hamburg,Single parent,,,,,,,,,,,,
2001,Hamburg,Couple with children,38,4.556780787958502,3.9608145402602464,5.083402273363747,3.0,5.0,6.0,1.0,7.0,5.0,5.0,6.0
2001,Hamburg,Other Combinations,,,,,,,,,,,,
2001,Lower Saxony,Single-person household,200,3.2353901394536972,3.0460746628634285,3.520240831365882,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0249999999999995
2001,Lower Saxony,Couple without children,311,3.6694766708539,3.4827083947756146,3.834920233249503,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2001,Lower Saxony,Single parent,52,3.2874801052840303,2.7926308726600917,3.8016190638842757,2.0,3.0,4.376942530819442,1.0,7.0,3.0,3.0,4.0
2001,Lower Saxony,Couple with children,364,3.6895858294623256,3.472648278784234,3.8403799070564375,2.0,4.0,5.0,1.0,7.0,4.0,4.0,5.0
2001,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2001,Lower Saxony,Other Combinations,,,,,,,,,,,,
2001,Bremen,Single-person household,40,2.8604600728629603,2.2538894518954056,3.34860059002339,1.4609135572863652,3.0,4.0,1.0,6.0,3.0,3.0,4.0
2001,Bremen,Couple without children,,,,,,,,,,,,
2001,Bremen,Single parent,,,,,,,,,,,,
2001,Bremen,Couple with children,,,,,,,,,,,,
2001,Bremen,Other Combinations,,,,,,,,,,,,
