"pli0083","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1997","AkademikerIn","Westdeutschland","","","",""
"Seltener","1997","AkademikerIn","Ostdeutschland","","","",""
"Nie","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1997","Hauptschule","Westdeutschland","","","",""
"Nie","1997","Hauptschule","Ostdeutschland","","","",""
"Nie","1997","Realschule","Westdeutschland","","","",""
"Nie","1997","Realschule","Ostdeutschland","","","",""
"Nie","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1997","AkademikerIn","Westdeutschland","","","",""
"Nie","1997","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1998","(noch) kein Abschluss","Westdeutschland","615","0.872487689740113","0.847600305278841","0.897375074201385"
"Taeglich","1998","(noch) kein Abschluss","Ostdeutschland","120","","",""
"Taeglich","1998","Hauptschule","Westdeutschland","4473","0.89787009440864","0.889458005320524","0.906282183496756"
"Taeglich","1998","Hauptschule","Ostdeutschland","1110","","",""
"Taeglich","1998","Realschule","Westdeutschland","1634","","",""
"Taeglich","1998","Realschule","Ostdeutschland","1219","","",""
"Taeglich","1998","(Fach-)Abitur","Westdeutschland","714","0.702651968949319","0.673960786281718","0.73134315161692"
"Taeglich","1998","(Fach-)Abitur","Ostdeutschland","135","","",""
"Taeglich","1998","AkademikerIn","Westdeutschland","776","0.709179425389743","0.682329698492563","0.736029152286924"
"Taeglich","1998","AkademikerIn","Ostdeutschland","718","0.836770448595457","0.812113163660511","0.861427733530403"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Westdeutschland","52","0.0968903960860269","0.0748187795811757","0.118962012590878"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Ostdeutschland","8","0.0892689172179922","0.0402547500184184","0.138283084417566"
"Min 1x pro Woche","1998","Hauptschule","Westdeutschland","319","0.0605500043480987","0.0539245667397225","0.0671754419564749"
"Min 1x pro Woche","1998","Hauptschule","Ostdeutschland","42","0.0311903392596578","0.0212552056975023","0.0411254728218134"
"Min 1x pro Woche","1998","Realschule","Westdeutschland","250","","",""
"Min 1x pro Woche","1998","Realschule","Ostdeutschland","117","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","Westdeutschland","195","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","Ostdeutschland","28","","",""
"Min 1x pro Woche","1998","AkademikerIn","Westdeutschland","247","","",""
"Min 1x pro Woche","1998","AkademikerIn","Ostdeutschland","104","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Westdeutschland","6","0.00939509082797351","0.00219688476362274","0.0165932968923243"
"Min 1x pro Monat","1998","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1998","Hauptschule","Westdeutschland","36","0.00811598068687259","0.0056235585840048","0.0106084027897404"
"Min 1x pro Monat","1998","Hauptschule","Ostdeutschland","8","0.00803568772753281","0.00293294138838001","0.0131384340666856"
"Min 1x pro Monat","1998","Realschule","Westdeutschland","23","","",""
"Min 1x pro Monat","1998","Realschule","Ostdeutschland","8","0.0053639320868825","0.0015323413112707","0.0091955228624943"
"Min 1x pro Monat","1998","(Fach-)Abitur","Westdeutschland","15","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Ostdeutschland","1","","",""
"Min 1x pro Monat","1998","AkademikerIn","Westdeutschland","21","","",""
"Min 1x pro Monat","1998","AkademikerIn","Ostdeutschland","10","","",""
"Seltener","1998","(noch) kein Abschluss","Westdeutschland","12","","",""
"Seltener","1998","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","1998","Hauptschule","Westdeutschland","104","","",""
"Seltener","1998","Hauptschule","Ostdeutschland","12","","",""
"Seltener","1998","Realschule","Westdeutschland","54","0.027287107841235","0.0201128506309972","0.0344613650514729"
"Seltener","1998","Realschule","Ostdeutschland","43","0.0282902440137231","0.019592792624343","0.0369876954031032"
"Seltener","1998","(Fach-)Abitur","Westdeutschland","34","0.0404915997928208","0.0281192371314246","0.0528639624542171"
"Seltener","1998","(Fach-)Abitur","Ostdeutschland","3","","",""
"Seltener","1998","AkademikerIn","Westdeutschland","34","0.0285333455487612","0.0186900722884133","0.038376618809109"
"Seltener","1998","AkademikerIn","Ostdeutschland","24","","",""
"Nie","1998","(noch) kein Abschluss","Westdeutschland","5","0.00370317364662185","-0.000828983475324807","0.0082353307685685"
"Nie","1998","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1998","Hauptschule","Westdeutschland","46","0.0108684245600774","0.0079881693202165","0.0137486797999383"
"Nie","1998","Hauptschule","Ostdeutschland","4","0.00526566023703561","0.00112924240140273","0.00940207807266849"
"Nie","1998","Realschule","Westdeutschland","20","","",""
"Nie","1998","Realschule","Ostdeutschland","9","0.00696179301695002","0.00260016208113639","0.0113234239527636"
"Nie","1998","(Fach-)Abitur","Westdeutschland","17","","",""
"Nie","1998","(Fach-)Abitur","Ostdeutschland","1","","",""
"Nie","1998","AkademikerIn","Westdeutschland","21","","",""
"Nie","1998","AkademikerIn","Ostdeutschland","7","0.0107680934644864","0.00388218636467946","0.0176540005642933"
"Taeglich","1999","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1999","Hauptschule","Westdeutschland","","","",""
"Taeglich","1999","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1999","Realschule","Westdeutschland","","","",""
"Taeglich","1999","Realschule","Ostdeutschland","","","",""
"Taeglich","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1999","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1999","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1999","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1999","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1999","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1999","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1999","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1999","Hauptschule","Westdeutschland","","","",""
"Seltener","1999","Hauptschule","Ostdeutschland","","","",""
"Seltener","1999","Realschule","Westdeutschland","","","",""
"Seltener","1999","Realschule","Ostdeutschland","","","",""
"Seltener","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1999","AkademikerIn","Westdeutschland","","","",""
"Seltener","1999","AkademikerIn","Ostdeutschland","","","",""
"Nie","1999","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1999","Hauptschule","Westdeutschland","","","",""
"Nie","1999","Hauptschule","Ostdeutschland","","","",""
"Nie","1999","Realschule","Westdeutschland","","","",""
"Nie","1999","Realschule","Ostdeutschland","","","",""
"Nie","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1999","AkademikerIn","Westdeutschland","","","",""
"Nie","1999","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2000","Hauptschule","Westdeutschland","","","",""
"Taeglich","2000","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2000","Realschule","Westdeutschland","","","",""
"Taeglich","2000","Realschule","Ostdeutschland","","","",""
"Taeglich","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2000","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2000","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2000","Hauptschule","Westdeutschland","","","",""
"Seltener","2000","Hauptschule","Ostdeutschland","","","",""
"Seltener","2000","Realschule","Westdeutschland","","","",""
"Seltener","2000","Realschule","Ostdeutschland","","","",""
"Seltener","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2000","AkademikerIn","Westdeutschland","","","",""
"Seltener","2000","AkademikerIn","Ostdeutschland","","","",""
"Nie","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2000","Hauptschule","Westdeutschland","","","",""
"Nie","2000","Hauptschule","Ostdeutschland","","","",""
"Nie","2000","Realschule","Westdeutschland","","","",""
"Nie","2000","Realschule","Ostdeutschland","","","",""
"Nie","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2000","AkademikerIn","Westdeutschland","","","",""
"Nie","2000","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2001","Hauptschule","Westdeutschland","","","",""
"Taeglich","2001","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2001","Realschule","Westdeutschland","","","",""
"Taeglich","2001","Realschule","Ostdeutschland","","","",""
"Taeglich","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2001","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2001","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2001","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2001","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2001","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2001","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2001","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2001","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2001","Hauptschule","Westdeutschland","","","",""
"Seltener","2001","Hauptschule","Ostdeutschland","","","",""
"Seltener","2001","Realschule","Westdeutschland","","","",""
"Seltener","2001","Realschule","Ostdeutschland","","","",""
"Seltener","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2001","AkademikerIn","Westdeutschland","","","",""
"Seltener","2001","AkademikerIn","Ostdeutschland","","","",""
"Nie","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2001","Hauptschule","Westdeutschland","","","",""
"Nie","2001","Hauptschule","Ostdeutschland","","","",""
"Nie","2001","Realschule","Westdeutschland","","","",""
"Nie","2001","Realschule","Ostdeutschland","","","",""
"Nie","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2001","AkademikerIn","Westdeutschland","","","",""
"Nie","2001","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2002","Hauptschule","Westdeutschland","","","",""
"Taeglich","2002","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2002","Realschule","Westdeutschland","","","",""
"Taeglich","2002","Realschule","Ostdeutschland","","","",""
"Taeglich","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2002","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2002","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2002","Hauptschule","Westdeutschland","","","",""
"Seltener","2002","Hauptschule","Ostdeutschland","","","",""
"Seltener","2002","Realschule","Westdeutschland","","","",""
"Seltener","2002","Realschule","Ostdeutschland","","","",""
"Seltener","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2002","AkademikerIn","Westdeutschland","","","",""
"Seltener","2002","AkademikerIn","Ostdeutschland","","","",""
"Nie","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2002","Hauptschule","Westdeutschland","","","",""
"Nie","2002","Hauptschule","Ostdeutschland","","","",""
"Nie","2002","Realschule","Westdeutschland","","","",""
"Nie","2002","Realschule","Ostdeutschland","","","",""
"Nie","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2002","AkademikerIn","Westdeutschland","","","",""
"Nie","2002","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2003","(noch) kein Abschluss","Westdeutschland","607","0.847813914438802","0.821373837372041","0.874253991505562"
"Taeglich","2003","(noch) kein Abschluss","Ostdeutschland","157","","",""
"Taeglich","2003","Hauptschule","Westdeutschland","6384","0.913650430373577","0.907066768752483","0.92023409199467"
"Taeglich","2003","Hauptschule","Ostdeutschland","1366","","",""
"Taeglich","2003","Realschule","Westdeutschland","3227","0.857492953291264","0.846340238580974","0.868645668001555"
"Taeglich","2003","Realschule","Ostdeutschland","1759","","",""
"Taeglich","2003","(Fach-)Abitur","Westdeutschland","1618","","",""
"Taeglich","2003","(Fach-)Abitur","Ostdeutschland","280","","",""
"Taeglich","2003","AkademikerIn","Westdeutschland","2338","","",""
"Taeglich","2003","AkademikerIn","Ostdeutschland","1090","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","Westdeutschland","77","0.0994681317749003","0.0774380303245487","0.121498233225252"
"Min 1x pro Woche","2003","(noch) kein Abschluss","Ostdeutschland","20","","",""
"Min 1x pro Woche","2003","Hauptschule","Westdeutschland","392","0.0532968766197639","0.0480317943035319","0.0585619589359959"
"Min 1x pro Woche","2003","Hauptschule","Ostdeutschland","40","0.0209514424904194","0.0135386371476249","0.0283642478332139"
"Min 1x pro Woche","2003","Realschule","Westdeutschland","398","0.102354297578149","0.092683714455693","0.112024880700605"
"Min 1x pro Woche","2003","Realschule","Ostdeutschland","161","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","Westdeutschland","319","0.142402488526298","0.127226635147026","0.15757834190557"
"Min 1x pro Woche","2003","(Fach-)Abitur","Ostdeutschland","56","0.161180312255765","0.123612622765712","0.198748001745817"
"Min 1x pro Woche","2003","AkademikerIn","Westdeutschland","542","0.173088544850544","0.159657670777109","0.186519418923979"
"Min 1x pro Woche","2003","AkademikerIn","Ostdeutschland","147","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","Westdeutschland","2","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","Ostdeutschland","4","0.0257385663407013","0.00279544626171133","0.0486816864196913"
"Min 1x pro Monat","2003","Hauptschule","Westdeutschland","49","0.00793295618597837","0.00585356872679485","0.0100123436451619"
"Min 1x pro Monat","2003","Hauptschule","Ostdeutschland","7","0.00451903296909121","0.00104756829059758","0.00799049764758485"
"Min 1x pro Monat","2003","Realschule","Westdeutschland","42","0.011597192566167","0.00818140728738127","0.0150129778449527"
"Min 1x pro Monat","2003","Realschule","Ostdeutschland","19","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","Westdeutschland","28","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","Ostdeutschland","10","","",""
"Min 1x pro Monat","2003","AkademikerIn","Westdeutschland","36","0.012570368606217","0.00861517548325434","0.0165255617291797"
"Min 1x pro Monat","2003","AkademikerIn","Ostdeutschland","7","0.00433745703523248","0.000752708900560977","0.00792220516990398"
"Seltener","2003","(noch) kein Abschluss","Westdeutschland","15","","",""
"Seltener","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Seltener","2003","Hauptschule","Westdeutschland","74","0.0104485149116177","0.00806513177567225","0.0128318980475631"
"Seltener","2003","Hauptschule","Ostdeutschland","11","","",""
"Seltener","2003","Realschule","Westdeutschland","68","0.0176654826075722","0.0134626741390647","0.0218682910760798"
"Seltener","2003","Realschule","Ostdeutschland","35","0.0200775936855596","0.0139225900244202","0.026232597346699"
"Seltener","2003","(Fach-)Abitur","Westdeutschland","54","0.0229637913019721","0.0164590549046214","0.0294685276993229"
"Seltener","2003","(Fach-)Abitur","Ostdeutschland","18","","",""
"Seltener","2003","AkademikerIn","Westdeutschland","78","0.0259745123689933","0.0203277505191141","0.0316212742188726"
"Seltener","2003","AkademikerIn","Ostdeutschland","35","0.0242577762331446","0.0158655339754052","0.032650018490884"
"Nie","2003","(noch) kein Abschluss","Westdeutschland","8","0.0190256017578268","0.00896965394191522","0.0290815495737383"
"Nie","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Nie","2003","Hauptschule","Westdeutschland","93","0.0146712219090631","0.0118530264690979","0.0174894173490283"
"Nie","2003","Hauptschule","Ostdeutschland","10","","",""
"Nie","2003","Realschule","Westdeutschland","39","0.0108900739568474","0.00757887834558583","0.0142012695681089"
"Nie","2003","Realschule","Ostdeutschland","21","","",""
"Nie","2003","(Fach-)Abitur","Westdeutschland","18","","",""
"Nie","2003","(Fach-)Abitur","Ostdeutschland","4","0.0291304990021331","0.0119483067959885","0.0463126912082777"
"Nie","2003","AkademikerIn","Westdeutschland","54","0.0221084307764814","0.0168884978845471","0.0273283636684157"
"Nie","2003","AkademikerIn","Ostdeutschland","12","","",""
"Taeglich","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2004","Hauptschule","Westdeutschland","","","",""
"Taeglich","2004","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2004","Realschule","Westdeutschland","","","",""
"Taeglich","2004","Realschule","Ostdeutschland","","","",""
"Taeglich","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2004","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2004","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2004","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2004","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2004","Hauptschule","Westdeutschland","","","",""
"Seltener","2004","Hauptschule","Ostdeutschland","","","",""
"Seltener","2004","Realschule","Westdeutschland","","","",""
"Seltener","2004","Realschule","Ostdeutschland","","","",""
"Seltener","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2004","AkademikerIn","Westdeutschland","","","",""
"Seltener","2004","AkademikerIn","Ostdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2004","Hauptschule","Westdeutschland","","","",""
"Nie","2004","Hauptschule","Ostdeutschland","","","",""
"Nie","2004","Realschule","Westdeutschland","","","",""
"Nie","2004","Realschule","Ostdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2004","AkademikerIn","Westdeutschland","","","",""
"Nie","2004","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2005","Hauptschule","Westdeutschland","","","",""
"Taeglich","2005","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2005","Realschule","Westdeutschland","","","",""
"Taeglich","2005","Realschule","Ostdeutschland","","","",""
"Taeglich","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2005","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2005","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","(Fach-)Abitur","Westdeutschland","","","",""
