"m11104","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","maennlich","2259","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","weiblich","3012","0.582868495499545","0.569430310368896","0.596306680630195"
"Fast nie oder nie","1994","direkter Migrationshintergrund","maennlich","710","0.578636637497067","0.550617212482528","0.606656062511607"
"Fast nie oder nie","1994","direkter Migrationshintergrund","weiblich","857","0.701009171240442","0.674363151386229","0.727655191094656"
"Fast nie oder nie","1994","indirekter Migrationshintergrund","maennlich","40","0.167612086948491","0.120744917257803","0.214479256639179"
"Fast nie oder nie","1994","indirekter Migrationshintergrund","weiblich","85","0.33334375606167","0.273578844879688","0.393108667243652"
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1994","kein Migrationshintergrund","maennlich","946","0.201475885854637","0.189984280068961","0.212967491640313"
"Mehrmals im Jahr","1994","kein Migrationshintergrund","weiblich","859","0.148211473986594","0.138528123776071","0.157894824197116"
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","maennlich","207","","",""
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","weiblich","144","","",""
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","maennlich","47","0.256167122226418","0.201395884179647","0.310938360273189"
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","weiblich","71","0.331923714939042","0.272222755630152","0.391624674247932"
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","maennlich","332","0.0674150757231671","0.0602313809214789","0.0745987705248552"
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","weiblich","272","","",""
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","maennlich","78","0.0595978838088635","0.0461640464013158","0.0730317212164112"
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","weiblich","29","","",""
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","maennlich","35","0.118950076451466","0.0783304617549157","0.159569691148016"
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","weiblich","28","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","maennlich","1143","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","weiblich","1029","","",""
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","maennlich","198","","",""
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","weiblich","104","","",""
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","maennlich","122","","",""
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","weiblich","55","0.236348934649314","0.182488054494635","0.290209814803993"
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","maennlich","1701","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","weiblich","2282","","",""
"Fast nie oder nie","1995","direkter Migrationshintergrund","maennlich","781","0.507789303465488","0.481592003578595","0.533986603352382"
"Fast nie oder nie","1995","direkter Migrationshintergrund","weiblich","946","0.617097571324523","0.591244080865176","0.642951061783869"
"Fast nie oder nie","1995","indirekter Migrationshintergrund","maennlich","31","0.13138739211633","0.0895946236494589","0.173180160583201"
"Fast nie oder nie","1995","indirekter Migrationshintergrund","weiblich","90","0.355495813899889","0.296279503114058","0.414712124685719"
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","maennlich","1190","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","weiblich","1186","","",""
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","maennlich","249","","",""
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","weiblich","196","","",""
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","maennlich","55","0.219483344009122","0.168279436776101","0.270687251242143"
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","weiblich","52","0.2238127215075","0.172249876162762","0.275375566852239"
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","maennlich","420","0.0932871637037895","0.0849901287776937","0.101584198629885"
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","weiblich","339","0.0589498177242738","0.0525505972701256","0.0653490381784221"
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","maennlich","87","0.0594725590052698","0.0470793640298052","0.0718657539807343"
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","weiblich","49","0.0393954326753729","0.029048932558784","0.0497419327919618"
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","maennlich","29","","",""
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","weiblich","31","0.101785567275061","0.0643793023345636","0.139191832215558"
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","maennlich","1409","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","weiblich","1397","","",""
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","maennlich","282","","",""
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","weiblich","167","","",""
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","maennlich","136","","",""
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","weiblich","78","0.31890589731755","0.261249690691821","0.376562103943278"
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","maennlich","1966","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","weiblich","2650","","",""
"Fast nie oder nie","1996","direkter Migrationshintergrund","maennlich","770","0.553518186930418","0.526515285383694","0.580521088477141"
"Fast nie oder nie","1996","direkter Migrationshintergrund","weiblich","923","0.656599110698771","0.630585899973679","0.682612321423863"
"Fast nie oder nie","1996","indirekter Migrationshintergrund","maennlich","40","0.149774809088243","0.106971353484434","0.192578264692051"
"Fast nie oder nie","1996","indirekter Migrationshintergrund","weiblich","108","","",""
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","maennlich","1108","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","weiblich","1016","","",""
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","maennlich","227","","",""
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","weiblich","197","","",""
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","maennlich","72","0.239507837020091","0.188316120036882","0.2906995540033"
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","weiblich","73","0.254258088207911","0.202604745481905","0.305911430933917"
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","maennlich","377","0.078674339503105","0.0709625436799101","0.0863861353263"
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","weiblich","324","0.0601441103843689","0.053644404307165","0.0666438164615728"
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","maennlich","96","0.0751024506776862","0.0607866228163774","0.089418278538995"
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","weiblich","48","0.0543262852706489","0.041909225545998","0.0667433449952998"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","maennlich","37","0.122712830320662","0.0833570673934599","0.162068593247864"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","weiblich","35","0.130451393828096","0.0904994365120952","0.170403351144097"
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","maennlich","1231","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","weiblich","1150","","",""
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","maennlich","209","","",""
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","weiblich","112","","",""
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","maennlich","118","","",""
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","weiblich","57","0.244144554451819","0.193186872762637","0.295102236141001"
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","maennlich","2069","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","weiblich","2637","","",""
"Fast nie oder nie","1997","direkter Migrationshintergrund","maennlich","753","0.580482816010569","0.552971686777099","0.607993945244038"
"Fast nie oder nie","1997","direkter Migrationshintergrund","weiblich","914","0.694681816424067","0.668753991726895","0.720609641121238"
"Fast nie oder nie","1997","indirekter Migrationshintergrund","maennlich","35","0.135276086327111","0.0958441213465568","0.174708051307665"
"Fast nie oder nie","1997","indirekter Migrationshintergrund","weiblich","93","0.332174824022742","0.276201849167435","0.388147798878049"
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1997","kein Migrationshintergrund","maennlich","993","0.205715374577978","0.194068221195093","0.217362527960863"
"Mehrmals im Jahr","1997","kein Migrationshintergrund","weiblich","976","0.173401075197652","0.16296236711045","0.183839783284853"
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","maennlich","198","","",""
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","weiblich","161","","",""
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","maennlich","67","0.251623398837185","0.201592905889726","0.301653891784645"
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","weiblich","78","0.264477179399874","0.212062151992684","0.316892206807063"
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","maennlich","342","0.0670404217310572","0.0598343575813417","0.0742464858807727"
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","weiblich","249","","",""
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","maennlich","66","0.0666763393616438","0.0527691019790393","0.0805835767442483"
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","weiblich","36","0.0277738367204383","0.018522630284232","0.0370250431566447"
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","maennlich","42","0.150963095017899","0.109687071691189","0.19223911834461"
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","weiblich","22","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","maennlich","1223","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","weiblich","1191","","",""
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","maennlich","219","","",""
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","weiblich","101","","",""
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","maennlich","145","","",""
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","weiblich","79","0.342454409690453","0.286061051771376","0.39884776760953"
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","maennlich","1830","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","weiblich","2412","","",""
"Fast nie oder nie","1998","direkter Migrationshintergrund","maennlich","681","0.527804720375763","0.499594093750806","0.556015347000719"
"Fast nie oder nie","1998","direkter Migrationshintergrund","weiblich","817","0.635388069282845","0.607867074796771","0.662909063768919"
"Fast nie oder nie","1998","indirekter Migrationshintergrund","maennlich","49","0.122164255928012","0.0855325106451954","0.158796001210829"
"Fast nie oder nie","1998","indirekter Migrationshintergrund","weiblich","95","0.328342035634468","0.273916538824769","0.382767532444168"
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","maennlich","1350","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","weiblich","1282","","",""
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","maennlich","219","","",""
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","weiblich","189","","",""
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","maennlich","70","0.213643206329549","0.167793847318632","0.259492565340467"
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","weiblich","81","0.243342797917543","0.193612173972648","0.293073421862439"
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","maennlich","464","0.0845295583772379","0.0770593415799483","0.0919997751745275"
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","weiblich","439","0.0734345922555016","0.0667290127740603","0.0801401717369429"
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","maennlich","78","0.0702266743743375","0.0557870841105451","0.08466626463813"
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","weiblich","45","0.039687974423753","0.0285253886644239","0.050850560183082"
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","maennlich","44","0.148602310063444","0.1088137779486","0.188390842178289"
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","weiblich","32","0.119937664641066","0.0822846645044862","0.157590664777647"
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","maennlich","1683","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","weiblich","1680","","",""
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","maennlich","225","","",""
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","weiblich","124","","",""
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","maennlich","144","","",""
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","weiblich","78","0.308377501806922","0.254854437034716","0.361900566579129"
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","maennlich","2197","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","weiblich","2780","","",""
"Fast nie oder nie","1999","direkter Migrationshintergrund","maennlich","648","0.562020235823403","0.532674167786301","0.591366303860504"
"Fast nie oder nie","1999","direkter Migrationshintergrund","weiblich","798","0.68198906304375","0.654214582420794","0.709763543666707"
"Fast nie oder nie","1999","indirekter Migrationshintergrund","maennlich","45","0.137020040485938","0.0984286370781396","0.175611443893736"
"Fast nie oder nie","1999","indirekter Migrationshintergrund","weiblich","104","","",""
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","maennlich","1152","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","weiblich","1131","","",""
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","maennlich","186","","",""
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","weiblich","136","","",""
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","maennlich","81","0.260914601378339","0.211631880786211","0.310197321970466"
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","weiblich","89","0.271063439303901","0.220594950827943","0.321531927779859"
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","maennlich","383","0.0703277912110385","0.0633395442875658","0.0773160381345111"
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","weiblich","350","0.0574840107476238","0.05139415291673","0.0635738685785177"
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","maennlich","72","0.0695586677546524","0.0545110744150717","0.0846062610942331"
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","weiblich","39","0.0481702030489618","0.0353997854283107","0.0609406206696129"
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","maennlich","48","0.130077778384146","0.0923257805691579","0.167829776199133"
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","weiblich","27","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","maennlich","1411","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","weiblich","1351","","",""
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","maennlich","192","","",""
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","weiblich","107","","",""
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","maennlich","131","","",""
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","weiblich","78","0.272971685744704","0.222392198503044","0.323551172986365"
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2001","kein Migrationshintergrund","maennlich","3954","0.462173530809129","0.451661425347579","0.47268563627068"
"Fast nie oder nie","2001","kein Migrationshintergrund","weiblich","4714","0.523050241430812","0.512967715269125","0.533132767592499"
"Fast nie oder nie","2001","direkter Migrationshintergrund","maennlich","856","0.578280957898781","0.55260467786351","0.603957237934051"
"Fast nie oder nie","2001","direkter Migrationshintergrund","weiblich","1057","","",""
"Fast nie oder nie","2001","indirekter Migrationshintergrund","maennlich","100","","",""
"Fast nie oder nie","2001","indirekter Migrationshintergrund","weiblich","151","","",""
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","maennlich","1622","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","weiblich","1518","","",""
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","maennlich","200","","",""
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","weiblich","169","","",""
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","maennlich","71","0.210048722994872","0.168654780061215","0.251442665928529"
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","weiblich","95","0.240224522336872","0.197715263437376","0.282733781236368"
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","maennlich","620","0.0702898057748616","0.0648998393909671","0.0756797721587561"
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","weiblich","535","0.0539261265975433","0.0493665609225566","0.05848569227253"
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","maennlich","82","0.0711386802000415","0.0577733592273058","0.0845040011727772"
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","weiblich","60","0.0481224357526929","0.0371926647310489","0.0590522067743369"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","maennlich","38","0.0891665384001715","0.0602066380551297","0.118126438745213"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","weiblich","27","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","maennlich","2445","","",""
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","weiblich","2660","","",""
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","maennlich","283","","",""
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","weiblich","187","","",""
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","maennlich","163","","",""
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","weiblich","115","","",""
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
