"pli0093_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","1994","Baden-Wuerttemberg","maennlich","","","",""
"Nie","1994","Baden-Wuerttemberg","weiblich","","","",""
"Nie","1994","Bayern","maennlich","","","",""
"Nie","1994","Bayern","weiblich","","","",""
"Nie","1994","Saarland","maennlich","","","",""
"Nie","1994","Saarland","weiblich","","","",""
"Nie","1994","Berlin","maennlich","","","",""
"Nie","1994","Berlin","weiblich","","","",""
"Nie","1994","Brandenburg","maennlich","","","",""
"Nie","1994","Brandenburg","weiblich","","","",""
"Nie","1994","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","1994","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","1994","Sachsen","maennlich","","","",""
"Nie","1994","Sachsen","weiblich","","","",""
"Nie","1994","Sachsen-Anhalt","maennlich","","","",""
"Nie","1994","Sachsen-Anhalt","weiblich","","","",""
"Nie","1994","Thueringen","maennlich","","","",""
"Nie","1994","Thueringen","weiblich","","","",""
"Taeglich","1995","Schleswig-Holstein","maennlich","1","","",""
"Taeglich","1995","Schleswig-Holstein","weiblich","2","","",""
"Taeglich","1995","Hamburg","maennlich","1","","",""
"Taeglich","1995","Hamburg","weiblich","2","","",""
"Taeglich","1995","Niedersachsen","maennlich","10","","",""
"Taeglich","1995","Niedersachsen","weiblich","13","","",""
"Taeglich","1995","Bremen","maennlich","","","",""
"Taeglich","1995","Bremen","weiblich","2","","",""
"Taeglich","1995","Nordrhein-Westfalen","maennlich","27","","",""
"Taeglich","1995","Nordrhein-Westfalen","weiblich","49","0.041742797580294","0.0310062454197198","0.0524793497408682"
"Taeglich","1995","Hessen","maennlich","8","0.017744289406008","0.00553285987044525","0.0299557189415708"
"Taeglich","1995","Hessen","weiblich","7","0.0161653004295818","0.00497630392577143","0.0273542969333921"
"Taeglich","1995","Rheinland-Pfalz,Saarland","maennlich","11","","",""
"Taeglich","1995","Rheinland-Pfalz,Saarland","weiblich","14","","",""
"Taeglich","1995","Baden-Wuerttemberg","maennlich","23","","",""
"Taeglich","1995","Baden-Wuerttemberg","weiblich","24","","",""
"Taeglich","1995","Bayern","maennlich","33","0.0464410389756037","0.0320288190856606","0.0608532588655468"
"Taeglich","1995","Bayern","weiblich","33","0.0405918713365022","0.0273641125378685","0.0538196301351359"
"Taeglich","1995","Saarland","maennlich","","","",""
"Taeglich","1995","Saarland","weiblich","","","",""
"Taeglich","1995","Berlin","maennlich","13","","",""
"Taeglich","1995","Berlin","weiblich","10","","",""
"Taeglich","1995","Brandenburg","maennlich","4","0.0120298813815252","-0.000762416582713697","0.0248221793457641"
"Taeglich","1995","Brandenburg","weiblich","7","0.0262966643954508","0.00836787199191548","0.0442254567989861"
"Taeglich","1995","Mecklenburg-Vorpommern","maennlich","2","","",""
"Taeglich","1995","Mecklenburg-Vorpommern","weiblich","3","","",""
"Taeglich","1995","Sachsen","maennlich","12","","",""
"Taeglich","1995","Sachsen","weiblich","13","","",""
"Taeglich","1995","Sachsen-Anhalt","maennlich","5","0.00969844393630193","-0.00108986117304135","0.0204867490456452"
"Taeglich","1995","Sachsen-Anhalt","weiblich","7","0.0180150014245545","0.00442580554622591","0.0316041973028831"
"Taeglich","1995","Thueringen","maennlich","5","0.0257362261847867","0.00819392222652452","0.0432785301430488"
"Taeglich","1995","Thueringen","weiblich","5","0.0141037277137448","0.00147649288224567","0.0267309625452439"
"Min 1x pro Woche","1995","Schleswig-Holstein","maennlich","12","","",""
"Min 1x pro Woche","1995","Schleswig-Holstein","weiblich","17","","",""
"Min 1x pro Woche","1995","Hamburg","maennlich","7","0.124335409574359","0.0428567032070116","0.205814115941707"
"Min 1x pro Woche","1995","Hamburg","weiblich","8","0.148812384999511","0.064836279042404","0.232788490956618"
"Min 1x pro Woche","1995","Niedersachsen","maennlich","41","0.0898033934908936","0.065253861940286","0.114352925041501"
"Min 1x pro Woche","1995","Niedersachsen","weiblich","52","0.118320395468316","0.0905862727469781","0.146054518189654"
"Min 1x pro Woche","1995","Bremen","maennlich","4","0.128088510461443","0.0270202632988161","0.22915675762407"
"Min 1x pro Woche","1995","Bremen","weiblich","5","0.0900719034986727","0.0099136476182177","0.170230159379128"
"Min 1x pro Woche","1995","Nordrhein-Westfalen","maennlich","93","0.0841382747863904","0.0686625637506022","0.0996139858221786"
"Min 1x pro Woche","1995","Nordrhein-Westfalen","weiblich","114","","",""
"Min 1x pro Woche","1995","Hessen","maennlich","32","0.0823029932999577","0.0568825925237072","0.107723394076208"
"Min 1x pro Woche","1995","Hessen","weiblich","52","0.107915533271898","0.0803869951442939","0.135444071399502"
"Min 1x pro Woche","1995","Rheinland-Pfalz,Saarland","maennlich","25","","",""
"Min 1x pro Woche","1995","Rheinland-Pfalz,Saarland","weiblich","25","","",""
"Min 1x pro Woche","1995","Baden-Wuerttemberg","maennlich","66","0.0990992555375245","0.0793127223963393","0.11888578867871"
"Min 1x pro Woche","1995","Baden-Wuerttemberg","weiblich","85","0.0949464795347588","0.0758584738175342","0.114034485251983"
"Min 1x pro Woche","1995","Bayern","maennlich","88","0.110734731523918","0.0892433796923363","0.132226083355501"
"Min 1x pro Woche","1995","Bayern","weiblich","104","","",""
"Min 1x pro Woche","1995","Saarland","maennlich","","","",""
"Min 1x pro Woche","1995","Saarland","weiblich","","","",""
"Min 1x pro Woche","1995","Berlin","maennlich","27","","",""
"Min 1x pro Woche","1995","Berlin","weiblich","30","0.10494060505928","0.0700265779190495","0.139854632199511"
"Min 1x pro Woche","1995","Brandenburg","maennlich","15","","",""
"Min 1x pro Woche","1995","Brandenburg","weiblich","24","","",""
"Min 1x pro Woche","1995","Mecklenburg-Vorpommern","maennlich","10","","",""
"Min 1x pro Woche","1995","Mecklenburg-Vorpommern","weiblich","16","","",""
"Min 1x pro Woche","1995","Sachsen","maennlich","34","0.0636550130497418","0.0425697643874962","0.0847402617119874"
"Min 1x pro Woche","1995","Sachsen","weiblich","33","0.0493920932155469","0.0317117939649423","0.0670723924661515"
"Min 1x pro Woche","1995","Sachsen-Anhalt","maennlich","8","0.0192350167708072","0.00411517590281109","0.0343548576388033"
"Min 1x pro Woche","1995","Sachsen-Anhalt","weiblich","24","","",""
"Min 1x pro Woche","1995","Thueringen","maennlich","18","","",""
"Min 1x pro Woche","1995","Thueringen","weiblich","15","","",""
"Min 1x pro Monat","1995","Schleswig-Holstein","maennlich","15","","",""
"Min 1x pro Monat","1995","Schleswig-Holstein","weiblich","14","","",""
"Min 1x pro Monat","1995","Hamburg","maennlich","9","0.14265076275487","0.0562945180536059","0.229007007456135"
"Min 1x pro Monat","1995","Hamburg","weiblich","5","0.0598252518986186","0.0038662312995979","0.115784272497639"
"Min 1x pro Monat","1995","Niedersachsen","maennlich","52","0.104050868551808","0.0778332185984349","0.13026851850518"
"Min 1x pro Monat","1995","Niedersachsen","weiblich","52","0.102762323122078","0.0766887868401414","0.128835859404015"
"Min 1x pro Monat","1995","Bremen","maennlich","4","0.0954305363599965","0.00657426409357369","0.184286808626419"
"Min 1x pro Monat","1995","Bremen","weiblich","5","0.106912684776976","0.0203936572517298","0.193431712302222"
"Min 1x pro Monat","1995","Nordrhein-Westfalen","maennlich","98","0.0944226213080227","0.0781206672548395","0.110724575361206"
"Min 1x pro Monat","1995","Nordrhein-Westfalen","weiblich","122","","",""
"Min 1x pro Monat","1995","Hessen","maennlich","39","0.0776632359087814","0.052907409917875","0.102419061899688"
"Min 1x pro Monat","1995","Hessen","weiblich","38","0.0712498686761273","0.0484265045959722","0.0940732327562824"
"Min 1x pro Monat","1995","Rheinland-Pfalz,Saarland","maennlich","15","","",""
"Min 1x pro Monat","1995","Rheinland-Pfalz,Saarland","weiblich","26","","",""
"Min 1x pro Monat","1995","Baden-Wuerttemberg","maennlich","61","0.076460310371269","0.0588631801315088","0.0940574406110292"
"Min 1x pro Monat","1995","Baden-Wuerttemberg","weiblich","72","0.0820549186311397","0.0641840916027051","0.0999257456595743"
"Min 1x pro Monat","1995","Bayern","maennlich","78","0.110203278277379","0.0887571550159437","0.131649401538814"
"Min 1x pro Monat","1995","Bayern","weiblich","86","0.0927258614225884","0.0732841390192455","0.112167583825931"
"Min 1x pro Monat","1995","Saarland","maennlich","","","",""
"Min 1x pro Monat","1995","Saarland","weiblich","","","",""
"Min 1x pro Monat","1995","Berlin","maennlich","28","","",""
"Min 1x pro Monat","1995","Berlin","weiblich","30","0.094544615871877","0.0612131691609616","0.127876062582792"
"Min 1x pro Monat","1995","Brandenburg","maennlich","15","","",""
"Min 1x pro Monat","1995","Brandenburg","weiblich","18","","",""
"Min 1x pro Monat","1995","Mecklenburg-Vorpommern","maennlich","10","","",""
"Min 1x pro Monat","1995","Mecklenburg-Vorpommern","weiblich","16","","",""
"Min 1x pro Monat","1995","Sachsen","maennlich","31","0.0659395720515465","0.0445054832691494","0.0873736608339436"
"Min 1x pro Monat","1995","Sachsen","weiblich","41","0.0587811922795058","0.0395889959251625","0.0779733886338491"
"Min 1x pro Monat","1995","Sachsen-Anhalt","maennlich","21","","",""
"Min 1x pro Monat","1995","Sachsen-Anhalt","weiblich","28","","",""
"Min 1x pro Monat","1995","Thueringen","maennlich","29","","",""
"Min 1x pro Monat","1995","Thueringen","weiblich","31","0.0869338812330749","0.0567641573081774","0.117103605157972"
"Seltener","1995","Schleswig-Holstein","maennlich","41","0.346460089187748","0.265590556367743","0.427329622007754"
"Seltener","1995","Schleswig-Holstein","weiblich","46","0.287501543972898","0.215072205947783","0.359930881998012"
"Seltener","1995","Hamburg","maennlich","10","","",""
"Seltener","1995","Hamburg","weiblich","19","","",""
"Seltener","1995","Niedersachsen","maennlich","156","","",""
"Seltener","1995","Niedersachsen","weiblich","145","","",""
"Seltener","1995","Bremen","maennlich","10","","",""
"Seltener","1995","Bremen","weiblich","15","","",""
"Seltener","1995","Nordrhein-Westfalen","maennlich","338","0.279200198105617","0.254190753574434","0.3042096426368"
"Seltener","1995","Nordrhein-Westfalen","weiblich","350","0.259999408127991","0.236452427336676","0.283546388919306"
"Seltener","1995","Hessen","maennlich","111","","",""
"Seltener","1995","Hessen","weiblich","122","","",""
"Seltener","1995","Rheinland-Pfalz,Saarland","maennlich","69","0.198556384323955","0.156278479891073","0.240834288756838"
"Seltener","1995","Rheinland-Pfalz,Saarland","weiblich","88","0.21800380402572","0.175761323257363","0.260246284794077"
"Seltener","1995","Baden-Wuerttemberg","maennlich","237","","",""
"Seltener","1995","Baden-Wuerttemberg","weiblich","249","","",""
"Seltener","1995","Bayern","maennlich","232","","",""
"Seltener","1995","Bayern","weiblich","257","","",""
"Seltener","1995","Saarland","maennlich","","","",""
"Seltener","1995","Saarland","weiblich","","","",""
"Seltener","1995","Berlin","maennlich","82","0.295563023506269","0.240625221918603","0.350500825093935"
"Seltener","1995","Berlin","weiblich","79","0.273961704189002","0.223154309061668","0.324769099316335"
"Seltener","1995","Brandenburg","maennlich","89","0.306744519609381","0.252634081375616","0.360854957843146"
"Seltener","1995","Brandenburg","weiblich","108","","",""
"Seltener","1995","Mecklenburg-Vorpommern","maennlich","80","0.357045600144843","0.291135495494465","0.422955704795221"
"Seltener","1995","Mecklenburg-Vorpommern","weiblich","85","0.371049208980142","0.305555582770734","0.43654283518955"
"Seltener","1995","Sachsen","maennlich","163","","",""
"Seltener","1995","Sachsen","weiblich","179","","",""
"Seltener","1995","Sachsen-Anhalt","maennlich","102","","",""
"Seltener","1995","Sachsen-Anhalt","weiblich","108","","",""
"Seltener","1995","Thueringen","maennlich","98","0.279412780955085","0.229702944585137","0.329122617325034"
"Seltener","1995","Thueringen","weiblich","117","","",""
"Nie","1995","Schleswig-Holstein","maennlich","64","0.418993920837852","0.335141333100329","0.502846508575376"
"Nie","1995","Schleswig-Holstein","weiblich","71","0.424391652077459","0.345296581177162","0.503486722977756"
"Nie","1995","Hamburg","maennlich","36","0.511574131460745","0.3881410893102","0.635007173611291"
"Nie","1995","Hamburg","weiblich","35","0.526190918775987","0.408376916394339","0.644004921157634"
"Nie","1995","Niedersachsen","maennlich","262","","",""
"Nie","1995","Niedersachsen","weiblich","259","","",""
"Nie","1995","Bremen","maennlich","24","","",""
"Nie","1995","Bremen","weiblich","22","","",""
"Nie","1995","Nordrhein-Westfalen","maennlich","680","0.514448288977683","0.486585315366239","0.542311262589127"
"Nie","1995","Nordrhein-Westfalen","weiblich","698","0.494978542308728","0.468138628426066","0.521818456191391"
"Nie","1995","Hessen","maennlich","259","","",""
"Nie","1995","Hessen","weiblich","269","","",""
"Nie","1995","Rheinland-Pfalz,Saarland","maennlich","222","","",""
"Nie","1995","Rheinland-Pfalz,Saarland","weiblich","214","","",""
"Nie","1995","Baden-Wuerttemberg","maennlich","489","0.49452637150652","0.46141783247207","0.52763491054097"
"Nie","1995","Baden-Wuerttemberg","weiblich","476","0.49194300794286","0.459389514245767","0.524496501639953"
"Nie","1995","Bayern","maennlich","388","0.445354135943991","0.411315921150439","0.479392350737543"
"Nie","1995","Bayern","weiblich","375","0.454255777570355","0.420881656517545","0.487629898623166"
"Nie","1995","Saarland","maennlich","","","",""
"Nie","1995","Saarland","weiblich","","","",""
"Nie","1995","Berlin","maennlich","115","","",""
"Nie","1995","Berlin","weiblich","147","","",""
"Nie","1995","Brandenburg","maennlich","156","","",""
"Nie","1995","Brandenburg","weiblich","149","","",""
"Nie","1995","Mecklenburg-Vorpommern","maennlich","101","","",""
"Nie","1995","Mecklenburg-Vorpommern","weiblich","89","0.474462158786353","0.406763863223013","0.542160454349693"
"Nie","1995","Sachsen","maennlich","275","","",""
"Nie","1995","Sachsen","weiblich","311","0.594973108341084","0.554918657444215","0.635027559237952"
"Nie","1995","Sachsen-Anhalt","maennlich","181","","",""
"Nie","1995","Sachsen-Anhalt","weiblich","201","","",""
"Nie","1995","Thueringen","maennlich","163","","",""
"Nie","1995","Thueringen","weiblich","167","","",""
"Taeglich","1996","Schleswig-Holstein","maennlich","","","",""
"Taeglich","1996","Schleswig-Holstein","weiblich","","","",""
"Taeglich","1996","Hamburg","maennlich","","","",""
"Taeglich","1996","Hamburg","weiblich","","","",""
"Taeglich","1996","Niedersachsen","maennlich","","","",""
"Taeglich","1996","Niedersachsen","weiblich","","","",""
"Taeglich","1996","Bremen","maennlich","","","",""
"Taeglich","1996","Bremen","weiblich","","","",""
"Taeglich","1996","Nordrhein-Westfalen","maennlich","","","",""
"Taeglich","1996","Nordrhein-Westfalen","weiblich","","","",""
"Taeglich","1996","Hessen","maennlich","","","",""
"Taeglich","1996","Hessen","weiblich","","","",""
"Taeglich","1996","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Taeglich","1996","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Taeglich","1996","Baden-Wuerttemberg","maennlich","","","",""
"Taeglich","1996","Baden-Wuerttemberg","weiblich","","","",""
"Taeglich","1996","Bayern","maennlich","","","",""
"Taeglich","1996","Bayern","weiblich","","","",""
"Taeglich","1996","Saarland","maennlich","","","",""
"Taeglich","1996","Saarland","weiblich","","","",""
"Taeglich","1996","Berlin","maennlich","","","",""
"Taeglich","1996","Berlin","weiblich","","","",""
"Taeglich","1996","Brandenburg","maennlich","","","",""
"Taeglich","1996","Brandenburg","weiblich","","","",""
"Taeglich","1996","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","1996","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","1996","Sachsen","maennlich","","","",""
"Taeglich","1996","Sachsen","weiblich","","","",""
"Taeglich","1996","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","1996","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","1996","Thueringen","maennlich","","","",""
"Taeglich","1996","Thueringen","weiblich","","","",""
"Min 1x pro Woche","1996","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Woche","1996","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Woche","1996","Hamburg","maennlich","","","",""
"Min 1x pro Woche","1996","Hamburg","weiblich","","","",""
"Min 1x pro Woche","1996","Niedersachsen","maennlich","","","",""
"Min 1x pro Woche","1996","Niedersachsen","weiblich","","","",""
"Min 1x pro Woche","1996","Bremen","maennlich","","","",""
"Min 1x pro Woche","1996","Bremen","weiblich","","","",""
"Min 1x pro Woche","1996","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Woche","1996","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Woche","1996","Hessen","maennlich","","","",""
"Min 1x pro Woche","1996","Hessen","weiblich","","","",""
"Min 1x pro Woche","1996","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Woche","1996","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Woche","1996","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Woche","1996","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Woche","1996","Bayern","maennlich","","","",""
"Min 1x pro Woche","1996","Bayern","weiblich","","","",""
"Min 1x pro Woche","1996","Saarland","maennlich","","","",""
"Min 1x pro Woche","1996","Saarland","weiblich","","","",""
"Min 1x pro Woche","1996","Berlin","maennlich","","","",""
"Min 1x pro Woche","1996","Berlin","weiblich","","","",""
"Min 1x pro Woche","1996","Brandenburg","maennlich","","","",""
"Min 1x pro Woche","1996","Brandenburg","weiblich","","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Woche","1996","Sachsen","maennlich","","","",""
"Min 1x pro Woche","1996","Sachsen","weiblich","","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Woche","1996","Thueringen","maennlich","","","",""
"Min 1x pro Woche","1996","Thueringen","weiblich","","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Monat","1996","Hamburg","maennlich","","","",""
"Min 1x pro Monat","1996","Hamburg","weiblich","","","",""
"Min 1x pro Monat","1996","Niedersachsen","maennlich","","","",""
"Min 1x pro Monat","1996","Niedersachsen","weiblich","","","",""
"Min 1x pro Monat","1996","Bremen","maennlich","","","",""
"Min 1x pro Monat","1996","Bremen","weiblich","","","",""
"Min 1x pro Monat","1996","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Monat","1996","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Monat","1996","Hessen","maennlich","","","",""
"Min 1x pro Monat","1996","Hessen","weiblich","","","",""
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Monat","1996","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Monat","1996","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Monat","1996","Bayern","maennlich","","","",""
"Min 1x pro Monat","1996","Bayern","weiblich","","","",""
"Min 1x pro Monat","1996","Saarland","maennlich","","","",""
"Min 1x pro Monat","1996","Saarland","weiblich","","","",""
"Min 1x pro Monat","1996","Berlin","maennlich","","","",""
"Min 1x pro Monat","1996","Berlin","weiblich","","","",""
"Min 1x pro Monat","1996","Brandenburg","maennlich","","","",""
"Min 1x pro Monat","1996","Brandenburg","weiblich","","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Monat","1996","Sachsen","maennlich","","","",""
"Min 1x pro Monat","1996","Sachsen","weiblich","","","",""
"Min 1x pro Monat","1996","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Monat","1996","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Monat","1996","Thueringen","maennlich","","","",""
"Min 1x pro Monat","1996","Thueringen","weiblich","","","",""
"Seltener","1996","Schleswig-Holstein","maennlich","","","",""
"Seltener","1996","Schleswig-Holstein","weiblich","","","",""
"Seltener","1996","Hamburg","maennlich","","","",""
"Seltener","1996","Hamburg","weiblich","","","",""
"Seltener","1996","Niedersachsen","maennlich","","","",""
"Seltener","1996","Niedersachsen","weiblich","","","",""
"Seltener","1996","Bremen","maennlich","","","",""
"Seltener","1996","Bremen","weiblich","","","",""
"Seltener","1996","Nordrhein-Westfalen","maennlich","","","",""
"Seltener","1996","Nordrhein-Westfalen","weiblich","","","",""
"Seltener","1996","Hessen","maennlich","","","",""
"Seltener","1996","Hessen","weiblich","","","",""
"Seltener","1996","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Seltener","1996","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Seltener","1996","Baden-Wuerttemberg","maennlich","","","",""
"Seltener","1996","Baden-Wuerttemberg","weiblich","","","",""
"Seltener","1996","Bayern","maennlich","","","",""
"Seltener","1996","Bayern","weiblich","","","",""
"Seltener","1996","Saarland","maennlich","","","",""
"Seltener","1996","Saarland","weiblich","","","",""
"Seltener","1996","Berlin","maennlich","","","",""
"Seltener","1996","Berlin","weiblich","","","",""
"Seltener","1996","Brandenburg","maennlich","","","",""
"Seltener","1996","Brandenburg","weiblich","","","",""
"Seltener","1996","Mecklenburg-Vorpommern","maennlich","","","",""
"Seltener","1996","Mecklenburg-Vorpommern","weiblich","","","",""
"Seltener","1996","Sachsen","maennlich","","","",""
"Seltener","1996","Sachsen","weiblich","","","",""
"Seltener","1996","Sachsen-Anhalt","maennlich","","","",""
"Seltener","1996","Sachsen-Anhalt","weiblich","","","",""
"Seltener","1996","Thueringen","maennlich","","","",""
"Seltener","1996","Thueringen","weiblich","","","",""
"Nie","1996","Schleswig-Holstein","maennlich","","","",""
"Nie","1996","Schleswig-Holstein","weiblich","","","",""
"Nie","1996","Hamburg","maennlich","","","",""
"Nie","1996","Hamburg","weiblich","","","",""
"Nie","1996","Niedersachsen","maennlich","","","",""
"Nie","1996","Niedersachsen","weiblich","","","",""
"Nie","1996","Bremen","maennlich","","","",""
"Nie","1996","Bremen","weiblich","","","",""
"Nie","1996","Nordrhein-Westfalen","maennlich","","","",""
"Nie","1996","Nordrhein-Westfalen","weiblich","","","",""
"Nie","1996","Hessen","maennlich","","","",""
"Nie","1996","Hessen","weiblich","","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","1996","Baden-Wuerttemberg","maennlich","","","",""
"Nie","1996","Baden-Wuerttemberg","weiblich","","","",""
"Nie","1996","Bayern","maennlich","","","",""
"Nie","1996","Bayern","weiblich","","","",""
"Nie","1996","Saarland","maennlich","","","",""
"Nie","1996","Saarland","weiblich","","","",""
"Nie","1996","Berlin","maennlich","","","",""
"Nie","1996","Berlin","weiblich","","","",""
"Nie","1996","Brandenburg","maennlich","","","",""
"Nie","1996","Brandenburg","weiblich","","","",""
"Nie","1996","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","1996","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","1996","Sachsen","maennlich","","","",""
"Nie","1996","Sachsen","weiblich","","","",""
"Nie","1996","Sachsen-Anhalt","maennlich","","","",""
"Nie","1996","Sachsen-Anhalt","weiblich","","","",""
"Nie","1996","Thueringen","maennlich","","","",""
"Nie","1996","Thueringen","weiblich","","","",""
"Taeglich","1997","Schleswig-Holstein","maennlich","","","",""
"Taeglich","1997","Schleswig-Holstein","weiblich","","","",""
"Taeglich","1997","Hamburg","maennlich","","","",""
"Taeglich","1997","Hamburg","weiblich","","","",""
"Taeglich","1997","Niedersachsen","maennlich","","","",""
"Taeglich","1997","Niedersachsen","weiblich","","","",""
"Taeglich","1997","Bremen","maennlich","","","",""
"Taeglich","1997","Bremen","weiblich","","","",""
"Taeglich","1997","Nordrhein-Westfalen","maennlich","","","",""
"Taeglich","1997","Nordrhein-Westfalen","weiblich","","","",""
"Taeglich","1997","Hessen","maennlich","","","",""
"Taeglich","1997","Hessen","weiblich","","","",""
"Taeglich","1997","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Taeglich","1997","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Taeglich","1997","Baden-Wuerttemberg","maennlich","","","",""
"Taeglich","1997","Baden-Wuerttemberg","weiblich","","","",""
"Taeglich","1997","Bayern","maennlich","","","",""
"Taeglich","1997","Bayern","weiblich","","","",""
"Taeglich","1997","Saarland","maennlich","","","",""
"Taeglich","1997","Saarland","weiblich","","","",""
"Taeglich","1997","Berlin","maennlich","","","",""
"Taeglich","1997","Berlin","weiblich","","","",""
"Taeglich","1997","Brandenburg","maennlich","","","",""
"Taeglich","1997","Brandenburg","weiblich","","","",""
"Taeglich","1997","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","1997","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","1997","Sachsen","maennlich","","","",""
"Taeglich","1997","Sachsen","weiblich","","","",""
"Taeglich","1997","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","1997","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","1997","Thueringen","maennlich","","","",""
"Taeglich","1997","Thueringen","weiblich","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Woche","1997","Hamburg","maennlich","","","",""
"Min 1x pro Woche","1997","Hamburg","weiblich","","","",""
"Min 1x pro Woche","1997","Niedersachsen","maennlich","","","",""
"Min 1x pro Woche","1997","Niedersachsen","weiblich","","","",""
"Min 1x pro Woche","1997","Bremen","maennlich","","","",""
"Min 1x pro Woche","1997","Bremen","weiblich","","","",""
"Min 1x pro Woche","1997","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Woche","1997","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Woche","1997","Hessen","maennlich","","","",""
"Min 1x pro Woche","1997","Hessen","weiblich","","","",""
"Min 1x pro Woche","1997","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Woche","1997","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Woche","1997","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Woche","1997","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Woche","1997","Bayern","maennlich","","","",""
"Min 1x pro Woche","1997","Bayern","weiblich","","","",""
"Min 1x pro Woche","1997","Saarland","maennlich","","","",""
"Min 1x pro Woche","1997","Saarland","weiblich","","","",""
"Min 1x pro Woche","1997","Berlin","maennlich","","","",""
"Min 1x pro Woche","1997","Berlin","weiblich","","","",""
"Min 1x pro Woche","1997","Brandenburg","maennlich","","","",""
"Min 1x pro Woche","1997","Brandenburg","weiblich","","","",""
"Min 1x pro Woche","1997","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Woche","1997","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Woche","1997","Sachsen","maennlich","","","",""
"Min 1x pro Woche","1997","Sachsen","weiblich","","","",""
"Min 1x pro Woche","1997","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Woche","1997","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Woche","1997","Thueringen","maennlich","","","",""
"Min 1x pro Woche","1997","Thueringen","weiblich","","","",""
"Min 1x pro Monat","1997","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Monat","1997","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Monat","1997","Hamburg","maennlich","","","",""
"Min 1x pro Monat","1997","Hamburg","weiblich","","","",""
"Min 1x pro Monat","1997","Niedersachsen","maennlich","","","",""
