"pgfamstd","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","Hauptschule","Ostdeutschland","189","0.194481275088889","0.174390995250174","0.214571554927604"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","Realschule","Westdeutschland","86","0.0915259271531141","0.0775701346338237","0.105481719672404"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","Realschule","Ostdeutschland","27","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","(Fach-)Abitur","Westdeutschland","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","AkademikerIn","Westdeutschland","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","AkademikerIn","Ostdeutschland","24","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(noch) kein Abschluss","Westdeutschland","509","0.452660552117407","0.418125402278802","0.487195701956011"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Hauptschule","Westdeutschland","3509","0.638337221387507","0.625145229575421","0.651529213199593"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Hauptschule","Ostdeutschland","1018","0.645808952900418","0.620862915851248","0.670754989949588"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Realschule","Westdeutschland","914","0.526313041364586","0.502308115943393","0.550317966785778"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Realschule","Ostdeutschland","851","0.527936291023494","0.502052788613169","0.55381979343382"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(Fach-)Abitur","Westdeutschland","353","0.385980823196679","0.351794437057301","0.420167209336057"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(Fach-)Abitur","Ostdeutschland","49","0.402385095565073","0.313146906285083","0.491623284845063"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","AkademikerIn","Westdeutschland","513","0.651034100271758","0.616622274859041","0.685445925684475"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","AkademikerIn","Ostdeutschland","755","0.758537336479404","0.73083751961108","0.786237153347728"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(noch) kein Abschluss","Westdeutschland","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Hauptschule","Westdeutschland","115","0.0195500262881868","0.0157488345749007","0.0233512180014729"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Hauptschule","Ostdeutschland","8","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Realschule","Westdeutschland","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Realschule","Ostdeutschland","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(Fach-)Abitur","Westdeutschland","12","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(Fach-)Abitur","Ostdeutschland","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","AkademikerIn","Westdeutschland","17","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","AkademikerIn","Ostdeutschland","7","","",""
"Ledig","1992","(noch) kein Abschluss","Westdeutschland","213","0.444196730437114","0.40972247678428","0.478670984089949"
"Ledig","1992","(noch) kein Abschluss","Ostdeutschland","59","0.780487214825916","0.683522912339642","0.877451517312189"
"Ledig","1992","Hauptschule","Westdeutschland","808","0.139557456160051","0.130043287600256","0.149071624719847"
"Ledig","1992","Hauptschule","Ostdeutschland","112","0.0899867708152216","0.0750607539058357","0.104912787724607"
"Ledig","1992","Realschule","Westdeutschland","566","0.312694721795226","0.290406896434647","0.334982547155806"
"Ledig","1992","Realschule","Ostdeutschland","472","0.369924521548738","0.344893139664997","0.394955903432479"
"Ledig","1992","(Fach-)Abitur","Westdeutschland","383","0.525382391398569","0.490316164222053","0.560448618575085"
"Ledig","1992","(Fach-)Abitur","Ostdeutschland","62","0.539948958628898","0.449250802214975","0.63064711504282"
"Ledig","1992","AkademikerIn","Westdeutschland","137","0.206820044167857","0.177578754313875","0.236061334021838"
"Ledig","1992","AkademikerIn","Ostdeutschland","75","0.113054377970651","0.0925590150584779","0.133549740882824"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(noch) kein Abschluss","Westdeutschland","24","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Hauptschule","Westdeutschland","236","0.0616204219474912","0.0550182779996558","0.0682225658953267"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Hauptschule","Ostdeutschland","92","0.0695977825801153","0.0563249440041167","0.0828706211561139"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Realschule","Westdeutschland","76","0.0551876340944826","0.0442095575701554","0.0661657106188098"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Realschule","Ostdeutschland","67","0.066817617964383","0.0538708687179799","0.079764367210786"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(Fach-)Abitur","Westdeutschland","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(Fach-)Abitur","Ostdeutschland","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","AkademikerIn","Westdeutschland","50","0.0760095663925495","0.0568766042568789","0.0951425285282201"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","AkademikerIn","Ostdeutschland","57","0.0895793057968743","0.0710956305336265","0.108062981060122"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(noch) kein Abschluss","Westdeutschland","23","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Hauptschule","Westdeutschland","428","0.140934874216764","0.131381524811967","0.15048822362156"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Hauptschule","Ostdeutschland","182","0.189359886754953","0.168924221486836","0.20979555202307"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Realschule","Westdeutschland","81","0.0877096181771409","0.0741101244956665","0.101309111858615"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Realschule","Ostdeutschland","29","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(Fach-)Abitur","Westdeutschland","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","AkademikerIn","Westdeutschland","20","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","AkademikerIn","Ostdeutschland","23","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(noch) kein Abschluss","Westdeutschland","488","0.451480386665943","0.416216279048445","0.486744494283441"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Hauptschule","Westdeutschland","3445","0.641545735058696","0.628236316165388","0.654855153952005"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Hauptschule","Ostdeutschland","940","0.636586738557346","0.61066898547075","0.662504491643941"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Realschule","Westdeutschland","931","0.528445663894214","0.504617787060164","0.552273540728265"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Realschule","Ostdeutschland","811","0.534704779190792","0.508520656157804","0.56088890222378"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(Fach-)Abitur","Westdeutschland","354","0.394906677743087","0.360710963321643","0.429102392164531"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(Fach-)Abitur","Ostdeutschland","47","0.410404089591393","0.323823543729565","0.496984635453221"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","AkademikerIn","Westdeutschland","513","0.624610058391442","0.590229224347792","0.658990892435092"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","AkademikerIn","Ostdeutschland","718","0.762770261977542","0.734552510105355","0.790988013849729"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(noch) kein Abschluss","Westdeutschland","37","0.0532985213311147","0.0373807785914285","0.069216264070801"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Hauptschule","Westdeutschland","119","0.0216312162645553","0.0175936452840617","0.0256687872450489"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Hauptschule","Ostdeutschland","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Realschule","Westdeutschland","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Realschule","Ostdeutschland","27","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(Fach-)Abitur","Westdeutschland","17","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(Fach-)Abitur","Ostdeutschland","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","AkademikerIn","Westdeutschland","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","AkademikerIn","Ostdeutschland","7","","",""
"Ledig","1993","(noch) kein Abschluss","Westdeutschland","192","0.417311689212497","0.382368237586797","0.452255140838197"
"Ledig","1993","(noch) kein Abschluss","Ostdeutschland","71","0.849941008466975","0.772167626388678","0.927714390545272"
"Ledig","1993","Hauptschule","Westdeutschland","776","0.137055792058158","0.127510956230595","0.146600627885721"
"Ledig","1993","Hauptschule","Ostdeutschland","103","0.0844504129279505","0.0694670260553883","0.0994337998005127"
"Ledig","1993","Realschule","Westdeutschland","568","0.302606328641446","0.280678415102898","0.324534242179994"
"Ledig","1993","Realschule","Ostdeutschland","457","0.348114252686022","0.323107151612468","0.373121353759577"
"Ledig","1993","(Fach-)Abitur","Westdeutschland","384","0.518598763603596","0.483645912909181","0.553551614298012"
"Ledig","1993","(Fach-)Abitur","Ostdeutschland","73","0.550375673534456","0.462818493943929","0.637932853124983"
"Ledig","1993","AkademikerIn","Westdeutschland","156","0.221570871645066","0.192083471871595","0.251058271418537"
"Ledig","1993","AkademikerIn","Ostdeutschland","70","0.113080078907288","0.0920724892634667","0.134087668551109"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(noch) kein Abschluss","Westdeutschland","26","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Hauptschule","Westdeutschland","216","0.0586092308391926","0.0520899996036886","0.0651284620746966"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Hauptschule","Ostdeutschland","87","0.0730852041060018","0.059060206095233","0.0871102021167705"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Realschule","Westdeutschland","83","0.0634453347162173","0.0518098168295997","0.0750808526028349"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Realschule","Ostdeutschland","71","0.0733330826262039","0.0596485961675367","0.0870175690848711"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(Fach-)Abitur","Westdeutschland","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(Fach-)Abitur","Ostdeutschland","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","AkademikerIn","Westdeutschland","53","0.0802022991564309","0.0609177196188979","0.0994868786939639"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","AkademikerIn","Ostdeutschland","54","0.0827530642985769","0.0644772748433644","0.101028853753789"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(noch) kein Abschluss","Westdeutschland","22","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Hauptschule","Westdeutschland","431","0.141158025779397","0.131494450691286","0.150821600867509"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Hauptschule","Ostdeutschland","180","0.197331673628754","0.175886249907423","0.218777097350084"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Realschule","Westdeutschland","79","0.0890272129917547","0.075433647099232","0.102620778884277"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Realschule","Ostdeutschland","28","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(Fach-)Abitur","Westdeutschland","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","AkademikerIn","Westdeutschland","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","AkademikerIn","Ostdeutschland","24","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(noch) kein Abschluss","Westdeutschland","463","0.443259911961916","0.40754010041327","0.478979723510561"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Hauptschule","Westdeutschland","3299","0.637759950546959","0.62415692988531","0.651362971208608"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Hauptschule","Ostdeutschland","889","0.625539905396242","0.598921838516052","0.652157972276431"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Realschule","Westdeutschland","940","0.542438601921505","0.518487110334465","0.566390093508545"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Realschule","Ostdeutschland","809","0.55392109585792","0.527627945939654","0.580214245776186"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(Fach-)Abitur","Westdeutschland","341","0.385618350137212","0.351503562001627","0.419733138272797"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(Fach-)Abitur","Ostdeutschland","47","0.350134282732189","0.27054809916163","0.429720466302749"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","AkademikerIn","Westdeutschland","529","0.62574157952365","0.59205981815587","0.65942334089143"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","AkademikerIn","Ostdeutschland","700","0.766273411956788","0.737956206941804","0.794590616971772"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(noch) kein Abschluss","Westdeutschland","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Hauptschule","Westdeutschland","127","0.0244274746263922","0.0200585196446246","0.0287964296081597"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Hauptschule","Ostdeutschland","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Realschule","Westdeutschland","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Realschule","Ostdeutschland","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(Fach-)Abitur","Westdeutschland","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(Fach-)Abitur","Ostdeutschland","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","AkademikerIn","Westdeutschland","19","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","AkademikerIn","Ostdeutschland","11","","",""
"Ledig","1994","(noch) kein Abschluss","Westdeutschland","211","0.451413201544916","0.415631294085792","0.487195109004041"
"Ledig","1994","(noch) kein Abschluss","Ostdeutschland","92","0.892554492593858","0.831858559579978","0.953250425607738"
"Ledig","1994","Hauptschule","Westdeutschland","733","0.134810176111278","0.125144649002998","0.144475703219557"
"Ledig","1994","Hauptschule","Ostdeutschland","99","0.0808305620364189","0.0658395201465122","0.0958216039263257"
"Ledig","1994","Realschule","Westdeutschland","532","0.287290213046475","0.265535700410872","0.309044725682078"
"Ledig","1994","Realschule","Ostdeutschland","440","0.330636798053346","0.305752847345469","0.355520748761223"
"Ledig","1994","(Fach-)Abitur","Westdeutschland","386","0.510950090993212","0.475914411389823","0.545985770596601"
"Ledig","1994","(Fach-)Abitur","Ostdeutschland","87","0.615582847564003","0.534420765107724","0.696744930020282"
"Ledig","1994","AkademikerIn","Westdeutschland","172","0.228708038088302","0.199475830489886","0.257940245686718"
"Ledig","1994","AkademikerIn","Ostdeutschland","70","0.110702912641203","0.0897083222538389","0.131697503028568"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(noch) kein Abschluss","Westdeutschland","23","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Hauptschule","Westdeutschland","208","0.0583098605043802","0.0516780284964993","0.0649416925122611"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Hauptschule","Ostdeutschland","85","0.0741409373578179","0.0597314772917325","0.0885503974239033"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Realschule","Westdeutschland","89","0.0642165149223839","0.0524311336877281","0.0760018961570398"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Realschule","Ostdeutschland","70","0.0714555659252983","0.0578307011858142","0.0850804306647823"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(Fach-)Abitur","Westdeutschland","24","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(Fach-)Abitur","Ostdeutschland","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","AkademikerIn","Westdeutschland","53","0.0809098528383697","0.0619300691628352","0.0998896365139043"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","AkademikerIn","Ostdeutschland","52","0.0772688142088534","0.0594021214072749","0.0951355070104318"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(noch) kein Abschluss","Westdeutschland","21","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Hauptschule","Westdeutschland","429","0.144692538210991","0.134736359079788","0.154648717342193"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Hauptschule","Ostdeutschland","179","0.205741701672766","0.183509203013427","0.227974200332104"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Realschule","Westdeutschland","75","0.0847066951056076","0.0713200548374","0.0980933353738152"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Realschule","Ostdeutschland","26","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(Fach-)Abitur","Westdeutschland","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","AkademikerIn","Westdeutschland","20","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","AkademikerIn","Ostdeutschland","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(noch) kein Abschluss","Westdeutschland","467","0.418412891699496","0.383387700116157","0.453438083282835"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Hauptschule","Westdeutschland","3368","0.632778184776601","0.619243757869718","0.646312611683484"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Hauptschule","Ostdeutschland","839","0.620128737339021","0.592804004150944","0.647453470527098"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Realschule","Westdeutschland","1019","0.560222437693209","0.537059396265891","0.583385479120527"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Realschule","Ostdeutschland","786","0.557641263778411","0.531038757263428","0.584243770293395"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(Fach-)Abitur","Westdeutschland","443","0.43511253171956","0.402847937059745","0.467377126379375"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(Fach-)Abitur","Ostdeutschland","47","0.285717319632148","0.214135008003921","0.357299631260374"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","AkademikerIn","Westdeutschland","602","0.613375630017939","0.581856712451997","0.64489454758388"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","AkademikerIn","Ostdeutschland","674","0.75939365733708","0.730365958482299","0.788421356191862"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(noch) kein Abschluss","Westdeutschland","19","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Hauptschule","Westdeutschland","112","0.0215293001127495","0.0174541955769789","0.0256044046485202"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Hauptschule","Ostdeutschland","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Realschule","Westdeutschland","32","0.0152968224714689","0.00956949410261309","0.0210241508403246"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Realschule","Ostdeutschland","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(Fach-)Abitur","Westdeutschland","15","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","AkademikerIn","Westdeutschland","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","AkademikerIn","Ostdeutschland","5","","",""
"Ledig","1995","(noch) kein Abschluss","Westdeutschland","234","0.501021170522046","0.465520242669368","0.536522098374725"
"Ledig","1995","(noch) kein Abschluss","Ostdeutschland","106","0.888558302271121","0.830793606592516","0.946322997949726"
"Ledig","1995","Hauptschule","Westdeutschland","729","0.133346264187651","0.123801545815224","0.142890982560078"
"Ledig","1995","Hauptschule","Ostdeutschland","102","0.0809273148820975","0.0655733947865762","0.0962812349776189"
"Ledig","1995","Realschule","Westdeutschland","544","0.270413341745915","0.249685632883885","0.291141050607945"
"Ledig","1995","Realschule","Ostdeutschland","422","0.321985940108083","0.29695970002675","0.347012180189415"
"Ledig","1995","(Fach-)Abitur","Westdeutschland","404","0.470801708673894","0.43831747100628","0.503285946341509"
"Ledig","1995","(Fach-)Abitur","Ostdeutschland","103","0.681336607051076","0.607503809327815","0.755169404774336"
"Ledig","1995","AkademikerIn","Westdeutschland","207","0.242782639740101","0.215031391719529","0.270533887760673"
