"plb0218","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja, alle 3-4 Wochen","2008","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Berlin","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Berlin","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Sachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Thueringen","Ostdeutschland","","","",""
"Seltener","2008","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2008","Hamburg","Westdeutschland","","","",""
"Seltener","2008","Hamburg","Ostdeutschland","","","",""
"Seltener","2008","Niedersachsen","Westdeutschland","","","",""
"Seltener","2008","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2008","Bremen","Westdeutschland","","","",""
"Seltener","2008","Bremen","Ostdeutschland","","","",""
"Seltener","2008","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2008","Hessen","Westdeutschland","","","",""
"Seltener","2008","Hessen","Ostdeutschland","","","",""
"Seltener","2008","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2008","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2008","Bayern","Westdeutschland","","","",""
"Seltener","2008","Bayern","Ostdeutschland","","","",""
"Seltener","2008","Saarland","Westdeutschland","","","",""
"Seltener","2008","Saarland","Ostdeutschland","","","",""
"Seltener","2008","Berlin","Westdeutschland","","","",""
"Seltener","2008","Berlin","Ostdeutschland","","","",""
"Seltener","2008","Brandenburg","Westdeutschland","","","",""
"Seltener","2008","Brandenburg","Ostdeutschland","","","",""
"Seltener","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2008","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2008","Sachsen","Westdeutschland","","","",""
"Seltener","2008","Sachsen","Ostdeutschland","","","",""
"Seltener","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2008","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2008","Thueringen","Westdeutschland","","","",""
"Seltener","2008","Thueringen","Ostdeutschland","","","",""
"Nein, nie","2009","Schleswig-Holstein","Westdeutschland","102","0.346744834218498","0.289550409125457","0.40393925931154"
"Nein, nie","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2009","Hamburg","Westdeutschland","61","0.375722881352668","0.299231894978736","0.4522138677266"
"Nein, nie","2009","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2009","Niedersachsen","Westdeutschland","307","0.331951444574436","0.301472163476668","0.362430725672205"
"Nein, nie","2009","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2009","Bremen","Westdeutschland","25","","",""
"Nein, nie","2009","Bremen","Ostdeutschland","","","",""
"Nein, nie","2009","Nordrhein-Westfalen","Westdeutschland","822","0.371307464083817","0.350397597935173","0.39221733023246"
"Nein, nie","2009","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2009","Hessen","Westdeutschland","243","0.354506733970181","0.3202255830037","0.388787884936663"
"Nein, nie","2009","Hessen","Ostdeutschland","","","",""
"Nein, nie","2009","Rheinland-Pfalz,Saarland","Westdeutschland","216","0.325363184660185","0.286935053825828","0.363791315494541"
"Nein, nie","2009","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2009","Baden-Wuerttemberg","Westdeutschland","499","0.409082287270548","0.381804468468589","0.436360106072507"
"Nein, nie","2009","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2009","Bayern","Westdeutschland","580","0.384986683978742","0.360746956854321","0.409226411103164"
"Nein, nie","2009","Bayern","Ostdeutschland","","","",""
"Nein, nie","2009","Saarland","Westdeutschland","","","",""
"Nein, nie","2009","Saarland","Ostdeutschland","","","",""
"Nein, nie","2009","Berlin","Westdeutschland","74","0.407787496138649","0.342702366761115","0.472872625516183"
"Nein, nie","2009","Berlin","Ostdeutschland","59","0.357303880045896","0.286507107078211","0.428100653013581"
"Nein, nie","2009","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2009","Brandenburg","Ostdeutschland","108","0.199861621679651","0.16022405673251","0.239499186626792"
"Nein, nie","2009","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2009","Mecklenburg-Vorpommern","Ostdeutschland","81","0.373376090682706","0.313175745206672","0.433576436158739"
"Nein, nie","2009","Sachsen","Westdeutschland","","","",""
"Nein, nie","2009","Sachsen","Ostdeutschland","252","0.299850804492205","0.267275446202019","0.332426162782391"
"Nein, nie","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2009","Sachsen-Anhalt","Ostdeutschland","127","0.320637526384461","0.275625245860841","0.365649806908081"
"Nein, nie","2009","Thueringen","Westdeutschland","","","",""
"Nein, nie","2009","Thueringen","Ostdeutschland","121","0.279418615004006","0.23640270277802","0.322434527229991"
"Ja, jede Woche","2009","Schleswig-Holstein","Westdeutschland","40","0.168728329533207","0.123722085965585","0.213734573100829"
"Ja, jede Woche","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Hamburg","Westdeutschland","23","","",""
"Ja, jede Woche","2009","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Niedersachsen","Westdeutschland","154","0.171506111930061","0.147108468580449","0.195903755279673"
"Ja, jede Woche","2009","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Bremen","Westdeutschland","4","","",""
"Ja, jede Woche","2009","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Nordrhein-Westfalen","Westdeutschland","311","0.145804845129469","0.130531653856414","0.161078036402524"
"Ja, jede Woche","2009","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Hessen","Westdeutschland","119","0.151268075233533","0.125590370436909","0.176945780030157"
"Ja, jede Woche","2009","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Rheinland-Pfalz,Saarland","Westdeutschland","101","0.211397656027225","0.177908118325204","0.244887193729246"
"Ja, jede Woche","2009","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Baden-Wuerttemberg","Westdeutschland","182","0.149790660573456","0.129991530810309","0.169589790336602"
"Ja, jede Woche","2009","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Bayern","Westdeutschland","243","0.160686476529653","0.142392235902516","0.178980717156791"
"Ja, jede Woche","2009","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2009","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Berlin","Westdeutschland","40","0.191521782621079","0.139405997720635","0.243637567521522"
"Ja, jede Woche","2009","Berlin","Ostdeutschland","35","0.204694813278683","0.145085779309889","0.264303847247476"
"Ja, jede Woche","2009","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2009","Brandenburg","Ostdeutschland","61","0.178716575199468","0.140742373049508","0.216690777349428"
"Ja, jede Woche","2009","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2009","Mecklenburg-Vorpommern","Ostdeutschland","29","","",""
"Ja, jede Woche","2009","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2009","Sachsen","Ostdeutschland","84","0.118117691318903","0.0951718447658117","0.141063537871994"
"Ja, jede Woche","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2009","Sachsen-Anhalt","Ostdeutschland","63","0.158882894889095","0.123626340242153","0.194139449536038"
"Ja, jede Woche","2009","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2009","Thueringen","Ostdeutschland","71","0.152599477706564","0.11812633815923","0.187072617253899"
"Ja, alle 2 Wochen","2009","Schleswig-Holstein","Westdeutschland","40","0.182454886541147","0.136041753488263","0.228868019594031"
"Ja, alle 2 Wochen","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Hamburg","Westdeutschland","13","","",""
"Ja, alle 2 Wochen","2009","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Niedersachsen","Westdeutschland","134","0.128855011382203","0.107170017631988","0.150540005132418"
"Ja, alle 2 Wochen","2009","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Bremen","Westdeutschland","12","","",""
"Ja, alle 2 Wochen","2009","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Nordrhein-Westfalen","Westdeutschland","287","0.164724303063138","0.148671198928453","0.180777407197823"
"Ja, alle 2 Wochen","2009","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Hessen","Westdeutschland","118","0.162478640574625","0.136042784648248","0.188914496501002"
"Ja, alle 2 Wochen","2009","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Rheinland-Pfalz,Saarland","Westdeutschland","69","0.140880578766626","0.112345283622969","0.169415873910282"
"Ja, alle 2 Wochen","2009","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Baden-Wuerttemberg","Westdeutschland","142","0.116955784015305","0.0991261316430028","0.134785436387608"
"Ja, alle 2 Wochen","2009","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Bayern","Westdeutschland","209","0.135139538442059","0.118109059954561","0.152170016929557"
"Ja, alle 2 Wochen","2009","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Berlin","Westdeutschland","30","0.120201326891122","0.0771315803672959","0.163271073414948"
"Ja, alle 2 Wochen","2009","Berlin","Ostdeutschland","26","","",""
"Ja, alle 2 Wochen","2009","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Brandenburg","Ostdeutschland","69","0.211440968269145","0.170967410049671","0.251914526488618"
"Ja, alle 2 Wochen","2009","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Mecklenburg-Vorpommern","Ostdeutschland","37","0.163778582625688","0.11771990679175","0.209837258459627"
"Ja, alle 2 Wochen","2009","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Sachsen","Ostdeutschland","130","0.178592519047023","0.151362229876484","0.205822808217561"
"Ja, alle 2 Wochen","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Sachsen-Anhalt","Ostdeutschland","84","0.20461165464985","0.165704644305094","0.243518664994605"
"Ja, alle 2 Wochen","2009","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Thueringen","Ostdeutschland","56","0.144546879787621","0.110836595258684","0.178257164316558"
"Ja, alle 3-4 Wochen","2009","Schleswig-Holstein","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Hamburg","Westdeutschland","14","","",""
"Ja, alle 3-4 Wochen","2009","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Niedersachsen","Westdeutschland","77","0.09353751878259","0.0746909947549109","0.112384042810269"
"Ja, alle 3-4 Wochen","2009","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Bremen","Westdeutschland","7","","",""
"Ja, alle 3-4 Wochen","2009","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Nordrhein-Westfalen","Westdeutschland","167","0.0868477024161957","0.0746601629321861","0.0990352419002054"
"Ja, alle 3-4 Wochen","2009","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Hessen","Westdeutschland","58","0.0671203195867114","0.0491879733046227","0.0850526658688001"
"Ja, alle 3-4 Wochen","2009","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Rheinland-Pfalz,Saarland","Westdeutschland","51","0.0872091889639207","0.0640674073746259","0.110350970553216"
"Ja, alle 3-4 Wochen","2009","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Baden-Wuerttemberg","Westdeutschland","116","0.0886279343023987","0.0728600302580746","0.104395838346723"
"Ja, alle 3-4 Wochen","2009","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Bayern","Westdeutschland","121","0.0720639793511879","0.0591820548461551","0.0849459038562208"
"Ja, alle 3-4 Wochen","2009","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Berlin","Westdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2009","Berlin","Ostdeutschland","16","","",""
"Ja, alle 3-4 Wochen","2009","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Brandenburg","Ostdeutschland","37","0.0866707402178818","0.0587832358877399","0.114558244548024"
"Ja, alle 3-4 Wochen","2009","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Mecklenburg-Vorpommern","Ostdeutschland","27","","",""
"Ja, alle 3-4 Wochen","2009","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Sachsen","Ostdeutschland","76","0.10596364841549","0.0840811283597163","0.127846168471264"
"Ja, alle 3-4 Wochen","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Sachsen-Anhalt","Ostdeutschland","45","0.0958334896118043","0.067444108501594","0.124222870722015"
"Ja, alle 3-4 Wochen","2009","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Thueringen","Ostdeutschland","59","0.179480615985071","0.142692025512394","0.216269206457749"
"Seltener","2009","Schleswig-Holstein","Westdeutschland","61","0.233752093019102","0.182892875116131","0.284611310922073"
"Seltener","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2009","Hamburg","Westdeutschland","43","0.268722710019081","0.198709343754488","0.338736076283675"
"Seltener","2009","Hamburg","Ostdeutschland","","","",""
"Seltener","2009","Niedersachsen","Westdeutschland","245","0.27414991333071","0.245277642282515","0.303022184378904"
"Seltener","2009","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2009","Bremen","Westdeutschland","10","","",""
"Seltener","2009","Bremen","Ostdeutschland","","","",""
"Seltener","2009","Nordrhein-Westfalen","Westdeutschland","464","0.23131568530738","0.213066570143126","0.249564800471635"
"Seltener","2009","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2009","Hessen","Westdeutschland","210","0.264626230634949","0.2330130782514","0.296239383018499"
"Seltener","2009","Hessen","Ostdeutschland","","","",""
"Seltener","2009","Rheinland-Pfalz,Saarland","Westdeutschland","134","0.235149391582044","0.200364530374964","0.269934252789124"
"Seltener","2009","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2009","Baden-Wuerttemberg","Westdeutschland","309","0.235543333838293","0.212000830360427","0.259085837316159"
"Seltener","2009","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2009","Bayern","Westdeutschland","395","0.247123321698357","0.225636043761679","0.268610599635035"
"Seltener","2009","Bayern","Ostdeutschland","","","",""
"Seltener","2009","Saarland","Westdeutschland","","","",""
"Seltener","2009","Saarland","Ostdeutschland","","","",""
"Seltener","2009","Berlin","Westdeutschland","58","0.20534277336464","0.151842541541761","0.258843005187518"
"Seltener","2009","Berlin","Ostdeutschland","40","0.205297691215046","0.145623570686374","0.264971811743718"
"Seltener","2009","Brandenburg","Westdeutschland","","","",""
"Seltener","2009","Brandenburg","Ostdeutschland","116","0.323310094633855","0.276947877821522","0.369672311446188"
"Seltener","2009","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2009","Mecklenburg-Vorpommern","Ostdeutschland","74","0.282989526496795","0.2269273206594","0.339051732334191"
"Seltener","2009","Sachsen","Westdeutschland","","","",""
"Seltener","2009","Sachsen","Ostdeutschland","218","0.29747533672638","0.264974273764491","0.329976399688268"
"Seltener","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2009","Sachsen-Anhalt","Ostdeutschland","94","0.220034434464789","0.180080817135137","0.259988051794442"
"Seltener","2009","Thueringen","Westdeutschland","","","",""
"Seltener","2009","Thueringen","Ostdeutschland","111","0.243954411516737","0.202783708780667","0.285125114252808"
"Nein, nie","2010","Schleswig-Holstein","Westdeutschland","56","0.374567336530352","0.302022707102356","0.447111965958348"
"Nein, nie","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2010","Hamburg","Westdeutschland","25","","",""
"Nein, nie","2010","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2010","Niedersachsen","Westdeutschland","139","0.315977659582615","0.272339323926329","0.3596159952389"
"Nein, nie","2010","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2010","Bremen","Westdeutschland","11","","",""
"Nein, nie","2010","Bremen","Ostdeutschland","","","",""
"Nein, nie","2010","Nordrhein-Westfalen","Westdeutschland","314","0.339887184250279","0.309009810639146","0.370764557861411"
"Nein, nie","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2010","Hessen","Westdeutschland","113","0.360803615509566","0.30930121724175","0.412306013777383"
"Nein, nie","2010","Hessen","Ostdeutschland","","","",""
"Nein, nie","2010","Rheinland-Pfalz,Saarland","Westdeutschland","99","0.381803558210611","0.321820161259238","0.441786955161985"
"Nein, nie","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2010","Baden-Wuerttemberg","Westdeutschland","221","0.35997239989839","0.32258027126809","0.397364528528689"
"Nein, nie","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2010","Bayern","Westdeutschland","272","0.359436951090984","0.325784641452308","0.393089260729661"
"Nein, nie","2010","Bayern","Ostdeutschland","","","",""
"Nein, nie","2010","Saarland","Westdeutschland","","","",""
"Nein, nie","2010","Saarland","Ostdeutschland","","","",""
"Nein, nie","2010","Berlin","Westdeutschland","29","","",""
"Nein, nie","2010","Berlin","Ostdeutschland","16","","",""
"Nein, nie","2010","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2010","Brandenburg","Ostdeutschland","45","0.2958837577799","0.220275920186053","0.371491595373746"
"Nein, nie","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2010","Mecklenburg-Vorpommern","Ostdeutschland","32","0.351509255843904","0.258396822228031","0.444621689459777"
"Nein, nie","2010","Sachsen","Westdeutschland","","","",""
"Nein, nie","2010","Sachsen","Ostdeutschland","72","0.310410439665853","0.253059361709115","0.367761517622591"
"Nein, nie","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2010","Sachsen-Anhalt","Ostdeutschland","42","0.361256594974496","0.274949655386557","0.447563534562435"
"Nein, nie","2010","Thueringen","Westdeutschland","","","",""
"Nein, nie","2010","Thueringen","Ostdeutschland","48","0.350816624373319","0.272599138954746","0.429034109791892"
"Ja, jede Woche","2010","Schleswig-Holstein","Westdeutschland","33","0.164395795559999","0.108844307462276","0.219947283657722"
"Ja, jede Woche","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Hamburg","Westdeutschland","7","","",""
"Ja, jede Woche","2010","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Niedersachsen","Westdeutschland","71","0.159383111871356","0.125025335172069","0.193740888570643"
"Ja, jede Woche","2010","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Bremen","Westdeutschland","4","","",""
"Ja, jede Woche","2010","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Nordrhein-Westfalen","Westdeutschland","122","0.137282984137815","0.114848999754186","0.159716968521444"
"Ja, jede Woche","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Hessen","Westdeutschland","50","0.134537074705933","0.0979422153850447","0.171131934026822"
"Ja, jede Woche","2010","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Rheinland-Pfalz,Saarland","Westdeutschland","39","0.141972480711879","0.0988800973668677","0.18506486405689"
"Ja, jede Woche","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Baden-Wuerttemberg","Westdeutschland","76","0.115590859394148","0.0906831039154623","0.140498614872834"
"Ja, jede Woche","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Bayern","Westdeutschland","113","0.132914664155871","0.109105730549005","0.156723597762737"
"Ja, jede Woche","2010","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2010","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Berlin","Westdeutschland","13","","",""
"Ja, jede Woche","2010","Berlin","Ostdeutschland","6","","",""
"Ja, jede Woche","2010","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2010","Brandenburg","Ostdeutschland","25","","",""
"Ja, jede Woche","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2010","Mecklenburg-Vorpommern","Ostdeutschland","16","","",""
"Ja, jede Woche","2010","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2010","Sachsen","Ostdeutschland","26","","",""
"Ja, jede Woche","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2010","Sachsen-Anhalt","Ostdeutschland","14","","",""
"Ja, jede Woche","2010","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2010","Thueringen","Ostdeutschland","18","","",""
"Ja, alle 2 Wochen","2010","Schleswig-Holstein","Westdeutschland","31","0.166781565732911","0.110908372317381","0.222654759148441"
"Ja, alle 2 Wochen","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Hamburg","Westdeutschland","21","","",""
"Ja, alle 2 Wochen","2010","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Niedersachsen","Westdeutschland","61","0.160424017364377","0.125975578643651","0.194872456085103"
"Ja, alle 2 Wochen","2010","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Bremen","Westdeutschland","8","","",""
"Ja, alle 2 Wochen","2010","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Nordrhein-Westfalen","Westdeutschland","146","0.157044324927825","0.133326362939237","0.180762286916414"
"Ja, alle 2 Wochen","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Hessen","Westdeutschland","51","0.143716211734027","0.106094669136732","0.181337754331323"
"Ja, alle 2 Wochen","2010","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Rheinland-Pfalz,Saarland","Westdeutschland","45","0.208888103534634","0.158697359727596","0.259078847341672"
"Ja, alle 2 Wochen","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Baden-Wuerttemberg","Westdeutschland","100","0.155041612726394","0.126845578100059","0.183237647352729"
"Ja, alle 2 Wochen","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Bayern","Westdeutschland","124","0.157947585374618","0.132370642566657","0.18352452818258"
"Ja, alle 2 Wochen","2010","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Berlin","Westdeutschland","11","","",""
"Ja, alle 2 Wochen","2010","Berlin","Ostdeutschland","13","","",""
"Ja, alle 2 Wochen","2010","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Brandenburg","Ostdeutschland","28","","",""
"Ja, alle 2 Wochen","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Mecklenburg-Vorpommern","Ostdeutschland","24","","",""
"Ja, alle 2 Wochen","2010","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Sachsen","Ostdeutschland","50","0.206715260859731","0.156518128646564","0.256912393072899"
"Ja, alle 2 Wochen","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Sachsen-Anhalt","Ostdeutschland","24","","",""
"Ja, alle 2 Wochen","2010","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Thueringen","Ostdeutschland","22","","",""
"Ja, alle 3-4 Wochen","2010","Schleswig-Holstein","Westdeutschland","10","","",""
"Ja, alle 3-4 Wochen","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Hamburg","Westdeutschland","7","","",""
"Ja, alle 3-4 Wochen","2010","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Niedersachsen","Westdeutschland","41","0.0881791725416007","0.0615631834449354","0.114795161638266"
"Ja, alle 3-4 Wochen","2010","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Bremen","Westdeutschland","2","","",""
"Ja, alle 3-4 Wochen","2010","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Nordrhein-Westfalen","Westdeutschland","85","0.0988510082308875","0.0793950453966918","0.118306971065083"
"Ja, alle 3-4 Wochen","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Hessen","Westdeutschland","39","0.115168374094993","0.0809332588701631","0.149403489319822"
"Ja, alle 3-4 Wochen","2010","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Rheinland-Pfalz,Saarland","Westdeutschland","22","","",""
"Ja, alle 3-4 Wochen","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Baden-Wuerttemberg","Westdeutschland","65","0.108820423146049","0.0845607997978056","0.133080046494293"
"Ja, alle 3-4 Wochen","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Bayern","Westdeutschland","75","0.101342083432521","0.0801772580099804","0.122506908855063"
"Ja, alle 3-4 Wochen","2010","Bayern","Ostdeutschland","","","",""
