"plb0218","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Staedtischer Raum","107","0.176307925296936","0.147278565548683","0.205337285045188"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Staedtischer Raum","773","0.0880782431621732","0.0821099230066857","0.0940465633176608"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Laendlicher Raum","531","0.0962895231970759","0.0884850208361657","0.104094025557986"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Staedtischer Raum","123","0.0941880932478343","0.0785314230832114","0.109844763412457"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Laendlicher Raum","43","0.107798061579296","0.0783829018875852","0.137213221271007"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Staedtischer Raum","56","0.0619324505763538","0.0435714947817569","0.0802934063709507"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2011","kein Migrationshintergrund","Staedtischer Raum","2063","0.242944302199707","0.233912877267048","0.251975727132365"
"Seltener","2011","kein Migrationshintergrund","Laendlicher Raum","1254","0.24406640926599","0.232702261617978","0.255430556914002"
"Seltener","2011","direkter Migrationshintergrund","Staedtischer Raum","258","0.176844535561137","0.156393319234922","0.197295751887352"
"Seltener","2011","direkter Migrationshintergrund","Laendlicher Raum","84","0.205606964993949","0.167274144220379","0.243939785767518"
"Seltener","2011","indirekter Migrationshintergrund","Staedtischer Raum","130","0.160860241999387","0.132872967700191","0.188847516298582"
"Seltener","2011","indirekter Migrationshintergrund","Laendlicher Raum","32","0.212354158898804","0.148381538196091","0.276326779601517"
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2012","kein Migrationshintergrund","Staedtischer Raum","978","0.406692708983316","0.387145906310904","0.426239511655727"
"Nein, nie","2012","kein Migrationshintergrund","Laendlicher Raum","680","0.399446080052972","0.376149920456912","0.422742239649032"
"Nein, nie","2012","direkter Migrationshintergrund","Staedtischer Raum","202","0.400712772652378","0.358552975195986","0.44287257010877"
"Nein, nie","2012","direkter Migrationshintergrund","Laendlicher Raum","71","0.328302595276709","0.263057849101402","0.393547341452017"
"Nein, nie","2012","indirekter Migrationshintergrund","Staedtischer Raum","90","0.373826518632283","0.313367244860969","0.434285792403597"
"Nein, nie","2012","indirekter Migrationshintergrund","Laendlicher Raum","27","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2012","kein Migrationshintergrund","Staedtischer Raum","344","0.135587794122408","0.121964772820221","0.149210815424595"
"Ja, jede Woche","2012","kein Migrationshintergrund","Laendlicher Raum","253","0.146770182011183","0.129938358192212","0.163602005830153"
"Ja, jede Woche","2012","direkter Migrationshintergrund","Staedtischer Raum","73","0.130576636937032","0.101589000568086","0.159564273305977"
"Ja, jede Woche","2012","direkter Migrationshintergrund","Laendlicher Raum","33","0.177132382315968","0.124088473408119","0.230176291223817"
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Staedtischer Raum","32","0.142958715595235","0.0992179150081343","0.186699516182337"
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Laendlicher Raum","9","","",""
"Ja, jede Woche","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Staedtischer Raum","371","0.149269158310405","0.135088910401438","0.163449406219373"
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Laendlicher Raum","281","0.162047413422319","0.144520315112217","0.17957451173242"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Staedtischer Raum","92","0.207473731471627","0.172587600731393","0.24235986221186"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Laendlicher Raum","49","0.291857596505684","0.228693926782908","0.35502126622846"
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Staedtischer Raum","53","0.230248826476864","0.177640506865975","0.282857146087754"
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Ja, alle 2 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Staedtischer Raum","215","0.0941342603177193","0.0825141977283831","0.105754322907055"
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Laendlicher Raum","151","0.0821795540703297","0.0691166420375597","0.0952424661030997"
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Staedtischer Raum","54","0.0935199387843375","0.0684706357327214","0.118569241835954"
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Laendlicher Raum","25","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Staedtischer Raum","23","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Ja, alle 3-4 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2012","kein Migrationshintergrund","Staedtischer Raum","518","0.214316078266152","0.197987288314051","0.230644868218252"
"Seltener","2012","kein Migrationshintergrund","Laendlicher Raum","333","0.209556770443197","0.190198549675124","0.228914991211271"
"Seltener","2012","direkter Migrationshintergrund","Staedtischer Raum","98","0.167716920154626","0.135573773909879","0.199860066399374"
"Seltener","2012","direkter Migrationshintergrund","Laendlicher Raum","21","","",""
"Seltener","2012","indirekter Migrationshintergrund","Staedtischer Raum","48","0.154568332945329","0.109395216358262","0.199741449532397"
"Seltener","2012","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2013","kein Migrationshintergrund","Staedtischer Raum","3200","0.369250317600457","0.358694148926168","0.379806486274746"
"Nein, nie","2013","kein Migrationshintergrund","Laendlicher Raum","1862","0.359028151394857","0.345880400758763","0.372175902030952"
"Nein, nie","2013","direkter Migrationshintergrund","Staedtischer Raum","478","0.391478018117766","0.363908658806468","0.419047377429065"
"Nein, nie","2013","direkter Migrationshintergrund","Laendlicher Raum","129","0.332277958848121","0.284412167404011","0.38014375029223"
"Nein, nie","2013","indirekter Migrationshintergrund","Staedtischer Raum","272","0.434310897953842","0.396028914876088","0.472592881031596"
"Nein, nie","2013","indirekter Migrationshintergrund","Laendlicher Raum","55","0.27861983450782","0.207812891597396","0.349426777418245"
"Nein, nie","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2013","kein Migrationshintergrund","Staedtischer Raum","1016","0.127596207298486","0.120298355875789","0.134894058721183"
"Ja, jede Woche","2013","kein Migrationshintergrund","Laendlicher Raum","705","0.137935180916825","0.128484236379382","0.147386125454269"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Staedtischer Raum","197","0.172913068873519","0.151551933308297","0.194274204438741"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Laendlicher Raum","54","0.117102226679338","0.0844273160469725","0.149777137311704"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Staedtischer Raum","94","0.160428285842711","0.132083412016327","0.188773159669095"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Ja, jede Woche","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Staedtischer Raum","1120","0.139198798342872","0.131627217958417","0.146770378727326"
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Laendlicher Raum","867","0.185871155849998","0.175209607030204","0.196532704669791"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Staedtischer Raum","201","0.151980105099536","0.131701819360131","0.172258390838941"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Laendlicher Raum","85","0.206356924628741","0.165232601756664","0.247481247500818"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Staedtischer Raum","109","0.145167903845185","0.117960890455939","0.172374917234432"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"Ja, alle 2 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Staedtischer Raum","689","0.0953586271212283","0.0889341826462539","0.101783071596203"
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Laendlicher Raum","472","0.0827483594738378","0.0751975819573176","0.090299136990358"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Staedtischer Raum","100","0.0991251076946435","0.0822456330631248","0.116004582326162"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Laendlicher Raum","32","0.0866595874317099","0.0580704358854321","0.115248738977988"
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Staedtischer Raum","54","0.0675895575730745","0.0482008650449441","0.0869782501012049"
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Ja, alle 3-4 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2013","kein Migrationshintergrund","Staedtischer Raum","2004","0.268596049636957","0.258901094061044","0.27829100521287"
"Seltener","2013","kein Migrationshintergrund","Laendlicher Raum","1208","0.234417152364482","0.222806449269938","0.246027855459025"
"Seltener","2013","direkter Migrationshintergrund","Staedtischer Raum","228","0.184503700214535","0.162593397132164","0.206414003296906"
"Seltener","2013","direkter Migrationshintergrund","Laendlicher Raum","72","0.25760330241209","0.213163681059219","0.302042923764962"
"Seltener","2013","indirekter Migrationshintergrund","Staedtischer Raum","115","0.192503354785187","0.162052837696426","0.222953871873948"
"Seltener","2013","indirekter Migrationshintergrund","Laendlicher Raum","33","0.156472078310048","0.0990926935211779","0.213851463098919"
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2015","kein Migrationshintergrund","Staedtischer Raum","2777","0.385629335758465","0.374210531008977","0.397048140507953"
"Nein, nie","2015","kein Migrationshintergrund","Laendlicher Raum","1674","0.363562240764768","0.349515743204182","0.377608738325354"
"Nein, nie","2015","direkter Migrationshintergrund","Staedtischer Raum","851","0.391500838441066","0.370325862333047","0.412675814549084"
"Nein, nie","2015","direkter Migrationshintergrund","Laendlicher Raum","302","0.415315129211827","0.378358909253908","0.452271349169747"
"Nein, nie","2015","indirekter Migrationshintergrund","Staedtischer Raum","366","0.414667429407111","0.382079847123605","0.447255011690617"
"Nein, nie","2015","indirekter Migrationshintergrund","Laendlicher Raum","79","0.330614171398199","0.266058857563438","0.39516948523296"
"Nein, nie","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2015","kein Migrationshintergrund","Staedtischer Raum","870","0.124423589789611","0.11668042023164","0.132166759347582"
"Ja, jede Woche","2015","kein Migrationshintergrund","Laendlicher Raum","600","0.138136328238119","0.128060658238316","0.148211998237923"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Staedtischer Raum","337","0.169503792102223","0.153226388770259","0.185781195434188"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Laendlicher Raum","91","0.136796679604453","0.1110256322862","0.162567726922706"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Staedtischer Raum","141","0.155712324739961","0.13172910137748","0.179695548102443"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"Ja, jede Woche","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Staedtischer Raum","976","0.144152595605253","0.135912546838163","0.152392644372344"
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Laendlicher Raum","740","0.175114476639998","0.164016122989608","0.186212830290388"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Staedtischer Raum","348","0.183603091411138","0.166806650784883","0.200399532037393"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Laendlicher Raum","119","0.16090645743249","0.133349601526759","0.18846331333822"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Staedtischer Raum","137","0.178181770402939","0.152870126427921","0.203493414377957"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Laendlicher Raum","38","0.204825222250193","0.149444830596831","0.260205613903554"
"Ja, alle 2 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Staedtischer Raum","594","0.0865297732423039","0.0799342332070041","0.0931253132776036"
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Laendlicher Raum","388","0.0829395945430775","0.0748861695377953","0.0909930195483597"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Staedtischer Raum","158","0.0976064836813563","0.0847309895427007","0.110481977820012"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Laendlicher Raum","69","0.0943494245586927","0.0724270445963015","0.116271804521084"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Staedtischer Raum","80","0.0838715915111043","0.0655363577885123","0.102206825233696"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"Ja, alle 3-4 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2015","kein Migrationshintergrund","Staedtischer Raum","1763","0.259264705604367","0.24898398401068","0.269545427198054"
"Seltener","2015","kein Migrationshintergrund","Laendlicher Raum","1103","0.240247359814037","0.227771625590743","0.252723094037331"
"Seltener","2015","direkter Migrationshintergrund","Staedtischer Raum","347","0.157785794364217","0.141970698813238","0.173600889915195"
"Seltener","2015","direkter Migrationshintergrund","Laendlicher Raum","102","0.192632309192537","0.163056407943249","0.222208210441825"
"Seltener","2015","indirekter Migrationshintergrund","Staedtischer Raum","154","0.167566883938885","0.142862751641466","0.192271016236304"
"Seltener","2015","indirekter Migrationshintergrund","Laendlicher Raum","43","0.253966987986182","0.194235867153783","0.31369810881858"
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2017","kein Migrationshintergrund","Staedtischer Raum","3315","0.425814729633049","0.414765383243809","0.436864076022289"
"Nein, nie","2017","kein Migrationshintergrund","Laendlicher Raum","2039","0.400901346089421","0.387261201750829","0.414541490428013"
"Nein, nie","2017","direkter Migrationshintergrund","Staedtischer Raum","965","0.428195298892604","0.407461960285124","0.448928637500084"
"Nein, nie","2017","direkter Migrationshintergrund","Laendlicher Raum","317","0.428436200867935","0.393254508092153","0.463617893643716"
"Nein, nie","2017","indirekter Migrationshintergrund","Staedtischer Raum","416","0.448867720246014","0.416986906567597","0.480748533924432"
"Nein, nie","2017","indirekter Migrationshintergrund","Laendlicher Raum","86","0.355577539202687","0.292466628279746","0.418688450125628"
"Nein, nie","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2017","kein Migrationshintergrund","Staedtischer Raum","998","0.123729425142717","0.116371492013173","0.131087358272261"
"Ja, jede Woche","2017","kein Migrationshintergrund","Laendlicher Raum","671","0.137291560265268","0.127712895357067","0.146870225173468"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Staedtischer Raum","301","0.144989369593712","0.130236439987966","0.159742299199458"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Laendlicher Raum","90","0.121465336838283","0.0982408073067078","0.144689866369859"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Staedtischer Raum","157","0.166931266490174","0.143028314056907","0.190834218923442"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Laendlicher Raum","36","0.180849019236668","0.130104164818149","0.231593873655187"
"Ja, jede Woche","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Staedtischer Raum","1008","0.134264457131066","0.126645888593748","0.141883025668384"
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Laendlicher Raum","786","0.159324260136797","0.149138199680799","0.169510320592796"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Staedtischer Raum","369","0.179742272143797","0.163653432941538","0.195831111346055"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Laendlicher Raum","162","0.167329180706128","0.140791448346682","0.193866913065575"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Staedtischer Raum","133","0.141990911086325","0.119618205751369","0.16436361642128"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Laendlicher Raum","41","0.145828293426762","0.0992969660288465","0.192359620824677"
"Ja, alle 2 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Staedtischer Raum","737","0.0885407255304513","0.0821926746764838","0.0948887763844187"
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Laendlicher Raum","515","0.0916638024568401","0.0836327348474062","0.099694870066274"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Staedtischer Raum","185","0.0900758314750335","0.0780799774497477","0.102071685500319"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Laendlicher Raum","67","0.0954682578674011","0.0745761288283764","0.116360386906426"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Staedtischer Raum","83","0.086770931602453","0.0687274941243059","0.1048143690806"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Ja, alle 3-4 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2017","kein Migrationshintergrund","Staedtischer Raum","1635","0.227650662562717","0.2182806197921","0.237020705333334"
"Seltener","2017","kein Migrationshintergrund","Laendlicher Raum","948","0.210819031051674","0.199466459567983","0.222171602535365"
