"pli0096_h","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2001","Thüringen","3","149","0.730048274635374","0.66927816725757","0.790818382013179"
"Nie","2001","Thüringen","4","66","0.724441408432426","0.635527267832094","0.813355549032757"
"Nie","2001","Thüringen","5 Einkommensstärkstes Quintil","21","","",""
"Täglich","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Schleswig-Holstein","2","","","",""
"Täglich","2002","Schleswig-Holstein","3","","","",""
"Täglich","2002","Schleswig-Holstein","4","","","",""
"Täglich","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Hamburg","2","","","",""
"Täglich","2002","Hamburg","3","","","",""
"Täglich","2002","Hamburg","4","","","",""
"Täglich","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Niedersachsen","2","","","",""
"Täglich","2002","Niedersachsen","3","","","",""
"Täglich","2002","Niedersachsen","4","","","",""
"Täglich","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Bremen","2","","","",""
"Täglich","2002","Bremen","3","","","",""
"Täglich","2002","Bremen","4","","","",""
"Täglich","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Nordrhein-Westfalen","2","","","",""
"Täglich","2002","Nordrhein-Westfalen","3","","","",""
"Täglich","2002","Nordrhein-Westfalen","4","","","",""
"Täglich","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Hessen","2","","","",""
"Täglich","2002","Hessen","3","","","",""
"Täglich","2002","Hessen","4","","","",""
"Täglich","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Täglich","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Täglich","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Täglich","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Baden-Württemberg","2","","","",""
"Täglich","2002","Baden-Württemberg","3","","","",""
"Täglich","2002","Baden-Württemberg","4","","","",""
"Täglich","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Bayern","2","","","",""
"Täglich","2002","Bayern","3","","","",""
"Täglich","2002","Bayern","4","","","",""
"Täglich","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Saarland","2","","","",""
"Täglich","2002","Saarland","3","","","",""
"Täglich","2002","Saarland","4","","","",""
"Täglich","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Berlin","2","","","",""
"Täglich","2002","Berlin","3","","","",""
"Täglich","2002","Berlin","4","","","",""
"Täglich","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Brandenburg","2","","","",""
"Täglich","2002","Brandenburg","3","","","",""
"Täglich","2002","Brandenburg","4","","","",""
"Täglich","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Mecklenburg-Vorpommern","2","","","",""
"Täglich","2002","Mecklenburg-Vorpommern","3","","","",""
"Täglich","2002","Mecklenburg-Vorpommern","4","","","",""
"Täglich","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Sachsen","2","","","",""
"Täglich","2002","Sachsen","3","","","",""
"Täglich","2002","Sachsen","4","","","",""
"Täglich","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Sachsen-Anhalt","2","","","",""
"Täglich","2002","Sachsen-Anhalt","3","","","",""
"Täglich","2002","Sachsen-Anhalt","4","","","",""
"Täglich","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Thüringen","2","","","",""
"Täglich","2002","Thüringen","3","","","",""
"Täglich","2002","Thüringen","4","","","",""
"Täglich","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","2","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","3","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","4","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Hamburg","2","","","",""
"Min 1x pro Woche","2002","Hamburg","3","","","",""
"Min 1x pro Woche","2002","Hamburg","4","","","",""
"Min 1x pro Woche","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Niedersachsen","2","","","",""
"Min 1x pro Woche","2002","Niedersachsen","3","","","",""
"Min 1x pro Woche","2002","Niedersachsen","4","","","",""
"Min 1x pro Woche","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Bremen","2","","","",""
"Min 1x pro Woche","2002","Bremen","3","","","",""
"Min 1x pro Woche","2002","Bremen","4","","","",""
"Min 1x pro Woche","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","2","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","3","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","4","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Hessen","2","","","",""
"Min 1x pro Woche","2002","Hessen","3","","","",""
"Min 1x pro Woche","2002","Hessen","4","","","",""
"Min 1x pro Woche","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Baden-Württemberg","2","","","",""
"Min 1x pro Woche","2002","Baden-Württemberg","3","","","",""
"Min 1x pro Woche","2002","Baden-Württemberg","4","","","",""
"Min 1x pro Woche","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Bayern","2","","","",""
"Min 1x pro Woche","2002","Bayern","3","","","",""
"Min 1x pro Woche","2002","Bayern","4","","","",""
"Min 1x pro Woche","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Saarland","2","","","",""
"Min 1x pro Woche","2002","Saarland","3","","","",""
"Min 1x pro Woche","2002","Saarland","4","","","",""
"Min 1x pro Woche","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Berlin","2","","","",""
"Min 1x pro Woche","2002","Berlin","3","","","",""
"Min 1x pro Woche","2002","Berlin","4","","","",""
"Min 1x pro Woche","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Brandenburg","2","","","",""
"Min 1x pro Woche","2002","Brandenburg","3","","","",""
"Min 1x pro Woche","2002","Brandenburg","4","","","",""
"Min 1x pro Woche","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","2","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","3","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","4","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Sachsen","2","","","",""
"Min 1x pro Woche","2002","Sachsen","3","","","",""
"Min 1x pro Woche","2002","Sachsen","4","","","",""
"Min 1x pro Woche","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","2","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","3","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","4","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Thüringen","2","","","",""
"Min 1x pro Woche","2002","Thüringen","3","","","",""
"Min 1x pro Woche","2002","Thüringen","4","","","",""
"Min 1x pro Woche","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","2","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","3","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","4","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Hamburg","2","","","",""
"Min 1x pro Monat","2002","Hamburg","3","","","",""
"Min 1x pro Monat","2002","Hamburg","4","","","",""
"Min 1x pro Monat","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Niedersachsen","2","","","",""
"Min 1x pro Monat","2002","Niedersachsen","3","","","",""
"Min 1x pro Monat","2002","Niedersachsen","4","","","",""
"Min 1x pro Monat","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Bremen","2","","","",""
"Min 1x pro Monat","2002","Bremen","3","","","",""
"Min 1x pro Monat","2002","Bremen","4","","","",""
"Min 1x pro Monat","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","2","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","3","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","4","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Hessen","2","","","",""
"Min 1x pro Monat","2002","Hessen","3","","","",""
"Min 1x pro Monat","2002","Hessen","4","","","",""
"Min 1x pro Monat","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Baden-Württemberg","2","","","",""
"Min 1x pro Monat","2002","Baden-Württemberg","3","","","",""
"Min 1x pro Monat","2002","Baden-Württemberg","4","","","",""
"Min 1x pro Monat","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Bayern","2","","","",""
"Min 1x pro Monat","2002","Bayern","3","","","",""
"Min 1x pro Monat","2002","Bayern","4","","","",""
"Min 1x pro Monat","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Saarland","2","","","",""
"Min 1x pro Monat","2002","Saarland","3","","","",""
"Min 1x pro Monat","2002","Saarland","4","","","",""
"Min 1x pro Monat","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Berlin","2","","","",""
"Min 1x pro Monat","2002","Berlin","3","","","",""
"Min 1x pro Monat","2002","Berlin","4","","","",""
"Min 1x pro Monat","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Brandenburg","2","","","",""
"Min 1x pro Monat","2002","Brandenburg","3","","","",""
"Min 1x pro Monat","2002","Brandenburg","4","","","",""
"Min 1x pro Monat","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","2","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","3","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","4","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Sachsen","2","","","",""
"Min 1x pro Monat","2002","Sachsen","3","","","",""
"Min 1x pro Monat","2002","Sachsen","4","","","",""
"Min 1x pro Monat","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","2","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","3","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","4","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Thüringen","2","","","",""
"Min 1x pro Monat","2002","Thüringen","3","","","",""
"Min 1x pro Monat","2002","Thüringen","4","","","",""
"Min 1x pro Monat","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Schleswig-Holstein","2","","","",""
"Seltener","2002","Schleswig-Holstein","3","","","",""
"Seltener","2002","Schleswig-Holstein","4","","","",""
"Seltener","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Hamburg","2","","","",""
"Seltener","2002","Hamburg","3","","","",""
"Seltener","2002","Hamburg","4","","","",""
"Seltener","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Niedersachsen","2","","","",""
"Seltener","2002","Niedersachsen","3","","","",""
"Seltener","2002","Niedersachsen","4","","","",""
"Seltener","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Bremen","2","","","",""
"Seltener","2002","Bremen","3","","","",""
"Seltener","2002","Bremen","4","","","",""
"Seltener","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Nordrhein-Westfalen","2","","","",""
"Seltener","2002","Nordrhein-Westfalen","3","","","",""
"Seltener","2002","Nordrhein-Westfalen","4","","","",""
"Seltener","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Hessen","2","","","",""
"Seltener","2002","Hessen","3","","","",""
"Seltener","2002","Hessen","4","","","",""
"Seltener","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Baden-Württemberg","2","","","",""
"Seltener","2002","Baden-Württemberg","3","","","",""
"Seltener","2002","Baden-Württemberg","4","","","",""
"Seltener","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Bayern","2","","","",""
"Seltener","2002","Bayern","3","","","",""
"Seltener","2002","Bayern","4","","","",""
"Seltener","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Saarland","2","","","",""
"Seltener","2002","Saarland","3","","","",""
"Seltener","2002","Saarland","4","","","",""
"Seltener","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Berlin","2","","","",""
"Seltener","2002","Berlin","3","","","",""
"Seltener","2002","Berlin","4","","","",""
"Seltener","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Brandenburg","2","","","",""
"Seltener","2002","Brandenburg","3","","","",""
"Seltener","2002","Brandenburg","4","","","",""
"Seltener","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Mecklenburg-Vorpommern","2","","","",""
"Seltener","2002","Mecklenburg-Vorpommern","3","","","",""
"Seltener","2002","Mecklenburg-Vorpommern","4","","","",""
"Seltener","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Sachsen","2","","","",""
"Seltener","2002","Sachsen","3","","","",""
"Seltener","2002","Sachsen","4","","","",""
"Seltener","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Sachsen-Anhalt","2","","","",""
"Seltener","2002","Sachsen-Anhalt","3","","","",""
"Seltener","2002","Sachsen-Anhalt","4","","","",""
"Seltener","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Thüringen","2","","","",""
"Seltener","2002","Thüringen","3","","","",""
"Seltener","2002","Thüringen","4","","","",""
"Seltener","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Schleswig-Holstein","2","","","",""
"Nie","2002","Schleswig-Holstein","3","","","",""
"Nie","2002","Schleswig-Holstein","4","","","",""
"Nie","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Hamburg","2","","","",""
"Nie","2002","Hamburg","3","","","",""
"Nie","2002","Hamburg","4","","","",""
"Nie","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Niedersachsen","2","","","",""
"Nie","2002","Niedersachsen","3","","","",""
"Nie","2002","Niedersachsen","4","","","",""
"Nie","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Bremen","2","","","",""
"Nie","2002","Bremen","3","","","",""
"Nie","2002","Bremen","4","","","",""
"Nie","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Nordrhein-Westfalen","2","","","",""
"Nie","2002","Nordrhein-Westfalen","3","","","",""
"Nie","2002","Nordrhein-Westfalen","4","","","",""
"Nie","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Hessen","2","","","",""
"Nie","2002","Hessen","3","","","",""
"Nie","2002","Hessen","4","","","",""
"Nie","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Nie","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Nie","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Nie","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Baden-Württemberg","2","","","",""
"Nie","2002","Baden-Württemberg","3","","","",""
"Nie","2002","Baden-Württemberg","4","","","",""
"Nie","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Bayern","2","","","",""
"Nie","2002","Bayern","3","","","",""
"Nie","2002","Bayern","4","","","",""
"Nie","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Saarland","2","","","",""
"Nie","2002","Saarland","3","","","",""
"Nie","2002","Saarland","4","","","",""
"Nie","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Berlin","2","","","",""
"Nie","2002","Berlin","3","","","",""
"Nie","2002","Berlin","4","","","",""
"Nie","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Brandenburg","2","","","",""
"Nie","2002","Brandenburg","3","","","",""
"Nie","2002","Brandenburg","4","","","",""
"Nie","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Mecklenburg-Vorpommern","2","","","",""
"Nie","2002","Mecklenburg-Vorpommern","3","","","",""
"Nie","2002","Mecklenburg-Vorpommern","4","","","",""
"Nie","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Sachsen","2","","","",""
"Nie","2002","Sachsen","3","","","",""
"Nie","2002","Sachsen","4","","","",""
"Nie","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Sachsen-Anhalt","2","","","",""
"Nie","2002","Sachsen-Anhalt","3","","","",""
"Nie","2002","Sachsen-Anhalt","4","","","",""
"Nie","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Thüringen","2","","","",""
"Nie","2002","Thüringen","3","","","",""
"Nie","2002","Thüringen","4","","","",""
"Nie","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2003","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2003","Schleswig-Holstein","2","","","",""
"Täglich","2003","Schleswig-Holstein","3","1","","",""
"Täglich","2003","Schleswig-Holstein","4","","","",""
"Täglich","2003","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2003","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2003","Hamburg","2","1","","",""
"Täglich","2003","Hamburg","3","1","","",""
"Täglich","2003","Hamburg","4","","","",""
"Täglich","2003","Hamburg","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","2003","Niedersachsen","1 Einkommensschwächstes Quintil","6","","",""
"Täglich","2003","Niedersachsen","2","5","","",""
"Täglich","2003","Niedersachsen","3","8","","",""
"Täglich","2003","Niedersachsen","4","4","","",""
"Täglich","2003","Niedersachsen","5 Einkommensstärkstes Quintil","7","","",""
"Täglich","2003","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2003","Bremen","2","","","",""
"Täglich","2003","Bremen","3","","","",""
"Täglich","2003","Bremen","4","","","",""
"Täglich","2003","Bremen","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","2003","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","7","","",""
"Täglich","2003","Nordrhein-Westfalen","2","9","","",""
"Täglich","2003","Nordrhein-Westfalen","3","9","","",""
"Täglich","2003","Nordrhein-Westfalen","4","15","","",""
