"hlf0001_h","year","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentuemer","2013","3","4590","0.524407293566813","0.514282477152553","0.534532109981073"
"Eigentuemer","2013","4","6177","0.586683723790265","0.577290805679498","0.596076641901031"
"Eigentuemer","2013","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2013","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2013","2","1","","",""
"Altersheim/Seniorenwohnheim","2013","3","","","",""
"Altersheim/Seniorenwohnheim","2013","4","","","",""
"Altersheim/Seniorenwohnheim","2013","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2014","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2014","2","5102","0.589961997449485","0.579078319301248","0.600845675597722"
"Hauptmieter","2014","3","4091","0.470404766925834","0.459629211214084","0.481180322637584"
"Hauptmieter","2014","4","3889","0.398910804537604","0.389134279383091","0.408687329692117"
"Hauptmieter","2014","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2014","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2014","2","88","0.0191369589783798","0.0161052168033612","0.0221687011533984"
"Untermieter","2014","3","60","0.0133047696768059","0.0108311838676917","0.0157783554859201"
"Untermieter","2014","4","129","0.0176678619247888","0.0150376040097702","0.0202981198398073"
"Untermieter","2014","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2014","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2014","2","2653","0.390131904219062","0.379338080821673","0.40092572761645"
"Eigentuemer","2014","3","4090","0.516143795185925","0.505354941617425","0.526932648754424"
"Eigentuemer","2014","4","5619","0.583421333537607","0.573578575093039","0.593264091982175"
"Eigentuemer","2014","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2014","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2014","2","2","","",""
"Altersheim/Seniorenwohnheim","2014","3","1","","",""
"Altersheim/Seniorenwohnheim","2014","4","","","",""
"Altersheim/Seniorenwohnheim","2014","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2015","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2015","2","4940","0.620210764105373","0.609013531144361","0.631407997066385"
"Hauptmieter","2015","3","4196","0.474771694862891","0.463814041798267","0.485729347927514"
"Hauptmieter","2015","4","4088","0.406092846777203","0.396242220704156","0.41594347285025"
"Hauptmieter","2015","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2015","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2015","2","93","0.0210402518669156","0.0177291112614352","0.024351392472396"
"Untermieter","2015","3","90","0.0138094931865202","0.0112487244801881","0.0163702618928524"
"Untermieter","2015","4","109","0.0146266036509253","0.0122185616987399","0.0170346456031107"
"Untermieter","2015","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2015","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2015","2","2184","0.358748984027711","0.347683278436988","0.369814689618435"
"Eigentuemer","2015","3","3692","0.511418811950589","0.500450045357046","0.522387578544132"
"Eigentuemer","2015","4","5351","0.579280549571872","0.569378327669767","0.589182771473976"
"Eigentuemer","2015","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2015","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2015","2","","","",""
"Altersheim/Seniorenwohnheim","2015","3","","","",""
"Altersheim/Seniorenwohnheim","2015","4","","","",""
"Altersheim/Seniorenwohnheim","2015","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2016","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2016","2","4211","0.638843349517196","0.626870611898942","0.650816087135451"
"Hauptmieter","2016","3","3573","0.480851957382101","0.468982755403917","0.492721159360285"
"Hauptmieter","2016","4","3869","0.406695862980659","0.396693044600019","0.4166986813613"
"Hauptmieter","2016","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2016","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2016","2","76","0.0119903888842723","0.00927741453979731","0.0147033632287473"
"Untermieter","2016","3","85","0.0184057423528982","0.015212639634871","0.0215988450709254"
"Untermieter","2016","4","97","0.0139644938665685","0.0115749902371908","0.0163539974959463"
"Untermieter","2016","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2016","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2016","2","1896","0.349166261598531","0.337283985667309","0.361048537529754"
"Eigentuemer","2016","3","3149","0.500742300265001","0.488864398163989","0.512620202366012"
"Eigentuemer","2016","4","5298","0.579339643152772","0.569286977588482","0.589392308717062"
"Eigentuemer","2016","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2016","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2016","2","","","",""
"Altersheim/Seniorenwohnheim","2016","3","","","",""
"Altersheim/Seniorenwohnheim","2016","4","","","",""
"Altersheim/Seniorenwohnheim","2016","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2017","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2017","2","4691","0.647745535995671","0.636086408707951","0.659404663283391"
"Hauptmieter","2017","3","3804","0.498863339326681","0.487437289519552","0.51028938913381"
"Hauptmieter","2017","4","4297","0.397551709028207","0.38804545154998","0.407057966506433"
"Hauptmieter","2017","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2017","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2017","2","113","0.0211966613094659","0.0176809190609922","0.0247124035579397"
"Untermieter","2017","3","117","0.0247454248655241","0.0211953812701801","0.0282954684608681"
"Untermieter","2017","4","119","0.0162957488714277","0.0138363877228762","0.0187551100199791"
"Untermieter","2017","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2017","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2017","2","1644","0.331057802694863","0.319571459534029","0.342544145855696"
"Eigentuemer","2017","3","3435","0.476391235807795","0.464977900776293","0.487804570839297"
"Eigentuemer","2017","4","5765","0.586152542100365","0.576585485471307","0.595719598729424"
"Eigentuemer","2017","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2017","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2017","2","","","",""
"Altersheim/Seniorenwohnheim","2017","3","","","",""
"Altersheim/Seniorenwohnheim","2017","4","","","",""
"Altersheim/Seniorenwohnheim","2017","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2018","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2018","2","4941","0.695822647551968","0.68448390543189","0.707161389672046"
"Hauptmieter","2018","3","4063","0.531271376787676","0.519651618067355","0.542891135507997"
"Hauptmieter","2018","4","4570","0.420531729544042","0.41103065057499","0.430032808513094"
"Hauptmieter","2018","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2018","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2018","2","100","0.0170550681556611","0.0138639455982934","0.0202461907130288"
"Untermieter","2018","3","114","0.0187868403348189","0.0156253874200076","0.0219482932496302"
"Untermieter","2018","4","120","0.0140280181400588","0.011764473002803","0.0162915632773145"
"Untermieter","2018","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2018","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2018","2","1283","0.287122284292371","0.275971815407127","0.298272753177616"
"Eigentuemer","2018","3","2908","0.449941782877505","0.43835772671109","0.46152583904392"
"Eigentuemer","2018","4","5680","0.565440252315899","0.555899627410166","0.574980877221632"
"Eigentuemer","2018","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2018","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2018","2","","","",""
"Altersheim/Seniorenwohnheim","2018","3","","","",""
"Altersheim/Seniorenwohnheim","2018","4","","","",""
"Altersheim/Seniorenwohnheim","2018","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2019","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2019","2","4612","0.660045090265588","0.648005919264079","0.672084261267097"
"Hauptmieter","2019","3","3583","0.530289104648212","0.517958314853977","0.542619894442448"
"Hauptmieter","2019","4","4615","0.446994945718614","0.437359100403941","0.456630791033287"
"Hauptmieter","2019","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2019","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2019","2","156","0.0246657734084244","0.0207237134738416","0.0286078333430073"
"Untermieter","2019","3","93","0.0185241492165458","0.0151927385678082","0.0218555598652835"
"Untermieter","2019","4","147","0.0134335258620015","0.011202358504707","0.0156646932192961"
"Untermieter","2019","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2019","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2019","2","1179","0.315289136325988","0.30348029643145","0.327097976220526"
"Eigentuemer","2019","3","2617","0.451186746135242","0.438892279649115","0.463481212621368"
"Eigentuemer","2019","4","5465","0.539571528419385","0.529911474260288","0.549231582578481"
"Eigentuemer","2019","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2019","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2019","2","","","",""
"Altersheim/Seniorenwohnheim","2019","3","","","",""
"Altersheim/Seniorenwohnheim","2019","4","","","",""
"Altersheim/Seniorenwohnheim","2019","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","2020","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","2020","2","6099","0.674242234054922","0.663528033119864","0.68495643498998"
"Hauptmieter","2020","3","4313","0.573772363405615","0.561741884874858","0.585802841936372"
"Hauptmieter","2020","4","5317","0.421313604152034","0.411891536050749","0.430735672253319"
"Hauptmieter","2020","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","2020","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","2020","2","252","0.0345312871719202","0.03035702322073","0.0387055511231104"
"Untermieter","2020","3","174","0.0203428906524188","0.0169086109264911","0.0237771703783465"
"Untermieter","2020","4","212","0.0130769063570938","0.0109091222707719","0.0152446904434158"
"Untermieter","2020","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","2020","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","2020","2","999","0.291226478773158","0.280839874310747","0.301613083235568"
"Eigentuemer","2020","3","2004","0.405884745941966","0.393938567352251","0.417830924531682"
"Eigentuemer","2020","4","5021","0.565609489490872","0.556151030843161","0.575067948138583"
"Eigentuemer","2020","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2020","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","2020","2","","","",""
"Altersheim/Seniorenwohnheim","2020","3","","","",""
"Altersheim/Seniorenwohnheim","2020","4","","","",""
"Altersheim/Seniorenwohnheim","2020","5 Einkommensstärkstes Quintil","","","",""
