"plh0112","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"4 Ganz unwichtig","1996","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1997","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1997","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1997","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1997","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","1997","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","1997","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1997","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1997","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","1997","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1997","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1997","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1997","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1997","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1997","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1998","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1998","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1998","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1998","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1998","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","1998","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1998","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","1998","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","1998","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1998","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1998","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","1998","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1998","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1998","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1998","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1998","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1998","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1998","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1998","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1998","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1999","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1999","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1999","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1999","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1999","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","1999","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1999","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","1999","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","1999","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1999","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1999","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","1999","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1999","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1999","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1999","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1999","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1999","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1999","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1999","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1999","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1999","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Sachsen-Anhalt","Laendlicher Raum","","","",""
