year,migback,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,Upper Secondary Level,Yes,0.06155,392,5973,0.05546,0.06765
1998,No migration background,Upper Secondary Level,No,0.93845,5581,5973,0.93235,0.94454
1998,No migration background,Post-secondary Non-tertiary Level,Yes,0.20566,68,354,0.16350,0.24782
1998,No migration background,Post-secondary Non-tertiary Level,No,0.79434,286,354,0.75218,0.83650
1998,No migration background,First Stage of Tertiary Education,Yes,0.03959,36,751,0.02564,0.05355
1998,No migration background,First Stage of Tertiary Education,No,0.96041,715,751,0.94645,0.97436
1998,No migration background,Second Stage of Tertiary Education,Yes,0.04959,91,1755,0.03943,0.05975
1998,No migration background,Second Stage of Tertiary Education,No,0.95041,1664,1755,0.94025,0.96057
1998,Direct migration background,Primary Level,No,0.97680,357,357,0.96116,0.99244
1998,Direct migration background,Lower Secondary Level,Yes,0.06477,32,658,0.04595,0.08359
1998,Direct migration background,Lower Secondary Level,No,0.93523,626,658,0.91641,0.95405
1998,Direct migration background,Upper Secondary Level,Yes,0.05080,47,844,0.03597,0.06562
1998,Direct migration background,Upper Secondary Level,No,0.94920,797,844,0.93438,0.96403
1998,Direct migration background,Post-secondary Non-tertiary Level,No,0.95550,127,127,0.91949,0.99151
1998,Direct migration background,First Stage of Tertiary Education,No,0.94009,50,50,0.87365,1.00654
1998,Direct migration background,Second Stage of Tertiary Education,No,0.90024,172,172,0.85532,0.94515
1998,Indirect migration background,Pre-primary Level,Yes,0.97772,67,67,0.94211,1.01333
1998,Indirect migration background,Lower Secondary Level,Yes,0.49235,99,195,0.42200,0.56270
1998,Indirect migration background,Lower Secondary Level,No,0.50765,96,195,0.43730,0.57800
1998,Indirect migration background,Upper Secondary Level,Yes,0.22043,40,206,0.16368,0.27718
1998,Indirect migration background,Upper Secondary Level,No,0.77957,166,206,0.72282,0.83632
1999,No migration background,Pre-primary Level,Yes,0.95684,224,224,0.93017,0.98352
1999,No migration background,Primary Level,No,0.88566,61,61,0.80514,0.96618
1999,No migration background,Lower Secondary Level,Yes,0.13837,306,1636,0.12164,0.15511
1999,No migration background,Lower Secondary Level,No,0.86163,1330,1636,0.84489,0.87836
1999,No migration background,Upper Secondary Level,Yes,0.05927,382,5926,0.05326,0.06528
1999,No migration background,Upper Secondary Level,No,0.94073,5544,5926,0.93472,0.94674
1999,No migration background,Post-secondary Non-tertiary Level,Yes,0.18207,68,357,0.14198,0.22216
1999,No migration background,Post-secondary Non-tertiary Level,No,0.81793,289,357,0.77784,0.85802
1999,No migration background,First Stage of Tertiary Education,Yes,0.04097,33,746,0.02674,0.05521
1999,No migration background,First Stage of Tertiary Education,No,0.95903,713,746,0.94479,0.97326
1999,No migration background,Second Stage of Tertiary Education,Yes,0.06626,131,1754,0.05461,0.07790
1999,No migration background,Second Stage of Tertiary Education,No,0.93374,1623,1754,0.92210,0.94539
1999,Direct migration background,Primary Level,No,0.98272,337,337,0.96878,0.99665
1999,Direct migration background,Lower Secondary Level,No,0.95384,583,583,0.93679,0.97089
1999,Direct migration background,Upper Secondary Level,Yes,0.05775,40,789,0.04146,0.07403
1999,Direct migration background,Upper Secondary Level,No,0.94225,749,789,0.92597,0.95854
1999,Direct migration background,Post-secondary Non-tertiary Level,No,0.96424,119,119,0.93073,0.99774
1999,Direct migration background,First Stage of Tertiary Education,No,0.98863,49,49,0.95863,1.01862
1999,Direct migration background,Second Stage of Tertiary Education,No,0.96551,169,169,0.93792,0.99311
1999,Indirect migration background,Pre-primary Level,Yes,0.99608,63,63,0.98054,1.01163
1999,Indirect migration background,Lower Secondary Level,Yes,0.51770,94,192,0.44684,0.58857
1999,Indirect migration background,Lower Secondary Level,No,0.48230,98,192,0.41143,0.55316
1999,Indirect migration background,Upper Secondary Level,Yes,0.25020,45,216,0.19230,0.30809
1999,Indirect migration background,Upper Secondary Level,No,0.74980,171,216,0.69191,0.80770
2000,No migration background,Pre-primary Level,Yes,0.96749,360,360,0.94914,0.98583
2000,No migration background,Primary Level,No,0.90840,90,90,0.84847,0.96833
2000,No migration background,Lower Secondary Level,Yes,0.16454,533,2443,0.14983,0.17924
2000,No migration background,Lower Secondary Level,No,0.83399,1910,2443,0.81923,0.84875
2000,No migration background,Upper Secondary Level,Yes,0.05894,738,11228,0.05458,0.06330
2000,No migration background,Upper Secondary Level,No,0.94106,10490,11228,0.93670,0.94542
2000,No migration background,Post-secondary Non-tertiary Level,Yes,0.18070,141,805,0.15411,0.20730
2000,No migration background,Post-secondary Non-tertiary Level,No,0.81930,664,805,0.79270,0.84589
2000,No migration background,First Stage of Tertiary Education,Yes,0.03612,69,1650,0.02711,0.04512
2000,No migration background,First Stage of Tertiary Education,No,0.96388,1581,1650,0.95488,0.97289
2000,No migration background,Second Stage of Tertiary Education,Yes,0.05706,202,3365,0.04922,0.06489
2000,No migration background,Second Stage of Tertiary Education,No,0.94231,3163,3365,0.93443,0.95019
2000,Direct migration background,Pre-primary Level,Yes,0.90044,49,49,0.81574,0.98514
2000,Direct migration background,Primary Level,No,0.99362,283,283,0.98434,1.00291
2000,Direct migration background,Lower Secondary Level,Yes,0.08305,67,851,0.06450,0.10161
2000,Direct migration background,Lower Secondary Level,No,0.91695,784,851,0.89839,0.93550
2000,Direct migration background,Upper Secondary Level,Yes,0.05061,61,1228,0.03835,0.06288
2000,Direct migration background,Upper Secondary Level,No,0.94939,1167,1228,0.93712,0.96165
2000,Direct migration background,Post-secondary Non-tertiary Level,No,0.91821,251,251,0.88424,0.95218
2000,Direct migration background,First Stage of Tertiary Education,No,0.98218,185,185,0.96307,1.00130
2000,Direct migration background,Second Stage of Tertiary Education,No,0.93219,371,371,0.90657,0.95781
2000,Indirect migration background,Pre-primary Level,Yes,0.99326,66,66,0.97337,1.01315
2000,Indirect migration background,Lower Secondary Level,Yes,0.50619,129,259,0.44519,0.56720
2000,Indirect migration background,Lower Secondary Level,No,0.49381,130,259,0.43280,0.55481
2000,Indirect migration background,Upper Secondary Level,Yes,0.17921,69,343,0.13856,0.21986
2000,Indirect migration background,Upper Secondary Level,No,0.82079,274,343,0.78014,0.86144
2000,Indirect migration background,Post-secondary Non-tertiary Level,No,0.83900,31,31,0.70748,0.97052
2000,Indirect migration background,First Stage of Tertiary Education,No,0.94165,37,37,0.86508,1.01822
2000,Indirect migration background,Second Stage of Tertiary Education,No,0.73076,40,40,0.59155,0.86998
2001,No migration background,Pre-primary Level,Yes,0.97747,419,419,0.96324,0.99170
2001,No migration background,Primary Level,No,0.88068,75,75,0.80682,0.95454
2001,No migration background,Lower Secondary Level,Yes,0.16150,448,2077,0.14567,0.17733
2001,No migration background,Lower Secondary Level,No,0.83850,1629,2077,0.82267,0.85433
2001,No migration background,Upper Secondary Level,Yes,0.05726,663,10179,0.05274,0.06177
2001,No migration background,Upper Secondary Level,No,0.94274,9516,10179,0.93823,0.94726
2001,No migration background,Post-secondary Non-tertiary Level,Yes,0.15816,117,776,0.13247,0.18385
2001,No migration background,Post-secondary Non-tertiary Level,No,0.84184,659,776,0.81615,0.86753
2001,No migration background,First Stage of Tertiary Education,Yes,0.04121,54,1475,0.03106,0.05136
2001,No migration background,First Stage of Tertiary Education,No,0.95879,1421,1475,0.94864,0.96894
2001,No migration background,Second Stage of Tertiary Education,Yes,0.05446,171,3133,0.04651,0.06241
2001,No migration background,Second Stage of Tertiary Education,No,0.94554,2962,3133,0.93759,0.95349
2001,Direct migration background,Pre-primary Level,Yes,0.93019,44,44,0.85402,1.00636
2001,Direct migration background,Lower Secondary Level,Yes,0.10193,67,772,0.08057,0.12328
2001,Direct migration background,Lower Secondary Level,No,0.89807,705,772,0.87672,0.91943
2001,Direct migration background,Upper Secondary Level,Yes,0.06766,65,1087,0.05272,0.08259
2001,Direct migration background,Upper Secondary Level,No,0.93234,1022,1087,0.91741,0.94728
2001,Direct migration background,Post-secondary Non-tertiary Level,No,0.90263,234,234,0.86456,0.94070
2001,Direct migration background,First Stage of Tertiary Education,No,0.97893,158,158,0.95647,1.00140
2001,Direct migration background,Second Stage of Tertiary Education,No,0.90177,333,333,0.86975,0.93378
2001,Indirect migration background,Pre-primary Level,Yes,0.98938,65,65,0.96428,1.01449
2001,Indirect migration background,Lower Secondary Level,Yes,0.45504,107,233,0.39096,0.51912
2001,Indirect migration background,Lower Secondary Level,No,0.54496,126,233,0.48088,0.60904
2001,Indirect migration background,Upper Secondary Level,Yes,0.22251,73,310,0.17614,0.26889
2001,Indirect migration background,Upper Secondary Level,No,0.77749,237,310,0.73111,0.82386
2001,Indirect migration background,Post-secondary Non-tertiary Level,No,0.86787,32,32,0.74867,0.98708
2001,Indirect migration background,First Stage of Tertiary Education,No,0.97726,36,36,0.92788,1.02665
2001,Indirect migration background,Second Stage of Tertiary Education,No,0.74214,44,44,0.61138,0.87289
2002,No migration background,Pre-primary Level,Yes,0.98546,477,477,0.97471,0.99621
2002,No migration background,Primary Level,No,0.87921,77,77,0.80594,0.95248
2002,No migration background,Lower Secondary Level,Yes,0.16186,452,1983,0.14564,0.17807
2002,No migration background,Lower Secondary Level,No,0.83814,1531,1983,0.82193,0.85436
2002,No migration background,Upper Secondary Level,Yes,0.05873,738,10243,0.05418,0.06329
2002,No migration background,Upper Secondary Level,No,0.94127,9505,10243,0.93671,0.94582
2002,No migration background,Post-secondary Non-tertiary Level,Yes,0.15033,140,886,0.12678,0.17388
2002,No migration background,Post-secondary Non-tertiary Level,No,0.84967,746,886,0.82612,0.87322
2002,No migration background,First Stage of Tertiary Education,Yes,0.03859,60,1544,0.02898,0.04820
2002,No migration background,First Stage of Tertiary Education,No,0.96141,1484,1544,0.95180,0.97102
2002,No migration background,Second Stage of Tertiary Education,Yes,0.04680,179,4100,0.04034,0.05327
2002,No migration background,Second Stage of Tertiary Education,No,0.95320,3921,4100,0.94673,0.95966
2002,Direct migration background,Primary Level,No,0.99482,187,187,0.98450,1.00514
2002,Direct migration background,Lower Secondary Level,Yes,0.10853,60,709,0.08562,0.13145
2002,Direct migration background,Lower Secondary Level,No,0.89147,649,709,0.86855,0.91438
2002,Direct migration background,Upper Secondary Level,Yes,0.06315,55,1021,0.04822,0.07807
2002,Direct migration background,Upper Secondary Level,No,0.93685,966,1021,0.92193,0.95178
2002,Direct migration background,Post-secondary Non-tertiary Level,No,0.89804,226,226,0.85850,0.93758
2002,Direct migration background,First Stage of Tertiary Education,No,0.97586,156,156,0.95169,1.00002
2002,Direct migration background,Second Stage of Tertiary Education,No,0.95614,380,380,0.93552,0.97675
2002,Indirect migration background,Pre-primary Level,Yes,0.99758,75,75,0.98638,1.00878
2002,Indirect migration background,Lower Secondary Level,Yes,0.51858,94,199,0.44898,0.58818
2002,Indirect migration background,Lower Secondary Level,No,0.48142,105,199,0.41182,0.55102
2002,Indirect migration background,Upper Secondary Level,Yes,0.17901,72,320,0.13694,0.22108
2002,Indirect migration background,Upper Secondary Level,No,0.82099,248,320,0.77892,0.86306
2002,Indirect migration background,Second Stage of Tertiary Education,No,0.82503,56,56,0.72462,0.92545
2003,No migration background,Pre-primary Level,Yes,0.98038,490,490,0.96809,0.99267
2003,No migration background,Primary Level,No,0.90322,82,82,0.83883,0.96761
2003,No migration background,Lower Secondary Level,Yes,0.15233,418,1889,0.13612,0.16854
2003,No migration background,Lower Secondary Level,No,0.84767,1471,1889,0.83146,0.86388
2003,No migration background,Upper Secondary Level,Yes,0.05551,672,9811,0.05098,0.06005
2003,No migration background,Upper Secondary Level,No,0.94449,9139,9811,0.93995,0.94902
2003,No migration background,Post-secondary Non-tertiary Level,Yes,0.15190,130,883,0.12822,0.17559
2003,No migration background,Post-secondary Non-tertiary Level,No,0.84810,753,883,0.82441,0.87178
2003,No migration background,First Stage of Tertiary Education,Yes,0.03200,49,1505,0.02310,0.04089
2003,No migration background,First Stage of Tertiary Education,No,0.96800,1456,1505,0.95911,0.97690
2003,No migration background,Second Stage of Tertiary Education,Yes,0.05190,163,3920,0.04495,0.05884
2003,No migration background,Second Stage of Tertiary Education,No,0.94804,3757,3920,0.94110,0.95499
2003,Direct migration background,Pre-primary Level,Yes,0.99212,50,50,0.96737,1.01688
2003,Direct migration background,Lower Secondary Level,Yes,0.07187,39,659,0.05213,0.09160
2003,Direct migration background,Lower Secondary Level,No,0.92813,620,659,0.90840,0.94787
2003,Direct migration background,Upper Secondary Level,Yes,0.06876,59,969,0.05282,0.08470
2003,Direct migration background,Upper Secondary Level,No,0.93124,910,969,0.91530,0.94718
2003,Direct migration background,Post-secondary Non-tertiary Level,No,0.90618,212,212,0.86684,0.94552
2003,Direct migration background,First Stage of Tertiary Education,No,0.95178,137,137,0.91578,0.98779
2003,Direct migration background,Second Stage of Tertiary Education,No,0.94004,351,351,0.91516,0.96491
2003,Indirect migration background,Pre-primary Level,Yes,0.99157,69,69,0.96984,1.01330
2003,Indirect migration background,Lower Secondary Level,Yes,0.45409,83,186,0.38235,0.52584
2003,Indirect migration background,Lower Secondary Level,No,0.54591,103,186,0.47416,0.61765
2003,Indirect migration background,Upper Secondary Level,Yes,0.16771,66,326,0.12709,0.20832
2003,Indirect migration background,Upper Secondary Level,No,0.83229,260,326,0.79168,0.87291
2003,Indirect migration background,Post-secondary Non-tertiary Level,No,0.72186,32,32,0.56413,0.87960
2003,Indirect migration background,First Stage of Tertiary Education,No,0.96945,39,39,0.91473,1.02417
2003,Indirect migration background,Second Stage of Tertiary Education,No,0.90042,56,56,0.82128,0.97956
2004,No migration background,Pre-primary Level,Yes,0.98297,491,491,0.97151,0.99442
2004,No migration background,Primary Level,No,0.93018,77,77,0.87289,0.98748
2004,No migration background,Lower Secondary Level,Yes,0.15835,393,1771,0.14134,0.17536
2004,No migration background,Lower Secondary Level,No,0.84165,1378,1771,0.82464,0.85866
2004,No migration background,Upper Secondary Level,Yes,0.05489,671,9511,0.05031,0.05946
2004,No migration background,Upper Secondary Level,No,0.94511,8840,9511,0.94054,0.94969
2004,No migration background,Post-secondary Non-tertiary Level,Yes,0.13431,128,889,0.11188,0.15673
2004,No migration background,Post-secondary Non-tertiary Level,No,0.86569,761,889,0.84327,0.88812
2004,No migration background,First Stage of Tertiary Education,Yes,0.03530,49,1460,0.02583,0.04477
2004,No migration background,First Stage of Tertiary Education,No,0.96470,1411,1460,0.95523,0.97417
2004,No migration background,Second Stage of Tertiary Education,Yes,0.04597,164,3876,0.03938,0.05256
2004,No migration background,Second Stage of Tertiary Education,No,0.95403,3712,3876,0.94744,0.96062
2004,Direct migration background,Pre-primary Level,Yes,0.99077,60,60,0.96637,1.01517
2004,Direct migration background,Lower Secondary Level,No,0.93051,587,587,0.90992,0.95110
2004,Direct migration background,Upper Secondary Level,Yes,0.05534,52,947,0.04077,0.06991
2004,Direct migration background,Upper Secondary Level,No,0.94466,895,947,0.93009,0.95923
2004,Direct migration background,Post-secondary Non-tertiary Level,No,0.95832,213,213,0.93142,0.98522
2004,Direct migration background,First Stage of Tertiary Education,No,0.97340,137,137,0.94636,1.00044
2004,Direct migration background,Second Stage of Tertiary Education,No,0.94540,345,345,0.92139,0.96941
2004,Indirect migration background,Pre-primary Level,Yes,0.99736,80,80,0.98603,1.00868
2004,Indirect migration background,Lower Secondary Level,Yes,0.49753,83,186,0.42548,0.56958
2004,Indirect migration background,Lower Secondary Level,No,0.50247,103,186,0.43042,0.57452
2004,Indirect migration background,Upper Secondary Level,Yes,0.21400,79,323,0.16920,0.25879
2004,Indirect migration background,Upper Secondary Level,No,0.78600,244,323,0.74121,0.83080
2004,Indirect migration background,Post-secondary Non-tertiary Level,No,0.77080,35,35,0.62951,0.91208
2004,Indirect migration background,First Stage of Tertiary Education,No,0.96356,40,40,0.90475,1.02237
2004,Indirect migration background,Second Stage of Tertiary Education,No,0.90257,56,56,0.82419,0.98094
2005,No migration background,Pre-primary Level,Yes,0.99644,501,501,0.99122,1.00166
2005,No migration background,Primary Level,No,0.90997,76,76,0.84519,0.97475
2005,No migration background,Lower Secondary Level,Yes,0.15663,352,1647,0.13907,0.17418
2005,No migration background,Lower Secondary Level,No,0.84337,1295,1647,0.82582,0.86093
2005,No migration background,Upper Secondary Level,Yes,0.05688,598,9036,0.05210,0.06165
2005,No migration background,Upper Secondary Level,No,0.94312,8438,9036,0.93835,0.94790
2005,No migration background,Post-secondary Non-tertiary Level,Yes,0.15535,130,870,0.13126,0.17943
2005,No migration background,Post-secondary Non-tertiary Level,No,0.84465,740,870,0.82057,0.86874
2005,No migration background,First Stage of Tertiary Education,Yes,0.04026,44,1387,0.02991,0.05061
2005,No migration background,First Stage of Tertiary Education,No,0.95974,1343,1387,0.94939,0.97009
2005,No migration background,Second Stage of Tertiary Education,Yes,0.05139,156,3757,0.04433,0.05845
2005,No migration background,Second Stage of Tertiary Education,No,0.94853,3601,3757,0.94146,0.95560
2005,Direct migration background,Lower Secondary Level,No,0.90659,538,538,0.88198,0.93120
2005,Direct migration background,Upper Secondary Level,Yes,0.04888,43,874,0.03458,0.06318
2005,Direct migration background,Upper Secondary Level,No,0.95112,831,874,0.93682,0.96542
2005,Direct migration background,Post-secondary Non-tertiary Level,No,0.97664,207,207,0.95602,0.99727
2005,Direct migration background,First Stage of Tertiary Education,No,0.99038,130,130,0.97354,1.00722
2005,Direct migration background,Second Stage of Tertiary Education,No,0.95572,326,326,0.93336,0.97809
2005,Indirect migration background,Pre-primary Level,Yes,0.95026,87,87,0.90431,0.99621
2005,Indirect migration background,Lower Secondary Level,Yes,0.47046,76,177,0.39672,0.54420
2005,Indirect migration background,Lower Secondary Level,No,0.52954,101,177,0.45580,0.60328
2005,Indirect migration background,Upper Secondary Level,Yes,0.15547,69,337,0.11673,0.19422
2005,Indirect migration background,Upper Secondary Level,No,0.84453,268,337,0.80578,0.88327
2005,Indirect migration background,Post-secondary Non-tertiary Level,No,0.68666,35,35,0.53075,0.84258
2005,Indirect migration background,First Stage of Tertiary Education,No,0.91217,37,37,0.81971,1.00463
2005,Indirect migration background,Second Stage of Tertiary Education,No,0.89075,62,62,0.81247,0.96904
2006,No migration background,Pre-primary Level,Yes,0.55639,295,295,0.49959,0.61318
2006,No migration background,Primary Level,No,0.88969,83,83,0.82189,0.95750
2006,No migration background,Lower Secondary Level,Yes,0.14145,326,1765,0.12519,0.15772
2006,No migration background,Lower Secondary Level,No,0.84210,1439,1765,0.82508,0.85912
2006,No migration background,Upper Secondary Level,Yes,0.05528,591,9837,0.05076,0.05979
2006,No migration background,Upper Secondary Level,No,0.94430,9246,9837,0.93977,0.94884
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.13278,121,943,0.11111,0.15445
2006,No migration background,Post-secondary Non-tertiary Level,No,0.86722,822,943,0.84555,0.88889
2006,No migration background,First Stage of Tertiary Education,Yes,0.03195,41,1466,0.02295,0.04096
2006,No migration background,First Stage of Tertiary Education,No,0.96805,1425,1466,0.95904,0.97705
2006,No migration background,Second Stage of Tertiary Education,Yes,0.03367,127,4135,0.02817,0.03916
2006,No migration background,Second Stage of Tertiary Education,No,0.96633,4008,4135,0.96084,0.97183
2006,Direct migration background,Pre-primary Level,Yes,0.83382,33,33,0.70484,0.96279
2006,Direct migration background,Primary Level,No,0.98551,132,132,0.96505,1.00597
2006,Direct migration background,Lower Secondary Level,No,0.92039,516,516,0.89701,0.94377
2006,Direct migration background,Upper Secondary Level,Yes,0.04716,41,897,0.03328,0.06104
2006,Direct migration background,Upper Secondary Level,No,0.95284,856,897,0.93896,0.96672
2006,Direct migration background,Post-secondary Non-tertiary Level,No,0.95359,210,210,0.92507,0.98211
2006,Direct migration background,First Stage of Tertiary Education,No,0.99272,140,140,0.97858,1.00685
2006,Direct migration background,Second Stage of Tertiary Education,No,0.94149,348,348,0.91679,0.96618
2006,Indirect migration background,Pre-primary Level,Yes,0.71226,58,58,0.59474,0.82979
2006,Indirect migration background,Lower Secondary Level,Yes,0.37530,68,172,0.30273,0.44788
2006,Indirect migration background,Lower Secondary Level,No,0.57178,104,172,0.49761,0.64594
2006,Indirect migration background,Upper Secondary Level,Yes,0.17525,73,348,0.13525,0.21525
2006,Indirect migration background,Upper Secondary Level,No,0.82475,275,348,0.78475,0.86475
2006,Indirect migration background,Post-secondary Non-tertiary Level,No,0.71494,40,40,0.57326,0.85663
2006,Indirect migration background,First Stage of Tertiary Education,No,0.91556,39,39,0.82715,1.00397
2006,Indirect migration background,Second Stage of Tertiary Education,No,0.88058,69,69,0.80350,0.95766
2007,No migration background,Pre-primary Level,Yes,0.49957,273,273,0.44015,0.55899
2007,No migration background,Primary Level,No,0.90965,83,83,0.84760,0.97170
2007,No migration background,Lower Secondary Level,Yes,0.13746,283,1575,0.12045,0.15448
2007,No migration background,Lower Secondary Level,No,0.84355,1292,1575,0.82560,0.86149
2007,No migration background,Upper Secondary Level,Yes,0.06093,609,9194,0.05604,0.06582
2007,No migration background,Upper Secondary Level,No,0.93876,8585,9194,0.93386,0.94366
2007,No migration background,Post-secondary Non-tertiary Level,Yes,0.11897,115,911,0.09793,0.14001
2007,No migration background,Post-secondary Non-tertiary Level,No,0.88103,796,911,0.85999,0.90207
2007,No migration background,First Stage of Tertiary Education,Yes,0.03665,40,1370,0.02670,0.04661
2007,No migration background,First Stage of Tertiary Education,No,0.96335,1330,1370,0.95339,0.97330
2007,No migration background,Second Stage of Tertiary Education,Yes,0.03701,131,3960,0.03113,0.04289
2007,No migration background,Second Stage of Tertiary Education,No,0.96299,3829,3960,0.95711,0.96887
2007,Direct migration background,Primary Level,No,0.98590,114,114,0.96416,1.00764
2007,Direct migration background,Lower Secondary Level,No,0.93322,454,454,0.91024,0.95621
2007,Direct migration background,Upper Secondary Level,Yes,0.06571,57,799,0.04852,0.08290
2007,Direct migration background,Upper Secondary Level,No,0.93429,742,799,0.91710,0.95148
2007,Direct migration background,Post-secondary Non-tertiary Level,No,0.96510,198,198,0.93948,0.99073
2007,Direct migration background,First Stage of Tertiary Education,No,0.97617,123,123,0.94911,1.00324
2007,Direct migration background,Second Stage of Tertiary Education,No,0.94011,327,327,0.91436,0.96587
2007,Indirect migration background,Pre-primary Level,Yes,0.57226,49,49,0.43230,0.71223
2007,Indirect migration background,Lower Secondary Level,Yes,0.30240,51,157,0.23032,0.37447
2007,Indirect migration background,Lower Secondary Level,No,0.65095,106,157,0.57615,0.72575
2007,Indirect migration background,Upper Secondary Level,Yes,0.14569,61,328,0.10745,0.18392
2007,Indirect migration background,Upper Secondary Level,No,0.85431,267,328,0.81608,0.89255
2007,Indirect migration background,Post-secondary Non-tertiary Level,No,0.77184,39,39,0.63841,0.90526
2007,Indirect migration background,First Stage of Tertiary Education,No,0.94811,37,37,0.87566,1.02057
2007,Indirect migration background,Second Stage of Tertiary Education,No,0.92195,81,81,0.86317,0.98074
2008,No migration background,Pre-primary Level,Yes,0.62954,291,291,0.57396,0.68513
2008,No migration background,Primary Level,No,0.91962,69,69,0.85500,0.98424
2008,No migration background,Lower Secondary Level,Yes,0.14506,252,1425,0.12677,0.16335
2008,No migration background,Lower Secondary Level,No,0.82750,1173,1425,0.80788,0.84712
2008,No migration background,Upper Secondary Level,Yes,0.05968,552,8698,0.05470,0.06466
2008,No migration background,Upper Secondary Level,No,0.93982,8146,8698,0.93482,0.94482
2008,No migration background,Post-secondary Non-tertiary Level,Yes,0.11514,115,859,0.09378,0.13650
2008,No migration background,Post-secondary Non-tertiary Level,No,0.88486,744,859,0.86350,0.90622
2008,No migration background,First Stage of Tertiary Education,No,0.97262,1236,1236,0.96352,0.98172
2008,No migration background,Second Stage of Tertiary Education,Yes,0.03440,116,3794,0.02860,0.04021
2008,No migration background,Second Stage of Tertiary Education,No,0.96560,3678,3794,0.95979,0.97140
2008,Direct migration background,Lower Secondary Level,No,0.93912,411,411,0.91597,0.96226
2008,Direct migration background,Upper Secondary Level,Yes,0.05310,42,714,0.03664,0.06956
2008,Direct migration background,Upper Secondary Level,No,0.94690,672,714,0.93044,0.96336
2008,Direct migration background,Post-secondary Non-tertiary Level,No,0.97449,187,187,0.95183,0.99715
2008,Direct migration background,First Stage of Tertiary Education,No,0.96708,111,111,0.93374,1.00043
2008,Direct migration background,Second Stage of Tertiary Education,No,0.95252,301,301,0.92845,0.97658
2008,Indirect migration background,Pre-primary Level,Yes,0.46058,54,54,0.32638,0.59477
2008,Indirect migration background,Lower Secondary Level,Yes,0.30733,61,158,0.23516,0.37950
2008,Indirect migration background,Lower Secondary Level,No,0.63741,97,158,0.56221,0.71261
2008,Indirect migration background,Upper Secondary Level,Yes,0.17069,64,319,0.12933,0.21204
2008,Indirect migration background,Upper Secondary Level,No,0.82851,255,319,0.78708,0.86994
2008,Indirect migration background,First Stage of Tertiary Education,No,0.96058,35,35,0.89518,1.02599
2008,Indirect migration background,Second Stage of Tertiary Education,No,0.95500,80,80,0.90929,1.00072
2009,No migration background,Pre-primary Level,Yes,0.64026,251,251,0.58076,0.69975
2009,No migration background,Primary Level,No,0.84188,57,57,0.74632,0.93744
2009,No migration background,Lower Secondary Level,Yes,0.13373,219,1282,0.11509,0.15237
2009,No migration background,Lower Secondary Level,No,0.84175,1063,1282,0.82176,0.86174
2009,No migration background,Upper Secondary Level,Yes,0.06305,509,8160,0.05777,0.06832
2009,No migration background,Upper Secondary Level,No,0.93685,7651,8160,0.93157,0.94212
2009,No migration background,Post-secondary Non-tertiary Level,Yes,0.10197,91,790,0.08086,0.12309
2009,No migration background,Post-secondary Non-tertiary Level,No,0.89803,699,790,0.87691,0.91914
2009,No migration background,First Stage of Tertiary Education,No,0.98303,1186,1186,0.97568,0.99039
2009,No migration background,Second Stage of Tertiary Education,Yes,0.04500,142,3656,0.03828,0.05173
2009,No migration background,Second Stage of Tertiary Education,No,0.95500,3514,3656,0.94827,0.96172
2009,Direct migration background,Lower Secondary Level,No,0.94197,350,350,0.91744,0.96650
2009,Direct migration background,Upper Secondary Level,Yes,0.06862,38,615,0.04862,0.08861
2009,Direct migration background,Upper Secondary Level,No,0.93138,577,615,0.91139,0.95138
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.95044,161,161,0.91681,0.98407
2009,Direct migration background,First Stage of Tertiary Education,No,0.91534,90,90,0.85751,0.97318
2009,Direct migration background,Second Stage of Tertiary Education,No,0.95542,281,281,0.93125,0.97960
2009,Indirect migration background,Pre-primary Level,Yes,0.64067,50,50,0.50633,0.77502
2009,Indirect migration background,Lower Secondary Level,Yes,0.36766,56,144,0.28863,0.44669
2009,Indirect migration background,Lower Secondary Level,No,0.56305,88,144,0.48175,0.64435
2009,Indirect migration background,Upper Secondary Level,Yes,0.17688,53,288,0.13273,0.22102
2009,Indirect migration background,Upper Secondary Level,No,0.82312,235,288,0.77898,0.86727
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.86631,78,78,0.79029,0.94232
2010,No migration background,Pre-primary Level,Yes,0.67017,301,301,0.61696,0.72337
2010,No migration background,Primary Level,No,0.92617,127,127,0.88051,0.97183
2010,No migration background,Lower Secondary Level,Yes,0.17063,290,1619,0.15230,0.18896
2010,No migration background,Lower Secondary Level,No,0.80394,1329,1619,0.78460,0.82329
2010,No migration background,Upper Secondary Level,Yes,0.06720,613,10202,0.06234,0.07206
2010,No migration background,Upper Secondary Level,No,0.93268,9589,10202,0.92781,0.93754
2010,No migration background,Post-secondary Non-tertiary Level,Yes,0.12799,127,1300,0.10983,0.14616
2010,No migration background,Post-secondary Non-tertiary Level,No,0.87201,1173,1300,0.85384,0.89017
2010,No migration background,First Stage of Tertiary Education,Yes,0.02555,32,1442,0.01740,0.03370
2010,No migration background,First Stage of Tertiary Education,No,0.97445,1410,1442,0.96630,0.98260
2010,No migration background,Second Stage of Tertiary Education,Yes,0.05221,209,4666,0.04583,0.05860
2010,No migration background,Second Stage of Tertiary Education,No,0.94779,4457,4666,0.94140,0.95417
