"pld0043","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Oft","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","Realschule","kein Migrationshintergrund","","","",""
"Selten","2006","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","Realschule","kein Migrationshintergrund","","","",""
"Nie","2006","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Realschule","kein Migrationshintergrund","","","",""
"Oft","2007","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Realschule","kein Migrationshintergrund","","","",""
"Selten","2007","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","Realschule","kein Migrationshintergrund","","","",""
"Nie","2007","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","33","0.0746313535141422","0.0475971967508807","0.101665510277404"
"Sehr oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Sehr oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Sehr oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Hauptschule","kein Migrationshintergrund","88","0.0164864601547356","0.013153152308994","0.0198197680004771"
"Sehr oft","2008","Hauptschule","direkter Migrationshintergrund","11","","",""
"Sehr oft","2008","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Sehr oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Realschule","kein Migrationshintergrund","146","0.0333808939505362","0.0282666504049915","0.0384951374960809"
"Sehr oft","2008","Realschule","direkter Migrationshintergrund","4","","",""
"Sehr oft","2008","Realschule","indirekter Migrationshintergrund","10","","",""
"Sehr oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(Fach-)Abitur","kein Migrationshintergrund","83","0.0461610257837887","0.0361834126906712","0.0561386388769061"
"Sehr oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","16","","",""
"Sehr oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Sehr oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","AkademikerIn","kein Migrationshintergrund","137","0.036887329172758","0.0308762596285386","0.0428983987169775"
"Sehr oft","2008","AkademikerIn","direkter Migrationshintergrund","17","","",""
"Sehr oft","2008","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Sehr oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","109","0.246660138249683","0.202315640764784","0.291004635734583"
"Oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","19","","",""
"Oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Hauptschule","kein Migrationshintergrund","515","0.0908573783544003","0.0833339176979814","0.0983808390108191"
"Oft","2008","Hauptschule","direkter Migrationshintergrund","100","0.113041486915222","0.092434474561491","0.133648499268953"
"Oft","2008","Hauptschule","indirekter Migrationshintergrund","39","0.149648385007725","0.103646313505924","0.195650456509527"
"Oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Realschule","kein Migrationshintergrund","736","0.15694720076114","0.146590798493028","0.167303603029253"
"Oft","2008","Realschule","direkter Migrationshintergrund","30","0.17218637944235","0.114048891186188","0.230323867698511"
"Oft","2008","Realschule","indirekter Migrationshintergrund","51","0.263387836045342","0.20008707679241","0.326688595298275"
"Oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(Fach-)Abitur","kein Migrationshintergrund","387","0.227755989536544","0.207814225214357","0.247697753858731"
"Oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","56","0.159979018038492","0.120955643495001","0.199002392581982"
"Oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.234505144702856","0.160230529568122","0.308779759837589"
"Oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","AkademikerIn","kein Migrationshintergrund","736","0.204835600242958","0.191964793123589","0.217706407362326"
"Oft","2008","AkademikerIn","direkter Migrationshintergrund","54","0.140635643548291","0.101936298516358","0.179334988580224"
"Oft","2008","AkademikerIn","indirekter Migrationshintergrund","22","","",""
"Oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(noch) kein Abschluss","kein Migrationshintergrund","135","0.371913111386492","0.322193767732403","0.421632455040581"
"Manchmal","2008","(noch) kein Abschluss","direkter Migrationshintergrund","27","","",""
"Manchmal","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Manchmal","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Hauptschule","kein Migrationshintergrund","1540","0.28023606304318","0.268479548177741","0.291992577908619"
"Manchmal","2008","Hauptschule","direkter Migrationshintergrund","243","0.263027300394325","0.234374269941925","0.291680330846726"
"Manchmal","2008","Hauptschule","indirekter Migrationshintergrund","89","0.350476708054491","0.288949239615767","0.412004176493215"
"Manchmal","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Realschule","kein Migrationshintergrund","1771","0.373158025295503","0.359388145001952","0.386927905589054"
"Manchmal","2008","Realschule","direkter Migrationshintergrund","56","0.359072653340694","0.285199582902758","0.432945723778631"
"Manchmal","2008","Realschule","indirekter Migrationshintergrund","65","0.383500963507483","0.313622869654891","0.453379057360074"
"Manchmal","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(Fach-)Abitur","kein Migrationshintergrund","667","0.39391722911176","0.370683449845077","0.417151008378444"
"Manchmal","2008","(Fach-)Abitur","direkter Migrationshintergrund","110","0.306947656046865","0.257849699079712","0.356045613014017"
"Manchmal","2008","(Fach-)Abitur","indirekter Migrationshintergrund","53","0.39735618907726","0.3115707801536","0.48314159800092"
"Manchmal","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","AkademikerIn","kein Migrationshintergrund","1458","0.370426056313582","0.355025062892334","0.38582704973483"
"Manchmal","2008","AkademikerIn","direkter Migrationshintergrund","117","0.400681994666291","0.346131860840573","0.455232128492008"
"Manchmal","2008","AkademikerIn","indirekter Migrationshintergrund","37","0.442906258097585","0.337307532633847","0.548504983561323"
"Manchmal","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(noch) kein Abschluss","kein Migrationshintergrund","56","0.187619507374017","0.147457675171395","0.22778133957664"
"Selten","2008","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.333592170654462","0.247040862679847","0.420143478629078"
"Selten","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Selten","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Hauptschule","kein Migrationshintergrund","1820","0.309469682717195","0.297368662834456","0.321570702599934"
"Selten","2008","Hauptschule","direkter Migrationshintergrund","257","0.28816185207568","0.258686885579742","0.317636818571618"
"Selten","2008","Hauptschule","indirekter Migrationshintergrund","55","0.215480222499857","0.162459241726709","0.268501203273006"
"Selten","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Realschule","kein Migrationshintergrund","1470","0.306735646883376","0.293606506364532","0.319864787402219"
"Selten","2008","Realschule","direkter Migrationshintergrund","52","0.352370460728605","0.278808439176185","0.425932482281026"
"Selten","2008","Realschule","indirekter Migrationshintergrund","44","0.217549796362605","0.158257357640375","0.276842235084836"
"Selten","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(Fach-)Abitur","kein Migrationshintergrund","444","0.262502010119303","0.241580253834211","0.283423766404396"
"Selten","2008","(Fach-)Abitur","direkter Migrationshintergrund","89","0.291819701717749","0.243427267682066","0.340212135753432"
"Selten","2008","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Selten","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","AkademikerIn","kein Migrationshintergrund","1109","0.294024387160527","0.279494537360708","0.308554236960345"
"Selten","2008","AkademikerIn","direkter Migrationshintergrund","83","0.276488353190742","0.226699923579861","0.326276782801623"
"Selten","2008","AkademikerIn","indirekter Migrationshintergrund","17","","",""
"Selten","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","(noch) kein Abschluss","kein Migrationshintergrund","30","0.119175889475665","0.0858460227967604","0.152505756154569"
"Nie","2008","(noch) kein Abschluss","direkter Migrationshintergrund","45","0.356405626728626","0.268488383736289","0.444322869720963"
"Nie","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Nie","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","Hauptschule","kein Migrationshintergrund","1643","0.30295041573049","0.290921148940079","0.3149796825209"
"Nie","2008","Hauptschule","direkter Migrationshintergrund","296","0.319169922620585","0.288832771606587","0.349507073634583"
"Nie","2008","Hauptschule","indirekter Migrationshintergrund","33","0.208311043386862","0.15594189137335","0.260680195400374"
"Nie","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","Realschule","kein Migrationshintergrund","616","0.129778233109445","0.120210244794233","0.139346221424658"
"Nie","2008","Realschule","direkter Migrationshintergrund","20","","",""
"Nie","2008","Realschule","indirekter Migrationshintergrund","16","","",""
"Nie","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","(Fach-)Abitur","kein Migrationshintergrund","118","0.0696637454486038","0.0575584669752247","0.0817690239219828"
"Nie","2008","(Fach-)Abitur","direkter Migrationshintergrund","68","0.204475579118295","0.161542135548761","0.247409022687828"
"Nie","2008","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Nie","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","AkademikerIn","kein Migrationshintergrund","337","0.0938266271101754","0.0845274761240917","0.103125778096259"
"Nie","2008","AkademikerIn","direkter Migrationshintergrund","39","0.124399178421394","0.0876600304391145","0.161138326403673"
"Nie","2008","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Nie","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Realschule","kein Migrationshintergrund","","","",""
"Oft","2009","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Realschule","kein Migrationshintergrund","","","",""
"Selten","2009","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
