"hlf0192","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2018","4","Laendlicher Raum","225","0.0684878861730141","0.0604005149360195","0.0765752574100087"
"Nein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","2","Staedtischer Raum","2488","0.915947557275565","0.905470006614573","0.926425107936558"
"Ja","2019","2","Laendlicher Raum","1398","0.92016361729243","0.906401415825602","0.933925818759259"
"Ja","2019","3","Staedtischer Raum","3120","0.918843887177917","0.909620126700952","0.928067647654882"
"Ja","2019","3","Laendlicher Raum","2179","0.929645397891509","0.919227562025286","0.940063233757731"
"Ja","2019","4","Staedtischer Raum","5594","0.934113872856796","0.927879596015547","0.940348149698045"
"Ja","2019","4","Laendlicher Raum","3573","0.950274331178941","0.943341838584343","0.95720682377354"
"Ja","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","2","Staedtischer Raum","206","0.0840524427244348","0.0735748920634423","0.0945299933854273"
"Nein","2019","2","Laendlicher Raum","92","0.0798363827075699","0.0660741812407413","0.0935985841743985"
"Nein","2019","3","Staedtischer Raum","247","0.0811561128220831","0.0719323523451184","0.0903798732990477"
"Nein","2019","3","Laendlicher Raum","136","0.0703546021084915","0.0599367662422689","0.0807724379747141"
"Nein","2019","4","Staedtischer Raum","489","0.065886127143204","0.0596518503019547","0.0721204039844534"
"Nein","2019","4","Laendlicher Raum","204","0.0497256688210586","0.0427931762264605","0.0566581614156567"
"Nein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
