year,quintil_oecd,regtyp,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2000,1st Quintile,Rural regions,Poor,0.18089,157,13231,0.18042,0.18136
2000,1st Quintile,Rural regions,Bad,0.04334,40,13231,0.04309,0.04359
2000,2nd Quintile,Urban regions,Very good,0.07873,152,13231,0.07847,0.07898
2000,2nd Quintile,Urban regions,Good,0.33464,638,13231,0.33419,0.33508
2000,2nd Quintile,Urban regions,Satisfactory,0.38929,611,13231,0.38883,0.38975
2000,2nd Quintile,Urban regions,Poor,0.15376,246,13231,0.15342,0.15410
2000,2nd Quintile,Urban regions,Bad,0.04359,60,13231,0.04340,0.04378
2000,2nd Quintile,Rural regions,Very good,0.08661,83,13231,0.08626,0.08696
2000,2nd Quintile,Rural regions,Good,0.33559,418,13231,0.33500,0.33617
2000,2nd Quintile,Rural regions,Satisfactory,0.36511,363,13231,0.36451,0.36571
2000,2nd Quintile,Rural regions,Poor,0.16632,149,13231,0.16585,0.16678
2000,2nd Quintile,Rural regions,Bad,0.04638,41,13231,0.04611,0.04664
2000,3rd Quintile,Urban regions,Very good,0.07200,123,13231,0.07177,0.07224
2000,3rd Quintile,Urban regions,Good,0.39512,683,13231,0.39466,0.39557
2000,3rd Quintile,Urban regions,Satisfactory,0.36001,576,13231,0.35957,0.36046
2000,3rd Quintile,Urban regions,Poor,0.14488,212,13231,0.14456,0.14521
2000,3rd Quintile,Urban regions,Bad,0.02798,45,13231,0.02783,0.02813
2000,3rd Quintile,Rural regions,Very good,0.06086,74,13231,0.06056,0.06116
2000,3rd Quintile,Rural regions,Good,0.42343,465,13231,0.42281,0.42405
2000,3rd Quintile,Rural regions,Satisfactory,0.35337,375,13231,0.35277,0.35397
2000,3rd Quintile,Rural regions,Poor,0.12183,124,13231,0.12142,0.12223
2000,3rd Quintile,Rural regions,Bad,0.04051,35,13231,0.04026,0.04076
2000,4th Quintile,Urban regions,Very good,0.08745,181,13231,0.08720,0.08770
2000,4th Quintile,Urban regions,Good,0.40706,788,13231,0.40664,0.40749
2000,4th Quintile,Urban regions,Satisfactory,0.35717,586,13231,0.35676,0.35759
2000,4th Quintile,Urban regions,Poor,0.12502,197,13231,0.12473,0.12531
2000,4th Quintile,Urban regions,Bad,0.02329,45,13231,0.02316,0.02342
2000,4th Quintile,Rural regions,Very good,0.07528,73,13231,0.07491,0.07565
2000,4th Quintile,Rural regions,Good,0.41893,378,13231,0.41823,0.41962
2000,4th Quintile,Rural regions,Satisfactory,0.38654,312,13231,0.38585,0.38723
2000,4th Quintile,Rural regions,Poor,0.11925,98,13231,0.11880,0.11971
2000,5th Quintile,Urban regions,Very good,0.11413,224,13231,0.11386,0.11439
2000,5th Quintile,Urban regions,Good,0.40473,807,13231,0.40432,0.40514
2000,5th Quintile,Urban regions,Satisfactory,0.33391,586,13231,0.33352,0.33431
2000,5th Quintile,Urban regions,Poor,0.12249,215,13231,0.12222,0.12277
2000,5th Quintile,Urban regions,Bad,0.02473,31,13231,0.02460,0.02486
2000,5th Quintile,Rural regions,Very good,0.09366,54,13231,0.09321,0.09410
2000,5th Quintile,Rural regions,Good,0.41989,324,13231,0.41914,0.42063
2000,5th Quintile,Rural regions,Satisfactory,0.40175,226,13231,0.40101,0.40250
2000,5th Quintile,Rural regions,Poor,0.08471,51,13231,0.08428,0.08513
2001,1st Quintile,Urban regions,Very good,0.09856,264,21868,0.09835,0.09876
2001,1st Quintile,Urban regions,Good,0.34064,880,21868,0.34032,0.34097
2001,1st Quintile,Urban regions,Satisfactory,0.31885,770,21868,0.31853,0.31917
2001,1st Quintile,Urban regions,Poor,0.17241,386,21868,0.17215,0.17266
2001,1st Quintile,Urban regions,Bad,0.06954,147,21868,0.06937,0.06972
2001,1st Quintile,Rural regions,Very good,0.09471,145,21868,0.09443,0.09499
2001,1st Quintile,Rural regions,Good,0.32762,505,21868,0.32717,0.32806
2001,1st Quintile,Rural regions,Satisfactory,0.35017,467,21868,0.34972,0.35063
2001,1st Quintile,Rural regions,Poor,0.17082,218,21868,0.17046,0.17118
2001,1st Quintile,Rural regions,Bad,0.05668,79,21868,0.05646,0.05691
2001,2nd Quintile,Urban regions,Very good,0.11352,310,21868,0.11329,0.11374
2001,2nd Quintile,Urban regions,Good,0.37271,1024,21868,0.37238,0.37305
2001,2nd Quintile,Urban regions,Satisfactory,0.33370,868,21868,0.33337,0.33403
2001,2nd Quintile,Urban regions,Poor,0.14195,343,21868,0.14171,0.14219
2001,2nd Quintile,Urban regions,Bad,0.03812,91,21868,0.03799,0.03826
2001,2nd Quintile,Rural regions,Very good,0.09531,156,21868,0.09505,0.09557
2001,2nd Quintile,Rural regions,Good,0.34344,646,21868,0.34302,0.34386
2001,2nd Quintile,Rural regions,Satisfactory,0.35912,622,21868,0.35870,0.35955
2001,2nd Quintile,Rural regions,Poor,0.15987,249,21868,0.15955,0.16019
2001,2nd Quintile,Rural regions,Bad,0.04226,70,21868,0.04208,0.04243
2001,3rd Quintile,Urban regions,Very good,0.09877,292,21868,0.09857,0.09897
2001,3rd Quintile,Urban regions,Good,0.38832,1141,21868,0.38800,0.38864
2001,3rd Quintile,Urban regions,Satisfactory,0.33741,916,21868,0.33710,0.33772
2001,3rd Quintile,Urban regions,Poor,0.13271,350,21868,0.13248,0.13293
2001,3rd Quintile,Urban regions,Bad,0.04280,108,21868,0.04266,0.04293
2001,3rd Quintile,Rural regions,Very good,0.08278,142,21868,0.08253,0.08303
2001,3rd Quintile,Rural regions,Good,0.38206,716,21868,0.38161,0.38250
2001,3rd Quintile,Rural regions,Satisfactory,0.35948,594,21868,0.35904,0.35992
2001,3rd Quintile,Rural regions,Poor,0.14429,229,21868,0.14397,0.14461
2001,3rd Quintile,Rural regions,Bad,0.03139,44,21868,0.03123,0.03155
2001,4th Quintile,Urban regions,Very good,0.11462,341,21868,0.11442,0.11482
2001,4th Quintile,Urban regions,Good,0.39386,1247,21868,0.39355,0.39417
2001,4th Quintile,Urban regions,Satisfactory,0.32918,961,21868,0.32888,0.32948
2001,4th Quintile,Urban regions,Poor,0.13038,371,21868,0.13017,0.13059
2001,4th Quintile,Urban regions,Bad,0.03196,87,21868,0.03185,0.03207
2001,4th Quintile,Rural regions,Very good,0.12419,188,21868,0.12388,0.12450
2001,4th Quintile,Rural regions,Good,0.39017,656,21868,0.38971,0.39063
2001,4th Quintile,Rural regions,Satisfactory,0.34429,532,21868,0.34385,0.34474
2001,4th Quintile,Rural regions,Poor,0.10871,160,21868,0.10842,0.10900
2001,4th Quintile,Rural regions,Bad,0.03264,51,21868,0.03247,0.03280
2001,5th Quintile,Urban regions,Very good,0.12843,451,21868,0.12824,0.12863
2001,5th Quintile,Urban regions,Good,0.42204,1496,21868,0.42175,0.42233
2001,5th Quintile,Urban regions,Satisfactory,0.31884,1032,21868,0.31857,0.31912
2001,5th Quintile,Urban regions,Poor,0.10261,325,21868,0.10244,0.10279
2001,5th Quintile,Urban regions,Bad,0.02806,77,21868,0.02797,0.02816
2001,5th Quintile,Rural regions,Very good,0.12001,129,21868,0.11967,0.12036
2001,5th Quintile,Rural regions,Good,0.41536,489,21868,0.41483,0.41589
2001,5th Quintile,Rural regions,Satisfactory,0.33523,376,21868,0.33473,0.33574
2001,5th Quintile,Rural regions,Poor,0.12939,127,21868,0.12903,0.12975
2002,1st Quintile,Urban regions,Very good,0.09183,215,20737,0.09163,0.09203
2002,1st Quintile,Urban regions,Good,0.32410,718,20737,0.32377,0.32442
2002,1st Quintile,Urban regions,Satisfactory,0.33824,696,20737,0.33792,0.33857
2002,1st Quintile,Urban regions,Poor,0.17473,365,20737,0.17447,0.17499
2002,1st Quintile,Urban regions,Bad,0.07110,135,20737,0.07093,0.07128
2002,1st Quintile,Rural regions,Very good,0.09433,120,20737,0.09405,0.09460
2002,1st Quintile,Rural regions,Good,0.32520,463,20737,0.32476,0.32563
2002,1st Quintile,Rural regions,Satisfactory,0.34982,453,20737,0.34937,0.35026
2002,1st Quintile,Rural regions,Poor,0.17827,220,20737,0.17791,0.17862
2002,1st Quintile,Rural regions,Bad,0.05240,69,20737,0.05219,0.05261
2002,2nd Quintile,Urban regions,Very good,0.08206,222,20737,0.08188,0.08225
2002,2nd Quintile,Urban regions,Good,0.34812,883,20737,0.34779,0.34844
2002,2nd Quintile,Urban regions,Satisfactory,0.35961,815,20737,0.35928,0.35993
2002,2nd Quintile,Urban regions,Poor,0.15363,379,20737,0.15338,0.15387
2002,2nd Quintile,Urban regions,Bad,0.05659,102,20737,0.05643,0.05674
2002,2nd Quintile,Rural regions,Very good,0.07317,104,20737,0.07294,0.07341
2002,2nd Quintile,Rural regions,Good,0.34194,563,20737,0.34152,0.34237
2002,2nd Quintile,Rural regions,Satisfactory,0.35750,527,20737,0.35707,0.35793
2002,2nd Quintile,Rural regions,Poor,0.17197,262,20737,0.17164,0.17231
2002,2nd Quintile,Rural regions,Bad,0.05541,79,20737,0.05521,0.05562
2002,3rd Quintile,Urban regions,Very good,0.08193,244,20737,0.08175,0.08211
2002,3rd Quintile,Urban regions,Good,0.39084,1047,20737,0.39052,0.39116
2002,3rd Quintile,Urban regions,Satisfactory,0.34911,872,20737,0.34880,0.34943
2002,3rd Quintile,Urban regions,Poor,0.13259,323,20737,0.13236,0.13281
2002,3rd Quintile,Urban regions,Bad,0.04553,108,20737,0.04539,0.04567
2002,3rd Quintile,Rural regions,Very good,0.09290,118,20737,0.09262,0.09317
2002,3rd Quintile,Rural regions,Good,0.40142,613,20737,0.40095,0.40188
2002,3rd Quintile,Rural regions,Satisfactory,0.36318,514,20737,0.36273,0.36364
2002,3rd Quintile,Rural regions,Poor,0.11323,170,20737,0.11293,0.11353
2002,3rd Quintile,Rural regions,Bad,0.02928,45,20737,0.02912,0.02944
2002,4th Quintile,Urban regions,Very good,0.08935,270,20737,0.08916,0.08953
2002,4th Quintile,Urban regions,Good,0.40309,1149,20737,0.40277,0.40341
2002,4th Quintile,Urban regions,Satisfactory,0.34285,907,20737,0.34254,0.34316
2002,4th Quintile,Urban regions,Poor,0.13466,334,20737,0.13443,0.13488
2002,4th Quintile,Urban regions,Bad,0.03006,70,20737,0.02995,0.03017
2002,4th Quintile,Rural regions,Very good,0.08416,132,20737,0.08390,0.08442
2002,4th Quintile,Rural regions,Good,0.38893,691,20737,0.38848,0.38938
2002,4th Quintile,Rural regions,Satisfactory,0.37366,580,20737,0.37321,0.37411
2002,4th Quintile,Rural regions,Poor,0.12498,177,20737,0.12467,0.12529
2002,4th Quintile,Rural regions,Bad,0.02827,37,20737,0.02812,0.02843
2002,5th Quintile,Urban regions,Very good,0.09887,373,20737,0.09868,0.09906
2002,5th Quintile,Urban regions,Good,0.41825,1669,20737,0.41794,0.41856
2002,5th Quintile,Urban regions,Satisfactory,0.33695,1160,20737,0.33665,0.33724
2002,5th Quintile,Urban regions,Poor,0.12094,384,20737,0.12074,0.12115
2002,5th Quintile,Urban regions,Bad,0.02499,73,20737,0.02489,0.02508
2002,5th Quintile,Rural regions,Very good,0.11445,149,20737,0.11409,0.11480
2002,5th Quintile,Rural regions,Good,0.42701,563,20737,0.42646,0.42755
2002,5th Quintile,Rural regions,Satisfactory,0.35572,454,20737,0.35519,0.35625
2002,5th Quintile,Rural regions,Poor,0.10283,121,20737,0.10249,0.10316
2003,1st Quintile,Urban regions,Very good,0.08346,190,22123,0.08328,0.08365
2003,1st Quintile,Urban regions,Good,0.32575,756,22123,0.32544,0.32607
2003,1st Quintile,Urban regions,Satisfactory,0.32821,679,22123,0.32789,0.32852
2003,1st Quintile,Urban regions,Poor,0.19107,389,22123,0.19081,0.19134
2003,1st Quintile,Urban regions,Bad,0.07150,131,22123,0.07133,0.07167
2003,1st Quintile,Rural regions,Very good,0.06582,88,22123,0.06559,0.06605
2003,1st Quintile,Rural regions,Good,0.33802,449,22123,0.33757,0.33846
2003,1st Quintile,Rural regions,Satisfactory,0.37366,461,22123,0.37321,0.37411
2003,1st Quintile,Rural regions,Poor,0.16848,188,22123,0.16813,0.16883
2003,1st Quintile,Rural regions,Bad,0.05402,66,22123,0.05381,0.05424
2003,2nd Quintile,Urban regions,Very good,0.08263,201,22123,0.08244,0.08281
2003,2nd Quintile,Urban regions,Good,0.35973,877,22123,0.35940,0.36006
2003,2nd Quintile,Urban regions,Satisfactory,0.35266,775,22123,0.35234,0.35299
2003,2nd Quintile,Urban regions,Poor,0.15977,352,22123,0.15952,0.16002
2003,2nd Quintile,Urban regions,Bad,0.04521,87,22123,0.04507,0.04535
2003,2nd Quintile,Rural regions,Very good,0.06948,101,22123,0.06925,0.06971
2003,2nd Quintile,Rural regions,Good,0.38407,617,22123,0.38363,0.38450
2003,2nd Quintile,Rural regions,Satisfactory,0.33154,544,22123,0.33112,0.33196
2003,2nd Quintile,Rural regions,Poor,0.15271,230,22123,0.15239,0.15303
2003,2nd Quintile,Rural regions,Bad,0.06220,82,22123,0.06199,0.06242
2003,3rd Quintile,Urban regions,Very good,0.08985,262,22123,0.08967,0.09004
2003,3rd Quintile,Urban regions,Good,0.40068,1073,22123,0.40036,0.40100
2003,3rd Quintile,Urban regions,Satisfactory,0.32471,840,22123,0.32440,0.32501
2003,3rd Quintile,Urban regions,Poor,0.13672,345,22123,0.13650,0.13694
2003,3rd Quintile,Urban regions,Bad,0.04804,114,22123,0.04790,0.04818
2003,3rd Quintile,Rural regions,Very good,0.07619,111,22123,0.07594,0.07644
2003,3rd Quintile,Rural regions,Good,0.41744,657,22123,0.41698,0.41790
2003,3rd Quintile,Rural regions,Satisfactory,0.34769,487,22123,0.34724,0.34813
2003,3rd Quintile,Rural regions,Poor,0.12297,184,22123,0.12266,0.12328
2003,3rd Quintile,Rural regions,Bad,0.03571,47,22123,0.03554,0.03589
2003,4th Quintile,Urban regions,Very good,0.10493,302,22123,0.10473,0.10512
2003,4th Quintile,Urban regions,Good,0.41342,1233,22123,0.41310,0.41373
2003,4th Quintile,Urban regions,Satisfactory,0.31631,898,22123,0.31602,0.31660
2003,4th Quintile,Urban regions,Poor,0.13145,367,22123,0.13124,0.13166
2003,4th Quintile,Urban regions,Bad,0.03390,80,22123,0.03379,0.03401
2003,4th Quintile,Rural regions,Very good,0.08850,128,22123,0.08824,0.08877
2003,4th Quintile,Rural regions,Good,0.41183,676,22123,0.41137,0.41229
2003,4th Quintile,Rural regions,Satisfactory,0.34547,519,22123,0.34502,0.34591
2003,4th Quintile,Rural regions,Poor,0.12534,179,22123,0.12503,0.12565
2003,4th Quintile,Rural regions,Bad,0.02886,39,22123,0.02870,0.02901
2003,5th Quintile,Urban regions,Very good,0.11928,655,22123,0.11909,0.11947
2003,5th Quintile,Urban regions,Good,0.45524,2239,22123,0.45495,0.45554
2003,5th Quintile,Urban regions,Satisfactory,0.29022,1324,22123,0.28996,0.29049
2003,5th Quintile,Urban regions,Poor,0.11123,453,22123,0.11104,0.11142
2003,5th Quintile,Urban regions,Bad,0.02402,83,22123,0.02393,0.02411
2003,5th Quintile,Rural regions,Very good,0.11179,204,22123,0.11146,0.11211
2003,5th Quintile,Rural regions,Good,0.41269,693,22123,0.41218,0.41320
2003,5th Quintile,Rural regions,Satisfactory,0.34964,492,22123,0.34915,0.35013
2003,5th Quintile,Rural regions,Poor,0.09619,142,22123,0.09588,0.09649
2003,5th Quintile,Rural regions,Bad,0.02970,34,22123,0.02953,0.02988
2004,1st Quintile,Urban regions,Very good,0.11425,239,21568,0.11403,0.11446
2004,1st Quintile,Urban regions,Good,0.31398,728,21568,0.31366,0.31429
2004,1st Quintile,Urban regions,Satisfactory,0.30201,609,21568,0.30170,0.30232
2004,1st Quintile,Urban regions,Poor,0.19285,367,21568,0.19258,0.19311
2004,1st Quintile,Urban regions,Bad,0.07692,133,21568,0.07674,0.07709
2004,1st Quintile,Rural regions,Very good,0.08114,105,21568,0.08089,0.08140
2004,1st Quintile,Rural regions,Good,0.33556,442,21568,0.33512,0.33601
2004,1st Quintile,Rural regions,Satisfactory,0.33600,396,21568,0.33556,0.33644
2004,1st Quintile,Rural regions,Poor,0.19273,202,21568,0.19236,0.19310
2004,1st Quintile,Rural regions,Bad,0.05456,66,21568,0.05435,0.05478
2004,2nd Quintile,Urban regions,Very good,0.10131,227,21568,0.10111,0.10152
2004,2nd Quintile,Urban regions,Good,0.34809,884,21568,0.34777,0.34842
2004,2nd Quintile,Urban regions,Satisfactory,0.32085,724,21568,0.32053,0.32117
2004,2nd Quintile,Urban regions,Poor,0.16827,348,21568,0.16801,0.16852
2004,2nd Quintile,Urban regions,Bad,0.06148,113,21568,0.06131,0.06164
2004,2nd Quintile,Rural regions,Very good,0.08236,102,21568,0.08212,0.08261
2004,2nd Quintile,Rural regions,Good,0.35290,565,21568,0.35247,0.35333
2004,2nd Quintile,Rural regions,Satisfactory,0.35116,550,21568,0.35073,0.35159
2004,2nd Quintile,Rural regions,Poor,0.16137,221,21568,0.16104,0.16170
2004,2nd Quintile,Rural regions,Bad,0.05221,70,21568,0.05201,0.05241
2004,3rd Quintile,Urban regions,Very good,0.08250,224,21568,0.08232,0.08267
2004,3rd Quintile,Urban regions,Good,0.38176,1027,21568,0.38145,0.38208
2004,3rd Quintile,Urban regions,Satisfactory,0.33838,830,21568,0.33807,0.33869
2004,3rd Quintile,Urban regions,Poor,0.14866,331,21568,0.14843,0.14889
2004,3rd Quintile,Urban regions,Bad,0.04870,112,21568,0.04856,0.04884
2004,3rd Quintile,Rural regions,Very good,0.09143,115,21568,0.09116,0.09171
2004,3rd Quintile,Rural regions,Good,0.39773,577,21568,0.39726,0.39819
2004,3rd Quintile,Rural regions,Satisfactory,0.34487,494,21568,0.34442,0.34532
2004,3rd Quintile,Rural regions,Poor,0.12806,173,21568,0.12774,0.12838
2004,3rd Quintile,Rural regions,Bad,0.03791,50,21568,0.03773,0.03809
2004,4th Quintile,Urban regions,Very good,0.10174,311,21568,0.10155,0.10193
2004,4th Quintile,Urban regions,Good,0.39094,1177,21568,0.39063,0.39125
2004,4th Quintile,Urban regions,Satisfactory,0.30801,836,21568,0.30772,0.30830
2004,4th Quintile,Urban regions,Poor,0.15784,382,21568,0.15761,0.15807
2004,4th Quintile,Urban regions,Bad,0.04147,99,21568,0.04134,0.04160
2004,4th Quintile,Rural regions,Very good,0.08484,138,21568,0.08458,0.08510
2004,4th Quintile,Rural regions,Good,0.39267,667,21568,0.39222,0.39313
2004,4th Quintile,Rural regions,Satisfactory,0.35526,519,21568,0.35481,0.35571
2004,4th Quintile,Rural regions,Poor,0.14159,186,21568,0.14126,0.14191
2004,4th Quintile,Rural regions,Bad,0.02564,32,21568,0.02549,0.02578
2004,5th Quintile,Urban regions,Very good,0.10936,556,21568,0.10918,0.10955
2004,5th Quintile,Urban regions,Good,0.44250,2148,21568,0.44220,0.44279
2004,5th Quintile,Urban regions,Satisfactory,0.29959,1350,21568,0.29931,0.29986
2004,5th Quintile,Urban regions,Poor,0.11867,471,21568,0.11848,0.11886
2004,5th Quintile,Urban regions,Bad,0.02989,95,21568,0.02979,0.02999
2004,5th Quintile,Rural regions,Very good,0.10806,180,21568,0.10774,0.10838
2004,5th Quintile,Rural regions,Good,0.44701,735,21568,0.44650,0.44751
2004,5th Quintile,Rural regions,Satisfactory,0.32229,477,21568,0.32181,0.32276
2004,5th Quintile,Rural regions,Poor,0.09492,150,21568,0.09463,0.09522
2004,5th Quintile,Rural regions,Bad,0.02772,35,21568,0.02756,0.02789
2005,1st Quintile,Urban regions,Very good,0.09333,199,20625,0.09313,0.09352
2005,1st Quintile,Urban regions,Good,0.30277,675,20625,0.30247,0.30308
2005,1st Quintile,Urban regions,Satisfactory,0.33010,641,20625,0.32978,0.33041
2005,1st Quintile,Urban regions,Poor,0.19926,371,20625,0.19899,0.19952
2005,1st Quintile,Urban regions,Bad,0.07455,135,20625,0.07437,0.07472
2005,1st Quintile,Rural regions,Very good,0.07522,88,20625,0.07497,0.07547
2005,1st Quintile,Rural regions,Good,0.33928,395,20625,0.33883,0.33973
2005,1st Quintile,Rural regions,Satisfactory,0.33719,380,20625,0.33674,0.33764
2005,1st Quintile,Rural regions,Poor,0.18997,195,20625,0.18960,0.19035
2005,1st Quintile,Rural regions,Bad,0.05834,64,20625,0.05811,0.05856
2005,2nd Quintile,Urban regions,Very good,0.07546,170,20625,0.07528,0.07564
2005,2nd Quintile,Urban regions,Good,0.34629,808,20625,0.34597,0.34661
2005,2nd Quintile,Urban regions,Satisfactory,0.35083,778,20625,0.35051,0.35115
2005,2nd Quintile,Urban regions,Poor,0.17757,369,20625,0.17732,0.17783
2005,2nd Quintile,Urban regions,Bad,0.04985,100,20625,0.04970,0.04999
2005,2nd Quintile,Rural regions,Very good,0.10285,111,20625,0.10258,0.10312
2005,2nd Quintile,Rural regions,Good,0.33994,520,20625,0.33952,0.34036
2005,2nd Quintile,Rural regions,Satisfactory,0.32686,497,20625,0.32644,0.32728
2005,2nd Quintile,Rural regions,Poor,0.18038,250,20625,0.18003,0.18072
2005,2nd Quintile,Rural regions,Bad,0.04997,72,20625,0.04977,0.05016
2005,3rd Quintile,Urban regions,Very good,0.07648,204,20625,0.07631,0.07666
2005,3rd Quintile,Urban regions,Good,0.37028,915,20625,0.36996,0.37060
2005,3rd Quintile,Urban regions,Satisfactory,0.35578,788,20625,0.35547,0.35610
2005,3rd Quintile,Urban regions,Poor,0.15324,321,20625,0.15301,0.15348
2005,3rd Quintile,Urban regions,Bad,0.04421,91,20625,0.04408,0.04435
2005,3rd Quintile,Rural regions,Very good,0.08746,120,20625,0.08720,0.08772
2005,3rd Quintile,Rural regions,Good,0.37365,543,20625,0.37320,0.37410
2005,3rd Quintile,Rural regions,Satisfactory,0.34159,490,20625,0.34115,0.34203
2005,3rd Quintile,Rural regions,Poor,0.15323,199,20625,0.15290,0.15356
2005,3rd Quintile,Rural regions,Bad,0.04406,54,20625,0.04387,0.04425
2005,4th Quintile,Urban regions,Very good,0.08866,257,20625,0.08848,0.08884
2005,4th Quintile,Urban regions,Good,0.39089,1125,20625,0.39058,0.39120
2005,4th Quintile,Urban regions,Satisfactory,0.33681,877,20625,0.33651,0.33712
2005,4th Quintile,Urban regions,Poor,0.13589,344,20625,0.13567,0.13611
2005,4th Quintile,Urban regions,Bad,0.04774,106,20625,0.04761,0.04788
2005,4th Quintile,Rural regions,Very good,0.08698,130,20625,0.08672,0.08724
2005,4th Quintile,Rural regions,Good,0.40143,611,20625,0.40097,0.40188
2005,4th Quintile,Rural regions,Satisfactory,0.36101,524,20625,0.36057,0.36146
2005,4th Quintile,Rural regions,Poor,0.12258,174,20625,0.12227,0.12288
2005,4th Quintile,Rural regions,Bad,0.02800,38,20625,0.02785,0.02815
2005,5th Quintile,Urban regions,Very good,0.10114,493,20625,0.10096,0.10132
2005,5th Quintile,Urban regions,Good,0.44989,2044,20625,0.44960,0.45018
2005,5th Quintile,Urban regions,Satisfactory,0.30462,1335,20625,0.30435,0.30489
2005,5th Quintile,Urban regions,Poor,0.11795,479,20625,0.11776,0.11814
2005,5th Quintile,Urban regions,Bad,0.02640,89,20625,0.02631,0.02649
2005,5th Quintile,Rural regions,Very good,0.09926,173,20625,0.09896,0.09957
2005,5th Quintile,Rural regions,Good,0.45470,668,20625,0.45419,0.45522
2005,5th Quintile,Rural regions,Satisfactory,0.32510,452,20625,0.32461,0.32558
2005,5th Quintile,Rural regions,Poor,0.10129,132,20625,0.10098,0.10160
2005,5th Quintile,Rural regions,Bad,0.01965,31,20625,0.01950,0.01979
2006,1st Quintile,Urban regions,Very good,0.10289,183,19292,0.10267,0.10310
2006,1st Quintile,Urban regions,Good,0.31489,651,19292,0.31456,0.31522
2006,1st Quintile,Urban regions,Satisfactory,0.32709,611,19292,0.32676,0.32742
2006,1st Quintile,Urban regions,Poor,0.18477,337,19292,0.18450,0.18505
2006,1st Quintile,Urban regions,Bad,0.07036,119,19292,0.07018,0.07054
2006,1st Quintile,Rural regions,Very good,0.07607,83,19292,0.07580,0.07634
2006,1st Quintile,Rural regions,Good,0.34158,380,19292,0.34110,0.34206
2006,1st Quintile,Rural regions,Satisfactory,0.35038,369,19292,0.34990,0.35087
2006,1st Quintile,Rural regions,Poor,0.17369,163,19292,0.17331,0.17408
2006,1st Quintile,Rural regions,Bad,0.05827,54,19292,0.05804,0.05851
2006,2nd Quintile,Urban regions,Very good,0.06556,145,19292,0.06539,0.06574
2006,2nd Quintile,Urban regions,Good,0.31127,673,19292,0.31094,0.31160
2006,2nd Quintile,Urban regions,Satisfactory,0.38833,736,19292,0.38798,0.38868
2006,2nd Quintile,Urban regions,Poor,0.16639,323,19292,0.16612,0.16666
2006,2nd Quintile,Urban regions,Bad,0.06844,109,19292,0.06826,0.06863
2006,2nd Quintile,Rural regions,Very good,0.06342,69,19292,0.06318,0.06366
2006,2nd Quintile,Rural regions,Good,0.35106,490,19292,0.35060,0.35153
2006,2nd Quintile,Rural regions,Satisfactory,0.36143,477,19292,0.36096,0.36189
2006,2nd Quintile,Rural regions,Poor,0.16092,190,19292,0.16057,0.16128
2006,2nd Quintile,Rural regions,Bad,0.06317,74,19292,0.06293,0.06340
2006,3rd Quintile,Urban regions,Very good,0.07124,166,19292,0.07106,0.07143
2006,3rd Quintile,Urban regions,Good,0.39101,904,19292,0.39066,0.39136
2006,3rd Quintile,Urban regions,Satisfactory,0.34927,738,19292,0.34893,0.34962
2006,3rd Quintile,Urban regions,Poor,0.14402,307,19292,0.14377,0.14427
2006,3rd Quintile,Urban regions,Bad,0.04445,97,19292,0.04430,0.04460
2006,3rd Quintile,Rural regions,Very good,0.06059,92,19292,0.06036,0.06082
2006,3rd Quintile,Rural regions,Good,0.36718,559,19292,0.36671,0.36764
2006,3rd Quintile,Rural regions,Satisfactory,0.34921,485,19292,0.34875,0.34967
2006,3rd Quintile,Rural regions,Poor,0.15952,222,19292,0.15916,0.15987
2006,3rd Quintile,Rural regions,Bad,0.06351,73,19292,0.06328,0.06375
2006,4th Quintile,Urban regions,Very good,0.08290,219,19292,0.08271,0.08308
2006,4th Quintile,Urban regions,Good,0.40925,1121,19292,0.40892,0.40959
2006,4th Quintile,Urban regions,Satisfactory,0.33488,834,19292,0.33455,0.33520
2006,4th Quintile,Urban regions,Poor,0.13337,337,19292,0.13314,0.13360
2006,4th Quintile,Urban regions,Bad,0.03961,93,19292,0.03947,0.03974
2006,4th Quintile,Rural regions,Very good,0.07581,95,19292,0.07554,0.07607
2006,4th Quintile,Rural regions,Good,0.39894,546,19292,0.39844,0.39943
2006,4th Quintile,Rural regions,Satisfactory,0.34874,464,19292,0.34825,0.34922
2006,4th Quintile,Rural regions,Poor,0.13273,174,19292,0.13239,0.13308
2006,4th Quintile,Rural regions,Bad,0.04379,47,19292,0.04358,0.04399
2006,5th Quintile,Urban regions,Very good,0.09318,408,19292,0.09299,0.09336
2006,5th Quintile,Urban regions,Good,0.43821,1881,19292,0.43790,0.43853
2006,5th Quintile,Urban regions,Satisfactory,0.32432,1309,19292,0.32403,0.32462
2006,5th Quintile,Urban regions,Poor,0.11892,435,19292,0.11872,0.11912
2006,5th Quintile,Urban regions,Bad,0.02536,87,19292,0.02527,0.02546
2006,5th Quintile,Rural regions,Very good,0.09091,138,19292,0.09059,0.09123
2006,5th Quintile,Rural regions,Good,0.45637,630,19292,0.45582,0.45693
2006,5th Quintile,Rural regions,Satisfactory,0.35420,472,19292,0.35367,0.35473
2006,5th Quintile,Rural regions,Poor,0.09852,123,19292,0.09819,0.09885
2007,1st Quintile,Urban regions,Very good,0.09818,195,20432,0.09798,0.09838
2007,1st Quintile,Urban regions,Good,0.30339,667,20432,0.30308,0.30370
2007,1st Quintile,Urban regions,Satisfactory,0.33475,654,20432,0.33444,0.33507
2007,1st Quintile,Urban regions,Poor,0.19871,363,20432,0.19844,0.19898
