"m11126","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr gut","2001","46-65","weiblich","183","0.0583521487934718","0.0506574608735148","0.0660468367134287"
"Sehr gut","2001","66","männlich","","","",""
"Sehr gut","2001","66","weiblich","","","",""
"Gut","2001","17-29","männlich","1011","0.492093066278169","0.470044506077164","0.514141626479174"
"Gut","2001","17-29","weiblich","1058","0.499420492370455","0.47811655032574","0.52072443441517"
"Gut","2001","30-45","männlich","1819","0.502420113441378","0.485944784523331","0.518895442359425"
"Gut","2001","30-45","weiblich","1902","0.494648837139235","0.47871455657845","0.51058311770002"
"Gut","2001","46-65","männlich","1228","0.349408151229357","0.333648576902518","0.365167725556196"
"Gut","2001","46-65","weiblich","1162","0.32780178625873","0.312392849992428","0.343210722525031"
"Gut","2001","66","männlich","","","",""
"Gut","2001","66","weiblich","","","",""
"Zufriedenstellend","2001","17-29","männlich","300","0.155375590459908","0.139398865780447","0.171352315139369"
"Zufriedenstellend","2001","17-29","weiblich","409","0.18908296198318","0.172398789519421","0.205767134446939"
"Zufriedenstellend","2001","30-45","männlich","969","0.279550361455326","0.264762648233699","0.294338074676953"
"Zufriedenstellend","2001","30-45","weiblich","1089","0.285408033647941","0.271015094468011","0.299800972827871"
"Zufriedenstellend","2001","46-65","männlich","1361","0.377562821933818","0.361539002882334","0.393586640985302"
"Zufriedenstellend","2001","46-65","weiblich","1433","0.393476486181107","0.377440283476035","0.409512688886178"
"Zufriedenstellend","2001","66","männlich","","","",""
"Zufriedenstellend","2001","66","weiblich","","","",""
"Weniger gut","2001","17-29","männlich","70","0.0379930194579494","0.0295615056075835","0.0464245333083153"
"Weniger gut","2001","17-29","weiblich","130","0.0646856523641565","0.0542053686722443","0.0751659360560687"
"Weniger gut","2001","30-45","männlich","248","0.0695778368643578","0.0611939644319146","0.077961709296801"
"Weniger gut","2001","30-45","weiblich","296","0.0801038522859941","0.0714525112949584","0.0887551932770297"
"Weniger gut","2001","46-65","männlich","578","0.167388031279791","0.155048257917492","0.17972780464209"
"Weniger gut","2001","46-65","weiblich","622","0.17324038464519","0.160817211994651","0.185663557295729"
"Weniger gut","2001","66","männlich","","","",""
"Weniger gut","2001","66","weiblich","","","",""
"Schlecht","2001","17-29","männlich","11","","",""
"Schlecht","2001","17-29","weiblich","13","","",""
"Schlecht","2001","30-45","männlich","56","0.0147893511064385","0.0108118685367849","0.0187668336760922"
"Schlecht","2001","30-45","weiblich","51","0.0167792703853131","0.0126857271832523","0.0208728135873739"
"Schlecht","2001","46-65","männlich","166","0.0480467681750772","0.0409776774672929","0.0551158588828615"
"Schlecht","2001","46-65","weiblich","165","0.0471291941215018","0.0401728614764682","0.0540855267665354"
"Schlecht","2001","66","männlich","","","",""
"Schlecht","2001","66","weiblich","","","",""
"Sehr gut","2002","17-29","männlich","561","0.282428257213522","0.262752620604359","0.302103893822685"
"Sehr gut","2002","17-29","weiblich","476","0.213858144987901","0.196400085461445","0.231316204514358"
"Sehr gut","2002","30-45","männlich","400","0.110809534628057","0.100499786194752","0.121119283061363"
"Sehr gut","2002","30-45","weiblich","432","0.10736126247753","0.0976028575348376","0.117119667420222"
"Sehr gut","2002","46-65","männlich","204","0.0436588890817096","0.0372655705187226","0.0500522076446967"
"Sehr gut","2002","46-65","weiblich","196","0.0458973328224798","0.0393473381139899","0.0524473275309697"
"Sehr gut","2002","66","männlich","","","",""
"Sehr gut","2002","66","weiblich","","","",""
"Gut","2002","17-29","männlich","1054","0.499972557378811","0.478119507379514","0.521825607378108"
"Gut","2002","17-29","weiblich","1115","0.52665789304038","0.50539930181314","0.54791648426762"
"Gut","2002","30-45","männlich","1865","0.513801326645167","0.497385354762461","0.530217298527873"
"Gut","2002","30-45","weiblich","1938","0.478599198020294","0.462852518205095","0.494345877835493"
"Gut","2002","46-65","männlich","1479","0.350057717403666","0.335133525815798","0.364981908991535"
"Gut","2002","46-65","weiblich","1338","0.324582480102924","0.309927056768632","0.339237903437215"
"Gut","2002","66","männlich","","","",""
"Gut","2002","66","weiblich","","","",""
"Zufriedenstellend","2002","17-29","männlich","314","0.177522223463053","0.160821683763661","0.194222763162445"
"Zufriedenstellend","2002","17-29","weiblich","413","0.200985916311545","0.18392341715378","0.21804841546931"
"Zufriedenstellend","2002","30-45","männlich","992","0.29104605099571","0.276126629875049","0.30596547211637"
"Zufriedenstellend","2002","30-45","weiblich","1100","0.304607488143435","0.290099658116977","0.319115318169892"
"Zufriedenstellend","2002","46-65","männlich","1503","0.387793677188547","0.372548486571866","0.403038867805229"
"Zufriedenstellend","2002","46-65","weiblich","1572","0.410015490326917","0.394620830147269","0.425410150506565"
"Zufriedenstellend","2002","66","männlich","","","",""
"Zufriedenstellend","2002","66","weiblich","","","",""
"Weniger gut","2002","17-29","männlich","67","0.0329650380371887","0.02516152906232","0.0407685470120575"
"Weniger gut","2002","17-29","weiblich","103","0.0497816461995205","0.0405212632430424","0.0590420291559985"
"Weniger gut","2002","30-45","männlich","256","0.0715243454736384","0.0630603716685056","0.0799883192787712"
"Weniger gut","2002","30-45","weiblich","339","0.0927358044650087","0.0835924033140655","0.101879205615952"
"Weniger gut","2002","46-65","männlich","572","0.166194066911661","0.154546805042271","0.17784132878105"
"Weniger gut","2002","46-65","weiblich","672","0.173697261505822","0.16183914394414","0.185555379067505"
"Weniger gut","2002","66","männlich","","","",""
"Weniger gut","2002","66","weiblich","","","",""
"Schlecht","2002","17-29","männlich","15","","",""
"Schlecht","2002","17-29","weiblich","12","","",""
"Schlecht","2002","30-45","männlich","48","0.0128187422574278","0.00912400753017793","0.0165134769846777"
"Schlecht","2002","30-45","weiblich","57","0.0166962468937328","0.0126572786025112","0.0207352151849544"
"Schlecht","2002","46-65","männlich","166","0.0522956494144161","0.0453301411943342","0.059261157634498"
"Schlecht","2002","46-65","weiblich","143","0.0458074352418573","0.0392635500383659","0.0523513204453487"
"Schlecht","2002","66","männlich","","","",""
"Schlecht","2002","66","weiblich","","","",""
"Sehr gut","2003","17-29","männlich","525","0.266631633315254","0.246883007885033","0.286380258745476"
"Sehr gut","2003","17-29","weiblich","413","0.188701728655995","0.171846248332863","0.205557208979127"
"Sehr gut","2003","30-45","männlich","384","0.112394442666459","0.101653789261345","0.123135096071574"
"Sehr gut","2003","30-45","weiblich","408","0.106721097008571","0.0966393768379959","0.116802817179146"
"Sehr gut","2003","46-65","männlich","237","0.0586754641301925","0.0511535146302359","0.066197413630149"
"Sehr gut","2003","46-65","weiblich","193","0.0459365622229525","0.0392917523339505","0.0525813721119545"
"Sehr gut","2003","66","männlich","","","",""
"Sehr gut","2003","66","weiblich","","","",""
"Gut","2003","17-29","männlich","998","0.51204187728389","0.489718290957207","0.534365463610574"
"Gut","2003","17-29","weiblich","1136","0.543470529661484","0.522012723062352","0.564928336260617"
"Gut","2003","30-45","männlich","1766","0.521651333207252","0.504664566522808","0.538638099891696"
"Gut","2003","30-45","weiblich","1840","0.507808425748489","0.491484184715575","0.524132666781403"
"Gut","2003","46-65","männlich","1409","0.352119158588714","0.336832067489853","0.367406249687576"
"Gut","2003","46-65","weiblich","1358","0.335523724068906","0.320536677906162","0.350510770231649"
"Gut","2003","66","männlich","","","",""
"Gut","2003","66","weiblich","","","",""
"Zufriedenstellend","2003","17-29","männlich","315","0.167550931164726","0.150871846683393","0.184230015646058"
"Zufriedenstellend","2003","17-29","weiblich","390","0.203913583120348","0.186556925234278","0.221270241006419"
"Zufriedenstellend","2003","30-45","männlich","889","0.280704518621086","0.265424402845327","0.295984634396846"
"Zufriedenstellend","2003","30-45","weiblich","1003","0.283902484191795","0.269179812085631","0.298625156297959"
"Zufriedenstellend","2003","46-65","männlich","1405","0.378568034434715","0.363044120664222","0.394091948205207"
"Zufriedenstellend","2003","46-65","weiblich","1446","0.382644424865464","0.367217474911854","0.398071374819074"
"Zufriedenstellend","2003","66","männlich","","","",""
"Zufriedenstellend","2003","66","weiblich","","","",""
"Weniger gut","2003","17-29","männlich","74","0.0431904139875188","0.0341116569895923","0.0522691709854454"
"Weniger gut","2003","17-29","weiblich","121","0.0610201871660792","0.050708545475471","0.0713318288566874"
"Weniger gut","2003","30-45","männlich","233","0.0708058099256639","0.0620834105651005","0.0795282092862272"
"Weniger gut","2003","30-45","weiblich","293","0.0835590087905318","0.0745232453392415","0.092594772241822"
"Weniger gut","2003","46-65","männlich","554","0.161239234744841","0.14946895255908","0.173009516930601"
"Weniger gut","2003","46-65","weiblich","666","0.186535755339644","0.174171585340619","0.198899925338669"
"Weniger gut","2003","66","männlich","","","",""
"Weniger gut","2003","66","weiblich","","","",""
"Schlecht","2003","17-29","männlich","14","","",""
"Schlecht","2003","17-29","weiblich","10","","",""
"Schlecht","2003","30-45","männlich","50","0.0144438955795384","0.0103866516126422","0.0185011395464346"
"Schlecht","2003","30-45","weiblich","59","0.0180089842606133","0.0136667392338742","0.0223512292873523"
"Schlecht","2003","46-65","männlich","145","0.0493981081015374","0.0424624615577818","0.056333754645293"
"Schlecht","2003","46-65","weiblich","150","0.0493595335030335","0.0424839690077889","0.0562350979982781"
"Schlecht","2003","66","männlich","","","",""
"Schlecht","2003","66","weiblich","","","",""
"Sehr gut","2004","17-29","männlich","543","0.283454879409294","0.263227646061102","0.303682112757487"
"Sehr gut","2004","17-29","weiblich","436","0.211920411063091","0.194208196340226","0.229632625785957"
"Sehr gut","2004","30-45","männlich","379","0.123366214766614","0.111832496976364","0.134899932556865"
"Sehr gut","2004","30-45","weiblich","373","0.118196556720028","0.107343281493224","0.129049831946833"
"Sehr gut","2004","46-65","männlich","194","0.0541870111377577","0.0468153704354686","0.0615586518400467"
"Sehr gut","2004","46-65","weiblich","191","0.0466104653287675","0.039846328626835","0.0533746020307"
"Sehr gut","2004","66","männlich","","","",""
"Sehr gut","2004","66","weiblich","","","",""
"Gut","2004","17-29","männlich","1002","0.497969249564535","0.475528406593609","0.520410092535461"
"Gut","2004","17-29","weiblich","1115","0.528448569370842","0.50681304968159","0.550084089060093"
"Gut","2004","30-45","männlich","1635","0.505007665751754","0.48747248201767","0.522542849485838"
"Gut","2004","30-45","weiblich","1729","0.469964692440818","0.453186022742702","0.486743362138934"
"Gut","2004","46-65","männlich","1375","0.350835665016264","0.335295947568516","0.366375382464012"
"Gut","2004","46-65","weiblich","1350","0.344448639913537","0.329201054845929","0.359696224981146"
"Gut","2004","66","männlich","","","",""
"Gut","2004","66","weiblich","","","",""
"Zufriedenstellend","2004","17-29","männlich","284","0.169111918101214","0.152287846150987","0.18593599005144"
"Zufriedenstellend","2004","17-29","weiblich","377","0.194899155166132","0.177730686731872","0.212067623600391"
"Zufriedenstellend","2004","30-45","männlich","826","0.270423082466675","0.254844801910728","0.286001363022622"
"Zufriedenstellend","2004","30-45","weiblich","921","0.277534408158975","0.262480838044452","0.292587978273498"
"Zufriedenstellend","2004","46-65","männlich","1374","0.368307971603508","0.352601733334192","0.384014209872824"
"Zufriedenstellend","2004","46-65","weiblich","1410","0.384643509344767","0.369032604965314","0.400254413724219"
"Zufriedenstellend","2004","66","männlich","","","",""
"Zufriedenstellend","2004","66","weiblich","","","",""
"Weniger gut","2004","17-29","männlich","62","0.0366601935605682","0.0282256832307189","0.0450947038904174"
"Weniger gut","2004","17-29","weiblich","106","0.0585756670371618","0.0483978939062793","0.0687534401680443"
"Weniger gut","2004","30-45","männlich","236","0.0849914938012371","0.075210963659613","0.0947720239428612"
"Weniger gut","2004","30-45","weiblich","330","0.115746778737786","0.104991657987213","0.12650189948836"
"Weniger gut","2004","46-65","männlich","528","0.175001763505672","0.16262914430291","0.187374382708434"
"Weniger gut","2004","46-65","weiblich","632","0.179227633127847","0.166920714912453","0.191534551343242"
"Weniger gut","2004","66","männlich","","","",""
"Weniger gut","2004","66","weiblich","","","",""
"Schlecht","2004","17-29","männlich","16","","",""
"Schlecht","2004","17-29","weiblich","11","","",""
"Schlecht","2004","30-45","männlich","47","0.0162115432137195","0.0117823447633489","0.0206407416640902"
"Schlecht","2004","30-45","weiblich","46","0.018557563942392","0.0140205991645595","0.0230945287202245"
"Schlecht","2004","46-65","männlich","152","0.0516675887367978","0.044459778937669","0.0588753985359266"
"Schlecht","2004","46-65","weiblich","148","0.0450697522850811","0.0384129772996876","0.0517265272704746"
"Schlecht","2004","66","männlich","","","",""
"Schlecht","2004","66","weiblich","","","",""
"Sehr gut","2005","17-29","männlich","495","0.251181895203993","0.231289822450196","0.27107396795779"
"Sehr gut","2005","17-29","weiblich","431","0.202101730355775","0.184467268884443","0.219736191827107"
"Sehr gut","2005","30-45","männlich","300","0.100379814630194","0.0894313903778396","0.111328238882547"
"Sehr gut","2005","30-45","weiblich","333","0.107235322353061","0.0964660242110605","0.118004620495061"
"Sehr gut","2005","46-65","männlich","153","0.0409535737371702","0.0343066842904024","0.047600463183938"
"Sehr gut","2005","46-65","weiblich","168","0.0451569844077148","0.0383502544417569","0.0519637143736726"
"Sehr gut","2005","66","männlich","","","",""
"Sehr gut","2005","66","weiblich","","","",""
"Gut","2005","17-29","männlich","934","0.498024083784892","0.475090901791298","0.520957265778487"
"Gut","2005","17-29","weiblich","1044","0.522830837552135","0.500896718005876","0.544764957098394"
"Gut","2005","30-45","männlich","1495","0.503517145678378","0.485300933047882","0.521733358308874"
"Gut","2005","30-45","weiblich","1601","0.472870344825854","0.45549314744428","0.490247542207428"
"Gut","2005","46-65","männlich","1201","0.325214277825246","0.309502675382874","0.340925880267618"
"Gut","2005","46-65","weiblich","1296","0.340085448778587","0.324556289464674","0.3556146080925"
"Gut","2005","66","männlich","","","",""
"Gut","2005","66","weiblich","","","",""
"Zufriedenstellend","2005","17-29","männlich","327","0.199302651578479","0.180979995158875","0.217625307998082"
"Zufriedenstellend","2005","17-29","weiblich","392","0.2087870092958","0.190938503471918","0.226635515119682"
"Zufriedenstellend","2005","30-45","männlich","813","0.281613463128372","0.265226267939345","0.298000658317399"
"Zufriedenstellend","2005","30-45","weiblich","880","0.295963030232526","0.280075132520349","0.311850927944704"
"Zufriedenstellend","2005","46-65","männlich","1365","0.393849937892012","0.37746260769346","0.410237268090564"
"Zufriedenstellend","2005","46-65","weiblich","1374","0.397428004078618","0.381386548502243","0.413469459654992"
"Zufriedenstellend","2005","66","männlich","","","",""
"Zufriedenstellend","2005","66","weiblich","","","",""
"Weniger gut","2005","17-29","männlich","58","0.0431569394134677","0.0338363499541749","0.0524775288727606"
"Weniger gut","2005","17-29","weiblich","112","0.0600636286222965","0.0496294459806544","0.0704978112639386"
"Weniger gut","2005","30-45","männlich","238","0.0949948141606944","0.0843122795085554","0.105677348812833"
"Weniger gut","2005","30-45","weiblich","305","0.102814631424665","0.092243571792786","0.113385691056544"
"Weniger gut","2005","46-65","männlich","560","0.192426879493104","0.179205507236698","0.205648251749511"
"Weniger gut","2005","46-65","weiblich","587","0.171904833385348","0.159536982606942","0.184272684163754"
"Weniger gut","2005","66","männlich","","","",""
"Weniger gut","2005","66","weiblich","","","",""
"Schlecht","2005","17-29","männlich","12","","",""
"Schlecht","2005","17-29","weiblich","13","","",""
"Schlecht","2005","30-45","männlich","48","0.0194947624023621","0.0144576370372146","0.0245318877675096"
"Schlecht","2005","30-45","weiblich","52","0.0211166711638942","0.0161125459907352","0.0261207963370532"
"Schlecht","2005","46-65","männlich","136","0.0475553310524676","0.0404174021256012","0.0546932599793339"
"Schlecht","2005","46-65","weiblich","150","0.045424729349733","0.0385988071846476","0.0522506515148185"
"Schlecht","2005","66","männlich","","","",""
"Schlecht","2005","66","weiblich","","","",""
"Sehr gut","2006","17-29","männlich","517","0.271155300405597","0.251239229063557","0.291071371747636"
"Sehr gut","2006","17-29","weiblich","434","0.194639398941677","0.177542196734135","0.211736601149218"
"Sehr gut","2006","30-45","männlich","307","0.104233027965869","0.0932455766204659","0.115220479311272"
"Sehr gut","2006","30-45","weiblich","350","0.111701563739943","0.10095587135026","0.122447256129626"
"Sehr gut","2006","46-65","männlich","199","0.0478867167463878","0.0409576855114447","0.0548157479813309"
"Sehr gut","2006","46-65","weiblich","202","0.0564345213476099","0.0492107581294998","0.06365828456572"
"Sehr gut","2006","66","männlich","","","",""
"Sehr gut","2006","66","weiblich","","","",""
"Gut","2006","17-29","männlich","1026","0.513550709978385","0.491158983615332","0.535942436341439"
"Gut","2006","17-29","weiblich","1088","0.52287400548148","0.501305028562281","0.54444298240068"
"Gut","2006","30-45","männlich","1557","0.491348055581175","0.473371696256324","0.509324414906025"
"Gut","2006","30-45","weiblich","1630","0.455239379922333","0.438251151447449","0.472227608397217"
"Gut","2006","46-65","männlich","1362","0.361519194337409","0.345928685874408","0.37710970280041"
"Gut","2006","46-65","weiblich","1382","0.32248792243147","0.307855362705134","0.337120482157805"
"Gut","2006","66","männlich","","","",""
"Gut","2006","66","weiblich","","","",""
"Zufriedenstellend","2006","17-29","männlich","309","0.176655921933964","0.159570256114537","0.193741587753391"
"Zufriedenstellend","2006","17-29","weiblich","408","0.207270438566086","0.189766100562955","0.224774776569217"
"Zufriedenstellend","2006","30-45","männlich","846","0.30639794586681","0.289821368109959","0.322974523623662"
"Zufriedenstellend","2006","30-45","weiblich","985","0.317955460743235","0.302069450398611","0.333841471087859"
"Zufriedenstellend","2006","46-65","männlich","1401","0.379059457958693","0.363316028120134","0.394802887797252"
"Zufriedenstellend","2006","46-65","weiblich","1514","0.392357549348337","0.377072384832288","0.407642713864386"
"Zufriedenstellend","2006","66","männlich","","","",""
"Zufriedenstellend","2006","66","weiblich","","","",""
"Weniger gut","2006","17-29","männlich","52","0.030326034596406","0.0226436188665494","0.0380084503262625"
"Weniger gut","2006","17-29","weiblich","119","0.0722637959398609","0.061082629335557","0.0834449625441648"
"Weniger gut","2006","30-45","männlich","216","0.07690738284353","0.067326546535278","0.086488219151782"
"Weniger gut","2006","30-45","weiblich","288","0.0939172542066887","0.0839659053208367","0.103868603092541"
"Weniger gut","2006","46-65","männlich","516","0.153640175547778","0.141938431529661","0.165341919565895"
"Weniger gut","2006","46-65","weiblich","661","0.183663132992167","0.171541789541196","0.195784476443138"
"Weniger gut","2006","66","männlich","","","",""
"Weniger gut","2006","66","weiblich","","","",""
"Schlecht","2006","17-29","männlich","10","","",""
"Schlecht","2006","17-29","weiblich","11","","",""
"Schlecht","2006","30-45","männlich","45","0.021113587742616","0.0159441425655429","0.026283032919689"
"Schlecht","2006","30-45","weiblich","48","0.0211863413878002","0.0162738328026209","0.0260988499729795"
"Schlecht","2006","46-65","männlich","170","0.0578944554097323","0.0503158561587822","0.0654730546606824"
"Schlecht","2006","46-65","weiblich","161","0.0450568738804163","0.0385634412487042","0.0515503065121284"
"Schlecht","2006","66","männlich","","","",""
"Schlecht","2006","66","weiblich","","","",""
"Sehr gut","2007","17-29","männlich","474","0.247141808398342","0.227209288352323","0.26707432844436"
"Sehr gut","2007","17-29","weiblich","420","0.221970929108858","0.203411444498004","0.240530413719713"
"Sehr gut","2007","30-45","männlich","285","0.108860985179917","0.0971148591032877","0.120607111256547"
"Sehr gut","2007","30-45","weiblich","297","0.0992489239500028","0.0885443344456113","0.109953513454394"
"Sehr gut","2007","46-65","männlich","133","0.0308564474281847","0.0250369271434705","0.0366759677128989"
"Sehr gut","2007","46-65","weiblich","178","0.0432553196211244","0.0366593049899437","0.0498513342523051"
"Sehr gut","2007","66","männlich","","","",""
"Sehr gut","2007","66","weiblich","","","",""
"Gut","2007","17-29","männlich","953","0.532238691867964","0.509181953126797","0.555295430609131"
"Gut","2007","17-29","weiblich","994","0.503918694436941","0.481589316967348","0.526248071906534"
"Gut","2007","30-45","männlich","1454","0.509891893542237","0.491039313402987","0.528744473681488"
"Gut","2007","30-45","weiblich","1505","0.481146474927612","0.463258311270606","0.499034638584618"
"Gut","2007","46-65","männlich","1301","0.358749960954998","0.342608984546705","0.374890937363291"
"Gut","2007","46-65","weiblich","1300","0.316537935776758","0.301456804880285","0.331619066673231"
"Gut","2007","66","männlich","","","",""
"Gut","2007","66","weiblich","","","",""
"Zufriedenstellend","2007","17-29","männlich","296","0.180045030619748","0.162290136776485","0.197799924463012"
"Zufriedenstellend","2007","17-29","weiblich","408","0.218382770849771","0.199931503669688","0.236834038029853"
"Zufriedenstellend","2007","30-45","männlich","725","0.283302580959174","0.2663092316497","0.300295930268648"
"Zufriedenstellend","2007","30-45","weiblich","871","0.300339717828097","0.283927974575387","0.316751461080807"
"Zufriedenstellend","2007","46-65","männlich","1292","0.388640310964829","0.372236585531453","0.405044036398205"
"Zufriedenstellend","2007","46-65","weiblich","1442","0.404903597461814","0.388987620580432","0.420819574343196"
"Zufriedenstellend","2007","66","männlich","","","",""
"Zufriedenstellend","2007","66","weiblich","","","",""
"Weniger gut","2007","17-29","männlich","66","0.0324040367094654","0.0242216671430983","0.0405864062758324"
"Weniger gut","2007","17-29","weiblich","91","0.0491107501803663","0.0394597304723859","0.0587617698883467"
"Weniger gut","2007","30-45","männlich","197","0.0831633281725306","0.0727498042851454","0.0935768520599158"
"Weniger gut","2007","30-45","weiblich","282","0.100845528116948","0.090064747805642","0.111626308428255"
"Weniger gut","2007","46-65","männlich","521","0.173417688806206","0.160676500926962","0.18615887668545"
"Weniger gut","2007","46-65","weiblich","578","0.184681182280642","0.172099495317066","0.197262869244217"
"Weniger gut","2007","66","männlich","","","",""
"Weniger gut","2007","66","weiblich","","","",""
"Schlecht","2007","17-29","männlich","10","","",""
"Schlecht","2007","17-29","weiblich","13","","",""
"Schlecht","2007","30-45","männlich","40","0.0147812121461412","0.0102302086766319","0.0193322156156505"
"Schlecht","2007","30-45","weiblich","42","0.0184193551773399","0.0136053680586028","0.023233342296077"
"Schlecht","2007","46-65","männlich","145","0.0483355918457821","0.0411179454215684","0.0555532382699959"
"Schlecht","2007","46-65","weiblich","156","0.0506219648596615","0.0435138750184947","0.0577300547008282"
"Schlecht","2007","66","männlich","","","",""
"Schlecht","2007","66","weiblich","","","",""
"Sehr gut","2008","17-29","männlich","447","0.273098005562901","0.251534301576124","0.294661709549678"
"Sehr gut","2008","17-29","weiblich","396","0.222422428262987","0.203015359161827","0.241829497364146"
"Sehr gut","2008","30-45","männlich","261","0.106023552446169","0.0938625806531902","0.118184524239148"
"Sehr gut","2008","30-45","weiblich","277","0.105154611992188","0.0935947507535804","0.116714473230795"
"Sehr gut","2008","46-65","männlich","158","0.0435712067637211","0.0364883117552808","0.0506541017721615"
"Sehr gut","2008","46-65","weiblich","178","0.0469092823746349","0.039897227393981","0.0539213373552889"
"Sehr gut","2008","66","männlich","","","",""
"Sehr gut","2008","66","weiblich","","","",""
"Gut","2008","17-29","männlich","858","0.529211869458853","0.505054273819845","0.553369465097862"
"Gut","2008","17-29","weiblich","896","0.510775675986617","0.487448190647523","0.534103161325711"
"Gut","2008","30-45","männlich","1283","0.504696922381447","0.484947476806819","0.524446367956074"
"Gut","2008","30-45","weiblich","1349","0.480512383953499","0.461684377076642","0.499340390830357"
"Gut","2008","46-65","männlich","1200","0.347009703477681","0.330493551809375","0.363525855145988"
"Gut","2008","46-65","weiblich","1302","0.341044975687983","0.325323890791707","0.35676606058426"
"Gut","2008","66","männlich","","","",""
"Gut","2008","66","weiblich","","","",""
"Zufriedenstellend","2008","17-29","männlich","253","0.15475180144778","0.137247847962652","0.172255754932909"
"Zufriedenstellend","2008","17-29","weiblich","331","0.190133098289144","0.17182115273683","0.208445043841458"
"Zufriedenstellend","2008","30-45","männlich","681","0.27892562056603","0.261210736961363","0.296640504170698"
"Zufriedenstellend","2008","30-45","weiblich","777","0.297471479705773","0.280244104876705","0.314698854534841"
"Zufriedenstellend","2008","46-65","männlich","1215","0.392103259522555","0.375163789346607","0.409042729698503"
"Zufriedenstellend","2008","46-65","weiblich","1278","0.378922634251139","0.362834824445474","0.395010444056804"
"Zufriedenstellend","2008","66","männlich","","","",""
"Zufriedenstellend","2008","66","weiblich","","","",""
"Weniger gut","2008","17-29","männlich","75","0.0408567945997905","0.0312760328617066","0.0504375563378744"
"Weniger gut","2008","17-29","weiblich","130","0.0719271753345287","0.0598702566655466","0.0839840940035109"
"Weniger gut","2008","30-45","männlich","205","0.0986815156849639","0.0869010865465751","0.110461944823353"
"Weniger gut","2008","30-45","weiblich","255","0.0958688364535012","0.0847740511162739","0.106963621790729"
"Weniger gut","2008","46-65","männlich","475","0.165354603601451","0.15246487315577","0.178244334047131"
"Weniger gut","2008","46-65","weiblich","602","0.186941939595738","0.174012998697069","0.199870880494407"
"Weniger gut","2008","66","männlich","","","",""
"Weniger gut","2008","66","weiblich","","","",""
"Schlecht","2008","17-29","männlich","7","","",""
"Schlecht","2008","17-29","weiblich","11","","",""
"Schlecht","2008","30-45","männlich","32","0.0116723889213899","0.00742976627492918","0.0159150115678507"
"Schlecht","2008","30-45","weiblich","47","0.0209926878950384","0.0155902292816225","0.0263951465084543"
"Schlecht","2008","46-65","männlich","143","0.0519612266345917","0.044260398408531","0.0596620548606525"
"Schlecht","2008","46-65","weiblich","133","0.0461811680905048","0.0392210885726265","0.0531412476083831"
"Schlecht","2008","66","männlich","","","",""
"Schlecht","2008","66","weiblich","","","",""
"Sehr gut","2009","17-29","männlich","390","0.242256596749377","0.22076703985886","0.263746153639894"
"Sehr gut","2009","17-29","weiblich","335","0.201030937971663","0.181130584281752","0.220931291661574"
"Sehr gut","2009","30-45","männlich","198","0.0992259100621179","0.0867416924393285","0.111710127684907"
"Sehr gut","2009","30-45","weiblich","248","0.108531364051151","0.0962521578044602","0.120810570297841"
"Sehr gut","2009","46-65","männlich","138","0.0412758262821531","0.0341657198145051","0.0483859327498011"
"Sehr gut","2009","46-65","weiblich","162","0.0505581128640104","0.0430863440529914","0.0580298816750293"
"Sehr gut","2009","66","männlich","","","",""
"Sehr gut","2009","66","weiblich","","","",""
"Gut","2009","17-29","männlich","817","0.549137137389438","0.524180204437019","0.574094070341857"
"Gut","2009","17-29","weiblich","814","0.506387474071805","0.48156192129221","0.5312130268514"
"Gut","2009","30-45","männlich","1162","0.489062073857474","0.468188014914768","0.509936132800181"
"Gut","2009","30-45","weiblich","1232","0.472027819068188","0.452320436538936","0.49173520159744"
"Gut","2009","46-65","männlich","1086","0.334533534105609","0.317669390413788","0.35139767779743"
"Gut","2009","46-65","weiblich","1167","0.313003204067675","0.29718906507408","0.328817343061271"
"Gut","2009","66","männlich","","","",""
"Gut","2009","66","weiblich","","","",""
"Zufriedenstellend","2009","17-29","männlich","248","0.158924392093202","0.140586839560436","0.177261944625968"
"Zufriedenstellend","2009","17-29","weiblich","305","0.218755581532322","0.198228018254175","0.239283144810468"
"Zufriedenstellend","2009","30-45","männlich","657","0.315769956299881","0.296359876729633","0.335180035870129"
"Zufriedenstellend","2009","30-45","weiblich","732","0.310188262921453","0.291927555448607","0.328448970394298"
"Zufriedenstellend","2009","46-65","männlich","1177","0.401019947566025","0.38350251135674","0.41853738377531"
"Zufriedenstellend","2009","46-65","weiblich","1299","0.411472776563563","0.394690625110477","0.42825492801665"
"Zufriedenstellend","2009","66","männlich","","","",""
"Zufriedenstellend","2009","66","weiblich","","","",""
"Weniger gut","2009","17-29","männlich","63","0.0386795203806545","0.02900781163113","0.0483512291301791"
"Weniger gut","2009","17-29","weiblich","94","0.0666658918156503","0.054279786181478","0.0790519974498227"
"Weniger gut","2009","30-45","männlich","162","0.0852318680898991","0.0735719000676457","0.0968918361121526"
"Weniger gut","2009","30-45","weiblich","219","0.0944268403621506","0.0828830314503214","0.10597064927398"
"Weniger gut","2009","46-65","männlich","482","0.178785477314688","0.165090043085042","0.192480911544335"
"Weniger gut","2009","46-65","weiblich","544","0.1726585147098","0.159769188793439","0.185547840626161"
"Weniger gut","2009","66","männlich","","","",""
"Weniger gut","2009","66","weiblich","","","",""
"Schlecht","2009","17-29","männlich","9","","",""
